GEO_ID,C25095_001E,C25095_001M,C25095_002E,C25095_002M,C25095_003E,C25095_003M,C25095_004E,C25095_004M,C25095_005E,C25095_005M,C25095_006E,C25095_006M,C25095_007E,C25095_007M,C25095_008E,C25095_008M,C25095_009E,C25095_009M,C25095_010E,C25095_010M,C25095_011E,C25095_011M,C25095_012E,C25095_012M,C25095_013E,C25095_013M,C25095_014E,C25095_014M,C25095_015E,C25095_015M,C25095_016E,C25095_016M,C25095_017E,C25095_017M,C25095_018E,C25095_018M,C25095_019E,C25095_019M,C25095_020E,C25095_020M,C25095_021E,C25095_021M,C25095_022E,C25095_022M,C25095_023E,C25095_023M,C25095_024E,C25095_024M,C25095_025E,C25095_025M,C25095_026E,C25095_026M,C25095_027E,C25095_027M,C25095_028E,C25095_028M,C25095_029E,C25095_029M,NAME,C25095_001EA,C25095_001MA,C25095_002EA,C25095_002MA,C25095_003EA,C25095_003MA,C25095_004EA,C25095_004MA,C25095_005EA,C25095_005MA,C25095_006EA,C25095_006MA,C25095_007MA,C25095_007EA,C25095_008EA,C25095_008MA,C25095_009EA,C25095_009MA,C25095_010EA,C25095_010MA,C25095_011EA,C25095_011MA,C25095_012EA,C25095_012MA,C25095_013EA,C25095_013MA,C25095_014EA,C25095_014MA,C25095_015EA,C25095_015MA,C25095_016EA,C25095_016MA,C25095_017EA,C25095_017MA,C25095_018MA,C25095_018EA,C25095_019EA,C25095_019MA,C25095_020EA,C25095_020MA,C25095_021EA,C25095_021MA,C25095_022EA,C25095_022MA,C25095_023EA,C25095_023MA,C25095_024EA,C25095_024MA,C25095_025EA,C25095_025MA,C25095_026EA,C25095_026MA,C25095_027EA,C25095_027MA,C25095_028EA,C25095_028MA,C25095_029EA,C25095_029MA,state
0400000US08,1417981,9500,38895,2846,945,512,29446,2435,8504,1350,59616,4057,17150,1708,42466,3263,0,204,117476,4739,55443,3147,62033,3449,0,204,133974,6108,74817,4189,59157,4113,0,204,230586,6276,159764,5684,70822,4144,0,204,211926,7236,180629,6708,31297,2781,0,204,625508,8252,602088,8410,23420,1872,0,204,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,1791749,12877,57329,2999,1520,512,42955,2808,12854,1570,104621,4689,36494,2558,68127,3767,0,198,214236,5908,123395,4734,90841,4283,0,198,232852,6871,184114,5991,48738,4011,0,198,366656,9257,336025,8669,30631,2803,0,198,292323,7975,282969,7797,9354,1582,0,198,523732,10544,518638,10462,5094,1005,0,198,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,1167729,12565,57545,3930,6703,1211,38410,3154,12432,1778,95354,4712,44415,3673,50939,3688,0,197,163101,6061,105721,4812,57380,3460,0,197,153055,6053,121038,5071,32017,3248,0,197,218607,6467,199995,6394,18612,1912,0,197,161089,5977,153652,5958,7437,1269,0,197,318978,7903,314528,7835,4450,812,0,197,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1137524,12385,61085,3786,7368,1442,38835,3029,14882,2055,96688,4556,50325,3504,46363,3017,0,217,157095,5612,104509,4335,52586,4377,0,217,139065,6196,108184,5812,30881,3008,0,217,196545,7428,171807,6655,24738,2729,0,217,154021,6023,144895,5993,9126,1416,0,217,333025,9633,327520,9555,5505,1135,0,217,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,3210113,17405,99162,5063,2734,633,73308,4301,23120,2406,155997,5482,35453,2693,120544,5290,0,190,320965,7955,143284,5730,177681,5978,0,190,334334,7230,213456,6242,120878,5531,0,190,550688,9959,415421,9372,135267,4671,0,190,452904,8569,395821,8431,57083,4110,0,190,1296063,12631,1240822,12132,55241,3447,0,190,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,903751,8439,24205,2114,904,418,18073,1926,5228,911,49969,2815,16221,1760,33748,2193,0,163,102161,4503,61239,3666,40922,2618,0,163,113987,4912,86163,4291,27824,2421,0,163,178179,5023,160766,4672,17413,2038,0,163,149606,4939,144547,4975,5059,1198,0,163,285644,7045,281483,7109,4161,1111,0,163,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,378742,6605,8344,1451,53,84,6406,1235,1885,751,14379,1904,1720,643,12659,1895,0,192,33764,2770,10087,1549,23677,2411,0,192,34290,2831,17305,2019,16985,1917,0,192,59870,3479,38971,2591,20899,2258,0,192,56845,3789,46497,3259,10348,1547,0,192,171250,5028,164629,4985,6621,1247,0,192,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,760401,8395,35464,2992,3108,609,25118,2497,7238,1227,62223,3572,30238,2741,31985,2745,0,201,116140,4799,79432,4193,36708,2919,0,201,108730,4795,88372,4212,20358,2516,0,201,146360,5723,136538,5304,9822,1711,0,201,96147,4993,93453,4901,2694,848,0,201,195337,6439,193044,6544,2293,884,0,201,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,261145,4466,8929,1708,452,404,6133,1323,2344,903,13241,1539,2567,685,10674,1452,0,200,29807,2673,14946,2226,14861,1927,0,200,27703,2988,15979,2054,11724,2016,0,200,49471,3344,36203,2748,13268,1592,0,200,39267,2931,34778,2717,4489,1222,0,200,92727,3558,90010,3625,2717,861,0,200,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,1567939,9341,35736,2284,766,266,27048,2171,7922,1079,64471,2809,15875,1293,48596,2594,0,147,133285,4227,66774,3134,66511,3571,0,147,164220,5008,107804,3205,56416,3255,0,147,271652,7129,221377,6349,50275,2933,0,147,246756,6420,225978,5991,20778,2193,0,147,651819,8171,637295,8274,14524,1446,0,147,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
