GEO_ID,B10058_001E,B10058_001M,B10058_002E,B10058_002M,B10058_003E,B10058_003M,B10058_004E,B10058_004M,B10058_005E,B10058_005M,B10058_006E,B10058_006M,B10058_007E,B10058_007M,B10058_008E,B10058_008M,B10058_009E,B10058_009M,B10058_010E,B10058_010M,B10058_011E,B10058_011M,NAME,B10058_001MA,B10058_001EA,B10058_002MA,B10058_002EA,B10058_003MA,B10058_003EA,B10058_004MA,B10058_004EA,B10058_005MA,B10058_005EA,B10058_006MA,B10058_006EA,B10058_007MA,B10058_007EA,B10058_008EA,B10058_008MA,B10058_009MA,B10058_009EA,B10058_010MA,B10058_010EA,B10058_011MA,B10058_011EA,state
0400000US30,17323,2005,8877,1599,5296,1338,3026,1020,2270,843,3581,983,8446,1427,4291,1045,1116,475,3175,888,4155,1065,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,19233,2422,10427,1753,3087,917,1880,647,1207,564,7340,1608,8806,1388,2581,868,899,515,1682,640,6225,1108,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,223877,9592,108107,7438,51401,4447,36227,3646,15174,1915,56706,5834,115770,5997,40268,3673,16988,2904,23280,2269,75502,4473,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,256778,10651,124336,6803,53532,4688,37722,3607,15810,2748,70804,5587,132442,8014,40466,3915,15156,2234,25310,3016,91976,6775,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,19049,2722,9360,1841,4310,1246,2790,897,1520,605,5050,1182,9689,1582,3872,928,1221,438,2651,740,5817,1346,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,121462,7220,55483,4499,30428,3337,22589,2881,7839,1510,25055,3378,65979,4869,30520,3390,13661,2247,16859,2419,35459,3181,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,8611,1489,4291,1101,2028,894,1068,490,960,750,2263,639,4320,1050,1751,898,484,343,1267,775,2569,791,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,78006,4873,36053,3930,15514,2723,10772,2374,4742,1094,20539,3006,41953,3650,11969,1996,3915,1138,8054,1784,29984,3108,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,45095,5237,19464,3046,11169,2297,7977,2089,3192,1084,8295,1926,25631,3382,14196,2322,4716,1274,9480,1702,11435,2257,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,89031,4470,42727,2742,22642,2139,15743,1753,6899,1125,20085,1800,46304,3074,21276,2042,7482,1036,13794,1929,25028,2331,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,72033,4359,38342,3844,15009,2237,9687,1701,5322,1233,23333,2879,33691,2760,9989,1469,2775,772,7214,1391,23702,2386,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,74106,6167,21372,3061,9112,1799,6826,1484,2286,850,12260,2484,52734,4712,17496,2837,6960,1824,10536,1997,35238,3800,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,189478,8471,90426,5329,36029,3263,24716,2736,11313,2009,54397,4276,99052,5486,29824,2993,9296,1969,20528,2058,69228,4744,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,6901,1342,4652,1160,2319,739,1743,649,576,334,2333,908,2249,591,922,345,259,140,663,274,1327,504,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,123454,7629,56456,5394,27030,3585,19736,3080,7294,1816,29426,4087,66998,5079,25105,3128,9066,1671,16039,2475,41893,4091,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,72178,5226,32147,3685,12474,2207,8452,1834,4022,1399,19673,2839,40031,3734,11131,1968,3643,1237,7488,1491,28900,3181,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,9479,1823,4856,1116,3050,855,2425,805,625,332,1806,753,4623,1151,2815,1024,1086,564,1729,694,1808,661,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,1113267,22065,491114,16220,125273,6713,84847,5423,40426,3477,365841,12776,622153,14510,106108,6162,31613,3195,74495,5201,516045,13544,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,75259,5172,34738,3520,19888,3073,15078,2815,4810,1179,14850,2290,40521,3629,20519,2790,8361,1684,12158,2089,20002,2710,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,57821,5067,26391,3106,8719,1618,6133,1542,2586,802,17672,2564,31430,3557,7578,1668,3567,1153,4011,1092,23852,2667,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,775693,18121,394499,11423,162828,8614,119209,7073,43619,4084,231671,9218,381194,13213,100819,7193,37740,3640,63079,5811,280375,9694,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,137348,7292,68831,5136,25157,3080,16953,2632,8204,1661,43674,4073,68517,5141,17344,2408,6023,1440,11321,1950,51173,4284,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,496745,16256,218234,8424,78245,5384,52124,4420,26121,2841,139989,7691,278511,12316,69296,6423,18302,2986,50994,5907,209215,11009,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,124862,7553,57880,5380,17324,2565,11089,2237,6235,1302,40556,4450,66982,4533,13978,2274,3782,1124,10196,1862,53004,4015,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,9126,1877,4338,1472,1171,649,1121,676,50,84,3167,1339,4788,1198,992,457,305,274,687,404,3796,1090,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,64566,5205,35127,3714,9711,1907,5458,1610,4253,1066,25416,2952,29439,2964,4976,1159,2077,709,2899,853,24463,2755,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,405414,13306,169604,8709,57795,4529,38226,3550,19569,2562,111809,6343,235810,8923,56383,3989,16675,2069,39708,3790,179427,8206,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,177995,8499,75257,5750,20912,2880,13741,2347,7171,1338,54345,4453,102738,5657,19212,2654,4643,1251,14569,2408,83526,5160,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,216360,8206,106504,4974,53658,3706,39755,3526,13903,1568,52846,4234,109856,5929,40472,3509,15356,1843,25116,3056,69384,4146,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,103315,6065,49987,3360,22100,2498,15902,2290,6198,938,27887,2904,53328,4529,19710,2807,7722,2055,11988,1756,33618,3401,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,226342,9151,112232,6388,45015,3943,31245,3010,13770,2297,67217,5085,114110,5355,36377,4035,13698,2529,22679,2826,77733,4656,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,162963,7021,76474,5138,29709,2997,21493,2670,8216,1334,46765,3777,86489,4397,22693,1924,8723,1301,13970,1483,63796,4243,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,23328,2328,14676,1583,7287,1246,4938,1092,2349,668,7389,1264,8652,1455,2283,665,730,300,1553,578,6369,1135,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,32034,3520,18107,2851,6905,1741,4983,1529,1922,699,11202,2211,13927,2073,4479,1267,1516,679,2963,1020,9448,1762,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,51352,5200,22044,3138,12709,2273,8204,1801,4505,1141,9335,1769,29308,3345,13416,2072,5096,1360,8320,1471,15892,2591,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,52507,4539,24529,2476,8238,1782,5623,1471,2615,865,16291,2081,27978,3307,4507,1209,1142,634,3365,1082,23471,3039,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,11949,1302,6771,1119,3723,810,2589,703,1134,448,3048,758,5178,978,2761,802,1402,485,1359,569,2417,734,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,136818,6979,65716,5034,22293,2658,14289,2103,8004,1475,43423,3893,71102,4568,19241,2162,4812,1084,14429,2057,51861,4037,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,20054,2706,11591,2102,3445,1193,2377,1030,1068,531,8146,1901,8463,1735,2702,1113,807,489,1895,859,5761,1257,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,177717,7944,81520,6080,32249,3750,21911,2890,10338,2093,49271,4635,96197,5087,25239,2523,8627,1600,16612,2335,70958,4459,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,162918,8991,77077,6265,43415,4682,31200,3854,12215,1989,33662,3754,85841,6121,37448,4017,16450,2729,20998,2773,48393,4242,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,46736,4558,25045,3126,14022,2324,10918,2069,3104,833,11023,1691,21691,2504,8589,1592,2850,807,5739,1133,13102,1902,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
