GEO_ID,B19054_001E,B19054_001M,B19054_002E,B19054_002M,B19054_003E,B19054_003M,NAME,B19054_001MA,B19054_001EA,B19054_002MA,B19054_002EA,B19054_003EA,B19054_003MA,state
0400000US08,2176757,7548,522374,8517,1654383,11169,Colorado,null,null,null,null,null,null,08
0400000US18,2599169,10447,460396,9748,2138773,12537,Indiana,null,null,null,null,null,null,18
0400000US21,1732713,8718,276715,6621,1455998,10082,Kentucky,null,null,null,null,null,null,21
0400000US22,1737220,10627,256753,6338,1480467,10971,Louisiana,null,null,null,null,null,null,22
0400000US17,4864864,12677,1042158,12381,3822706,14416,Illinois,null,null,null,null,null,null,17
0400000US19,1267873,7772,294622,6371,973251,9576,Iowa,null,null,null,null,null,null,19
0400000US33,531212,5670,130360,4759,400852,6938,New Hampshire,null,null,null,null,null,null,33
0400000US05,1156347,7393,184736,6316,971611,8981,Arkansas,null,null,null,null,null,null,05
0400000US10,367671,3933,81666,3351,286005,4968,Delaware,null,null,null,null,null,null,10
0400000US27,2194452,6925,520224,7926,1674228,8805,Minnesota,null,null,null,null,null,null,27
0400000US30,431421,4444,117647,4004,313774,4779,Montana,null,null,null,null,null,null,30
0400000US23,570307,5261,140577,4457,429730,6227,Maine,null,null,null,null,null,null,23
0400000US37,4011462,16617,754578,13566,3256884,18498,North Carolina,null,null,null,null,null,null,37
0400000US13,3803012,14400,595377,11427,3207635,17556,Georgia,null,null,null,null,null,null,13
0400000US02,254551,3266,114858,4129,139693,4376,Alaska,null,null,null,null,null,null,02
0400000US01,1855184,11821,283752,7302,1571432,11378,Alabama,null,null,null,null,null,null,01
0400000US50,261373,3502,71516,3096,189857,3867,Vermont,null,null,null,null,null,null,50
0400000US32,1129810,6479,179584,5241,950226,7993,Nevada,null,null,null,null,null,null,32
0400000US54,734703,6052,112495,4466,622208,7622,West Virginia,null,null,null,null,null,null,54
0400000US40,1485310,6108,265232,5710,1220078,7176,Oklahoma,null,null,null,null,null,null,40
0400000US55,2371960,6714,567748,8490,1804212,9525,Wisconsin,null,null,null,null,null,null,55
0400000US72,1179637,9819,51099,3435,1128538,10436,Puerto Rico,null,null,null,null,null,null,72
0400000US51,3175524,13138,733206,12366,2442318,14412,Virginia,null,null,null,null,null,null,51
0400000US38,319355,4442,73937,3177,245418,4102,North Dakota,null,null,null,null,null,null,38
0400000US45,1927991,12233,319160,8517,1608831,14018,South Carolina,null,null,null,null,null,null,45
0400000US41,1639970,6988,395068,8185,1244902,9351,Oregon,null,null,null,null,null,null,41
0400000US56,230252,3746,58621,2921,171631,4481,Wyoming,null,null,null,null,null,null,56
0400000US06,13072122,21485,2888963,23094,10183159,29548,California,null,null,null,null,null,null,06
0400000US28,1108630,9460,145018,5581,963612,10301,Mississippi,null,null,null,null,null,null,28
0400000US09,1378091,6923,344381,7977,1033710,9967,Connecticut,null,null,null,null,null,null,09
0400000US48,9776083,21679,1574822,19170,8201261,26704,Texas,null,null,null,null,null,null,48
0400000US24,2215935,9432,515261,9181,1700674,12678,Maryland,null,null,null,null,null,null,24
0400000US12,7809358,20825,1635115,17338,6174243,21908,Florida,null,null,null,null,null,null,12
0400000US25,2624294,8879,669800,10586,1954494,12233,Massachusetts,null,null,null,null,null,null,25
0400000US11,287476,2752,64992,3227,222484,3812,District of Columbia,null,null,null,null,null,null,11
0400000US49,998891,5079,203338,4966,795553,6462,Utah,null,null,null,null,null,null,49
0400000US36,7367015,16617,1534413,16070,5832602,19543,New York,null,null,null,null,null,null,36
0400000US34,3249567,9867,780998,9594,2468569,13962,New Jersey,null,null,null,null,null,null,34
0400000US39,4685447,12486,915641,11383,3769806,15307,Ohio,null,null,null,null,null,null,39
0400000US29,2434806,10407,480261,8736,1954545,11129,Missouri,null,null,null,null,null,null,29
0400000US42,5070931,12151,1168989,14403,3901942,15763,Pennsylvania,null,null,null,null,null,null,42
0400000US26,3957466,12369,784918,9733,3172548,15525,Michigan,null,null,null,null,null,null,26
0400000US31,765490,3878,169870,4331,595620,5352,Nebraska,null,null,null,null,null,null,31
0400000US16,640270,5214,127353,5043,512917,6721,Idaho,null,null,null,null,null,null,16
0400000US35,794093,5137,138171,4168,655922,5797,New Mexico,null,null,null,null,null,null,35
0400000US15,455309,4541,131152,3900,324157,5455,Hawaii,null,null,null,null,null,null,15
0400000US46,345449,3406,78245,3102,267204,4580,South Dakota,null,null,null,null,null,null,46
0400000US53,2895575,9139,745118,11340,2150457,12655,Washington,null,null,null,null,null,null,53
0400000US44,406573,4965,91674,3969,314899,5794,Rhode Island,null,null,null,null,null,null,44
0400000US04,2614298,11305,513214,8554,2101084,13886,Arizona,null,null,null,null,null,null,04
0400000US47,2603140,11640,449928,8904,2153212,11480,Tennessee,null,null,null,null,null,null,47
0400000US20,1133408,7193,254371,5839,879037,8624,Kansas,null,null,null,null,null,null,20
