C24070_038M,C24070_039E,C24070_039M,C24070_040E,C24070_040M,C24070_041E,C24070_041M,C24070_042E,C24070_042M,C24070_043E,C24070_043M,C24070_044E,C24070_044M,C24070_045E,C24070_045M,C24070_046E,C24070_046M,C24070_047E,C24070_047M,C24070_048E,C24070_048M,C24070_049E,C24070_049M,C24070_050E,C24070_050M,C24070_051E,C24070_051M,C24070_052E,C24070_052M,C24070_053E,C24070_053M,C24070_054E,C24070_054M,C24070_055E,C24070_055M,C24070_056E,C24070_056M,C24070_057E,C24070_057M,C24070_058E,C24070_058M,C24070_059E,C24070_059M,C24070_060E,C24070_060M,C24070_061E,C24070_061M,C24070_062E,C24070_062M,C24070_063E,C24070_063M,C24070_064E,C24070_064M,C24070_065E,C24070_065M,C24070_066E,C24070_066M,C24070_067E,C24070_067M,C24070_068E,C24070_068M,C24070_069E,C24070_069M,C24070_070E,C24070_070M,C24070_071E,C24070_071M,C24070_072E,C24070_072M,C24070_073E,C24070_073M,C24070_074E,C24070_074M,C24070_075E,C24070_075M,C24070_076E,C24070_076M,C24070_077E,C24070_077M,C24070_078E,C24070_078M,C24070_079E,C24070_079M,C24070_080E,C24070_080M,C24070_081E,C24070_081M,C24070_082E,C24070_082M,C24070_083E,C24070_083M,C24070_084E,C24070_084M,GEO_ID,C24070_001E,C24070_001M,C24070_002E,C24070_002M,C24070_003E,C24070_003M,C24070_004E,C24070_004M,C24070_005E,C24070_005M,C24070_006E,C24070_006M,C24070_007E,C24070_007M,C24070_008E,C24070_008M,C24070_009E,C24070_009M,C24070_010E,C24070_010M,C24070_011E,C24070_011M,C24070_012E,C24070_012M,C24070_013E,C24070_013M,C24070_014E,C24070_014M,C24070_015E,C24070_015M,C24070_016E,C24070_016M,C24070_017E,C24070_017M,C24070_018E,C24070_018M,C24070_019E,C24070_019M,C24070_020E,C24070_020M,C24070_021E,C24070_021M,C24070_022E,C24070_022M,C24070_023E,C24070_023M,C24070_024E,C24070_024M,C24070_025E,C24070_025M,C24070_026E,C24070_026M,C24070_027E,C24070_027M,C24070_028E,C24070_028M,C24070_029E,C24070_029M,C24070_030E,C24070_030M,C24070_031E,C24070_031M,C24070_032E,C24070_032M,C24070_033E,C24070_033M,C24070_034E,C24070_034M,C24070_035E,C24070_035M,C24070_036E,C24070_036M,C24070_037E,C24070_037M,C24070_038E,C24070_038MA,C24070_039MA,C24070_039EA,C24070_040MA,C24070_040EA,C24070_041MA,C24070_041EA,C24070_042MA,C24070_042EA,C24070_043MA,C24070_043EA,C24070_044EA,C24070_044MA,C24070_045MA,C24070_045EA,C24070_046MA,C24070_046EA,C24070_047MA,C24070_047EA,C24070_048MA,C24070_048EA,C24070_049MA,C24070_049EA,C24070_050MA,C24070_050EA,C24070_051MA,C24070_051EA,C24070_052MA,C24070_052EA,C24070_053MA,C24070_053EA,C24070_054MA,C24070_054EA,C24070_055EA,C24070_055MA,C24070_056MA,C24070_056EA,C24070_057MA,C24070_057EA,C24070_058MA,C24070_058EA,C24070_059MA,C24070_059EA,C24070_060MA,C24070_060EA,C24070_061MA,C24070_061EA,C24070_062MA,C24070_062EA,C24070_063MA,C24070_063EA,C24070_064MA,C24070_064EA,C24070_065MA,C24070_065EA,C24070_066EA,C24070_066MA,C24070_067MA,C24070_067EA,C24070_068MA,C24070_068EA,C24070_069MA,C24070_069EA,C24070_070MA,C24070_070EA,C24070_071MA,C24070_071EA,C24070_072MA,C24070_072EA,C24070_073MA,C24070_073EA,C24070_074MA,C24070_074EA,C24070_075MA,C24070_075EA,C24070_076MA,C24070_076EA,C24070_077EA,C24070_077MA,C24070_078MA,C24070_078EA,C24070_079MA,C24070_079EA,C24070_080MA,C24070_080EA,C24070_081MA,C24070_081EA,C24070_082MA,C24070_082EA,C24070_083MA,C24070_083EA,C24070_084MA,C24070_084EA,NAME,C24070_001MA,C24070_001EA,C24070_002MA,C24070_002EA,C24070_003MA,C24070_003EA,C24070_004MA,C24070_004EA,C24070_005MA,C24070_005EA,C24070_006MA,C24070_006EA,C24070_007MA,C24070_007EA,C24070_008MA,C24070_008EA,C24070_009MA,C24070_009EA,C24070_010MA,C24070_010EA,C24070_011EA,C24070_011MA,C24070_012MA,C24070_012EA,C24070_013MA,C24070_013EA,C24070_014MA,C24070_014EA,C24070_015MA,C24070_015EA,C24070_016MA,C24070_016EA,C24070_017MA,C24070_017EA,C24070_018MA,C24070_018EA,C24070_019MA,C24070_019EA,C24070_020MA,C24070_020EA,C24070_021MA,C24070_021EA,C24070_022EA,C24070_022MA,C24070_023MA,C24070_023EA,C24070_024MA,C24070_024EA,C24070_025MA,C24070_025EA,C24070_026MA,C24070_026EA,C24070_027MA,C24070_027EA,C24070_028MA,C24070_028EA,C24070_029MA,C24070_029EA,C24070_030MA,C24070_030EA,C24070_031MA,C24070_031EA,C24070_032MA,C24070_032EA,C24070_033EA,C24070_033MA,C24070_034MA,C24070_034EA,C24070_035MA,C24070_035EA,C24070_036MA,C24070_036EA,C24070_037MA,C24070_037EA,C24070_038EA,state
1100,2278,690,2678,718,1363,521,0,172,49130,3841,313,335,183,185,131,128,163,171,656,311,698,568,417,338,1267,572,1087,388,33698,3370,2293,733,8224,1472,0,172,85169,4652,2927,730,2264,646,48,48,66,110,526,313,4590,1202,776,388,733,381,1505,479,37347,3024,1844,692,344,355,32199,2788,45834,3016,9193,1105,8256,1342,1509,746,371,407,3041,1138,1291,485,553,530,2168,671,7171,1403,3551,849,2383,773,6347,1293,0,172,0400000US30,523058,5868,34072,2534,36751,2790,28981,2911,10743,1683,59755,3815,29896,2911,8678,1743,28711,2431,45662,2968,119013,5049,62269,4196,26328,2863,32199,2788,312312,6175,16766,1953,19702,2010,25746,2748,9768,1533,53280,3870,21851,2526,6807,1517,22809,2484,30323,2522,42139,2921,53071,3811,10050,2136,0,172,30613,2946,4873,1065,6346,1430,1547,704,375,232,2252,727,1466,672,125,191,1734,584,5576,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
1181,2405,833,1744,577,1920,694,0,170,94646,4540,309,282,504,442,197,173,127,170,1896,928,885,414,761,344,2640,798,3669,832,70358,4417,3235,752,10065,1565,0,170,84634,4367,344,205,2201,620,4090,992,51,100,546,487,6480,1540,425,223,301,166,1438,453,40863,2966,1749,843,225,170,25921,2541,54985,3396,6420,1137,11785,1737,1796,622,615,323,2848,834,2454,712,438,289,3005,718,9023,1169,5783,1116,2225,647,8593,1600,0,170,0400000US23,678540,6859,17147,1996,46978,3747,58267,3554,13015,1592,88877,5057,29640,3238,10321,1737,45497,3205,64333,3372,187430,5813,58118,3618,32996,3013,25921,2541,414973,8095,7789,1282,26730,2737,50724,3393,10667,1639,80502,5109,19048,2483,8634,1676,36118,2728,45382,3079,68021,3826,49165,3304,12193,2137,0,170,29302,2578,2285,741,5758,1033,1460,569,1555,797,3085,738,773,366,63,87,3433,974,4821,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
3284,16386,1979,12504,2065,14984,2164,0,210,337572,9354,446,250,2085,810,5046,935,1128,547,6346,1472,3745,894,2500,724,15185,2186,8663,1418,198282,7481,16694,2383,77452,4845,0,210,679761,15615,2041,732,9255,1433,3184,940,555,414,6962,1493,36800,3638,5377,1074,5443,1554,17542,2556,365500,10863,15099,2394,2640,846,209363,8362,269915,8296,10855,1783,47895,3759,6503,1271,3755,1132,17487,2432,14135,2118,4608,1277,18291,1865,55020,3936,25092,2672,14306,1977,51968,4096,0,210,0400000US37,4870838,24880,67349,5476,334687,9365,596739,12726,113365,6117,552903,14725,228455,9638,84364,5700,312896,10320,541936,13144,1102451,17465,476976,13832,249354,10308,209363,8362,3403504,25691,48514,4564,246259,8173,572904,12161,101957,5846,502384,13847,165156,7848,68790,5329,255679,8492,423987,12160,497191,13922,418373,12915,102310,5914,0,210,180086,7693,5493,1486,29193,3213,9102,1746,5970,1279,19724,2467,8619,1640,3089,914,18298,2291,36724,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
4904,17747,2451,11396,2012,17583,2671,0,226,276891,11065,1195,597,3334,1012,4175,1222,792,400,10097,1769,6720,1443,1591,599,7505,1596,11500,1967,145260,6862,15790,2436,68932,5902,0,226,686507,16674,1796,840,8781,1711,2740,999,958,567,4551,1195,39353,4618,5037,1422,5913,1373,14641,2057,347809,11621,10114,1951,1367,789,243447,9164,273679,11217,8852,1867,50589,5259,8108,2267,3144,917,15376,2072,20322,2703,5057,1657,17521,2208,58551,5895,20013,2336,16488,2575,49658,5034,0,226,0400000US13,4953466,24667,53220,4443,337361,13046,533153,13935,125871,6303,551765,13292,347393,13268,115297,8036,300328,10095,619142,15080,1015521,22136,466952,14272,244016,9925,243447,9164,3506215,25531,37675,3775,244724,10819,507821,13454,114188,6094,505160,12703,266882,12405,100096,7137,247111,8900,478226,12565,484692,15604,413164,13247,106476,6574,0,226,210174,8542,3702,1195,29933,3861,10309,2210,6789,1780,16581,2407,14116,2992,3516,990,22278,2515,56224,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
1447,2489,889,1156,507,1891,993,0,157,33357,3286,442,355,398,260,422,385,280,271,1395,650,973,398,364,201,864,420,1534,628,19311,2240,1634,648,5740,1161,0,157,87603,4496,767,316,1991,599,84,132,51,51,1624,637,4779,1040,644,475,983,564,1770,485,30178,2487,2325,813,465,320,41942,3999,23445,2269,2730,714,2781,679,687,350,311,394,1877,802,1056,526,201,215,1087,556,4700,1013,3118,1020,1838,611,3059,930,0,157,0400000US02,345769,4933,15884,2536,19458,2045,15461,2296,4935,981,37178,3473,28154,2917,7578,1383,11023,1849,30893,3134,82411,4897,34973,3658,15879,1959,41942,3999,188049,5178,11374,2402,13391,1713,13659,2339,4223,860,31519,3527,19860,2183,6237,1217,7376,1440,20351,2253,27315,2638,28020,3327,4724,1131,0,157,13315,2197,571,242,897,402,609,371,70,57,763,342,1486,1009,132,177,713,348,2538,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
2076,5599,1067,2707,891,5959,1283,0,201,132434,6628,237,176,1288,784,3118,1129,695,518,3396,915,2923,957,1271,528,4212,970,4020,1187,73316,5284,4813,1157,33145,3068,0,201,312982,8604,570,439,8459,1526,2970,915,291,213,2057,747,19731,2698,1844,571,2811,890,8026,1694,147977,7677,6472,1407,1249,877,110525,4791,120315,6338,4872,1196,25593,2955,2705,803,1176,611,8508,1806,7154,1537,1654,959,7225,1663,24491,2993,9196,1671,4191,1404,23550,2674,0,201,0400000US01,2094271,16868,27779,2799,148005,6549,295039,10269,54251,4363,233006,7938,118685,6005,31038,3227,111736,5469,211524,7903,466839,11502,179783,9580,106061,6613,110525,4791,1463276,17394,20391,2603,100717,5673,283261,10287,49803,4278,210399,7594,84742,4990,25643,2797,92435,4913,161376,7169,230751,8659,161600,9149,42158,4161,0,201,65264,4328,1709,708,11948,1683,2985,924,2286,830,8646,1801,4135,1279,626,420,5053,939,13611,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
621,1192,417,1554,506,1282,607,0,157,52473,2981,125,131,307,187,275,220,37,67,671,332,752,357,677,370,1013,431,1573,719,39520,2654,1730,521,5793,1026,0,157,44718,3120,219,114,1157,417,224,327,0,157,75,88,2100,548,286,192,125,137,1000,340,23353,2456,1073,464,111,110,14995,1747,32497,2987,3239,870,6196,979,1204,423,358,266,1893,533,484,242,320,174,1516,519,6567,1140,4882,1045,1592,582,4246,1126,0,157,0400000US50,330947,5124,8981,1400,22391,1829,32226,2671,6595,1258,39077,3166,10060,1351,5288,1049,14024,1537,30564,2707,97977,4217,33240,2718,15529,1741,14995,1747,186285,6017,4187,985,12521,1549,29999,2635,6070,1207,34260,3088,6179,1110,3837,963,10189,1262,18625,2003,29030,2595,27291,2524,4097,919,0,157,14974,1950,1211,482,2210,605,524,230,130,106,2178,786,545,354,168,222,1181,454,2799,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
1650,5805,1177,4407,1073,3206,846,0,211,49753,4077,53,55,391,265,726,379,295,195,2572,939,1105,428,81,81,1836,681,2964,958,24766,2656,2697,827,12267,1812,0,211,166285,6657,824,530,2779,937,377,269,251,390,2595,985,8547,1645,1803,802,2575,1040,4246,1207,77844,4335,5358,1348,406,186,58680,4255,84559,5448,1693,797,8444,1737,2385,817,1223,593,5966,1468,6877,1670,1483,659,8275,1618,17051,2318,8070,1723,8599,1889,14493,2407,0,211,0400000US32,1446090,11002,20512,2069,109882,6156,67616,4951,30177,3357,161963,6905,92135,5325,22667,2766,78138,5420,162451,6575,235069,8308,339367,10576,67433,4337,58680,4255,1096759,12044,17265,2055,93898,5669,62868,4606,26919,3142,146157,6577,72128,4862,17876,2570,58740,4489,126957,5796,118584,5991,318306,10328,37061,3290,0,211,48734,4010,677,433,4370,1100,1260,623,1489,561,4673,1490,3478,977,1424,594,6712,1371,11233,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
774,2484,719,1115,707,1264,629,0,201,58162,4405,192,174,400,311,535,385,100,113,2079,903,1063,538,339,321,1292,567,1325,557,39146,3741,1973,749,9718,1658,0,201,141033,6025,382,253,4721,1197,320,254,92,150,632,436,6500,1375,1983,789,714,371,3682,1070,65077,4571,2942,809,353,286,53635,3415,30796,2698,1943,642,4613,1032,933,492,288,243,2199,836,904,434,128,146,1229,416,6792,1382,3780,918,2059,753,5928,1128,0,201,0400000US54,741817,9426,27011,2814,42290,3329,60048,4132,14925,2431,95354,4883,43202,3522,10863,1818,28012,2762,61042,3936,202197,7679,71606,4967,31632,2819,53635,3415,498241,9750,23773,2627,31023,2653,58021,4015,14102,2359,88799,4524,33934,3449,8361,1496,24008,2596,46624,3425,91710,5020,63517,4565,14369,2004,0,201,13585,1898,721,473,1533,584,239,203,343,244,1645,644,801,506,52,87,769,430,2619,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
1660,6333,1237,3264,821,5160,1011,0,161,120540,5293,556,261,901,380,1092,422,315,196,2657,827,3138,780,1046,402,2902,759,3719,962,68525,4219,6916,1502,28773,2497,0,161,289457,8225,504,280,6674,1153,1681,553,24,31,3074,851,12277,1377,1517,516,2341,645,5306,989,134935,5317,11242,1441,719,432,109163,4374,120500,5126,12213,1170,20638,1633,3115,813,1678,712,9649,1718,6734,1155,517,253,7956,1245,19615,1987,11722,1447,5996,947,20667,2094,0,161,0400000US40,1791438,10371,80311,4036,122588,4931,174633,5304,42288,2936,208426,6640,97434,4718,25328,2459,99930,5246,158234,6159,396974,7360,178294,5857,97835,4485,109163,4374,1198012,11715,63264,3918,84697,4219,165275,5072,38944,3017,186787,6286,72111,3764,21750,2275,80156,4620,116177,5676,175459,5695,150876,5229,42516,3322,0,161,62929,3572,3774,801,9678,1376,3470,902,1327,433,6259,1045,3174,625,498,300,6575,1469,13417,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
1776,10701,1598,7140,1186,7770,1174,0,151,271922,6883,510,196,921,362,4412,834,1181,416,5806,985,1795,500,1663,485,10808,1636,6490,1034,187364,6109,10783,1429,40189,3000,0,151,342842,9116,1205,457,8239,963,2399,874,127,115,1724,675,19834,2175,5067,972,2203,738,7149,1080,183566,6374,9142,1271,886,449,101301,4865,150905,5483,22155,1938,25516,2287,5189,844,1999,604,9465,1145,7186,1271,1581,590,7932,1001,23129,2363,15475,1554,9640,1589,21638,1911,0,151,0400000US55,2993716,12072,64550,3481,177241,5678,546621,8797,75584,4303,322856,8165,142766,5673,49157,3036,178246,5779,252138,6523,710764,10780,245980,7544,126512,5887,101301,4865,2130751,14600,33722,2460,127394,5069,527847,8593,69225,3840,295474,7535,109499,5080,39735,2856,149954,5673,198939,6158,313658,7644,209275,6835,56029,3541,0,151,97296,3867,6958,882,15171,1840,6774,1059,3052,859,10387,1198,4452,802,1111,458,7349,1130,16431,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
1360,3808,1059,3512,1108,3967,1147,0,228,37908,3902,0,228,130,242,737,725,278,368,1396,584,252,259,331,285,1967,784,984,446,26000,3249,1055,551,4778,1249,0,228,221003,8999,190,201,6941,1477,807,435,170,260,2471,1093,11314,2165,574,357,3480,1032,4753,1204,91240,6118,4906,1451,387,243,93770,5489,97517,5381,3057,975,17045,2194,2260,769,1279,703,7919,1451,4528,1416,477,433,2278,1054,18104,2260,7560,1601,8684,1720,24326,2596,0,228,0400000US72,1004429,13869,13106,2095,56193,4228,91250,5299,22946,2665,133398,7792,37781,3937,13609,2170,58541,4986,101059,6028,231036,9063,99941,7182,51799,3950,93770,5489,620533,14371,9173,1648,29335,3645,86438,5220,21119,2605,118537,7028,20419,2794,12102,1993,49338,4332,71519,5867,102428,6179,81784,6242,18341,2222,0,228,27468,2896,686,370,2742,844,1008,526,100,163,3075,1121,1268,599,125,206,1478,684,5699,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
3612,13027,1773,9024,1696,12541,2013,0,206,328756,9378,1031,585,2025,728,2447,673,1055,727,8346,1663,3135,687,4049,989,15395,2195,22070,2350,169252,6077,15421,1936,84530,4094,0,206,830133,15914,896,422,12102,2136,13357,1979,755,441,7103,1179,32988,3218,7910,1354,13136,1969,27054,2169,324912,10531,15325,2129,1845,725,372750,9412,218757,7478,10370,2191,37341,3409,4489,1011,1041,554,15085,2456,13924,2142,2672,646,16317,2051,46798,3130,25578,2653,12954,2043,32188,3474,0,206,0400000US51,4180915,20665,39008,3781,286162,9476,294616,9087,70856,4407,423982,10779,194452,7089,76293,4432,253063,9135,653649,11920,923908,15048,372216,10964,219960,8157,372750,9412,2667161,20496,24329,2872,214298,8540,270124,8993,65298,3967,382441,9862,135362,6841,60140,4348,196087,7464,519595,10719,391139,9182,319492,10503,88856,5865,0,206,136108,6956,2382,784,20396,2875,4199,886,2707,836,11007,1805,9043,1526,1522,834,12128,1538,38132,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
754,2022,647,485,265,612,306,0,161,43258,3464,744,590,321,303,181,135,664,691,683,325,1843,576,300,359,555,335,540,325,30062,3046,2285,1077,5080,963,0,161,64092,3816,109,100,2585,664,252,193,90,135,999,837,2774,769,453,297,1092,490,1522,549,31540,2806,2307,770,209,150,20160,2671,29954,2349,11910,1232,3246,722,345,212,262,233,852,302,1455,527,140,145,804,407,3021,1015,3054,848,531,295,4334,918,0,161,0400000US38,400818,5548,38417,2437,24743,2481,27951,2897,13127,1702,45560,3726,23777,2870,4420,881,23646,2737,25788,2768,106818,4966,30282,2848,16129,1792,20160,2671,248627,7140,22461,2057,16139,1887,26866,2956,11722,1552,41620,3532,16656,2367,3307,807,20163,2462,18985,2484,40140,3116,24674,2590,5894,1357,0,161,14887,1919,3193,738,2452,795,307,224,389,252,1406,628,1049,481,220,250,1032,446,1720,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
