GEO_ID,B28004_001E,B28004_001M,B28004_002E,B28004_002M,B28004_003E,B28004_003M,B28004_004E,B28004_004M,B28004_005E,B28004_005M,B28004_006E,B28004_006M,B28004_007E,B28004_007M,B28004_008E,B28004_008M,B28004_009E,B28004_009M,B28004_010E,B28004_010M,B28004_011E,B28004_011M,B28004_012E,B28004_012M,B28004_013E,B28004_013M,B28004_014E,B28004_014M,B28004_015E,B28004_015M,B28004_016E,B28004_016M,B28004_017E,B28004_017M,B28004_018E,B28004_018M,B28004_019E,B28004_019M,B28004_020E,B28004_020M,B28004_021E,B28004_021M,B28004_022E,B28004_022M,B28004_023E,B28004_023M,B28004_024E,B28004_024M,B28004_025E,B28004_025M,NAME,B28004_001EA,B28004_001MA,B28004_002MA,B28004_002EA,B28004_003MA,B28004_003EA,B28004_004MA,B28004_004EA,B28004_005MA,B28004_005EA,B28004_006MA,B28004_006EA,B28004_007MA,B28004_007EA,B28004_008MA,B28004_008EA,B28004_009EA,B28004_009MA,B28004_010EA,B28004_010MA,B28004_011MA,B28004_011EA,B28004_012EA,B28004_012MA,B28004_013EA,B28004_013MA,B28004_014MA,B28004_014EA,B28004_015MA,B28004_015EA,B28004_016MA,B28004_016EA,B28004_017MA,B28004_017EA,B28004_018MA,B28004_018EA,B28004_019MA,B28004_019EA,B28004_020MA,B28004_020EA,B28004_021MA,B28004_021EA,B28004_022MA,B28004_022EA,B28004_023EA,B28004_023MA,B28004_024MA,B28004_024EA,B28004_025MA,B28004_025EA,state
0400000US08,2176757,7548,105586,5632,331,275,76862,5301,28393,2916,143101,6216,752,373,95155,4747,47194,3473,245959,7295,968,483,199858,5797,45133,4268,253633,8327,851,371,218623,7594,34159,3653,381196,8767,1188,441,344339,8530,35669,3138,1047282,10864,1327,537,1010892,10962,35063,3019,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,2599169,10447,159391,6516,208,162,94596,5103,64587,3753,240006,7341,832,344,148892,6128,90282,4594,395755,8908,1774,474,287580,7776,106401,5306,366215,8514,1463,508,299587,7379,65165,4718,501655,10004,2150,579,438648,8979,60857,4230,936147,14080,1603,499,882139,13589,52405,4060,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,1732713,8718,145630,6384,1119,603,81098,4910,63413,3988,190737,5635,727,383,113530,4751,76480,4240,282871,7442,1538,576,213457,6440,67876,4061,242899,7776,1390,629,201419,6903,40090,3560,310093,7705,930,479,276333,6918,32830,3246,560483,9362,991,452,529199,9415,30293,2932,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1737220,10627,162460,6730,358,226,85868,5812,76234,4441,210859,7002,307,231,118075,5117,92477,5194,299314,8224,406,260,210860,7016,88048,4474,221900,8094,352,266,179276,7706,42272,3908,276186,8383,540,299,238185,7961,37461,2982,566501,10841,1074,657,524445,10174,40982,3571,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,4864864,12677,309799,10278,1284,562,193217,8161,115298,5789,383926,10069,1972,608,238383,8404,143571,5193,643382,12553,2914,762,473869,11195,166599,5876,565254,11124,2040,621,469619,10731,93595,5239,836927,12184,2252,664,743675,12480,91000,4757,2125576,16543,3145,809,2021476,15524,100955,5597,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,1267873,7772,69432,3804,222,149,43020,3522,26190,2107,110180,4501,1079,460,64166,3442,44935,3160,178419,6017,782,298,128217,4798,49420,3786,171801,6384,1123,351,140141,6098,30537,2710,244306,6681,1361,429,216187,6357,26758,2309,493735,8074,1088,327,467912,7915,24735,1861,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,531212,5670,22512,2562,95,194,14870,1713,7547,1609,37994,3068,221,167,25190,2406,12583,2268,62581,3689,750,500,49145,3324,12686,1822,56207,3902,793,370,48812,3347,6602,1497,86337,4529,127,140,79716,4328,6494,1309,265581,6192,299,238,255490,6006,9792,1704,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,1156347,7393,94571,5636,541,341,48787,3939,45243,4269,137255,5417,379,274,78101,4600,58775,3875,204785,6391,1499,590,136967,5527,66319,4993,175483,6458,425,312,142076,6138,32982,3297,205924,6862,476,267,172400,6477,33048,3228,338329,7913,533,273,311051,7189,26745,2710,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,367671,3933,22040,2559,31,39,16020,2102,5989,1392,26722,2438,82,140,19902,2133,6738,1271,52781,3270,142,120,41746,3081,10893,1658,42368,3701,193,183,35519,3371,6656,1402,67040,4095,206,139,61794,4174,5040,1267,156720,4449,131,131,149913,4405,6676,1346,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,2194452,6925,97476,4203,511,215,63268,3299,33697,2685,158554,4851,1500,485,93583,3458,63471,3575,260038,6299,1687,489,194270,5768,64081,3914,265252,6246,2066,501,222736,5490,40450,2584,382629,8296,2553,493,340458,7652,39618,2886,1030503,9164,1577,389,990004,9140,38922,2647,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
