GEO_ID,B25003G_001E,B25003G_001M,B25003G_002E,B25003G_002M,B25003G_003E,B25003G_003M,NAME,B25003G_001EA,B25003G_001MA,B25003G_002EA,B25003G_002MA,B25003G_003MA,B25003G_003EA,state
0400000US08,56303,3635,30425,2775,25878,2663,Colorado,null,null,null,null,null,null,08
0400000US18,40570,3739,19468,2074,21102,2792,Indiana,null,null,null,null,null,null,18
0400000US21,23010,2834,10530,1602,12480,2097,Kentucky,null,null,null,null,null,null,21
0400000US22,23518,2654,13027,1751,10491,1745,Louisiana,null,null,null,null,null,null,22
0400000US17,78888,4372,37869,2919,41019,3444,Illinois,null,null,null,null,null,null,17
0400000US19,12718,1903,6095,1258,6623,1267,Iowa,null,null,null,null,null,null,19
0400000US33,7465,1501,3952,965,3513,1085,New Hampshire,null,null,null,null,null,null,33
0400000US05,22292,2471,12540,1957,9752,1704,Arkansas,null,null,null,null,null,null,05
0400000US10,6074,1419,2784,743,3290,1166,Delaware,null,null,null,null,null,null,10
0400000US27,37458,3190,18061,2324,19397,2228,Minnesota,null,null,null,null,null,null,27
0400000US30,10149,1405,5931,966,4218,1090,Montana,null,null,null,null,null,null,30
0400000US23,8145,1433,4816,1080,3329,869,Maine,null,null,null,null,null,null,23
0400000US37,65281,5029,31776,3477,33505,3622,North Carolina,null,null,null,null,null,null,37
0400000US13,62802,4940,31963,3481,30839,3415,Georgia,null,null,null,null,null,null,13
0400000US02,15010,2067,8696,1453,6314,1455,Alaska,null,null,null,null,null,null,02
0400000US01,25436,2945,15607,2249,9829,2076,Alabama,null,null,null,null,null,null,01
0400000US50,4698,1009,2927,790,1771,824,Vermont,null,null,null,null,null,null,50
0400000US32,38327,3050,17576,1983,20751,2382,Nevada,null,null,null,null,null,null,32
0400000US54,7695,1413,4155,1131,3540,995,West Virginia,null,null,null,null,null,null,54
0400000US40,82253,3461,46333,2413,35920,2649,Oklahoma,null,null,null,null,null,null,40
0400000US55,31835,2901,15500,1892,16335,2525,Wisconsin,null,null,null,null,null,null,55
0400000US72,56031,3755,35379,3268,20652,2359,Puerto Rico,null,null,null,null,null,null,72
0400000US51,79576,4998,41036,3158,38540,3874,Virginia,null,null,null,null,null,null,51
0400000US38,5943,1209,2981,868,2962,1149,North Dakota,null,null,null,null,null,null,38
0400000US45,21976,2781,12836,1960,9140,1752,South Carolina,null,null,null,null,null,null,45
0400000US41,53014,3552,24983,2464,28031,2733,Oregon,null,null,null,null,null,null,41
0400000US56,4974,1327,2833,826,2141,950,Wyoming,null,null,null,null,null,null,56
0400000US06,459516,12137,215109,8115,244407,8866,California,null,null,null,null,null,null,06
0400000US28,8843,1794,4217,991,4626,1485,Mississippi,null,null,null,null,null,null,28
0400000US09,24764,2603,10116,1508,14648,2082,Connecticut,null,null,null,null,null,null,09
0400000US48,184826,6652,100835,4868,83991,5517,Texas,null,null,null,null,null,null,48
0400000US24,54933,3688,31512,2716,23421,2552,Maryland,null,null,null,null,null,null,24
0400000US12,144716,7878,78029,5413,66687,6016,Florida,null,null,null,null,null,null,12
0400000US25,57711,4413,21212,1975,36499,3920,Massachusetts,null,null,null,null,null,null,25
0400000US11,8207,1429,4162,1132,4045,1046,District of Columbia,null,null,null,null,null,null,11
0400000US49,18331,2164,10382,1795,7949,1435,Utah,null,null,null,null,null,null,49
0400000US36,167827,6839,56559,4204,111268,6280,New York,null,null,null,null,null,null,36
0400000US34,54612,4473,27372,2486,27240,3334,New Jersey,null,null,null,null,null,null,34
0400000US39,78383,5399,33776,3375,44607,4555,Ohio,null,null,null,null,null,null,39
0400000US29,43794,3220,23059,2606,20735,2257,Missouri,null,null,null,null,null,null,29
0400000US42,74673,4631,31488,2463,43185,4134,Pennsylvania,null,null,null,null,null,null,42
0400000US26,69666,3233,39509,2690,30157,2354,Michigan,null,null,null,null,null,null,26
0400000US31,12955,1629,6168,1193,6787,1198,Nebraska,null,null,null,null,null,null,31
0400000US16,12852,1834,7158,1434,5694,1300,Idaho,null,null,null,null,null,null,16
0400000US35,18273,2279,9995,1506,8278,1809,New Mexico,null,null,null,null,null,null,35
0400000US15,79371,3326,40999,2474,38372,2613,Hawaii,null,null,null,null,null,null,15
0400000US46,4694,1136,1739,579,2955,1093,South Dakota,null,null,null,null,null,null,46
0400000US53,111803,5447,52779,3523,59024,4533,Washington,null,null,null,null,null,null,53
0400000US44,8320,1472,3808,1104,4512,1199,Rhode Island,null,null,null,null,null,null,44
0400000US04,69480,3978,34542,2886,34938,3448,Arizona,null,null,null,null,null,null,04
0400000US47,36380,3309,16909,2242,19471,2614,Tennessee,null,null,null,null,null,null,47
0400000US20,24040,2415,11057,1605,12983,1772,Kansas,null,null,null,null,null,null,20
