GEO_ID,B19081_001E,B19081_001M,B19081_002E,B19081_002M,B19081_003E,B19081_003M,B19081_004E,B19081_004M,B19081_005E,B19081_005M,B19081_006E,B19081_006M,NAME,B19081_001EA,B19081_001MA,B19081_002EA,B19081_002MA,B19081_003MA,B19081_003EA,B19081_004MA,B19081_004EA,B19081_005MA,B19081_005EA,B19081_006MA,B19081_006EA,state
0400000US08,16984,360,44069,579,72200,730,110562,1029,237273,4089,415157,13311,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,13357,296,34261,392,56028,531,85350,820,179671,3028,318217,10311,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,10862,313,29557,452,50261,645,79853,900,178085,4230,321069,13664,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,9881,293,26870,495,47998,644,80694,1042,180682,4030,315315,13527,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,13823,219,38026,400,65220,481,103317,592,236733,2473,429449,7642,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,14513,358,36764,624,59731,791,90028,974,184830,3429,319852,11549,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,17292,758,44455,1260,74783,1634,114131,2013,239306,7671,413990,21752,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,10855,336,28029,506,46954,714,74511,1075,173483,5103,320818,16112,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,14265,807,38256,1277,64461,1609,98097,1967,209403,7438,363820,23692,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,16808,296,42756,460,70329,560,107279,783,228065,2858,405389,9480,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,12991,734,33566,971,55178,1228,83276,1714,178231,6806,314419,23617,Montana,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,12838,541,33574,936,56405,1101,87114,1406,179741,4662,305507,13793,Maine,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,12826,249,32879,356,54368,468,85992,736,197401,2933,358454,9710,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,12736,234,34710,367,58958,534,93409,720,212629,3438,381577,11418,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,17763,1258,47703,1915,75563,2362,113091,2870,226282,8524,371983,23900,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,10026,271,27970,443,49642,696,80102,1004,177715,3456,317177,11240,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,13988,900,36977,1282,61599,1619,93869,2059,191137,10693,335964,37439,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,13590,464,36466,626,59133,802,91446,1158,204561,5778,375208,19326,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,10111,389,26111,610,44291,923,71400,1235,156620,4603,273814,15076,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,12122,262,31634,407,52391,540,81404,722,180611,3788,326472,11602,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,14940,238,37303,410,60703,478,91807,619,193524,3190,345192,11397,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,2723,171,11280,261,20398,363,35389,590,90428,3062,171666,10754,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,15849,308,43111,508,73106,663,115510,1086,256842,4090,450109,13287,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,14486,907,39401,1207,64217,1876,97672,2295,196398,9081,340492,28123,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,11620,321,31290,479,52873,686,82352,905,185572,4058,336520,13748,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,15053,372,38494,589,63714,802,97811,1080,211105,4141,367445,13484,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,15022,1230,37510,1477,61862,1968,94085,2765,201197,13971,369698,49287,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,15562,150,43636,276,75614,330,121067,476,281040,1850,506421,5710,California,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,8917,384,25206,516,44816,748,72612,1073,158169,4421,277207,13914,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,15722,464,44162,804,76872,937,123022,1470,296739,6051,560661,19735,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,13419,158,36149,264,60876,356,97050,573,221408,1873,398333,5632,Texas,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,18375,460,50248,733,83706,881,128077,1170,268464,3981,455801,12624,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,12844,188,33611,282,55787,364,87819,481,209778,2159,395681,7107,Florida,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,15066,317,44893,594,79900,853,127547,1078,285099,3844,505950,12342,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,10777,1027,43913,2155,85640,2695,143022,3532,341376,11763,595669,36306,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,19235,637,46167,672,71588,879,104249,1097,214243,5168,380318,17227,Utah,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,12735,178,37630,366,68202,470,111808,657,271734,2817,510168,9594,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,16952,313,47574,502,82608,814,131225,1134,295906,3755,525687,11117,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,12511,204,33533,300,56416,422,87886,506,190411,2087,338805,6923,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
