GEO_ID,B25087_001E,B25087_001M,B25087_002E,B25087_002M,B25087_003E,B25087_003M,B25087_004E,B25087_004M,B25087_005E,B25087_005M,B25087_006E,B25087_006M,B25087_007E,B25087_007M,B25087_008E,B25087_008M,B25087_009E,B25087_009M,B25087_010E,B25087_010M,B25087_011E,B25087_011M,B25087_012E,B25087_012M,B25087_013E,B25087_013M,B25087_014E,B25087_014M,B25087_015E,B25087_015M,B25087_016E,B25087_016M,B25087_017E,B25087_017M,B25087_018E,B25087_018M,B25087_019E,B25087_019M,B25087_020E,B25087_020M,B25087_021E,B25087_021M,B25087_022E,B25087_022M,B25087_023E,B25087_023M,B25087_024E,B25087_024M,B25087_025E,B25087_025M,B25087_026E,B25087_026M,B25087_027E,B25087_027M,B25087_028E,B25087_028M,B25087_029E,B25087_029M,B25087_030E,B25087_030M,B25087_031E,B25087_031M,B25087_032E,B25087_032M,B25087_033E,B25087_033M,B25087_034E,B25087_034M,B25087_035E,B25087_035M,B25087_036E,B25087_036M,B25087_037E,B25087_037M,B25087_038E,B25087_038M,B25087_039E,B25087_039M,NAME,B25087_001EA,B25087_001MA,B25087_002EA,B25087_002MA,B25087_003EA,B25087_003MA,B25087_004EA,B25087_004MA,B25087_005EA,B25087_005MA,B25087_006EA,B25087_006MA,B25087_007EA,B25087_007MA,B25087_008MA,B25087_008EA,B25087_009EA,B25087_009MA,B25087_010EA,B25087_010MA,B25087_011EA,B25087_011MA,B25087_012EA,B25087_012MA,B25087_013EA,B25087_013MA,B25087_014EA,B25087_014MA,B25087_015EA,B25087_015MA,B25087_016EA,B25087_016MA,B25087_017EA,B25087_017MA,B25087_018EA,B25087_018MA,B25087_019MA,B25087_019EA,B25087_020EA,B25087_020MA,B25087_021EA,B25087_021MA,B25087_022EA,B25087_022MA,B25087_023EA,B25087_023MA,B25087_024EA,B25087_024MA,B25087_025EA,B25087_025MA,B25087_026EA,B25087_026MA,B25087_027EA,B25087_027MA,B25087_028EA,B25087_028MA,B25087_029EA,B25087_029MA,B25087_030MA,B25087_030EA,B25087_031EA,B25087_031MA,B25087_032EA,B25087_032MA,B25087_033EA,B25087_033MA,B25087_034EA,B25087_034MA,B25087_035EA,B25087_035MA,B25087_036EA,B25087_036MA,B25087_037EA,B25087_037MA,B25087_038EA,B25087_038MA,B25087_039EA,B25087_039MA,state
0400000US08,1417981,9500,994356,9931,485,271,1044,388,2058,693,5020,1012,7815,1135,13409,1813,20597,2156,26291,2492,34360,2629,112802,4810,136548,5609,267262,6959,170595,5191,96836,4709,45153,3165,21648,1882,32433,2479,423625,8439,4619,1152,7700,1491,11829,1649,19928,2042,28578,2439,36613,2320,42471,2863,85939,3723,63060,3523,42722,3160,27178,2427,16132,1756,11845,1531,7773,1556,4447,975,3622,1046,1790,656,2314,903,5065,1114,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,1791749,12877,1166290,13091,362,254,2062,587,7156,1114,22299,2077,44829,3347,69731,3830,98684,4468,111553,5336,110371,5963,246392,7662,165797,6749,167663,6535,63841,3692,27859,2624,13244,1812,4744,963,9703,1355,625459,8925,3604,870,10797,1457,23995,2272,45293,3132,62127,3427,76001,3782,79213,3800,126818,4756,84502,4230,46050,3207,26094,2524,13555,1524,9363,1705,5414,1143,3278,744,2776,847,2195,914,588,275,3796,979,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,1167729,12565,661520,10687,334,255,1868,774,6763,1095,12838,1550,22299,2193,34558,3136,45346,2974,55091,3535,63119,4449,135271,5163,101875,4825,102464,4547,42911,3193,17978,1980,7948,1300,4073,1060,6784,1232,506209,9323,6750,1178,17920,2054,32718,2623,47486,3288,51841,2990,63295,3562,57157,4092,90671,4103,59599,3474,31949,2564,17655,2021,9413,1394,6931,1039,3373,869,2541,717,1452,405,791,396,697,411,3970,1021,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1137524,12385,593733,12573,509,361,1514,603,4041,1222,8859,1842,16365,2313,27717,2888,34964,3151,39861,3559,46936,3443,114808,4990,90404,5795,116315,4979,47866,3572,20399,2257,11792,1817,4301,920,7082,1183,543791,9848,13707,2042,26323,2632,53093,3881,60674,4133,64174,4130,62818,3305,54429,4189,76366,4576,47268,3228,29970,2726,17602,2013,10962,1602,8495,1269,4646,974,3389,986,2821,1094,1337,541,1047,420,4670,870,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,3210113,17405,2002424,16877,501,264,491,313,4798,755,12721,1568,27945,2168,44778,2644,61124,3627,82918,4105,89317,4915,250415,7140,264026,8775,455834,9089,297395,7549,165690,6079,91513,3711,53825,3546,99133,4767,1207689,14489,5879,904,8507,1319,20090,1900,33156,2370,44495,2743,56147,3789,67160,3657,158138,5556,161514,5956,145829,5590,125313,4902,93819,4808,72656,3947,49271,3347,37528,2777,26675,2523,21594,2196,14967,1817,64951,3177,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,903751,8439,543108,7724,42,51,176,133,1391,388,5427,997,14478,1622,25471,2215,34957,2480,43653,2862,44307,2762,108702,4250,87028,3897,102498,4320,42007,3043,17831,1993,7147,1036,3373,877,4620,1080,360643,6410,1912,644,3279,775,5999,845,15072,1616,24500,1721,29530,1825,36562,2495,75885,3215,62397,3366,40384,2812,24797,2409,14225,1555,9921,1360,5600,1076,3827,969,1446,435,1532,501,1029,405,2746,775,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,378742,6605,242076,6742,250,225,0,192,157,190,364,240,1381,792,2186,721,3074,892,3172,858,5098,1014,18863,2297,29977,2303,71269,4730,48707,3889,30397,2493,14108,1666,5285,1303,7788,1377,136666,5000,434,276,350,236,728,397,963,484,1536,544,2441,725,3060,754,9688,1328,13672,1901,18177,1780,18358,1834,17036,1716,13567,1782,9588,1722,7151,1132,4627,1026,3062,771,3541,856,8687,1240,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,760401,8395,410135,8138,120,126,732,399,4689,1143,8592,1026,18845,2039,31971,3232,38699,3260,40343,3470,39293,3216,77192,4097,51300,4206,56664,3473,21479,2489,9450,1659,5112,1253,2445,834,3209,770,350266,7304,5121,1046,12901,1944,26724,2516,36620,2209,43263,2605,46534,2802,38761,2924,61024,3468,35316,2800,17856,1932,11625,1714,5438,1060,3005,787,1469,529,1175,456,683,290,454,375,277,186,2020,708,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,261145,4466,165425,4301,0,200,303,254,803,410,1025,487,1985,745,2573,675,3883,807,5124,1073,6174,1310,25123,2569,29191,2389,47688,3613,22969,1972,10112,1378,4397,1095,1920,643,2155,536,95720,3582,683,303,1628,714,3024,1068,3621,759,6867,1015,7726,1094,10596,1657,18672,1846,14323,1771,11385,1822,5362,1229,4198,1070,2616,780,2147,664,778,360,805,507,394,222,189,184,706,324,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,1567939,9341,1024974,8815,228,184,797,411,1770,480,5837,879,11929,1409,20015,1601,29772,2122,41595,2696,47963,2301,151208,4174,165427,5122,268536,6691,138055,5019,71095,3169,28859,2220,17136,2107,24752,2081,542965,7124,3281,692,4259,740,8329,969,15624,1539,25381,1969,32727,1580,42067,2244,106018,3664,101181,3560,69250,2963,47986,2591,30827,2211,17335,1694,10506,1265,8062,1111,5194,844,3444,648,2140,540,9354,1188,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
