GEO_ID,B17021_001E,B17021_001M,B17021_002E,B17021_002M,B17021_003E,B17021_003M,B17021_004E,B17021_004M,B17021_005E,B17021_005M,B17021_006E,B17021_006M,B17021_007E,B17021_007M,B17021_008E,B17021_008M,B17021_009E,B17021_009M,B17021_010E,B17021_010M,B17021_011E,B17021_011M,B17021_012E,B17021_012M,B17021_013E,B17021_013M,B17021_014E,B17021_014M,B17021_015E,B17021_015M,B17021_016E,B17021_016M,B17021_017E,B17021_017M,B17021_018E,B17021_018M,B17021_019E,B17021_019M,B17021_020E,B17021_020M,B17021_021E,B17021_021M,B17021_022E,B17021_022M,B17021_023E,B17021_023M,B17021_024E,B17021_024M,B17021_025E,B17021_025M,B17021_026E,B17021_026M,B17021_027E,B17021_027M,B17021_028E,B17021_028M,B17021_029E,B17021_029M,B17021_030E,B17021_030M,B17021_031E,B17021_031M,B17021_032E,B17021_032M,B17021_033E,B17021_033M,B17021_034E,B17021_034M,B17021_035E,B17021_035M,NAME,B17021_001EA,B17021_001MA,B17021_002EA,B17021_002MA,B17021_003MA,B17021_003EA,B17021_004MA,B17021_004EA,B17021_005MA,B17021_005EA,B17021_006EA,B17021_006MA,B17021_007EA,B17021_007MA,B17021_008MA,B17021_008EA,B17021_009MA,B17021_009EA,B17021_010EA,B17021_010MA,B17021_011EA,B17021_011MA,B17021_012EA,B17021_012MA,B17021_013MA,B17021_013EA,B17021_014MA,B17021_014EA,B17021_015MA,B17021_015EA,B17021_016EA,B17021_016MA,B17021_017EA,B17021_017MA,B17021_018MA,B17021_018EA,B17021_019MA,B17021_019EA,B17021_020MA,B17021_020EA,B17021_021EA,B17021_021MA,B17021_022MA,B17021_022EA,B17021_023EA,B17021_023MA,B17021_024EA,B17021_024MA,B17021_025EA,B17021_025MA,B17021_026MA,B17021_026EA,B17021_027MA,B17021_027EA,B17021_028EA,B17021_028MA,B17021_029EA,B17021_029MA,B17021_030EA,B17021_030MA,B17021_031MA,B17021_031EA,B17021_032EA,B17021_032MA,B17021_033EA,B17021_033MA,B17021_034EA,B17021_034MA,B17021_035EA,B17021_035MA,state
0400000US08,5577020,2234,537492,18885,330171,18460,137231,13017,124991,12478,12240,2137,192940,13266,42223,5520,29969,4679,12254,2352,150717,11814,139622,11480,11095,1868,207321,7453,126133,5546,93579,4882,32554,3270,81188,5076,5039528,18975,4128076,25816,3293230,33323,3272373,33101,20857,3187,834846,25385,291613,15034,261924,14039,29689,4125,543233,20457,509502,19666,33731,4429,911452,16544,677919,11287,517276,10666,160643,6237,233533,9727,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,6489261,4578,852638,24677,585188,22903,216540,17507,205204,17340,11336,1876,368648,18067,75029,8356,49444,7076,25585,2888,293619,16847,274214,15952,19405,2848,267450,9107,171912,6146,132535,5308,39377,3069,95538,6202,5636623,25565,4750038,29154,3693366,41072,3683327,40923,10039,2302,1056672,30852,345083,18294,317042,16822,28041,3643,711589,24464,665833,22613,45756,4602,886585,15108,744081,11400,619506,11528,124575,5868,142504,7235,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,4326305,3844,730408,22182,519154,19815,208633,13978,200655,13972,7978,1702,310521,16808,58484,6572,42536,5810,15948,2609,252037,14977,235033,14523,17004,2319,211254,9848,140841,6786,116843,6263,23998,2507,70413,5162,3595897,21367,3053898,23047,2391139,27587,2384110,27614,7029,1498,662759,21325,210569,10990,193978,9786,16591,2390,452190,17942,423750,17109,28440,3256,541999,11696,452945,9748,369591,8796,83354,4649,89054,4995,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4529028,2896,843626,23603,610295,22268,161054,15013,154423,14822,6631,1531,449241,20562,78082,9256,60776,8632,17306,3336,371159,19701,354574,19487,16585,2815,233331,9819,163546,6236,136661,5659,26885,3202,69785,5713,3685402,23781,3125342,26806,2257655,34838,2249438,34442,8217,1580,867687,26890,234857,15380,218088,14308,16769,3312,632830,23334,607577,22775,25253,3349,560060,11451,468827,9427,395342,9705,73485,5035,91233,6196,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,12447271,3849,1509247,32779,1020071,31138,346246,21308,328127,21078,18119,2286,673825,27272,122766,11681,86738,9888,36028,3744,551059,25822,515740,25154,35319,3909,489176,11918,324245,9096,258800,8698,65445,3746,164931,6947,10938024,33365,9226258,31288,7087443,44914,7066047,44837,21396,2584,2138815,38615,644821,22209,598919,20692,45902,4393,1493994,33728,1416370,31925,77624,4943,1711766,23609,1421518,17798,1178787,17085,242731,8709,290248,9795,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,3055939,1516,343504,13910,208965,13212,70835,8522,67151,8587,3684,927,138130,10195,24070,3593,15467,3521,8603,1489,114060,9168,104145,8803,9915,1879,134539,6181,85335,4319,63784,3776,21551,2317,49204,3560,2712435,13890,2247779,15089,1812732,21528,1808314,21303,4418,1304,435047,16425,157397,11011,141915,9911,15482,1941,277650,11740,256360,11209,21290,2313,464656,10284,382209,7669,311446,7068,70763,3965,82447,4629,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1312006,1622,100220,6538,59490,6635,18736,3781,16179,3644,2557,882,40754,6104,7250,2135,5120,2037,2130,714,33504,6081,30725,5884,2779,852,40730,3506,26076,3022,21568,2729,4508,1084,14654,2009,1211786,6376,1003238,8945,825274,14894,818547,14997,6727,1495,177964,12433,62890,6975,55983,6389,6907,1549,115074,9489,107288,9008,7786,1399,208548,6869,163384,5365,124902,5442,38482,2980,45164,3796,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,2925448,2347,504504,19795,368196,18646,128570,11402,121917,11696,6653,1630,239626,14231,41964,6088,30687,5460,11277,2177,197662,13362,187888,13007,9774,2058,136308,7714,96161,5762,80106,4813,16055,2259,40147,4289,2420944,19685,2074282,19506,1588899,24954,1584707,25041,4192,1322,485383,18660,140585,10679,131508,10226,9077,1649,344798,16021,324696,15762,20102,2540,346662,10765,291052,8075,245865,7272,45187,4010,55610,5161,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,940786,1409,117242,9236,77878,8528,27960,6074,26743,6012,1217,607,49918,6328,8468,2345,6516,2220,1952,707,41450,6268,39761,6279,1689,662,39364,3852,26357,2663,21928,2572,4429,1003,13007,2419,823544,9454,699306,11928,517310,13219,514645,13036,2665,948,181996,11394,55796,8454,51352,7901,4444,1159,126200,9377,116915,9010,9285,2010,124238,7128,102915,5151,84347,4290,18568,2292,21323,3061,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,5488344,2504,529077,16528,310937,15956,119563,9975,111969,9632,7594,1439,191374,12877,36184,4786,24967,4020,11217,1567,155190,10896,143324,10491,11866,1530,218140,8750,129537,5420,100714,4417,28823,2569,88603,5641,4959267,16706,4111419,19264,3332912,25855,3320665,25695,12247,1961,778507,19296,280188,13762,253218,12256,26970,2899,498319,16807,460759,16049,37560,3149,847848,12206,668088,8606,530065,9162,138023,4827,179760,6842,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
