GEO_ID,B19126_001E,B19126_001M,B19126_002E,B19126_002M,B19126_003E,B19126_003M,B19126_004E,B19126_004M,B19126_005E,B19126_005M,B19126_006E,B19126_006M,B19126_007E,B19126_007M,B19126_008E,B19126_008M,B19126_009E,B19126_009M,B19126_010E,B19126_010M,B19126_011E,B19126_011M,NAME,B19126_001MA,B19126_001EA,B19126_002EA,B19126_002MA,B19126_003MA,B19126_003EA,B19126_004MA,B19126_004EA,B19126_005MA,B19126_005EA,B19126_006MA,B19126_006EA,B19126_007MA,B19126_007EA,B19126_008MA,B19126_008EA,B19126_009MA,B19126_009EA,B19126_010MA,B19126_010EA,B19126_011MA,B19126_011EA,state
0400000US40,64082,846,76782,849,81557,1235,73783,1308,36077,985,46130,1995,41591,2088,51041,2936,32216,810,25262,1078,43669,1885,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,76814,748,88975,793,100609,768,82118,766,42007,1037,53360,2284,47753,2978,61030,2854,37016,956,30612,1062,51739,2094,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,24482,466,32812,1079,40324,1558,30474,882,16199,505,19142,1103,14787,1511,22780,2175,15183,584,8755,771,20807,933,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,88929,1128,105485,1292,115169,2232,99891,1183,46317,1079,56259,2609,48212,3149,65640,5129,42313,1335,32805,1545,53105,2026,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,86205,2403,98894,2742,105872,4681,92761,2751,44494,2470,57498,8330,53012,9804,78233,9853,37892,4034,33428,4005,51279,6887,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,65742,791,80418,1076,89474,1870,75419,1383,35139,1217,44165,2505,35761,5340,50083,3610,32589,988,26040,1127,42531,2055,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,77655,1235,89253,1633,98839,1813,84026,1449,43284,1704,55407,3597,49018,6113,63254,4188,37960,1515,30557,1687,48311,3151,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,78352,2788,88079,3494,96110,4701,83122,3365,39496,3765,60673,3044,56850,17119,71849,18515,34588,3038,29419,4255,45179,9259,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,86165,392,103099,616,106011,811,101604,521,51183,490,61180,836,51138,976,68598,2020,46595,634,32660,887,60678,1018,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,57380,1324,74301,1418,81016,2067,69008,2081,28796,1424,42511,3296,34987,3559,49256,3389,26058,1374,20418,1157,33980,2075,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,98100,1681,119492,2242,131681,3291,112284,2731,51480,1617,66114,4957,52593,6695,75866,7467,46376,2748,34191,2441,65259,3452,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,71868,468,87797,799,92089,996,84890,723,40710,510,52003,1087,45539,1455,58102,1953,36259,565,28475,722,48376,986,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,101437,952,121022,1025,131469,2064,113584,1955,59130,1774,69660,4346,56066,4216,79856,5410,56417,1732,40900,2565,71244,3038,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,66995,497,80067,542,85704,987,77331,730,41697,467,49732,1153,42200,1821,54787,2204,38704,800,29782,1026,48078,1186,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,101548,876,121413,1285,140045,2049,110302,1722,53939,1742,69906,2317,58488,3392,77615,4879,47223,1539,34711,2280,65851,2681,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,117713,9669,189213,13371,225546,21451,173498,10452,51569,5253,61589,10980,57423,13983,75515,19958,44478,9566,34221,6734,58176,8586,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,81599,958,90513,1118,94176,1813,86518,1389,48628,2147,58735,3936,48352,3141,70601,5495,43321,3033,32154,2577,60242,4497,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,83311,842,101880,602,109837,1253,97734,1119,48227,975,61255,1322,50641,1472,70104,2684,43265,1126,31377,648,56842,1269,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,101404,999,121029,1164,132859,2086,113093,1522,54953,1347,69330,3108,53807,4544,77533,3544,50499,1541,31754,1472,65881,2218,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,72028,516,86716,600,99967,1284,80226,673,38391,882,50031,1278,42536,1652,59682,2933,34026,684,25839,764,49707,1300,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,69188,906,81614,704,92441,2330,76163,1021,38855,1370,49453,2677,43667,2848,55672,2960,35429,1159,27869,1351,47277,1900,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,77491,487,92050,559,105168,1205,85126,796,42491,995,54635,1665,46201,1727,62589,2471,38504,1063,28780,1083,50852,1425,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,72036,508,86224,686,96825,1431,80719,762,39636,804,50709,1097,42626,2510,58309,2447,35771,926,27489,1090,46554,1182,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,75990,1057,86735,1330,94551,2888,81413,1106,40803,1693,51979,3381,43773,4480,65871,4917,35860,1886,28927,2013,50893,3066,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,65987,1247,73227,2064,78814,3649,70862,1423,40457,2636,48662,4411,42220,3873,56579,4969,36319,2953,26106,2756,49016,3208,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,58760,1544,71738,1626,78333,3221,68662,1845,33179,1689,40680,4415,36649,3734,46996,5565,30969,1394,22593,2650,39018,3144,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,95448,2710,105262,2918,104456,4342,105716,3455,63998,4333,76772,5956,62082,14217,87243,13712,58954,5459,33907,3180,76786,4695,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,72183,2013,82907,2149,91454,2597,78914,2406,37365,2999,47174,6001,45327,4513,57422,9699,33324,2119,29694,3092,43967,4138,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,87652,1040,101683,651,108896,1698,97448,1261,48841,1610,62521,2413,53540,3559,71738,4953,42549,1239,34439,2061,56993,2324,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,84212,2477,101848,2419,105187,5128,100318,3039,47923,4792,60688,4310,47957,12230,73092,11535,42563,3925,31590,3474,64620,5930,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,69981,914,81830,812,87646,1726,78357,1359,43005,1401,52033,1333,47220,3348,59468,3217,38899,1068,31614,909,49825,2332,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,65656,838,78832,1129,85328,1517,75123,931,35720,876,43959,2049,37056,2618,48256,2000,33053,1157,25278,1355,42731,2044,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,74042,1116,85480,1292,91218,1663,80863,1758,38308,1612,45148,3251,41318,2929,49070,5033,35390,1720,28113,1833,51130,3349,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
