GEO_ID,B23027_001E,B23027_001M,B23027_002E,B23027_002M,B23027_003E,B23027_003M,B23027_004E,B23027_004M,B23027_005E,B23027_005M,B23027_006E,B23027_006M,B23027_007E,B23027_007M,B23027_008E,B23027_008M,B23027_009E,B23027_009M,B23027_010E,B23027_010M,B23027_011E,B23027_011M,B23027_012E,B23027_012M,B23027_013E,B23027_013M,B23027_014E,B23027_014M,B23027_015E,B23027_015M,B23027_016E,B23027_016M,B23027_017E,B23027_017M,B23027_018E,B23027_018M,B23027_019E,B23027_019M,B23027_020E,B23027_020M,B23027_021E,B23027_021M,B23027_022E,B23027_022M,B23027_023E,B23027_023M,B23027_024E,B23027_024M,B23027_025E,B23027_025M,B23027_026E,B23027_026M,B23027_027E,B23027_027M,B23027_028E,B23027_028M,B23027_029E,B23027_029M,B23027_030E,B23027_030M,B23027_031E,B23027_031M,B23027_032E,B23027_032M,B23027_033E,B23027_033M,B23027_034E,B23027_034M,B23027_035E,B23027_035M,B23027_036E,B23027_036M,NAME,B23027_001MA,B23027_001EA,B23027_002EA,B23027_002MA,B23027_003EA,B23027_003MA,B23027_004MA,B23027_004EA,B23027_005MA,B23027_005EA,B23027_006MA,B23027_006EA,B23027_007MA,B23027_007EA,B23027_008MA,B23027_008EA,B23027_009MA,B23027_009EA,B23027_010MA,B23027_010EA,B23027_011MA,B23027_011EA,B23027_012EA,B23027_012MA,B23027_013EA,B23027_013MA,B23027_014EA,B23027_014MA,B23027_015MA,B23027_015EA,B23027_016MA,B23027_016EA,B23027_017MA,B23027_017EA,B23027_018MA,B23027_018EA,B23027_019MA,B23027_019EA,B23027_020MA,B23027_020EA,B23027_021MA,B23027_021EA,B23027_022MA,B23027_022EA,B23027_023MA,B23027_023EA,B23027_024MA,B23027_024EA,B23027_025EA,B23027_025MA,B23027_026MA,B23027_026EA,B23027_027MA,B23027_027EA,B23027_028MA,B23027_028EA,B23027_029MA,B23027_029EA,B23027_030MA,B23027_030EA,B23027_031MA,B23027_031EA,B23027_032MA,B23027_032EA,B23027_033MA,B23027_033EA,B23027_034MA,B23027_034EA,B23027_035EA,B23027_035MA,B23027_036EA,B23027_036MA,state
0400000US08,4570149,4715,295740,5846,173922,5101,16777,2274,157145,5502,121818,5682,374122,4274,328877,6186,148768,5995,180109,6725,45245,4836,1671044,5175,1468580,9266,1080351,12736,388229,10369,202464,7645,710218,3912,609026,5802,464387,7267,144639,5723,101192,4827,711170,2459,512429,6289,357196,6672,155233,4744,198741,6330,284168,5656,120676,4660,56452,3314,64224,3964,163492,5794,523687,5666,84977,3919,26543,2627,58434,3140,438710,5318,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,5303153,4569,369821,6108,203718,5843,19335,2306,184383,5706,166103,5345,465439,5334,393120,5580,166388,6116,226732,6111,72319,4607,1700719,6497,1449095,8924,1066230,12937,382865,10052,251624,8157,841750,4508,698409,6859,540657,7778,157752,5176,143341,6599,874278,2554,600287,7658,438941,7360,161346,5262,273991,7247,349960,5935,133669,4675,59980,3708,73689,3281,216291,5506,701186,6270,95694,4531,27477,2622,68217,3760,605492,6425,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,3572054,3865,231896,5029,120929,4554,11270,1780,109659,4373,110967,4740,300744,5452,249504,5550,103284,5066,146220,4704,51240,3419,1132627,5150,927721,9194,673907,9724,253814,8012,204906,7801,575373,3694,435933,5899,341801,6697,94132,4636,139440,5714,600022,2644,353747,7691,250269,7322,103478,4509,246275,7349,244510,4805,78587,3535,35610,2819,42977,2552,165923,4848,486882,5044,60618,3690,18241,2231,42377,2910,426264,5187,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3682861,4138,248235,6510,86477,5053,12785,2261,73692,4988,161758,6706,308893,6823,225303,7044,92479,5391,132824,6489,83590,5706,1234969,8531,983266,10630,722598,11549,260668,8962,251703,8722,567313,6048,428962,8412,335976,7644,92986,4785,138351,7328,602841,2952,359675,6881,263775,6715,95900,4244,243166,6625,251901,5384,83729,3848,44343,3132,39386,2910,168172,5293,468709,5565,59601,4126,24191,2525,35410,2763,409108,5952,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,10216304,5459,670902,6868,332991,6341,24717,3132,308274,6353,337911,7341,839026,5924,676704,8641,266693,7549,410011,8970,162322,7321,3409907,6669,2920957,12995,2142093,17229,778864,13694,488950,10748,1636054,4871,1373295,8147,1042971,8343,330324,8117,262759,6766,1669867,2417,1162910,10587,825520,10524,337390,7686,506957,10233,642172,7266,252698,6285,122659,4290,130039,5183,389474,6738,1348376,7277,177683,6158,55979,3438,121704,5290,1170693,7421,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,2506580,3373,181653,4638,120831,3842,8453,1228,112378,3962,60822,3487,220135,3995,192182,4693,80078,4820,112104,5013,27953,2694,778124,3973,696219,5645,527092,6248,169127,6084,81905,4161,369396,3161,323172,4100,257700,4968,65472,3962,46224,3098,419454,2060,318653,4540,232660,4361,85993,3644,100801,4478,170823,4678,75905,3751,33215,2888,42690,2617,94918,3145,366995,4383,53960,2831,13349,1400,40611,2680,313035,4358,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1129682,1937,73720,2450,52476,2454,3744,1261,48732,2588,21244,1768,85214,2554,73816,2684,31234,2569,42582,3082,11398,1995,322787,2313,283998,4129,206970,5028,77028,3807,38789,3178,189718,1769,165645,2373,127312,3227,38333,2849,24073,2035,213087,1181,159314,3464,115169,3939,44145,2916,53773,3285,82404,3163,37915,2517,16818,2059,21097,2045,44489,2498,162752,3126,29814,1981,8137,1138,21677,1947,132938,2904,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,2389608,4168,167921,5758,69499,3624,8288,1671,61211,3506,98422,5340,199748,5366,156078,5879,72497,5406,83581,4866,43670,4297,759990,6035,617737,7913,468327,8452,149410,6941,142253,6283,370343,4652,280328,6033,221489,5784,58839,3572,90015,5164,383930,2439,232482,5497,170584,5605,61898,3960,151448,4967,162356,4244,53668,2714,26438,2156,27230,2327,108688,4144,345320,4711,43653,3496,17798,2076,25855,2789,301667,4935,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,788299,1405,49046,1825,26364,1974,2885,927,23479,1904,22682,1872,59553,1582,48536,2259,18653,1939,29883,2405,11017,1708,239792,1598,202634,3547,150545,4761,52089,4166,37158,3485,122887,1421,100733,2157,77400,2832,23333,2203,22154,2250,136265,761,89528,2844,64141,3059,25387,2241,46737,2865,59895,3006,23589,2519,11794,1769,11795,1770,36306,2330,120861,2793,18093,1749,4311,977,13782,1463,102768,2864,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,4451949,3463,283170,3783,188152,4225,10059,1394,178093,4054,95018,3796,359550,3592,322091,4463,127926,5423,194165,5494,37459,3219,1474508,4231,1336525,6765,989281,6994,347244,7312,137983,5813,689680,3013,612387,4448,470015,4747,142372,4633,77293,3441,756407,2385,576883,5935,400342,5325,176541,5678,179524,5589,296038,5239,125660,3942,50958,2477,74702,3133,170378,4305,592596,5209,87679,3569,19973,1613,67706,3315,504917,5388,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
