GEO_ID,B25115_001E,B25115_001M,B25115_002E,B25115_002M,B25115_003E,B25115_003M,B25115_004E,B25115_004M,B25115_005E,B25115_005M,B25115_006E,B25115_006M,B25115_007E,B25115_007M,B25115_008E,B25115_008M,B25115_009E,B25115_009M,B25115_010E,B25115_010M,B25115_011E,B25115_011M,B25115_012E,B25115_012M,B25115_013E,B25115_013M,B25115_014E,B25115_014M,B25115_015E,B25115_015M,B25115_016E,B25115_016M,B25115_017E,B25115_017M,B25115_018E,B25115_018M,B25115_019E,B25115_019M,B25115_020E,B25115_020M,B25115_021E,B25115_021M,B25115_022E,B25115_022M,B25115_023E,B25115_023M,B25115_024E,B25115_024M,B25115_025E,B25115_025M,B25115_026E,B25115_026M,B25115_027E,B25115_027M,NAME,B25115_001EA,B25115_001MA,B25115_002EA,B25115_002MA,B25115_003MA,B25115_003EA,B25115_004MA,B25115_004EA,B25115_005MA,B25115_005EA,B25115_006EA,B25115_006MA,B25115_007EA,B25115_007MA,B25115_008EA,B25115_008MA,B25115_009EA,B25115_009MA,B25115_010EA,B25115_010MA,B25115_011EA,B25115_011MA,B25115_012EA,B25115_012MA,B25115_013MA,B25115_013EA,B25115_014MA,B25115_014EA,B25115_015MA,B25115_015EA,B25115_016EA,B25115_016MA,B25115_017EA,B25115_017MA,B25115_018MA,B25115_018EA,B25115_019EA,B25115_019MA,B25115_020EA,B25115_020MA,B25115_021EA,B25115_021MA,B25115_022MA,B25115_022EA,B25115_023EA,B25115_023MA,B25115_024EA,B25115_024MA,B25115_025EA,B25115_025MA,B25115_026MA,B25115_026EA,B25115_027MA,B25115_027EA,state
0400000US08,2176757,7548,1417981,9500,1029458,10905,867728,10382,331688,7343,536040,8830,161730,6082,53793,3610,24524,2666,29269,2887,107937,4650,43762,3373,64175,3056,388523,8920,758776,10471,343247,8747,200457,6756,105937,5263,94520,4796,142790,6985,44942,3539,24222,2608,20720,2874,97848,6405,66489,5463,31359,2817,415529,8473,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,2599169,10447,1791749,12877,1298996,11725,1072488,12993,384049,8109,688439,11137,226508,7814,74705,4559,35962,3392,38743,3162,151803,5923,65649,4728,86154,4533,492753,9805,807420,11150,384180,9122,175789,7503,83295,5377,92494,4901,208391,7538,55322,5081,33880,3474,21442,3122,153069,6802,107083,6494,45986,3969,423240,8088,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,1732713,8718,1167729,12565,844796,11678,692457,9959,236276,5565,456181,8195,152339,6864,47650,3017,19552,2192,28098,2594,104689,5529,38490,3584,66199,3336,322933,8493,564984,10983,294131,7308,145522,4964,74213,4112,71309,3624,148609,5918,36034,3515,20891,2808,15143,2009,112575,4671,75905,3886,36670,3534,270853,8797,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1737220,10627,1137524,12385,810258,10566,631967,11010,215996,6755,415971,8134,178291,7072,50022,3778,20166,2817,29856,2800,128269,5795,47124,3869,81145,4305,327266,9680,599696,11233,294589,8550,116637,5934,58127,4820,58510,4049,177952,7069,38267,3309,20899,2675,17368,2705,139685,6182,96899,5705,42786,3363,305107,7703,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,4864864,12677,3210113,17405,2331448,16564,1910446,15235,714680,10436,1195766,10723,421002,9883,136045,5442,54297,3950,81748,4275,284957,7669,105401,4586,179556,6256,878665,14238,1654751,16516,787653,13087,382645,9424,191740,6672,190905,6645,405008,10108,91155,6011,46788,4384,44367,3958,313853,8896,205460,8732,108393,5292,867098,12704,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,1267873,7772,903751,8439,649130,9081,547660,8635,197566,5613,350094,6347,101470,4242,37813,2709,21100,2098,16713,1801,63657,3571,33482,3006,30175,2495,254621,6158,364122,7753,151199,5547,74482,3965,36884,2642,37598,2985,76717,4488,19330,2361,12476,2171,6854,1437,57387,3515,43441,3574,13946,1957,212923,6657,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,531212,5670,378742,6605,278412,6072,238409,5916,73286,3939,165123,4246,40003,2989,13869,1894,5922,1200,7947,1545,26134,2423,11060,1687,15074,1707,100330,4522,152470,5181,63340,4093,35900,2984,14938,1960,20962,2361,27440,3225,8320,1475,5377,1153,2943,815,19120,2573,13552,2166,5568,1157,89130,4630,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,1156347,7393,760401,8395,557945,9355,455392,8871,153028,5709,302364,6933,102553,5660,31030,3239,12398,2012,18632,2315,71523,4480,28768,3095,42755,3001,202456,7438,395946,7521,211189,6481,98069,4766,48501,3722,49568,3795,113120,5580,26616,3107,15439,2347,11177,2110,86504,4885,60287,4420,26217,2918,184757,6474,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,367671,3933,261145,4466,185391,4470,148616,4642,44784,2836,103832,3528,36775,3302,10466,1915,4779,1313,5687,1298,26309,2565,9689,1488,16620,2116,75754,4171,106526,4571,53008,4191,25218,2634,12056,1803,13162,2170,27790,2853,7757,1501,3919,1268,3838,926,20033,2473,13949,2037,6084,1332,53518,3887,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,2194452,6925,1567939,9341,1143685,9210,975011,9188,372069,6915,602942,6947,168674,4762,63156,3061,33258,2446,29898,1946,105518,4121,51333,3049,54185,2584,424254,7249,626513,8243,253142,7312,128100,5119,63943,3666,64157,3403,125042,5239,33144,3300,18231,2362,14913,2049,91898,4051,66726,3661,25172,2450,373371,7298,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
