GEO_ID,C27001G_001E,C27001G_001M,C27001G_002E,C27001G_002M,C27001G_003E,C27001G_003M,C27001G_004E,C27001G_004M,C27001G_005E,C27001G_005M,C27001G_006E,C27001G_006M,C27001G_007E,C27001G_007M,C27001G_008E,C27001G_008M,C27001G_009E,C27001G_009M,C27001G_010E,C27001G_010M,NAME,C27001G_001EA,C27001G_001MA,C27001G_002EA,C27001G_002MA,C27001G_003EA,C27001G_003MA,C27001G_004EA,C27001G_004MA,C27001G_005EA,C27001G_005MA,C27001G_006EA,C27001G_006MA,C27001G_007EA,C27001G_007MA,C27001G_008EA,C27001G_008MA,C27001G_009EA,C27001G_009MA,C27001G_010EA,C27001G_010MA,state
0400000US30,32155,3341,13156,2316,12803,2333,353,251,16247,2017,14508,1962,1739,709,2752,700,2752,700,0,172,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,29167,2686,11870,1737,10770,1742,1100,569,15369,1806,12152,1735,3217,850,1928,569,1928,569,0,170,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,290041,12935,150656,8214,144448,7891,6208,1882,126529,8286,105438,7882,21091,3148,12856,1903,12795,1907,61,96,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,281635,13813,144056,8700,135659,8338,8397,2522,125168,8858,100593,7984,24575,3075,12411,2047,12189,2022,222,234,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,60432,4646,29689,2840,26125,3159,3564,1530,28431,2959,21850,2466,6581,1364,2312,823,2299,825,13,25,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,99591,7682,46341,4682,43453,4476,2888,1665,45798,4220,35055,3721,10743,2392,7452,1526,7436,1525,16,39,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,12654,1698,5395,1283,4843,1170,552,619,5587,1057,5490,1077,97,120,1672,545,1672,545,0,157,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,154324,9832,74245,7131,70227,6896,4018,1210,73285,5172,63655,5390,9630,1891,6794,1185,6617,1182,177,181,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,33685,2912,17932,2102,17709,2059,223,257,13929,1782,11853,1658,2076,830,1824,716,1824,716,0,201,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,298438,9284,133849,5659,119563,5090,14286,2160,144135,5712,108560,4734,35575,3082,20454,1278,20417,1277,37,65,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,143986,8682,77961,5597,76176,5631,1785,662,59883,4610,53271,4375,6612,1334,6142,1281,6142,1281,0,151,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,152811,9511,35988,3997,34963,4106,1025,595,86369,5705,77375,5628,8994,1861,30454,2915,30206,2931,248,225,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,342671,14396,172213,9449,164451,9150,7762,2175,155957,7937,134347,7351,21610,3145,14501,2404,13908,2341,593,353,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,17337,2379,7992,1511,7592,1447,400,304,8824,1457,8039,1374,785,431,521,306,441,269,80,134,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,116670,9437,63333,6152,60493,6095,2840,1249,48121,4572,37244,3704,10877,2414,5216,1369,5193,1369,23,54,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,193995,8165,81121,5414,77712,5459,3409,1693,101188,5524,88871,5031,12317,2688,11686,1864,11634,1838,52,87,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,13517,2133,5821,1299,5218,1229,603,536,7081,1656,5617,1397,1464,688,615,392,615,392,0,203,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,1980774,33357,889925,19114,868872,18830,21053,2999,979664,20875,893388,18778,86276,8079,111185,4806,109291,4685,1894,817,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,43893,5635,24778,4192,23761,3946,1017,662,16997,2742,12724,2407,4273,1197,2118,761,2118,761,0,218,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,119551,7543,61793,5339,60568,5153,1225,1030,53655,4288,48366,4050,5289,1516,4103,1004,4103,1004,0,207,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,744914,22378,357755,17147,331792,15853,25963,4534,350538,12354,283836,9890,66702,5936,36621,3134,35711,3095,910,620,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,219763,10975,105999,6757,105248,6787,751,475,101069,6138,94049,6001,7020,1768,12695,1841,12543,1851,152,156,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,606101,21550,277358,13841,256165,13259,21193,4460,284029,12233,230182,10538,53847,5928,44714,3840,44213,3859,501,286,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,232284,12615,103482,8072,101962,8059,1520,850,118390,6765,109734,6524,8656,2038,10412,1876,10089,1864,323,365,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,25115,2781,8676,1498,8676,1498,0,213,14861,2028,14435,2032,426,355,1578,704,1376,607,202,320,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,100632,6592,55174,4688,53540,4608,1634,723,42884,3115,38176,3063,4708,1395,2574,729,2495,715,79,112,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,641916,24460,273671,12821,266770,12978,6901,2286,322865,14052,289584,12836,33281,5085,45380,3774,44200,3715,1180,663,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,245626,16077,113415,9711,110942,9380,2473,997,117697,8431,103974,7626,13723,2804,14514,2162,14031,2123,483,370,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,352788,15411,192372,10394,185301,10489,7071,2040,147473,7503,129144,6953,18329,2936,12943,1915,12943,1915,0,195,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,172029,7659,90480,5487,86901,5308,3579,1040,71882,4168,61338,3757,10544,1759,9667,1453,9654,1451,13,23,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,328322,13812,167210,8591,163588,8420,3622,1168,148590,7912,135865,7136,12725,1807,12522,1527,12513,1527,9,18,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,288826,10338,141558,7173,138159,7147,3399,918,131108,5426,117407,5380,13701,2097,16160,1568,15889,1554,271,221,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,57838,5105,31858,3316,30027,3256,1831,812,23494,2696,18874,2247,4620,1172,2486,837,2486,837,0,161,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,52447,4999,23738,3492,23431,3522,307,262,25615,3164,18730,2460,6885,1807,3094,1050,3094,1050,0,204,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,65309,5523,29747,4116,28718,4035,1029,550,30298,2874,27176,2866,3122,938,5264,1168,5264,1168,0,201,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,341241,11946,136628,6624,133128,6636,3500,1358,177011,7343,168014,7225,8997,1658,27602,2275,27395,2276,207,141,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,22992,3601,12693,2655,11923,2745,770,528,9926,2013,6917,1539,3009,1303,373,252,373,252,0,163,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,444795,15638,208527,9615,204605,9578,3922,1238,218135,10486,200947,10032,17188,2724,18133,2014,18008,2001,125,151,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,32308,3472,13358,2447,13314,2441,44,73,17038,2681,15652,2507,1386,734,1912,641,1912,641,0,220,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,282527,13844,128720,8183,121959,8155,6761,1830,136759,7378,116799,6286,19960,3382,17048,2262,17048,2262,0,211,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,150602,8652,79760,7002,77470,6884,2290,1301,63584,5057,53379,4310,10205,1927,7258,1465,7258,1465,0,211,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,105814,7325,55087,4406,53582,4339,1505,763,47014,4485,41253,4066,5761,1244,3713,852,3462,807,251,272,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
