GEO_ID,C02003_001E,C02003_001M,C02003_002E,C02003_002M,C02003_003E,C02003_003M,C02003_004E,C02003_004M,C02003_005E,C02003_005M,C02003_006E,C02003_006M,C02003_007E,C02003_007M,C02003_008E,C02003_008M,C02003_009E,C02003_009M,C02003_010E,C02003_010M,C02003_011E,C02003_011M,C02003_012E,C02003_012M,C02003_013E,C02003_013M,C02003_014E,C02003_014M,C02003_015E,C02003_015M,C02003_016E,C02003_016M,C02003_017E,C02003_017M,C02003_018E,C02003_018M,C02003_019E,C02003_019M,NAME,C02003_001EA,C02003_001MA,C02003_002EA,C02003_002MA,C02003_003EA,C02003_003MA,C02003_004EA,C02003_004MA,C02003_005EA,C02003_005MA,C02003_006EA,C02003_006MA,C02003_007EA,C02003_007MA,C02003_008EA,C02003_008MA,C02003_009EA,C02003_009MA,C02003_010EA,C02003_010MA,C02003_011MA,C02003_011EA,C02003_012MA,C02003_012EA,C02003_013MA,C02003_013EA,C02003_014EA,C02003_014MA,C02003_015EA,C02003_015MA,C02003_016EA,C02003_016MA,C02003_017EA,C02003_017MA,C02003_018EA,C02003_018MA,C02003_019EA,C02003_019MA,state
0400000US08,5695564,-555555555,5468094,10949,4790677,16307,237578,6469,55146,4414,180277,5175,7585,1614,196831,13409,227470,10949,36851,5349,190619,9567,206743,10269,51313,5254,51921,7084,54185,4105,2651,1073,46673,5690,17950,3105,2777,1704,Colorado,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,6691878,-555555555,6511237,10300,5539927,11682,637277,7405,14040,2057,154220,5521,3470,1344,162303,10635,180641,10300,26544,4274,154097,9248,168740,9807,81088,7132,24258,2818,27827,4783,3376,1496,32191,4571,9364,2090,2537,1573,Indiana,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,4468402,-555555555,4360384,7125,3875023,6230,354761,6583,8470,2041,65300,3463,4943,2544,51887,6124,108018,7125,8692,1997,99326,7122,99626,6600,55367,5600,13712,2554,14891,2590,2456,1388,13200,2738,8031,2545,361,386,Kentucky,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4659978,-555555555,4554933,7750,2877115,7740,1509407,8957,25657,3334,76255,3102,1133,750,65366,7711,105045,7750,8882,1900,96163,7674,98215,7625,38391,5131,20981,2690,17416,3512,6949,3160,14478,2220,6063,2514,767,644,Louisiana,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,12741080,-555555555,12400103,12577,9135145,26772,1793079,10015,35846,4591,717938,6617,5317,1835,712778,25545,340977,12577,58127,6210,282850,10833,316248,12521,116872,7015,35817,3506,82982,7432,8368,2255,72209,6772,22746,3763,1983,1010,Illinois,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,3156145,-555555555,3086877,5586,2846099,5629,115137,4782,11494,1274,79971,3082,3463,1362,30713,5286,69268,5586,5470,1565,63798,5149,63977,5364,30402,3934,9285,1612,13266,2302,1951,1063,9073,2396,5277,1680,14,27,Iowa,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1356458,-555555555,1326501,3259,1253931,3132,23432,2654,3562,1387,36048,2303,515,486,9013,2733,29957,3259,1893,768,28064,3291,28351,3133,9223,2083,6811,1002,8957,1929,146,170,3214,1251,1376,712,230,284,New Hampshire,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,3013825,-555555555,2925624,5889,2306096,6922,456714,6073,20951,2557,47548,2631,9398,1053,84917,6739,88201,5889,7476,1775,80725,5426,84775,5771,25489,3905,37619,3557,8674,2204,1944,875,11049,2646,3231,1088,195,207,Arkansas,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,967171,-555555555,941343,3640,659781,4626,217594,3408,4397,1388,39023,1595,896,665,19652,4198,25828,3640,2602,1157,23226,3257,23193,3301,11461,2291,2097,831,4456,1530,1401,704,3778,1264,2374,1091,261,420,Delaware,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,5611179,-555555555,5436347,8688,4629375,8116,367653,5713,60983,3622,273126,4461,2396,1082,102814,7851,174832,8688,13691,2799,161141,8035,160945,8196,56190,4356,36730,3392,43417,3518,6154,2093,18454,3062,13378,2849,509,361,Minnesota,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,1062305,-555555555,1029842,3362,941438,2221,5056,999,68013,2885,8517,1308,990,648,5828,1858,32463,3362,2651,934,29812,3090,30992,3188,3046,959,17810,2176,5716,1591,736,481,3684,1129,1301,715,170,209,Montana,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,1338404,-555555555,1308385,2649,1261453,1633,18954,1759,8566,1165,15683,1312,465,455,3264,1154,30019,2649,2069,1061,27950,2547,27765,2422,6727,1342,11857,1343,5967,1205,367,375,2847,1162,2148,970,106,143,Maine,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,10383620,-555555555,10085477,13105,7098569,17927,2222533,13581,120845,4394,306682,5178,10218,3234,326630,16675,298143,13105,29877,4678,268266,11786,270434,12124,113981,7473,44768,3453,44443,4357,20927,4022,46315,5966,26302,4559,1407,838,North Carolina,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,10519475,-555555555,10233069,13656,6127645,17468,3319691,14563,34485,5808,436051,6106,14049,5305,301148,17722,286406,13656,43573,5160,242833,12034,265389,13021,115366,9513,29089,3332,47451,4878,11143,2780,62340,6444,20058,3645,959,500,Georgia,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
