GEO_ID,B07010_001E,B07010_001M,B07010_002E,B07010_002M,B07010_003E,B07010_003M,B07010_004E,B07010_004M,B07010_005E,B07010_005M,B07010_006E,B07010_006M,B07010_007E,B07010_007M,B07010_008E,B07010_008M,B07010_009E,B07010_009M,B07010_010E,B07010_010M,B07010_011E,B07010_011M,B07010_012E,B07010_012M,B07010_013E,B07010_013M,B07010_014E,B07010_014M,B07010_015E,B07010_015M,B07010_016E,B07010_016M,B07010_017E,B07010_017M,B07010_018E,B07010_018M,B07010_019E,B07010_019M,B07010_020E,B07010_020M,B07010_021E,B07010_021M,B07010_022E,B07010_022M,B07010_023E,B07010_023M,B07010_024E,B07010_024M,B07010_025E,B07010_025M,B07010_026E,B07010_026M,B07010_027E,B07010_027M,B07010_028E,B07010_028M,B07010_029E,B07010_029M,B07010_030E,B07010_030M,B07010_031E,B07010_031M,B07010_032E,B07010_032M,B07010_033E,B07010_033M,B07010_034E,B07010_034M,B07010_035E,B07010_035M,B07010_036E,B07010_036M,B07010_037E,B07010_037M,B07010_038E,B07010_038M,B07010_039E,B07010_039M,B07010_040E,B07010_040M,B07010_041E,B07010_041M,B07010_042E,B07010_042M,B07010_043E,B07010_043M,B07010_044E,B07010_044M,B07010_045E,B07010_045M,B07010_046E,B07010_046M,B07010_047E,B07010_047M,B07010_048E,B07010_048M,B07010_049E,B07010_049M,B07010_050E,B07010_050M,B07010_051E,B07010_051M,B07010_052E,B07010_052M,B07010_053E,B07010_053M,B07010_054E,B07010_054M,B07010_055E,B07010_055M,B07010_056E,B07010_056M,B07010_057E,B07010_057M,B07010_058E,B07010_058M,B07010_059E,B07010_059M,B07010_060E,B07010_060M,B07010_061E,B07010_061M,B07010_062E,B07010_062M,B07010_063E,B07010_063M,B07010_064E,B07010_064M,B07010_065E,B07010_065M,B07010_066E,B07010_066M,NAME,B07010_001MA,B07010_001EA,B07010_002MA,B07010_002EA,B07010_003MA,B07010_003EA,B07010_004EA,B07010_004MA,B07010_005EA,B07010_005MA,B07010_006MA,B07010_006EA,B07010_007MA,B07010_007EA,B07010_008MA,B07010_008EA,B07010_009MA,B07010_009EA,B07010_010MA,B07010_010EA,B07010_011MA,B07010_011EA,B07010_012MA,B07010_012EA,B07010_013MA,B07010_013EA,B07010_014MA,B07010_014EA,B07010_015MA,B07010_015EA,B07010_016MA,B07010_016EA,B07010_017MA,B07010_017EA,B07010_018EA,B07010_018MA,B07010_019MA,B07010_019EA,B07010_020MA,B07010_020EA,B07010_021MA,B07010_021EA,B07010_022MA,B07010_022EA,B07010_023MA,B07010_023EA,B07010_024MA,B07010_024EA,B07010_025MA,B07010_025EA,B07010_026MA,B07010_026EA,B07010_027EA,B07010_027MA,B07010_028MA,B07010_028EA,B07010_029MA,B07010_029EA,B07010_030MA,B07010_030EA,B07010_031MA,B07010_031EA,B07010_032MA,B07010_032EA,B07010_033MA,B07010_033EA,B07010_034MA,B07010_034EA,B07010_035MA,B07010_035EA,B07010_036MA,B07010_036EA,B07010_037MA,B07010_037EA,B07010_038MA,B07010_038EA,B07010_039MA,B07010_039EA,B07010_040EA,B07010_040MA,B07010_041EA,B07010_041MA,B07010_042MA,B07010_042EA,B07010_043MA,B07010_043EA,B07010_044MA,B07010_044EA,B07010_045MA,B07010_045EA,B07010_046MA,B07010_046EA,B07010_047MA,B07010_047EA,B07010_048MA,B07010_048EA,B07010_049EA,B07010_049MA,B07010_050MA,B07010_050EA,B07010_051EA,B07010_051MA,B07010_052MA,B07010_052EA,B07010_053MA,B07010_053EA,B07010_054MA,B07010_054EA,B07010_055MA,B07010_055EA,B07010_056MA,B07010_056EA,B07010_057MA,B07010_057EA,B07010_058MA,B07010_058EA,B07010_059EA,B07010_059MA,B07010_060EA,B07010_060MA,B07010_061MA,B07010_061EA,B07010_062MA,B07010_062EA,B07010_063EA,B07010_063MA,B07010_064EA,B07010_064MA,B07010_065EA,B07010_065MA,B07010_066EA,B07010_066MA,state
0400000US08,4643242,3035,497206,12918,4146036,13740,615266,11216,307818,8531,581377,12575,516092,11647,626382,12770,464968,10781,209832,7908,824301,11614,3802208,19023,410285,11496,3391923,21277,480580,11069,252928,7893,460688,11018,412478,10679,513166,10886,380735,9291,175201,6887,716147,10734,359433,12441,30517,3518,328916,11125,51843,3980,23918,2769,55052,5003,46075,4623,51218,3365,36030,3824,16604,1949,48176,4324,244379,11119,25923,2888,218456,10403,42348,4137,15563,2162,32718,3989,30409,2903,34470,3454,27719,3018,9172,1680,26057,2650,205792,11700,22751,3246,183041,9814,34019,2831,13306,2190,28700,3713,23090,2470,25858,3011,18653,2447,7768,1514,31647,3691,31430,3779,7730,1469,23700,3311,6476,1206,2103,848,4219,1400,4040,1553,1670,676,1831,689,1087,774,2274,606,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,5392554,3850,624338,11293,4768216,12321,839819,11839,457179,9236,758933,13868,665913,11951,755085,12013,496822,10951,205053,7717,589412,12558,4596863,20022,518950,9859,4077913,21747,672978,11922,385405,8369,634710,14391,569161,10880,653153,11405,439671,9308,187309,7367,535526,11421,442493,13634,49359,3961,393134,12226,87895,5681,41148,3305,76387,4616,56755,4736,60821,4725,32569,3679,10445,1743,27114,2843,206617,8641,29956,2529,176661,7925,46174,4082,17589,2081,29594,2936,24519,2849,25995,3159,14797,2027,4325,1181,13668,2178,120151,6436,16726,2225,103425,5887,27324,2700,10688,1888,16128,2651,13631,2403,13045,1956,8806,1604,2825,1095,10978,2072,26430,3783,9347,2054,17083,2899,5448,1746,2349,1065,2114,824,1847,845,2071,814,979,554,149,172,2126,903,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,3629102,3031,449756,9856,3179346,10240,630386,12408,344474,8252,533807,11576,437034,10725,453189,10698,308690,8038,122719,5215,349047,9611,3095036,15784,376207,9725,2718829,17180,512195,11696,294003,7825,454301,10570,367018,10116,393453,10195,272363,7469,111438,4792,314058,9395,299390,10805,35652,3731,263738,9724,60724,4412,31620,3210,45637,3325,42327,3870,37096,3187,20884,2227,6260,1369,19190,2451,134061,8193,22831,2705,111230,7229,33359,3255,11312,1804,18689,2226,16971,2182,12068,2067,9114,1826,2111,591,7606,1456,90509,5986,12745,1750,77764,5720,21202,2599,6814,1520,14467,2210,10271,1953,9124,1678,5852,1611,2581,730,7453,1456,10106,1943,2321,677,7785,1624,2906,907,725,461,713,322,447,268,1448,838,477,343,329,290,740,382,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3742752,2833,591456,14185,3151296,14060,628476,14382,350162,11030,557567,13509,388172,10447,401529,10276,302306,9603,114049,5604,409035,10765,3295824,15815,513062,13992,2782762,16576,542200,13203,303877,10193,484573,12702,347435,10173,358464,10367,272155,9706,103031,5221,371027,10397,255635,12586,38461,4560,217174,11198,48901,4106,28575,3053,45627,4822,25268,2837,24125,3189,19042,2737,6083,1518,19553,2636,116863,7738,26543,2551,90320,6630,24875,3028,10407,1942,15029,2244,9707,1873,9857,2030,7317,1460,3635,1257,9493,1899,64205,4734,10029,1674,54176,4267,10385,1610,6917,1911,10754,1712,4985,1347,8592,1592,3319,930,1021,464,8203,1654,10225,2031,3361,1108,6864,1495,2115,777,386,274,1584,670,777,504,491,321,473,369,279,259,759,429,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,10381247,2772,1344932,19396,9036315,19051,1514784,15647,759887,14326,1327761,18527,1104122,14905,1222810,16904,965016,13736,448910,9289,1693025,17953,9088931,22461,1160339,18156,7928592,24442,1276304,14660,665347,14029,1154655,18264,967171,14438,1079879,16688,846842,13260,402580,9152,1535814,16633,782370,17433,97386,5786,684984,16616,130479,6618,57446,4042,112872,5952,89828,4870,89539,6042,76684,4355,29172,2760,98964,6185,272683,10546,46039,3767,226644,9306,56876,3729,21873,2787,32179,2593,25323,2782,31710,3204,22452,2736,8964,1538,27267,2502,179713,9640,23381,2813,156332,9069,38580,3610,11023,1711,23468,2873,18215,3054,17829,2292,15082,1975,7542,1444,24593,2889,57550,4870,17787,2717,39763,3853,12545,1894,4198,1400,4587,1124,3585,1012,3853,1004,3956,1477,652,361,6387,1584,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,2545586,2869,218370,6584,2327216,7444,394406,8206,203620,6705,343354,7178,316166,7425,378913,9778,282071,6601,111075,4592,297611,7834,2169752,11348,180825,6247,1988927,11808,306396,7762,166201,6001,290079,7007,269953,7028,333980,9472,249786,6117,99897,4061,272635,7883,206321,8447,17524,2544,188797,7764,41162,3349,21149,2433,31459,3051,27382,2802,28817,2745,18044,1870,6421,1308,14363,1835,96911,5610,11581,1809,85330,4921,27488,2776,9644,1805,11444,1421,10344,1628,9515,1470,8838,1493,2624,735,5433,1206,62985,4206,6344,1140,56641,4039,17417,1736,5607,1245,8785,1593,7885,1505,5554,1266,4816,854,1903,680,4674,1113,9617,2152,2096,971,7521,1549,1943,773,1019,404,1587,571,602,302,1047,476,587,594,230,194,506,470,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1147794,1036,96067,4363,1051727,4600,157172,6004,84216,4578,155713,5171,130174,6241,158625,6594,114227,4634,54139,3655,197461,5635,998538,7911,81603,3905,916935,8865,129897,5792,73368,4049,131971,4894,112340,5665,139547,5815,100056,4538,49110,3529,180646,5384,70797,6296,5463,1521,65334,6014,11576,1732,5345,1215,12125,1989,9509,1988,10699,2190,6605,1268,2031,666,7444,1448,29350,3683,1774,856,27576,3321,5343,1057,2286,645,4075,1168,3634,1093,3848,1048,3749,1133,1433,706,3208,825,43587,4068,5265,1153,38322,3616,9331,1680,2550,926,6660,1706,4502,1048,4315,980,3763,1000,1543,549,5658,988,5522,1395,1962,924,3560,1188,1025,503,667,444,882,534,189,229,216,286,54,93,22,39,505,407,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,2429708,3636,331714,8662,2097994,9017,402687,11169,240003,7886,385599,11073,287626,8866,311839,10042,190933,6061,65535,3623,213772,7496,2086884,14142,272773,8818,1814111,13679,327473,10038,206622,6848,325957,10336,247311,9164,278841,9589,174148,5941,59131,3671,194628,6766,187148,10254,25443,2940,161705,9497,38390,3593,19357,2423,36684,3769,24503,2896,20258,2837,9427,1700,3235,881,9851,1866,88221,6552,20424,2493,67797,5809,22750,2941,8935,1606,12527,2176,8594,2191,6629,1471,3692,1076,823,534,3847,1131,59488,5110,10749,2143,48739,4229,11952,1787,4741,1249,9109,1531,6949,1873,5461,1148,3344,808,2144,824,5039,1389,7967,2226,2325,856,5642,1995,2122,921,348,317,1322,1250,269,309,650,462,322,253,202,280,407,268,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,798598,418,92504,4549,706094,4533,117721,5367,61080,4213,105333,4948,91677,5485,103734,4769,76750,4910,37166,3519,112633,4487,710703,5537,79922,4391,630781,6557,99623,5016,55828,4123,97261,4930,80258,5571,91812,4295,68869,4968,33018,3290,104112,4330,46579,4097,7084,1786,39495,3262,8960,1589,2935,915,4553,1142,6108,1313,6230,1338,4421,998,1950,764,4338,1197,8641,1728,1409,743,7232,1437,1970,727,375,291,899,434,947,621,1951,961,472,316,235,216,383,302,29938,3280,3031,782,26907,2981,6837,1433,1905,685,2346,682,4157,1198,3345,921,2826,1013,1963,755,3528,739,2737,958,1058,626,1679,573,331,256,37,59,274,217,207,275,396,306,162,183,0,200,272,198,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,4525167,2579,363427,9038,4161740,9591,624569,10368,339198,8699,554348,10803,518123,9992,658855,9723,493155,9629,227145,6533,746347,10508,3895145,14406,307758,8294,3587387,14455,502620,10102,284133,7630,471450,9226,442505,9299,570793,8815,438872,8582,198995,6256,678019,10737,307428,11796,24017,2662,283411,10956,50385,4482,27942,3157,42422,3734,40800,3247,44281,3210,27723,2723,14130,1729,35728,3090,213569,8950,17561,2169,196008,8326,45398,3537,18233,2310,25402,2366,23457,2622,31161,3026,20260,2107,9474,1217,22623,2508,86968,4703,6916,1293,80052,4352,21321,2280,6859,1219,12843,1766,9863,1464,10916,1605,5814,995,3812,1223,8624,1329,22057,2408,7175,1418,14882,1957,4845,1055,2031,872,2231,686,1498,528,1704,491,486,290,734,379,1353,497,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
