GEO_ID,C05009_001E,C05009_001M,C05009_002E,C05009_002M,C05009_003E,C05009_003M,C05009_004E,C05009_004M,C05009_005E,C05009_005M,C05009_006E,C05009_006M,C05009_007E,C05009_007M,C05009_008E,C05009_008M,C05009_009E,C05009_009M,C05009_010E,C05009_010M,C05009_011E,C05009_011M,C05009_012E,C05009_012M,C05009_013E,C05009_013M,C05009_014E,C05009_014M,C05009_015E,C05009_015M,NAME,C05009_001EA,C05009_001MA,C05009_002MA,C05009_002EA,C05009_003MA,C05009_003EA,C05009_004MA,C05009_004EA,C05009_005EA,C05009_005MA,C05009_006EA,C05009_006MA,C05009_007EA,C05009_007MA,C05009_008MA,C05009_008EA,C05009_009MA,C05009_009EA,C05009_010MA,C05009_010EA,C05009_011EA,C05009_011MA,C05009_012EA,C05009_012MA,C05009_013EA,C05009_013MA,C05009_014EA,C05009_014MA,C05009_015MA,C05009_015EA,state
0400000US02,172603,1787,60207,1580,59703,1726,504,442,52792,2228,7415,1484,6977,1468,438,433,112396,2008,108758,2212,3638,1161,94096,2551,18300,2189,15182,2167,3118,1131,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,1006571,7582,324098,6500,322546,6497,1552,799,297943,6370,26155,3081,24877,3178,1278,676,682473,8260,672497,8390,9976,2151,626006,8916,56467,5014,48988,4995,7479,1958,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,108112,1631,33985,1509,33872,1509,113,138,30914,1449,3071,957,2989,950,82,126,74127,1786,72177,1704,1950,759,67889,2004,6238,1314,5150,1252,1088,503,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,648875,4818,211588,3680,209321,3815,2267,868,146179,5595,65409,4939,63231,4814,2178,855,437287,5326,420004,5231,17283,2537,265548,7857,171739,8073,155235,7416,16504,2508,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,330957,4776,106195,3218,105872,3192,323,456,103068,3338,3127,1142,2804,993,323,456,224762,4434,222816,4583,1946,1153,218219,4774,6543,1739,5069,1251,1474,1229,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,893669,4313,295246,3656,292217,3556,3029,1078,254650,3924,40596,3122,38129,2880,2467,999,598423,4814,586158,4809,12265,2224,509309,5468,89114,4939,78177,4546,10937,2243,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,1215369,4684,386482,4094,382973,4348,3509,997,339471,4920,47011,3258,43684,3401,3327,938,828887,5421,810532,6061,18355,2496,733114,6781,95773,4696,81682,5089,14091,2254,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,566492,3335,149861,3387,149290,3443,571,506,144189,3568,5672,1680,5433,1660,239,251,416631,4208,413880,4401,2751,906,398474,4771,18157,2784,15621,2763,2536,880,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,1770747,7490,578988,6213,566624,6455,12364,1934,441601,7874,137387,6248,125927,6089,11460,1849,1191759,8764,1133398,9639,58361,5678,901061,10609,290698,8285,240500,8693,50198,4787,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,168288,1582,60717,1866,60371,1802,346,328,55493,1816,5224,1062,4884,1049,340,328,107571,2362,104866,2701,2705,1497,98262,2496,9309,1733,6836,1820,2473,1460,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,1035801,6019,328729,5828,325153,5920,3576,1096,291491,6032,37238,3825,33720,3961,3518,1087,707072,6498,692575,7276,14497,3172,623761,7974,83311,6675,69726,6344,13585,3180,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,830148,4328,265616,4117,262625,4015,2991,1042,204508,5320,61108,4536,58376,4417,2732,939,564532,5146,545052,5745,19480,3147,419608,8496,144924,7689,128094,7082,16830,3008,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,125063,1991,40478,1858,40361,1855,117,156,36883,1897,3595,1369,3478,1347,117,156,84585,2443,84426,2440,159,166,78625,2490,5960,1759,5814,1733,146,166,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,8576341,19340,2789122,13914,2725921,14340,63201,5247,1623279,17860,1165843,16432,1106021,16385,59822,5033,5787219,19172,5465310,21653,321909,12129,2913868,26209,2873351,23107,2564031,23841,309320,11886,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,655753,5600,203783,4749,202505,4701,1278,795,193879,5104,9904,1627,8716,1564,1188,723,451970,5594,448131,5888,3839,1144,433688,5908,18282,2894,15226,2776,3056,1069,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,710943,3286,209899,3427,205062,3835,4837,1250,150678,4526,59221,3657,54384,3560,4837,1250,501044,4492,479652,5476,21392,3173,359317,7493,141727,6905,122423,6582,19304,3085,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,7025027,18284,2308836,14795,2260801,14605,48035,4973,1554697,20183,754139,17700,707368,17650,46771,4974,4716191,17829,4466063,20447,250128,14202,3018752,29327,1697439,30448,1457142,28769,240297,13973,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,1273767,6390,416726,4785,407991,4989,8735,1817,283262,5930,133464,5939,124828,6139,8636,1808,857041,7000,815386,7939,41655,4508,610459,9698,246582,9480,207734,8988,38848,4313,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,3995636,12627,1299810,11337,1261883,11003,37927,4447,870404,15398,429406,13968,392352,13560,37054,4426,2695826,13483,2505935,15910,189891,8827,1759876,24218,935950,21934,753840,20228,182110,8551,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,1312107,5042,413785,5257,403303,5582,10482,2004,275463,6351,138322,5501,128082,5531,10240,2020,898322,5902,837534,7317,60788,4866,612811,9811,285511,9640,229176,8390,56335,4982,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,121029,1927,50866,1835,49982,2143,884,755,38916,3182,11950,2482,11066,2274,884,755,70163,1775,65200,2485,4963,1698,54058,3027,16105,2687,12413,2277,3692,1417,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,904548,3888,292432,4297,290381,4292,2051,1001,242166,4865,50266,3990,48357,3873,1909,1003,612116,4946,594519,5600,17597,3208,507201,6778,104915,6835,88638,5528,16277,3104,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,3857145,10167,1289787,10011,1264362,10436,25425,3198,817684,13181,472103,12478,448069,12146,24034,3012,2567358,11095,2405215,13676,162143,7542,1596356,16311,971002,16459,817475,16814,153527,7459,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,1882487,5812,598960,6294,581638,6832,17322,2464,350202,9131,248758,8219,231590,8656,17168,2457,1283527,7020,1191765,10155,91762,6954,766195,13787,517332,13235,429439,13269,87893,6841,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,2437303,7656,786821,6987,781314,7294,5507,1451,712556,8389,74265,4973,69464,5006,4801,1218,1650482,8556,1617320,9544,33162,3969,1505422,11828,145060,7763,117380,7557,27680,3993,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,1299993,6002,423206,5901,418850,6098,4356,1611,386584,5816,36622,3601,32725,3391,3897,1603,876787,5886,857956,6094,18831,3371,802688,7300,74099,6331,59018,5181,15081,3234,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,2514494,8263,806285,7586,794366,7394,11919,2363,685176,9449,121109,6798,109870,6015,11239,2312,1708209,8175,1654792,9453,53417,5091,1475633,10603,232576,8688,187772,8137,44804,4758,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,2061286,6808,663450,6619,655571,6913,7879,1704,574850,7950,88600,5551,81099,5426,7501,1691,1397836,8909,1358467,10223,39369,3794,1201430,11301,196406,8109,164156,7794,32250,3779,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,454133,3102,153514,2483,151665,2447,1849,789,129598,2866,23916,2385,22125,2316,1791,780,300619,3488,291759,3507,8860,1668,254762,4375,45857,4053,37893,3714,7964,1708,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,421530,4314,132959,3574,132471,3587,488,477,115006,3364,17953,2465,17627,2482,326,377,288571,4955,283974,5080,4597,1325,249562,5222,39009,4245,35687,4165,3322,1242,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,444743,4302,134674,3403,133101,3364,1573,860,111277,4082,23397,2895,21824,3031,1573,860,310069,5092,302269,5007,7800,1906,243658,7693,66411,5832,59513,5742,6898,1912,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,286982,2841,97334,2543,95937,2591,1397,738,73194,2973,24140,2203,22743,2166,1397,738,189648,3006,177605,3181,12043,2111,127631,5323,62017,4811,51355,4251,10662,2020,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,198584,3354,68463,2002,67724,2094,739,493,63774,2244,4689,1195,3950,1156,739,493,130121,3334,127212,3428,2909,1241,121956,3552,8165,1629,5455,1520,2710,1232,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,1584824,6298,531448,6267,519492,6443,11956,1992,377505,8638,153943,7261,143073,7047,10870,2053,1053376,7955,1004899,10375,48477,5323,741812,12449,311564,9539,267902,9562,43662,5097,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,194424,2529,64241,2281,62388,2564,1853,1257,48360,3136,15881,2638,14246,2592,1635,1212,130183,2592,125190,3211,4993,1713,95028,5092,35155,3985,31047,3519,4108,1757,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,1551368,8348,498764,5758,489340,5895,9424,2025,370615,8156,128149,7244,119724,7054,8425,1743,1052604,7885,1019169,8776,33435,3826,733606,13726,318998,11267,288092,10566,30906,3487,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,1405079,8297,459041,5557,454148,5508,4893,1361,399812,6288,59229,4160,54601,3981,4628,1349,946038,8381,920401,8486,25637,3290,830270,9281,115768,6762,94543,6630,21225,2668,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,671683,3516,214364,4225,212576,4350,1788,824,179761,4648,34603,2605,32815,2520,1788,824,457319,4588,446521,5128,10798,2250,384371,5455,72948,4384,63795,3960,9153,2062,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
