GEO_ID,C27008_001E,C27008_001M,C27008_002E,C27008_002M,C27008_003E,C27008_003M,C27008_004E,C27008_004M,C27008_005E,C27008_005M,C27008_006E,C27008_006M,C27008_007E,C27008_007M,C27008_008E,C27008_008M,C27008_009E,C27008_009M,C27008_010E,C27008_010M,C27008_011E,C27008_011M,C27008_012E,C27008_012M,C27008_013E,C27008_013M,C27008_014E,C27008_014M,C27008_015E,C27008_015M,C27008_016E,C27008_016M,C27008_017E,C27008_017M,C27008_018E,C27008_018M,C27008_019E,C27008_019M,C27008_020E,C27008_020M,C27008_021E,C27008_021M,NAME,C27008_001EA,C27008_001MA,C27008_002EA,C27008_002MA,C27008_003EA,C27008_003MA,C27008_004EA,C27008_004MA,C27008_005EA,C27008_005MA,C27008_006EA,C27008_006MA,C27008_007EA,C27008_007MA,C27008_008EA,C27008_008MA,C27008_009MA,C27008_009EA,C27008_010EA,C27008_010MA,C27008_011EA,C27008_011MA,C27008_012EA,C27008_012MA,C27008_013EA,C27008_013MA,C27008_014EA,C27008_014MA,C27008_015EA,C27008_015MA,C27008_016EA,C27008_016MA,C27008_017EA,C27008_017MA,C27008_018EA,C27008_018MA,C27008_019EA,C27008_019MA,C27008_020MA,C27008_020EA,C27008_021EA,C27008_021MA,state
0400000US08,5604105,2082,2794853,5393,689479,4825,29483,3385,659996,5851,1740818,4923,47754,3827,1693064,5737,364556,1466,29925,2084,334631,2865,2809252,4984,655579,5202,24529,3048,631050,5930,1724599,4440,59059,3677,1665540,5318,429074,1808,30692,2533,398382,3051,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,6592504,1089,3231118,5706,850327,5407,9953,2171,840374,5646,1931120,5133,26906,2363,1904214,5538,449671,2582,22389,2081,427282,3241,3361386,5708,810049,5289,10064,1958,799985,5658,1985120,4474,23955,2713,1961165,5411,566217,2122,17960,1962,548257,2548,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,4388204,1183,2142570,5021,547439,4809,11797,1923,535642,5017,1279495,3802,29438,3307,1250057,5006,315636,1680,21644,2025,293992,2709,2245634,5101,518655,4640,15380,2519,503275,5293,1333099,4411,29463,2650,1303636,5234,393880,2043,19139,2123,374741,2591,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4556078,1982,2194791,6928,596489,6078,15536,2510,580953,6687,1291675,5183,29083,2863,1262592,5626,306627,2448,21266,2580,285361,3069,2361287,6963,564005,6317,14279,2474,549726,6738,1405024,4938,31064,3420,1373960,5845,392258,2581,20170,2423,372088,3166,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,12563908,1621,6148424,5170,1548178,5049,15688,2043,1532490,5123,3754521,4868,32887,2690,3721634,5742,845725,2427,28360,2106,817365,3241,6415484,5220,1479566,5816,11296,1748,1468270,6213,3856107,5191,32170,2725,3823937,5489,1079811,3233,21204,2217,1058607,3660,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,3113029,531,1540690,3831,400465,4034,6219,1561,394246,4119,907758,3810,11699,1475,896059,4258,232467,1499,12340,1146,220127,1558,1572339,3755,380297,3470,4450,1156,375847,3764,908804,2992,11512,1517,897292,3273,283238,1719,10290,1297,272948,2108,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1339549,562,659292,2375,140627,1960,1569,597,139058,1998,409590,2410,7745,1521,401845,2923,109075,974,8337,1254,100738,1446,680257,2304,139280,2217,1823,904,137457,2383,413117,2064,6913,1251,406204,2442,127860,1097,7085,979,120775,1462,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,2960503,988,1441597,4491,379021,4173,10097,2197,368924,4600,840718,4243,19085,2381,821633,4862,221858,1991,22723,2220,199135,2570,1518906,4340,367733,3729,8751,2044,358982,4137,882139,3631,18802,1947,863337,4332,269034,1977,19477,2133,249557,2639,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,952211,1135,456419,2074,108013,1518,2270,788,105743,1551,268647,1688,5763,1249,262884,2118,79759,817,5349,993,74410,1060,495792,1400,107117,1727,2313,939,104804,1951,291547,1196,6633,1689,284914,2162,97128,703,4542,915,92586,1113,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,5553564,740,2761536,3436,704382,3619,7466,1377,696916,3851,1663527,3713,17096,1974,1646431,4031,393627,1810,17167,1532,376460,1903,2792028,3590,671732,3241,7686,1491,664046,3370,1655571,3428,15120,1637,1640451,3880,464725,2044,13867,1471,450858,2625,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
