GEO_ID,C06001_001E,C06001_001M,C06001_002E,C06001_002M,C06001_003E,C06001_003M,C06001_004E,C06001_004M,C06001_005E,C06001_005M,C06001_006E,C06001_006M,C06001_007E,C06001_007M,C06001_008E,C06001_008M,C06001_009E,C06001_009M,C06001_010E,C06001_010M,C06001_011E,C06001_011M,C06001_012E,C06001_012M,C06001_013E,C06001_013M,C06001_014E,C06001_014M,C06001_015E,C06001_015M,C06001_016E,C06001_016M,C06001_017E,C06001_017M,C06001_018E,C06001_018M,C06001_019E,C06001_019M,C06001_020E,C06001_020M,C06001_021E,C06001_021M,C06001_022E,C06001_022M,C06001_023E,C06001_023M,C06001_024E,C06001_024M,C06001_025E,C06001_025M,C06001_026E,C06001_026M,C06001_027E,C06001_027M,C06001_028E,C06001_028M,C06001_029E,C06001_029M,C06001_030E,C06001_030M,C06001_031E,C06001_031M,C06001_032E,C06001_032M,C06001_033E,C06001_033M,C06001_034E,C06001_034M,C06001_035E,C06001_035M,C06001_036E,C06001_036M,C06001_037E,C06001_037M,C06001_038E,C06001_038M,C06001_039E,C06001_039M,C06001_040E,C06001_040M,C06001_041E,C06001_041M,C06001_042E,C06001_042M,C06001_043E,C06001_043M,C06001_044E,C06001_044M,C06001_045E,C06001_045M,NAME,C06001_001EA,C06001_001MA,C06001_002EA,C06001_002MA,C06001_003MA,C06001_003EA,C06001_004MA,C06001_004EA,C06001_005EA,C06001_005MA,C06001_006EA,C06001_006MA,C06001_007EA,C06001_007MA,C06001_008MA,C06001_008EA,C06001_009MA,C06001_009EA,C06001_010EA,C06001_010MA,C06001_011EA,C06001_011MA,C06001_012EA,C06001_012MA,C06001_013EA,C06001_013MA,C06001_014EA,C06001_014MA,C06001_015MA,C06001_015EA,C06001_016MA,C06001_016EA,C06001_017MA,C06001_017EA,C06001_018EA,C06001_018MA,C06001_019EA,C06001_019MA,C06001_020MA,C06001_020EA,C06001_021MA,C06001_021EA,C06001_022EA,C06001_022MA,C06001_023EA,C06001_023MA,C06001_024EA,C06001_024MA,C06001_025MA,C06001_025EA,C06001_026MA,C06001_026EA,C06001_027MA,C06001_027EA,C06001_028EA,C06001_028MA,C06001_029EA,C06001_029MA,C06001_030MA,C06001_030EA,C06001_031MA,C06001_031EA,C06001_032MA,C06001_032EA,C06001_033EA,C06001_033MA,C06001_034EA,C06001_034MA,C06001_035MA,C06001_035EA,C06001_036MA,C06001_036EA,C06001_037MA,C06001_037EA,C06001_038MA,C06001_038EA,C06001_039MA,C06001_039EA,C06001_040EA,C06001_040MA,C06001_041EA,C06001_041MA,C06001_042EA,C06001_042MA,C06001_043MA,C06001_043EA,C06001_044EA,C06001_044MA,C06001_045EA,C06001_045MA,state
0400000US08,5695564,-555555555,335642,2467,931096,3657,528539,4011,1671044,5175,710218,3912,711170,2459,502418,2294,305437,1996,2388284,25845,281575,4398,672068,11389,272596,7031,564960,12738,189293,6240,198577,5320,127359,4947,81856,4269,2657342,21884,45671,3909,209768,9283,204100,5938,837953,12174,399228,6155,430216,6180,334073,5308,196333,4295,100757,7306,4492,1565,18242,4194,9800,1656,31837,3257,14392,2040,15531,1830,4875,1134,1588,691,549181,15539,3904,1359,31018,4222,42043,3965,236294,10813,107305,5077,66846,4126,36111,3211,25660,1975,Colorado,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,6691878,-555555555,417774,2647,1149283,3228,656928,4331,1700719,6497,841750,4508,874278,2554,613699,2680,437447,1970,4541102,22400,374167,4792,935924,9041,451198,7433,1055429,10999,523673,8700,558917,6471,380141,6754,261653,4862,1748523,22373,38366,4198,180923,7857,162971,7014,474567,10311,246906,8074,276013,7248,208778,7027,159999,4624,47905,4898,2700,1060,6005,1884,5328,1308,15823,2351,8481,1728,6369,1522,2148,710,1051,468,354348,11369,2541,913,26431,3461,37431,3477,154900,7391,62690,4472,32979,2872,22632,2511,14744,2135,Indiana,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,4468402,-555555555,273489,2663,734292,3217,421207,4500,1132627,5150,575373,3694,600022,2644,435465,2187,295927,1825,3075790,19926,234097,3765,584750,7442,287677,6298,708929,9966,359557,5637,391501,5901,293332,5551,215947,4164,1188267,18347,37330,3032,132101,6723,108955,6367,334978,8620,183308,5141,187470,5517,131111,5230,73014,4106,34999,3099,835,557,3401,909,5132,1585,12835,1798,4909,966,5266,908,2087,728,534,538,169346,6623,1227,527,14040,2154,19443,2791,75885,4288,27599,2313,15785,2229,8935,1684,6432,1378,Kentucky,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4659978,-555555555,301857,2840,795728,3119,436660,5904,1234969,8531,567313,6048,602841,2952,434897,3898,285713,3082,3640067,17708,280853,3784,684938,7386,347320,5826,926946,10336,412926,8258,451676,5392,323817,5566,211591,4356,792252,15503,17678,2392,91605,6647,68426,3959,220221,7803,116657,7091,122186,5173,91894,4529,63585,3749,32632,4326,838,618,3305,1093,4127,1930,10201,2279,5494,1512,4642,963,3062,1008,963,535,195027,8647,2488,1071,15880,2822,16787,2691,77601,4478,32236,3260,24337,2501,16124,2301,9574,1427,Louisiana,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,12741080,-555555555,759456,2046,2096346,2661,1178902,5135,3409907,6669,1636054,4871,1669867,2417,1143329,2976,847219,2082,8532802,27139,685989,5485,1799347,10658,875808,9713,2064731,16857,940868,9626,1022410,8664,652384,7527,491265,6587,2263406,24222,57147,4374,207953,8482,182048,7652,625673,11604,314695,8254,353295,7730,292752,6585,229843,6641,153559,8325,5747,1472,19763,2705,13394,2200,45271,4460,22582,2580,21290,2440,16034,1918,9478,1553,1791313,19750,10573,1875,69283,5587,107652,5862,674232,14277,357909,7746,272872,6283,182159,5047,116633,3743,Illinois,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,3156145,-555555555,197883,2271,535506,2395,317964,3066,778124,3973,369396,3161,419454,2060,299333,1873,238485,1134,2206656,13913,174785,3245,425311,5698,202476,4322,481445,6640,236845,4839,292899,4229,218087,3367,174808,2436,755212,14304,21002,2353,93177,5498,90868,4564,210143,5810,99399,4299,108485,4007,73923,3443,58215,2482,19140,2430,898,637,2570,727,3050,871,6327,1329,2880,867,2122,789,906,429,387,325,175137,7654,1198,668,14448,2531,21570,2328,80209,4938,30272,3306,15948,1805,6417,1277,5075,908,Iowa,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1356458,-555555555,62857,978,195271,1568,127582,1322,322787,2313,189718,1769,213087,1181,146599,1176,98557,868,552045,9222,50956,2202,128557,4202,62802,2955,128006,4238,55738,2842,57741,3236,38905,2675,29340,2073,701928,10120,11204,1986,58052,3596,56566,3075,161582,4779,115879,3516,140075,3629,97968,2723,60602,2387,19483,2901,135,169,3017,1049,1187,529,6463,1546,3833,1649,2803,768,1546,678,499,329,83002,4796,562,423,5645,1618,7027,1183,26736,2393,14268,1818,12468,1338,8180,1402,8116,1554,New Hampshire,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,3013825,-555555555,188092,2697,515868,3625,287926,5112,759990,6035,370343,4652,383930,2439,296808,2803,210868,1569,1857941,16334,161266,3188,395654,7558,186760,6606,431985,7760,196130,5170,197867,5550,164182,4729,124097,3709,991663,16634,25362,2476,109413,6952,85614,5295,257813,7648,141591,5166,165427,5393,123525,4589,82918,3257,20512,2971,854,516,1872,852,2430,935,5809,1456,4440,1203,3599,1061,1155,559,353,221,143709,6235,610,442,8929,2206,13122,2034,64383,5030,28182,2657,17037,1899,7946,1678,3500,943,Arkansas,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,967171,-555555555,54335,334,148815,375,84321,991,239792,1598,122887,1421,136265,761,107895,1169,72861,1011,434235,12326,44567,1715,106308,4084,42977,2866,101608,4948,43797,3407,46632,3290,30038,2404,18308,1869,426915,11311,8168,1679,34718,3910,32556,2409,97033,5036,60766,3335,75624,3347,69064,2232,48986,1928,14791,2280,204,196,2161,926,1361,955,2907,1055,2767,792,3158,784,1525,516,708,493,91230,5598,1396,585,5628,1536,7427,1491,38244,3265,15557,2237,10851,1358,7268,1297,4859,1035,Delaware,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,5611179,-555555555,354932,1722,947115,2151,499903,3237,1474508,4231,689680,3013,756407,2385,510486,2302,378148,1534,3783324,18984,318463,2958,773240,6103,346264,5386,861706,8401,406530,5787,493592,5578,331580,4485,251949,3614,1296492,17320,31461,2448,121372,5007,98392,4332,382441,7776,194533,5900,212265,5818,151277,4698,104751,3616,47171,3803,1757,565,8940,1376,6154,1420,14122,1860,8107,1350,5574,1392,1376,427,1141,455,484192,12617,3251,915,43563,3910,49093,4281,216239,7332,80510,3300,44976,2598,26253,2370,20307,2058,Minnesota,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,1062305,-555555555,61688,1629,168277,2033,96579,1989,262639,2627,121090,1998,151793,1355,121055,1091,79184,807,561004,9519,52213,1824,121717,3749,56929,3271,124615,4294,52536,2794,69547,2674,49902,2281,33545,2124,468014,9332,9134,1552,42710,3538,37005,3096,127657,4413,62927,2670,78110,3308,67593,2284,42878,2174,9921,1550,289,263,1963,836,762,493,2403,849,1881,632,1418,650,1022,451,183,126,23366,3093,52,112,1887,901,1883,765,7964,1763,3746,980,2718,766,2538,743,2578,673,Montana,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,1338404,-555555555,63410,977,185142,1483,106470,1499,313380,1976,180466,1563,213467,1529,163953,934,112116,717,835365,9294,55327,1689,142517,4333,71269,2547,188793,3968,104050,3305,116088,3625,90887,2781,66434,2411,440710,9024,7156,1320,36005,4054,31264,2669,107136,4241,66121,3457,86832,3756,66210,2716,39986,2247,14911,1737,98,114,2050,667,795,370,3795,854,2526,633,3716,894,1325,481,606,305,47418,3701,829,543,4570,1547,3142,982,13656,2070,7769,1470,6831,1486,5531,1025,5090,1108,Maine,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
