GEO_ID,B01001B_001E,B01001B_001M,B01001B_002E,B01001B_002M,B01001B_003E,B01001B_003M,B01001B_004E,B01001B_004M,B01001B_005E,B01001B_005M,B01001B_006E,B01001B_006M,B01001B_007E,B01001B_007M,B01001B_008E,B01001B_008M,B01001B_009E,B01001B_009M,B01001B_010E,B01001B_010M,B01001B_011E,B01001B_011M,B01001B_012E,B01001B_012M,B01001B_013E,B01001B_013M,B01001B_014E,B01001B_014M,B01001B_015E,B01001B_015M,B01001B_016E,B01001B_016M,B01001B_017E,B01001B_017M,B01001B_018E,B01001B_018M,B01001B_019E,B01001B_019M,B01001B_020E,B01001B_020M,B01001B_021E,B01001B_021M,B01001B_022E,B01001B_022M,B01001B_023E,B01001B_023M,B01001B_024E,B01001B_024M,B01001B_025E,B01001B_025M,B01001B_026E,B01001B_026M,B01001B_027E,B01001B_027M,B01001B_028E,B01001B_028M,B01001B_029E,B01001B_029M,B01001B_030E,B01001B_030M,B01001B_031E,B01001B_031M,NAME,B01001B_001MA,B01001B_001EA,B01001B_002MA,B01001B_002EA,B01001B_003MA,B01001B_003EA,B01001B_004MA,B01001B_004EA,B01001B_005MA,B01001B_005EA,B01001B_006MA,B01001B_006EA,B01001B_007MA,B01001B_007EA,B01001B_008MA,B01001B_008EA,B01001B_009MA,B01001B_009EA,B01001B_010MA,B01001B_010EA,B01001B_011EA,B01001B_011MA,B01001B_012EA,B01001B_012MA,B01001B_013MA,B01001B_013EA,B01001B_014MA,B01001B_014EA,B01001B_015MA,B01001B_015EA,B01001B_016MA,B01001B_016EA,B01001B_017MA,B01001B_017EA,B01001B_018MA,B01001B_018EA,B01001B_019MA,B01001B_019EA,B01001B_020EA,B01001B_020MA,B01001B_021MA,B01001B_021EA,B01001B_022EA,B01001B_022MA,B01001B_023MA,B01001B_023EA,B01001B_024MA,B01001B_024EA,B01001B_025MA,B01001B_025EA,B01001B_026MA,B01001B_026EA,B01001B_027MA,B01001B_027EA,B01001B_028MA,B01001B_028EA,B01001B_029MA,B01001B_029EA,B01001B_030MA,B01001B_030EA,B01001B_031MA,B01001B_031EA,state
0400000US08,237578,6469,123774,3323,7382,1171,8440,1633,7284,1531,4361,1042,3114,818,9979,1358,12805,1478,13058,1428,17809,1503,16423,1185,14026,908,6366,636,2169,593,558,356,113804,5030,7672,1316,8206,1811,6991,1785,6100,992,4167,1404,8594,1562,9870,1208,8406,972,14593,1194,14330,1525,12836,1006,7219,810,3580,614,1240,464,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,637277,7405,304984,4117,24114,1875,24934,2737,26373,2460,15334,1163,11065,1374,23878,1786,26728,1666,20539,1695,40258,2415,32586,1837,32225,1486,17896,1319,6154,860,2900,721,332293,5229,25057,1844,23062,2588,27499,2354,12993,1120,9696,1157,24076,2409,26602,1999,23660,1892,43927,2018,38421,1958,38176,1326,22939,1034,11841,1107,4344,853,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,354761,6583,175286,4076,11423,1298,11459,1830,11792,1960,8807,960,6118,1057,16688,1412,13754,1556,13235,1497,22292,1710,21271,1693,22281,1482,10785,1168,3910,779,1471,625,179475,4235,11551,1582,11789,1684,12106,1687,7009,1009,5785,1193,14803,1899,13793,1549,12179,1125,21336,1777,22234,1703,22730,1574,14236,1200,7052,929,2872,670,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1509407,8957,717034,5800,53777,2473,54259,4021,60894,3958,36241,2499,27357,2310,54809,3133,54334,2398,50519,2609,88248,3171,81042,3344,81433,1559,51952,1896,17538,1250,4631,1115,792373,6721,52588,2822,49999,3831,59574,4103,32116,2375,23001,1971,60217,3402,58814,2704,56256,2338,100955,2906,93797,2482,97611,1321,65982,1940,31800,2102,9663,1623,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,1793079,10015,841562,6075,58764,2126,57188,3796,63627,4674,38555,1627,28753,2015,71081,3235,72149,2440,57057,1935,102321,2259,101622,2269,100713,1159,56567,1102,26424,1516,6741,1182,951517,6847,60158,2151,52674,4146,64692,3527,36017,1716,25982,1986,69756,2585,74514,2201,61652,1735,119738,2190,121890,2187,123767,1554,80263,1566,42778,1986,17636,1855,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,115137,4782,59722,2904,5022,1146,5462,1112,5953,1162,3576,772,3239,1066,5416,1251,5256,950,5468,1298,8272,1161,5144,1165,4374,900,2233,616,307,244,0,163,55415,3066,5804,1473,4767,952,6400,1162,1794,640,2690,714,4730,1131,5380,1024,5608,979,6483,1297,4234,962,4346,754,1715,591,1352,491,112,137,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,23432,2654,12958,1857,599,356,384,232,1227,413,439,333,438,290,1401,692,1240,622,1454,711,2322,921,1844,602,780,459,683,285,0,192,147,234,10474,1655,623,372,928,422,663,425,776,442,926,476,1542,524,761,447,495,353,943,439,1341,630,1194,487,160,179,0,192,122,195,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,456714,6073,216567,4409,19901,1859,15988,2017,16910,2016,9489,1375,9019,1167,18399,1520,15861,1594,15159,1677,26424,2025,23548,1953,24441,1109,15004,1104,5225,862,1199,596,240147,3951,15917,1529,17267,1991,16255,2191,9842,1649,9900,1705,16512,1885,18425,1718,16710,1660,30737,1693,29612,1452,28766,1124,19938,1056,6489,787,3777,938,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,217594,3408,102490,2187,7586,996,6539,1211,9129,1269,4708,618,3100,533,9363,753,7672,802,5903,600,12766,447,12990,586,11681,632,7042,134,3256,503,755,477,115104,2271,7284,1281,7881,1356,7179,1235,4778,524,3796,702,6996,893,8650,588,7501,580,14755,629,16081,647,14790,400,9344,319,4987,415,1082,385,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,367653,5713,185806,3921,18929,1288,20076,1721,16339,1511,10116,1035,6235,966,14261,1510,16677,1532,14887,1890,27544,1490,18672,1183,13493,841,5986,874,2083,575,508,308,181847,3560,17186,1397,19381,2198,15954,2028,8419,814,5372,1227,13743,1422,17956,1784,13464,1065,27375,1792,17776,1260,14242,1021,6882,715,3174,755,923,462,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
