GEO_ID,C19131_001E,C19131_001M,C19131_002E,C19131_002M,C19131_003E,C19131_003M,C19131_004E,C19131_004M,C19131_005E,C19131_005M,C19131_006E,C19131_006M,C19131_007E,C19131_007M,C19131_008E,C19131_008M,C19131_009E,C19131_009M,C19131_010E,C19131_010M,C19131_011E,C19131_011M,C19131_012E,C19131_012M,C19131_013E,C19131_013M,C19131_014E,C19131_014M,C19131_015E,C19131_015M,C19131_016E,C19131_016M,C19131_017E,C19131_017M,C19131_018E,C19131_018M,C19131_019E,C19131_019M,C19131_020E,C19131_020M,C19131_021E,C19131_021M,C19131_022E,C19131_022M,C19131_023E,C19131_023M,C19131_024E,C19131_024M,C19131_025E,C19131_025M,C19131_026E,C19131_026M,C19131_027E,C19131_027M,C19131_028E,C19131_028M,C19131_029E,C19131_029M,C19131_030E,C19131_030M,C19131_031E,C19131_031M,C19131_032E,C19131_032M,C19131_033E,C19131_033M,C19131_034E,C19131_034M,C19131_035E,C19131_035M,C19131_036E,C19131_036M,C19131_037E,C19131_037M,C19131_038E,C19131_038M,C19131_039E,C19131_039M,C19131_040E,C19131_040M,C19131_041E,C19131_041M,C19131_042E,C19131_042M,C19131_043E,C19131_043M,C19131_044E,C19131_044M,C19131_045E,C19131_045M,C19131_046E,C19131_046M,C19131_047E,C19131_047M,C19131_048E,C19131_048M,C19131_049E,C19131_049M,C19131_050E,C19131_050M,C19131_051E,C19131_051M,C19131_052E,C19131_052M,C19131_053E,C19131_053M,C19131_054E,C19131_054M,C19131_055E,C19131_055M,C19131_056E,C19131_056M,C19131_057E,C19131_057M,C19131_058E,C19131_058M,C19131_059E,C19131_059M,C19131_060E,C19131_060M,C19131_061E,C19131_061M,C19131_062E,C19131_062M,C19131_063E,C19131_063M,C19131_064E,C19131_064M,C19131_065E,C19131_065M,C19131_066E,C19131_066M,C19131_067E,C19131_067M,C19131_068E,C19131_068M,C19131_069E,C19131_069M,C19131_070E,C19131_070M,C19131_071E,C19131_071M,NAME,C19131_001MA,C19131_001EA,C19131_002MA,C19131_002EA,C19131_003MA,C19131_003EA,C19131_004MA,C19131_004EA,C19131_005EA,C19131_005MA,C19131_006EA,C19131_006MA,C19131_007EA,C19131_007MA,C19131_008MA,C19131_008EA,C19131_009MA,C19131_009EA,C19131_010MA,C19131_010EA,C19131_011EA,C19131_011MA,C19131_012MA,C19131_012EA,C19131_013MA,C19131_013EA,C19131_014MA,C19131_014EA,C19131_015EA,C19131_015MA,C19131_016EA,C19131_016MA,C19131_017EA,C19131_017MA,C19131_018MA,C19131_018EA,C19131_019MA,C19131_019EA,C19131_020MA,C19131_020EA,C19131_021MA,C19131_021EA,C19131_022EA,C19131_022MA,C19131_023MA,C19131_023EA,C19131_024MA,C19131_024EA,C19131_025MA,C19131_025EA,C19131_026MA,C19131_026EA,C19131_027MA,C19131_027EA,C19131_028EA,C19131_028MA,C19131_029EA,C19131_029MA,C19131_030MA,C19131_030EA,C19131_031MA,C19131_031EA,C19131_032MA,C19131_032EA,C19131_033EA,C19131_033MA,C19131_034MA,C19131_034EA,C19131_035MA,C19131_035EA,C19131_036MA,C19131_036EA,C19131_037MA,C19131_037EA,C19131_038EA,C19131_038MA,C19131_039EA,C19131_039MA,C19131_040MA,C19131_040EA,C19131_041MA,C19131_041EA,C19131_042MA,C19131_042EA,C19131_043MA,C19131_043EA,C19131_044EA,C19131_044MA,C19131_045MA,C19131_045EA,C19131_046MA,C19131_046EA,C19131_047MA,C19131_047EA,C19131_048MA,C19131_048EA,C19131_049MA,C19131_049EA,C19131_050EA,C19131_050MA,C19131_051EA,C19131_051MA,C19131_052EA,C19131_052MA,C19131_053MA,C19131_053EA,C19131_054MA,C19131_054EA,C19131_055EA,C19131_055MA,C19131_056MA,C19131_056EA,C19131_057MA,C19131_057EA,C19131_058MA,C19131_058EA,C19131_059MA,C19131_059EA,C19131_060EA,C19131_060MA,C19131_061EA,C19131_061MA,C19131_062EA,C19131_062MA,C19131_063MA,C19131_063EA,C19131_064MA,C19131_064EA,C19131_065MA,C19131_065EA,C19131_066EA,C19131_066MA,C19131_067MA,C19131_067EA,C19131_068MA,C19131_068EA,C19131_069MA,C19131_069EA,C19131_070EA,C19131_070MA,C19131_071EA,C19131_071MA,state
0400000US08,1372705,11369,1068185,11174,437625,8487,3372,1079,3343,996,8291,1480,17974,2447,32318,3652,62837,4182,69078,4465,109113,4377,60191,3304,71108,4300,630560,9805,8319,1594,5371,996,19084,2111,27484,2778,57874,3634,105154,4146,102405,5141,143558,5216,77829,3963,83482,4240,304520,8126,98735,4680,48746,3657,2880,949,1795,863,4297,1089,5741,1356,7326,1578,10203,1628,5933,1585,5895,1220,2345,878,2331,955,49989,3977,1055,437,1512,654,2213,731,3747,1086,6794,984,11329,1722,8980,1451,8839,1770,2566,824,2954,1101,205785,6985,110251,5728,15082,2126,7260,1681,16651,2209,16108,2337,20580,2547,17021,2183,8338,1754,6223,1324,1673,629,1315,488,95534,4213,4660,1420,3151,919,7282,1302,7868,1450,14002,1964,23436,2175,15820,1774,14331,1709,3029,1003,1955,629,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,1683176,12254,1248277,14823,467344,9652,6085,1586,3701,1125,14585,1899,19296,2163,41545,3377,88501,4978,93768,4445,117988,5300,45213,3208,36662,2975,780933,11775,10561,1591,9897,1480,27972,2283,49879,3023,96027,4442,176609,6965,148448,6686,155811,5717,56454,3531,49275,3507,434899,11528,130027,6353,69842,5028,4914,1310,3187,1061,8750,1806,10609,1825,14612,2208,14866,1974,6606,1281,4249,956,1174,616,875,465,60185,4665,1994,701,2318,644,5991,1431,6353,1431,11206,1708,14446,2229,8427,1559,6961,1393,1253,498,1236,503,304872,9360,172732,8249,32402,3355,14712,1836,30947,2984,28084,3614,26763,2860,26512,3162,6913,1333,4968,1195,676,325,755,539,132140,5754,7237,1364,5796,1287,16957,2201,17296,2024,27102,2556,29394,2571,15177,2012,10206,1455,1750,725,1225,668,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,1138927,12100,837979,10834,310489,6574,6544,1352,4494,1189,12061,1323,20966,2111,30211,3097,56007,3390,54691,3475,74354,3958,26335,2614,24826,2594,527490,9081,12376,1759,9486,1452,34324,2735,44429,3233,73448,4082,112153,4322,82859,4781,95311,4508,32387,2508,30717,2030,300948,8954,83684,4516,40443,2998,3585,1071,1996,754,5279,1238,5916,1466,8547,1501,8286,1714,3397,1048,1999,755,469,281,969,691,43241,3334,2717,1101,1213,581,4948,1124,5879,1286,6863,1347,10049,1842,6357,1295,3958,1033,769,413,488,313,217264,7261,114395,4949,30412,3115,12904,2296,18423,2276,18386,2524,14160,2083,12845,2120,3823,1042,2018,703,758,473,666,414,102869,5179,7545,1317,7200,1263,14891,1776,14565,1704,18988,2099,19607,2350,10886,1570,6064,1178,1460,490,1663,672,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1104847,12302,748604,11164,274123,8362,2231,773,2504,944,10832,2211,16563,2532,24809,2801,44517,4042,43952,3218,71197,4678,31469,2678,26049,2839,474481,8460,9457,1707,8197,1449,30473,2869,38671,2935,59905,4286,90034,4602,74635,4512,88680,4318,37404,3512,37025,3074,356243,8662,88289,4749,41065,3843,5452,1388,2142,982,6362,1838,4078,1181,6173,1741,9061,2133,3429,1223,2498,864,1605,930,265,256,47224,4382,2773,958,2993,1019,6768,1481,6043,1429,6613,1786,8601,1909,4878,1268,5895,1549,1296,646,1364,643,267954,7315,144023,5805,31596,3275,14016,2023,31543,3492,25140,2921,18309,2567,16762,2334,4512,1162,1297,493,514,331,334,269,123931,5437,9903,1458,8097,1613,21779,2312,19216,2604,20921,2370,21644,2604,12212,2119,6901,1444,1782,593,1476,605,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,3119101,17843,2293091,16141,906420,10656,5852,1101,6124,1204,27304,2916,38037,3125,68742,4295,132216,5236,138591,5856,217354,6546,117852,5002,154348,4987,1386671,12079,18362,2331,15773,1924,46668,3080,73532,4352,136563,5342,247505,8277,213251,5900,304730,7472,159027,5621,171260,5791,826010,13329,227200,7333,101085,5491,7975,1504,3106,864,11944,1973,14748,2101,18364,2167,20006,2354,10387,1624,8638,1445,2582,814,3335,815,126115,5728,4479,1066,3711,974,9309,1614,8771,1469,18001,2133,28546,2705,18662,2341,22711,2817,6868,1352,5057,1316,598810,11366,310861,10012,50011,4032,27014,3330,58220,4502,45195,3909,44738,3621,44888,4277,18648,2101,14141,1760,4279,1071,3727,886,287949,7644,16120,2505,12661,1781,29109,2643,34254,2690,46056,3126,64512,4104,35480,3077,33208,2620,9567,1522,6982,1190,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,800329,8263,622142,8884,234450,5871,2074,965,2034,756,4087,937,7271,1295,16302,1691,38764,2598,50744,3180,65901,2930,25394,2454,21879,2376,387692,7082,4128,831,3464,714,14728,1933,22358,1988,45309,2650,85140,4246,73854,3659,82461,4204,27849,2284,28401,2197,178187,5897,57143,3517,33576,3074,1942,671,576,257,3295,1048,5955,1372,6850,1078,8946,1585,2872,802,2191,861,319,290,630,383,23567,2400,952,555,383,202,1301,529,3431,1237,3835,865,6319,1325,4026,907,1965,703,616,331,739,383,121044,4745,76923,4579,10463,1661,7159,1601,16289,1708,11661,1749,13693,1741,11062,1286,3675,1108,2316,1293,349,248,256,224,44121,3023,2334,737,1573,498,4077,847,7673,1132,7499,1128,10395,1535,5918,1181,3613,852,713,410,326,255,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,341752,6363,274309,6204,88224,4204,745,477,108,138,851,380,2211,948,3206,821,11186,1485,14559,2060,25723,2353,14155,1654,15480,1895,186085,4577,1455,527,1089,428,4911,1076,9516,1693,16680,1804,30761,2377,31213,2520,45260,2635,21795,1903,23405,2106,67443,4451,22189,2370,11299,1626,774,434,119,125,1166,679,1357,704,1721,619,2965,772,1153,529,1058,572,338,206,648,340,10890,1682,100,121,0,192,269,200,632,429,1830,794,2376,805,2385,788,1693,640,730,314,875,625,45254,3506,24612,2742,3811,1172,1743,714,3878,1023,3812,1161,3998,1207,3712,842,1113,461,1679,632,225,232,641,504,20642,2071,797,354,444,335,1165,488,2341,890,3502,866,4952,1068,2598,733,3570,973,705,351,568,331,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,769134,11117,553461,9588,201529,6411,1723,630,754,362,9379,1833,13141,1959,24585,2467,41456,3180,36014,3827,43641,3025,16349,2313,14487,1973,351932,7895,6909,1136,7333,1359,24190,2440,31804,2968,53222,3343,76188,3766,50501,3923,60856,3591,20872,2675,20057,2327,215673,8207,57646,4373,27837,2809,1958,730,1393,680,6638,1843,5502,1384,3856,1207,4561,1282,1886,887,823,489,545,498,675,491,29809,3244,995,499,2052,892,4223,1099,4389,1277,4536,1138,6333,1518,2622,799,3778,1238,596,384,285,238,158027,6514,89055,5529,17188,2510,10271,2258,20431,2566,13013,1867,13776,2388,9724,1851,2451,922,1945,720,85,137,171,141,68972,3582,5384,1515,4123,987,9542,1646,11038,1829,13887,1784,12253,1641,6783,1316,4178,1098,647,348,1137,463,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,238399,6155,173834,5109,56840,3773,539,545,191,181,2266,921,2061,835,3415,898,8794,1691,8459,1490,15652,1771,6654,1308,8809,1553,116994,3667,1365,588,1397,509,3500,1069,7409,1587,11232,1767,24471,2154,21273,1910,24142,1926,11825,1610,10380,1222,64565,3933,18223,2363,8698,1696,339,304,455,407,913,470,1819,780,1480,672,1767,821,702,361,909,589,103,125,211,211,9525,1432,304,290,0,200,857,489,514,297,1842,715,2252,765,1587,559,1258,572,194,163,717,528,46342,2931,23638,2171,3840,1126,1826,665,4700,1348,4220,1321,3055,1138,3186,915,1524,576,1252,580,0,200,35,59,22704,2466,668,377,800,456,1424,641,2400,893,2862,837,5206,1248,4400,1124,3300,748,1300,665,344,226,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,1396827,9648,1103111,10378,436012,7064,2298,593,1986,586,8095,1489,12012,2105,25994,2301,52910,3100,67920,3749,128661,4277,65997,3482,70139,3600,667099,8196,6530,945,4781,716,20429,1831,31920,2118,64683,2326,125870,3989,114865,3888,157538,4400,68389,2966,72094,3458,293716,6749,96300,4470,51489,3041,2427,737,1103,444,2959,782,5933,1168,10902,1453,13441,1766,6404,1292,4874,1129,2237,638,1209,518,44811,2785,1128,493,927,472,2611,808,3181,756,5782,1079,9874,1357,9217,1192,7881,1124,2424,728,1786,638,197416,5561,118059,4557,14276,2039,9259,1498,17253,2073,19651,2323,21944,2017,17872,1906,9133,1555,5405,1224,1680,562,1586,590,79357,4002,2984,848,2258,630,6130,1073,8538,1355,13302,1517,17589,1676,14935,2101,10006,1430,1935,509,1680,508,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
