GEO_ID,C14003_001E,C14003_001M,C14003_002E,C14003_002M,C14003_003E,C14003_003M,C14003_004E,C14003_004M,C14003_005E,C14003_005M,C14003_006E,C14003_006M,C14003_007E,C14003_007M,C14003_008E,C14003_008M,C14003_009E,C14003_009M,C14003_010E,C14003_010M,C14003_011E,C14003_011M,C14003_012E,C14003_012M,C14003_013E,C14003_013M,C14003_014E,C14003_014M,C14003_015E,C14003_015M,C14003_016E,C14003_016M,C14003_017E,C14003_017M,C14003_018E,C14003_018M,C14003_019E,C14003_019M,C14003_020E,C14003_020M,C14003_021E,C14003_021M,C14003_022E,C14003_022M,C14003_023E,C14003_023M,C14003_024E,C14003_024M,C14003_025E,C14003_025M,C14003_026E,C14003_026M,C14003_027E,C14003_027M,C14003_028E,C14003_028M,NAME,C14003_001EA,C14003_001MA,C14003_002MA,C14003_002EA,C14003_003MA,C14003_003EA,C14003_004MA,C14003_004EA,C14003_005EA,C14003_005MA,C14003_006EA,C14003_006MA,C14003_007MA,C14003_007EA,C14003_008MA,C14003_008EA,C14003_009MA,C14003_009EA,C14003_010MA,C14003_010EA,C14003_011EA,C14003_011MA,C14003_012MA,C14003_012EA,C14003_013MA,C14003_013EA,C14003_014MA,C14003_014EA,C14003_015EA,C14003_015MA,C14003_016EA,C14003_016MA,C14003_017MA,C14003_017EA,C14003_018MA,C14003_018EA,C14003_019MA,C14003_019EA,C14003_020EA,C14003_020MA,C14003_021MA,C14003_021EA,C14003_022MA,C14003_022EA,C14003_023MA,C14003_023EA,C14003_024MA,C14003_024EA,C14003_025MA,C14003_025EA,C14003_026MA,C14003_026EA,C14003_027EA,C14003_027MA,C14003_028EA,C14003_028MA,state
0400000US08,5502126,5505,1216571,13751,43378,3116,302311,7410,327886,6635,193421,3002,96286,4397,124651,5659,76501,4793,52137,4277,188415,7793,28993,2446,33496,3085,30591,2771,16100,1707,13497,1953,19977,2267,22321,2880,23440,2575,4097140,12919,69833,4293,16338,2868,6058,1714,4895,1147,44634,3219,229494,6779,790834,8357,2935054,6032,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,6443607,5414,1387201,12623,38375,2822,347305,8167,390541,9314,229771,3525,118060,5026,144745,5741,66383,4174,52021,3692,270391,10361,30527,3007,58426,4722,53114,4222,27082,2598,27025,2288,39320,3126,18244,2872,16653,2526,4786015,12109,100601,4681,24424,2459,7740,1766,10880,1730,46404,3223,281374,6873,789619,7652,3524973,5887,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,4301941,4618,890770,10975,30151,2791,231978,6453,244775,6164,141338,3294,73146,3383,91688,4606,42852,3233,34842,2584,158597,7641,16703,1716,33832,3109,35301,3419,21116,2397,13091,1773,16515,2195,11526,1437,10513,1412,3252574,10098,60174,3900,14168,2246,5757,1391,6027,1281,34226,3209,192541,6760,525142,5285,2414539,5571,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4478976,5261,932220,12775,38849,3555,231487,7809,261765,8528,145139,3710,73863,4688,92803,6722,49561,4380,38753,2834,217582,7390,22773,2496,52837,4480,50258,4430,29429,2638,13895,2164,20432,2878,15973,2099,11985,1625,3329174,11973,59233,4067,13115,2375,5907,2001,5791,1586,40009,3632,195658,6992,579721,9207,2429740,6177,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,12291165,6715,2587948,17395,108339,5740,629317,10310,739774,10399,437263,4349,206985,5632,241898,6968,125446,6521,98926,5539,585639,13569,63360,3293,99028,5702,80559,4702,45568,3353,54702,3835,113014,4538,74386,5088,55022,3188,9117578,13753,137842,5693,33892,3556,17807,2557,13138,2008,78189,4074,484114,6835,1565685,9321,6786911,7151,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,3039855,3255,679440,8728,26634,2458,171165,4651,193787,5062,110228,1935,58765,3220,70265,4406,27712,2737,20884,2304,112155,5703,9923,1640,19244,2513,17854,2218,8676,1238,17253,1904,21656,2163,8056,1317,9493,1428,2248260,7862,45036,3451,7045,1303,3581,1031,3926,950,21811,2656,128214,5156,358739,5197,1679908,4999,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1319426,1877,242021,5464,7179,1246,56709,3241,68806,3220,43526,1580,22506,2282,24520,2716,9067,1748,9708,1642,61427,4656,7599,1301,9045,1720,6772,1477,5293,1236,9637,1306,9873,1517,7070,1696,6138,1439,1015978,4033,11047,1835,3181,1009,1294,609,645,358,10225,2111,50821,2749,151685,2689,787080,2612,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,2901703,4037,635737,8305,25664,3057,160513,5395,178579,5504,105940,3243,51012,3873,58311,4370,30687,2811,25031,3180,87913,5362,11302,1757,18681,2448,18926,2831,9514,1779,8233,1375,11027,1859,4874,1042,5356,997,2178053,7818,39004,3132,13329,2487,5997,1433,4389,1062,28933,2899,130410,5868,357376,5379,1598615,5208,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,937066,2146,190361,4124,7738,1506,44633,2794,53570,2729,29422,1191,17845,1299,21230,2262,8204,1417,7719,1352,33138,3251,3782,1011,4632,1136,7387,1153,3776,798,2307,826,3815,1093,3792,1139,3647,975,713567,3948,12710,1845,2563,837,1453,721,1379,806,4616,939,34508,2139,115403,2034,540935,2103,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,5395964,4336,1187504,10167,43730,2474,301850,6258,326813,5449,194001,2467,89746,3237,116273,5269,63951,4256,51140,3856,216223,7333,26954,2013,40940,3033,36627,3048,17447,1841,22207,2116,34364,2563,18740,2200,18944,2153,3992237,10455,69033,3521,17923,2224,6927,1447,4587,966,28400,2353,208913,5074,676850,6425,2979604,5371,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
