GEO_ID,B27001A_001E,B27001A_001M,B27001A_002E,B27001A_002M,B27001A_003E,B27001A_003M,B27001A_004E,B27001A_004M,B27001A_005E,B27001A_005M,B27001A_006E,B27001A_006M,B27001A_007E,B27001A_007M,B27001A_008E,B27001A_008M,B27001A_009E,B27001A_009M,B27001A_010E,B27001A_010M,B27001A_011E,B27001A_011M,B27001A_012E,B27001A_012M,B27001A_013E,B27001A_013M,B27001A_014E,B27001A_014M,B27001A_015E,B27001A_015M,B27001A_016E,B27001A_016M,B27001A_017E,B27001A_017M,B27001A_018E,B27001A_018M,B27001A_019E,B27001A_019M,B27001A_020E,B27001A_020M,B27001A_021E,B27001A_021M,B27001A_022E,B27001A_022M,B27001A_023E,B27001A_023M,B27001A_024E,B27001A_024M,B27001A_025E,B27001A_025M,B27001A_026E,B27001A_026M,B27001A_027E,B27001A_027M,B27001A_028E,B27001A_028M,NAME,B27001A_001EA,B27001A_001MA,B27001A_002MA,B27001A_002EA,B27001A_003EA,B27001A_003MA,B27001A_004EA,B27001A_004MA,B27001A_005EA,B27001A_005MA,B27001A_006EA,B27001A_006MA,B27001A_007EA,B27001A_007MA,B27001A_008EA,B27001A_008MA,B27001A_009EA,B27001A_009MA,B27001A_010EA,B27001A_010MA,B27001A_011EA,B27001A_011MA,B27001A_012EA,B27001A_012MA,B27001A_013EA,B27001A_013MA,B27001A_014EA,B27001A_014MA,B27001A_015EA,B27001A_015MA,B27001A_016EA,B27001A_016MA,B27001A_017EA,B27001A_017MA,B27001A_018EA,B27001A_018MA,B27001A_019EA,B27001A_019MA,B27001A_020MA,B27001A_020EA,B27001A_021EA,B27001A_021MA,B27001A_022EA,B27001A_022MA,B27001A_023EA,B27001A_023MA,B27001A_024MA,B27001A_024EA,B27001A_025EA,B27001A_025MA,B27001A_026EA,B27001A_026MA,B27001A_027EA,B27001A_027MA,B27001A_028EA,B27001A_028MA,state
0400000US30,929125,2532,61992,1909,59516,2093,2476,897,138980,2565,131280,2647,7700,1715,79152,2361,70291,2760,8861,1698,104625,2439,89976,3159,14649,2066,112261,1484,99866,2471,12395,1761,107419,1258,98725,1949,8694,1747,139870,825,128017,1907,11853,1713,112353,784,111900,800,453,271,72473,573,72395,600,78,119,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,1247608,1820,70760,1941,67370,2042,3390,1034,168023,2377,158641,2926,9382,1722,95651,2429,84143,2938,11508,1898,133989,1871,113054,2943,20935,2619,140884,772,124101,2512,16783,2432,171113,712,155999,1652,15114,1578,205046,635,186464,2650,18582,2557,158599,749,158258,793,341,204,103543,681,103543,681,0,170,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,6972434,19175,438417,7840,419476,7171,18941,3669,1064832,9625,1002646,10884,62186,6026,585972,9371,493305,9945,92667,6591,776434,8818,630064,9421,146370,7188,848103,6750,706266,7507,141837,6517,962725,4864,842425,7154,120300,7092,985672,3430,891441,5390,94231,5534,780968,2323,777331,2320,3637,1090,529311,2213,528208,2097,1103,459,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,6040307,18555,399903,7156,370563,7500,29340,3624,1000130,10295,911467,11361,88663,6861,522136,8025,417909,8787,104227,6587,680380,7830,528636,9485,151744,8136,758566,7342,602072,8860,156494,9443,836236,5898,705877,7293,130359,7380,813639,4173,717193,6503,96446,5625,619155,3105,615803,2899,3352,1115,410162,2635,407640,2614,2522,1330,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,456878,3201,34090,1244,31586,1459,2504,718,69687,1935,64597,2147,5090,1494,35758,2003,29205,2095,6553,1734,62692,1722,53971,2156,8721,1804,60835,1445,53524,1915,7311,1747,60104,1524,52576,2020,7528,1527,69223,852,61824,1846,7399,1754,43774,758,43669,767,105,101,20715,423,20703,425,12,22,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,3258739,7335,208245,4194,202768,4383,5477,1558,504218,5658,488753,6127,15465,2894,280656,5020,238774,5129,41882,4180,350789,4380,285170,5691,65619,5107,382262,3313,326174,4864,56088,4381,432917,2950,379463,5112,53454,4838,465657,1599,425651,3733,40006,3619,372149,1923,371192,1845,957,562,261846,1320,261392,1266,454,311,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,583531,1340,33182,1317,32737,1373,445,331,80043,1699,78891,1860,1152,627,56901,1890,54005,1932,2896,724,62682,1369,57569,1566,5113,1117,65253,557,61417,990,3836,1057,77416,594,72427,1095,4989,1102,92709,506,88921,965,3788,866,70462,412,70363,418,99,94,44883,480,44883,480,0,157,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,1903792,16580,121654,4238,113778,4471,7876,1890,283000,7556,258990,7185,24010,4559,140469,4347,120609,4535,19860,2818,227265,4737,193196,4802,34069,3852,240954,4165,205682,4295,35272,3567,257175,3750,222950,3719,34225,3300,267487,2987,246017,3322,21470,2040,222615,1995,220973,2023,1642,720,143173,1422,142536,1562,637,361,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,1657942,2457,101455,2242,97826,2686,3629,1199,248261,3402,239511,3988,8750,2376,139744,4091,123993,4005,15751,2209,170576,3855,150634,4357,19942,2807,199483,1961,179846,3483,19637,3065,217575,1345,198402,2983,19173,2551,243669,1097,227871,2611,15798,2325,202831,861,201752,1215,1079,682,134348,718,134241,674,107,144,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,2792197,8501,199082,2939,189714,3006,9368,1205,446504,5014,416926,5382,29578,3002,242240,3608,190225,4107,52015,3805,325818,4021,254790,4555,71028,3688,344817,2911,284119,3839,60698,4026,340729,1901,284381,3199,56348,2818,387164,1476,338086,2956,49078,2883,293108,1128,291115,1345,1993,941,212735,1355,211937,1294,798,412,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,4906402,8660,309018,3284,298383,3492,10635,1536,742991,5053,714413,5341,28578,2855,435705,4643,403065,5107,32640,2865,528841,4875,480079,5054,48762,3522,588408,2974,548794,4157,39614,3540,646336,2177,611676,3374,34660,2516,747506,1743,716362,2705,31144,2456,530101,1462,529289,1513,812,313,377496,1679,376619,1745,877,458,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,2062504,22245,104035,4116,101221,4173,2814,927,307197,7466,297145,7505,10052,2040,203166,7219,186022,6752,17144,2600,212767,6144,185883,6692,26884,3323,246798,6166,224230,6006,22568,2942,263343,5962,241782,6050,21561,2271,281990,5692,263088,5775,18902,2490,241474,4618,238936,4540,2538,853,201734,4534,201069,4537,665,409,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,5602057,16126,370324,4723,354576,4936,15748,2320,857293,8630,816742,8847,40551,4111,482913,6907,426022,7149,56891,4578,646374,5700,555224,6664,91150,5709,697339,5536,614472,7007,82867,6309,752600,4521,679146,5548,73454,4936,791741,3148,732058,4750,59683,4114,592945,2247,586276,2504,6669,1708,410528,2291,409525,2295,1003,434,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,638260,2466,50086,1608,47141,1789,2945,775,98279,1849,93592,2306,4687,1438,68240,2416,62556,2718,5684,1305,81966,2144,73530,2600,8436,1471,76185,1017,70969,1569,5216,1124,69783,580,65531,1203,4252,1044,87624,528,84051,921,3573,798,60617,650,60505,665,112,168,45480,620,45422,629,58,102,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,3356303,9093,206460,3492,198204,3813,8256,1968,498741,5592,475066,5799,23675,3605,275974,4742,234680,5092,41294,3948,371703,4503,305786,6392,65917,4904,400215,3982,335734,5693,64481,5457,436886,2944,380154,5210,56732,4500,481639,1773,431657,4212,49982,4296,416426,1616,415625,1601,801,439,268259,1533,268227,1541,32,53,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,3485125,11827,216550,3858,209573,4103,6977,2288,504268,6085,489545,6350,14723,2631,283843,5153,253081,5732,30762,3816,427754,5413,372601,6575,55153,5117,459039,3833,414085,4822,44954,4188,433030,3340,396732,4498,36298,3693,483581,2046,455211,3930,28370,3501,409536,2095,408369,2080,1167,573,267524,1930,265960,1625,1564,1237,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,519248,2966,36248,1508,33650,1697,2598,1151,89640,2637,84166,2980,5474,1430,42774,2246,36073,2482,6701,1517,60687,2388,50240,2903,10447,1670,64427,1813,55125,2557,9302,1878,60495,1282,52499,1810,7996,1725,74921,872,67952,1561,6969,1361,55559,1284,55374,1316,185,273,34497,1016,34497,1016,0,203,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,23259740,67926,1596345,14533,1559412,14306,36933,4657,3710187,25265,3583697,24599,126490,8409,2081284,16353,1859906,17849,221378,10526,2984658,17793,2621083,17551,363575,10403,2958853,16794,2623250,18767,335603,13415,2998249,14261,2719660,14222,278589,8801,3062835,11904,2878118,12429,184717,8751,2228980,8247,2207470,8109,21510,2594,1638349,6217,1632479,6329,5870,1500,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,1701491,3926,115250,3140,109765,3263,5485,1308,273936,4192,259667,4813,14269,2515,142477,4593,112842,4212,29635,3382,184745,3875,147867,5129,36878,3929,202568,3305,168623,4233,33945,3686,214232,2605,181439,3774,32793,3814,238825,1240,211778,3248,27047,3268,191447,1639,191254,1633,193,217,138011,1746,137705,1775,306,312,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,2655957,13078,140651,3902,137388,4204,3263,1399,387263,6117,378534,6153,8729,2072,236935,4918,223078,5207,13857,2859,270594,3965,249852,4920,20742,3305,292468,3571,272699,3809,19769,2725,381942,3106,361282,3360,20660,2586,425719,2233,410795,3029,14924,2133,291007,1564,290089,1622,918,411,229378,1705,228768,1802,610,491,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,20802455,41437,1709853,12804,1562342,15155,147511,9275,3882401,22412,3383265,22071,499136,18136,1964347,16464,1387643,18513,576704,17158,2585264,18334,1841663,17014,743601,18265,2741528,13256,2033429,20246,708099,18408,2574892,10582,2033827,14986,541065,12654,2458446,8496,2087991,13038,370455,10866,1729970,6599,1697578,7696,32392,4284,1155754,5381,1141329,5348,14425,2812,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,3252235,14259,200691,4772,195545,4828,5146,1454,480584,6058,466774,6981,13810,2636,259721,5121,242946,5222,16775,2655,373027,5358,345610,5193,27417,3369,383672,4127,358125,4180,25547,3347,447214,3446,424757,4146,22457,2771,493657,2538,477266,2864,16391,2203,351472,1786,349721,1898,1751,628,262197,1673,261536,1749,661,437,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,15711574,36535,901002,9471,854327,9186,46675,4134,2076530,14725,1908796,15273,167734,9391,1182608,13524,934431,12472,248177,10491,1697931,13021,1299861,17333,398070,13728,1808537,9045,1438669,12832,369868,12088,2067156,8972,1716678,14806,350478,13532,2260143,6371,1985114,11481,275029,10126,2020449,5766,1997779,5999,22670,3847,1697218,4707,1684697,5038,12521,2369,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,5280185,17292,289427,5524,286451,5529,2976,1095,743686,6172,733950,6324,9736,2242,505299,7311,488632,7565,16667,2687,635227,6580,605381,7314,29846,3165,607605,4510,588651,4593,18954,2787,728262,4353,706823,5052,21439,2846,791758,2798,771852,3633,19906,2472,570858,2171,569583,2239,1275,442,408063,2427,407696,2421,367,318,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,293704,4657,18196,1393,18196,1393,0,213,23328,2030,22933,2041,395,360,38717,2061,38362,2072,355,235,79817,2098,78819,2100,998,496,49709,1364,48868,1435,841,442,30197,960,29450,981,747,551,22065,776,21671,787,394,268,18656,794,18399,804,257,319,13019,835,13019,835,0,213,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,2686612,9991,245013,3791,231841,4250,13172,2496,570030,5779,534675,6981,35355,4943,292074,5227,265210,5771,26864,3334,341313,4010,297426,4470,43887,4291,368611,2386,330165,4196,38446,3595,274353,3085,251278,3975,23075,3273,269383,1685,249944,2385,19439,2335,195517,1561,194057,1664,1460,653,130318,1227,129843,1297,475,315,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,12241093,34529,761204,9401,743446,9266,17758,2774,1728807,14586,1688209,16082,40598,5896,1074540,9870,1018564,9446,55976,4396,1513926,9496,1390509,10715,123417,5900,1450047,8678,1355408,8915,94639,5865,1622214,7282,1541835,8107,80379,5826,1774735,6326,1713099,6664,61636,3657,1303686,5640,1297457,5679,6229,1487,1011934,3892,1009790,3941,2144,1237,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,5894799,22624,365313,6302,355822,6477,9491,1700,897090,9430,867376,10480,29714,4150,477058,6523,431635,6175,45423,3912,629626,6898,545717,7054,83909,6074,695718,5963,623694,6693,72024,5307,834702,4974,774572,6376,60130,4833,892937,4755,848421,5427,44516,3376,615601,3208,611574,3121,4027,1413,486754,2836,485299,2827,1455,699,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,9351897,11136,610852,5673,576726,6217,34126,3536,1447022,8292,1379787,9603,67235,5075,817361,7129,743936,7632,73425,5090,1056466,5808,938936,7520,117530,6397,1109420,3794,1015088,6484,94332,6079,1228010,3286,1145236,5369,82774,4978,1372282,2355,1294237,4586,78045,4388,1000377,2574,996413,2691,3964,1139,710107,2607,708303,2801,1804,765,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,4953610,8169,338878,3844,319940,4100,18938,2687,782425,5650,735444,6642,46981,4359,433111,5913,372494,6392,60617,4671,574254,5542,477713,6820,96541,6033,601585,3271,523641,5945,77944,4842,619406,2783,551080,4721,68326,4650,711060,1891,645652,5002,65408,4828,520986,1795,518114,2128,2872,976,371905,1668,371025,1777,880,494,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,10125200,17336,603352,5997,567501,6667,35851,3778,1460626,9813,1396064,11374,64562,5522,848723,8458,781223,8961,67500,4711,1138737,7736,1031693,8496,107044,5368,1160323,4644,1074089,5676,86234,4866,1345716,3618,1270075,5697,75641,4398,1548797,2789,1481009,4521,67788,4061,1147451,2338,1144012,2521,3439,1022,871475,2659,869949,2582,1526,596,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
