GEO_ID,B09010_001E,B09010_001M,B09010_002E,B09010_002M,B09010_003E,B09010_003M,B09010_004E,B09010_004M,B09010_005E,B09010_005M,B09010_006E,B09010_006M,B09010_007E,B09010_007M,B09010_008E,B09010_008M,B09010_009E,B09010_009M,B09010_010E,B09010_010M,B09010_011E,B09010_011M,B09010_012E,B09010_012M,B09010_013E,B09010_013M,NAME,B09010_001MA,B09010_001EA,B09010_002MA,B09010_002EA,B09010_003MA,B09010_003EA,B09010_004MA,B09010_004EA,B09010_005MA,B09010_005EA,B09010_006MA,B09010_006EA,B09010_007MA,B09010_007EA,B09010_008MA,B09010_008EA,B09010_009MA,B09010_009EA,B09010_010MA,B09010_010EA,B09010_011EA,B09010_011MA,B09010_012EA,B09010_012MA,B09010_013MA,B09010_013EA,state
0400000US08,1263086,2738,194788,10444,192959,10510,81840,7469,19989,3107,91130,8783,1829,785,1068298,10466,1062541,10618,839721,14189,74621,6336,148199,9557,5757,1680,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,1561110,3019,320925,14214,316106,14407,116360,8937,32564,4941,167182,10388,4819,1802,1240185,13791,1230868,13761,902050,14532,106434,7788,222384,10648,9317,2869,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,1004473,2558,269875,12123,266075,12024,114965,9113,24573,3820,126537,8047,3800,1183,734598,12102,724423,12163,537223,10737,56086,4675,131114,8550,10175,3217,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1095456,1728,344114,13896,342366,13906,93105,9180,29828,5446,219433,12420,1748,848,751342,13886,746641,13864,516133,13963,64485,7539,166023,7971,4701,1510,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,2851360,2356,686063,19272,680469,19095,250280,11152,64939,6354,365250,15358,5594,1535,2165297,19086,2156415,19027,1651264,20185,154368,10303,350783,14080,8882,1846,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,729779,2386,149811,7292,147971,7340,51145,5046,16712,3036,80114,6310,1840,800,579968,6923,576854,7030,447057,9225,50697,4852,79100,5790,3114,877,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,257660,1314,40455,4913,39863,4899,14941,2869,4353,1567,20569,4292,592,513,217205,4998,214770,5113,166770,6175,17105,2823,30895,4376,2435,1141,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,701077,2632,177550,9067,175135,8945,61658,6312,12446,3065,101031,6669,2415,1277,523527,9405,519847,9287,372917,10209,40249,5078,106681,8948,3680,1252,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,202321,439,49094,4715,47906,4595,14935,3033,5977,2386,26994,4355,1188,920,153227,4674,152868,4695,109592,4336,13808,2995,29468,3386,359,263,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,1298698,2172,214850,10116,212548,10223,88117,7507,21853,3664,102578,7066,2302,950,1083848,9642,1074401,10268,846076,12057,79411,5421,148914,7838,9447,2123,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,228409,1749,47558,4575,46653,4372,22366,3823,6623,1890,17664,2686,905,716,180851,4499,178461,4514,142378,4801,11910,2220,24173,3381,2390,1023,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,247386,1427,58172,5123,56380,5278,25682,4018,6713,1990,23985,3802,1792,1074,189214,5081,186448,5104,142030,6061,16395,2713,28023,3088,2766,949,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,2291790,3155,575137,18137,567964,18146,203929,12705,52782,6338,311253,13131,7173,2362,1716653,17791,1704446,17604,1272286,18795,128219,10069,303941,14041,12207,2973,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,2498444,4237,643352,22259,638485,21712,209850,13922,54416,8133,374219,17454,4867,1913,1855092,22501,1842074,22720,1333265,25213,132834,11065,375975,19244,13018,3498,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,183022,473,39806,3949,39314,3992,19168,2543,5966,2589,14180,2249,492,338,143216,3895,142011,3880,113411,4551,11873,2596,16727,2300,1205,703,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,1087113,3115,316586,11756,314203,11871,102278,7591,21446,3544,190479,10649,2383,1036,770527,12071,764341,12108,573317,11144,55666,7232,135358,8456,6186,1725,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,115034,895,20120,3015,19877,3001,9139,1978,2404,921,8334,1890,243,196,94914,2885,93359,2733,70923,3533,9161,1927,13275,2020,1555,612,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,687761,942,177439,9795,176273,9886,72920,7246,27646,5101,75707,7447,1166,854,510322,9588,505737,9392,349847,10291,59676,5345,96214,7545,4585,1779,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,361346,1908,116772,8377,113865,8478,51021,5789,11435,2528,51409,6312,2907,1330,244574,7918,243039,7964,183642,7213,18523,3234,40874,4265,1535,956,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,953641,1490,247561,9576,244574,9464,94500,6781,25648,3728,124426,7214,2987,1067,706080,9634,701141,9760,520274,10426,57721,4126,123146,6661,4939,1052,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,1270019,1946,267002,9555,263169,9658,101275,6439,32962,4701,128932,8089,3833,1094,1003017,9437,994394,9424,764279,11731,84433,6097,145682,8427,8623,1715,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,593064,67,323067,10059,321149,10136,85686,7002,44671,5532,190792,8705,1918,1175,269997,10042,269435,10159,161819,8017,31589,4215,76027,6410,562,359,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,1864820,3795,344449,15609,341646,15314,116891,8914,35260,5585,189495,11496,2803,1259,1520371,15582,1509999,15516,1170741,16154,98452,7334,240806,12668,10372,2331,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,174306,1166,24751,2678,24741,2679,7353,1849,3544,1683,13844,2808,10,17,149555,2827,148592,2985,119100,3820,10161,1998,19331,2725,963,607,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,1101345,1931,299606,13524,298036,13572,87008,8511,27440,5230,183588,12134,1570,687,801739,13855,797610,13817,575052,14857,60338,6008,162220,9853,4129,1477,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,868682,2003,237003,11604,232385,11678,108347,9342,29913,5665,94125,8925,4618,2083,631679,11353,629287,11562,501490,12752,46673,5160,81124,7859,2392,971,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,132484,1419,16979,2806,16720,2815,7907,2139,1385,614,7428,2172,259,237,115505,2979,114136,3070,88077,3845,7416,2309,18643,2599,1369,833,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,8960741,3413,2161217,42007,2148847,41971,1028994,30958,228285,14825,891568,23684,12370,2673,6799524,41448,6770968,41349,5114661,40628,537415,17545,1118892,29174,28556,4050,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,703496,2233,231006,9466,229577,9462,64591,7167,16333,3553,148653,9591,1429,844,472490,9809,470870,9925,339089,10732,28444,4479,103337,8001,1620,776,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,733365,1282,138815,7923,138301,7923,44932,5938,8644,2952,84725,7522,514,498,594550,7838,591972,7981,439259,8475,49381,4736,103332,7407,2578,889,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,7383080,4431,2005257,45145,1992884,45193,865985,31848,159522,14506,967377,37049,12373,2675,5377823,44788,5353796,44789,4047662,36707,374623,17737,931511,34329,24027,3708,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,1335211,1584,256957,11828,254435,12035,87952,7525,24972,4601,141511,10789,2522,906,1078254,11662,1070737,11825,805935,14433,73580,6804,191222,10403,7517,2446,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,4216391,3892,1276702,33038,1266664,32790,526538,23910,111801,10091,628325,27550,10038,3452,2939689,33252,2920693,32969,2083730,30774,242888,14616,594075,22654,18996,3560,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,1361909,2040,281944,12437,278772,12278,100395,8639,20836,4716,157541,10104,3172,1390,1079965,12588,1075480,12602,849609,14121,65023,6125,160848,9200,4485,1308,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,126369,551,45844,5288,45844,5288,4192,2074,2802,1556,38850,5415,0,213,80525,5233,80187,5246,54266,3991,7024,2187,18897,3693,338,306,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,928840,1527,119302,9908,117669,9971,62219,7758,9722,3415,45728,7178,1633,988,809538,10126,807172,10137,695451,10317,37562,4195,74159,6831,2366,1061,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
