GEO_ID,B28009I_001E,B28009I_001M,B28009I_002E,B28009I_002M,B28009I_003E,B28009I_003M,B28009I_004E,B28009I_004M,B28009I_005E,B28009I_005M,B28009I_006E,B28009I_006M,NAME,B28009I_001EA,B28009I_001MA,B28009I_002MA,B28009I_002EA,B28009I_003MA,B28009I_003EA,B28009I_004MA,B28009I_004EA,B28009I_005MA,B28009I_005EA,B28009I_006MA,B28009I_006EA,state
0400000US08,1206603,2147,1145262,7741,630,438,1046088,13046,98544,9869,61341,7559,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,463408,2005,437976,5776,135,214,394723,10000,43118,7692,25432,5269,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,156692,2579,146172,3839,0,197,135952,4798,10220,3371,10520,2866,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,231123,2572,213470,5252,354,519,191130,6260,21986,3992,17653,4606,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,2178869,2599,2072087,10632,1981,1959,1904466,19399,165640,16902,106782,10598,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,186986,1276,177235,2735,197,269,158711,4406,18327,3744,9751,2339,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,49793,863,48051,1369,0,192,45699,1996,2352,1601,1742,916,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,225935,2148,210885,3855,10,22,169405,6304,41470,5708,15050,3466,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,90431,491,85889,2448,0,200,80975,2835,4914,2307,4542,2410,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,301661,1089,290729,3063,314,378,261135,6706,29280,6117,10932,3047,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,40333,951,37802,1592,0,172,36314,1732,1488,834,2531,1281,Montana,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,20973,734,19374,819,20,42,17986,1060,1368,789,1599,588,Maine,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,973516,2350,931075,7387,110,145,825682,13703,105283,12004,42441,6909,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,1001143,2824,942605,8400,118,206,835030,14439,107457,13328,58538,8508,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,50945,724,50274,777,0,157,47147,1528,3127,1191,671,353,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,206953,3336,186331,6475,1348,1264,158680,7088,26303,5178,20622,5171,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,10873,731,10485,836,0,157,9014,1319,1471,873,388,338,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,872694,1051,833662,5716,2854,2723,742342,12036,88466,10319,39032,5893,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,23533,1588,22335,1643,0,201,20780,1644,1555,679,1198,642,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,417333,1444,397867,3596,250,278,358998,6113,38619,5220,19466,3244,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,394958,1116,375830,3690,242,364,343350,5659,32238,3779,19128,3199,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,3119520,4694,2451839,16735,33056,5555,2071482,22673,347301,16453,667681,16629,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,793027,4333,764362,7574,294,247,704763,11130,59305,8860,28665,5853,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,26089,1723,24179,1878,33,64,20032,1512,4114,1897,1910,934,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,286056,3899,271292,4973,53,94,229681,9000,41558,8864,14764,4212,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,544037,1729,526864,4811,287,371,490247,8263,36330,6789,17173,4417,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,56102,605,54008,1205,0,203,50443,2201,3565,1750,2094,867,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,15288554,7372,14707382,24566,9973,3449,13488651,44914,1208758,41863,581172,24158,California,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,81855,1662,76384,2358,0,218,69164,3435,7220,2898,5471,2283,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,577292,1458,544989,6260,218,283,501911,9322,42860,6368,32303,6398,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,11193354,5285,10371241,30675,6849,2305,9072956,49976,1291436,40039,822113,30978,Texas,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,621456,1001,604051,3863,95,157,546999,11511,56957,10016,17405,3733,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,24
