GEO_ID,C17007_001E,C17007_001M,C17007_002E,C17007_002M,C17007_003E,C17007_003M,C17007_004E,C17007_004M,C17007_005E,C17007_005M,C17007_006E,C17007_006M,C17007_007E,C17007_007M,NAME,C17007_001EA,C17007_001MA,C17007_002EA,C17007_002MA,C17007_003EA,C17007_003MA,C17007_004EA,C17007_004MA,C17007_005EA,C17007_005MA,C17007_006EA,C17007_006MA,C17007_007MA,C17007_007EA,state
0400000US38,182856,7379,44981,3641,22695,2227,22286,2509,137875,6673,77501,4293,60374,3705,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,940520,17025,252952,10342,107696,6301,145256,7173,687568,14328,339795,10209,347773,9280,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,983680,17476,245653,8097,112928,5713,132725,5407,738027,15517,370350,10423,367677,9679,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,122857,6715,28113,3362,10454,2126,17659,2221,94744,5744,55008,4011,39736,2976,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,7051631,43589,1775910,27172,781371,18966,994539,19196,5275721,36936,2752986,25759,2522735,25236,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,504304,13676,167103,9492,71992,5797,95111,6360,337201,10017,170023,6572,167178,6800,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,688935,14216,151624,7562,65401,4596,86223,5623,537311,12231,261183,8808,276128,7233,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,4497134,41759,1119056,24355,486221,14588,632835,17485,3378078,31846,1803806,20341,1574272,22050,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,1089784,16555,215404,9037,90939,5218,124465,6029,874380,15618,421636,9958,452744,10107,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,4238764,36316,1029969,21617,451833,16417,578136,16057,3208795,33136,1617483,25180,1591312,20693,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,1471361,18339,317926,9093,142177,6643,175749,6606,1153435,16116,568853,11689,584582,11336,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,258834,7604,50549,4099,21903,2547,28646,2811,208285,7924,99498,4425,108787,4989,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,428996,12778,111026,7101,46344,5038,64682,4254,317970,10632,168747,8127,149223,5061,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,4031845,32787,967935,15775,410885,11528,557050,12563,3063910,28714,1497434,20786,1566476,18031,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,1439516,21559,285038,10628,118661,7119,166377,7570,1154478,18411,556131,12678,598347,10615,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,2442863,25518,621192,15386,289304,8956,331888,10856,1821671,19255,917664,14608,904007,11772,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,1216846,18652,302110,9117,135971,6307,166139,7132,914736,16471,450227,10174,464509,10972,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,2546042,27552,616922,12330,275212,8524,341710,8102,1929120,24190,952267,14558,976853,15028,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,2039076,18711,542359,10329,247768,7977,294591,6367,1496717,16859,757128,11467,739589,10930,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,395052,8553,91776,4305,42069,2723,49707,3144,303276,7403,157211,5220,146065,4284,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,303441,10740,78455,5532,35912,3529,42543,3433,224986,8638,118505,5629,106481,5666,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,427182,11357,125790,6316,57510,5139,68280,4361,301392,10006,157234,6833,144158,5945,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,239656,8024,55683,4308,26893,2828,28790,2999,183973,7314,96880,4659,87093,5109,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,182721,6895,44508,3324,21346,2411,23162,2674,138213,5910,72819,3844,65394,3765,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,1601575,23089,352693,10939,165356,6943,187337,8233,1248882,19216,653144,13022,595738,11732,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,226767,7686,54597,4248,24251,2903,30346,3127,172170,7117,85508,4269,86662,4930,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,1382640,20791,318003,10330,154269,7295,163734,7659,1064637,17968,545916,13078,518721,10230,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,1261629,19462,336173,11501,144265,7721,191908,7977,925456,16963,466854,11440,458602,11793,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,562511,11300,138336,7618,62901,5174,75435,4564,424175,9951,215719,6798,208456,6861,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
