GEO_ID,B17022_001E,B17022_001M,B17022_002E,B17022_002M,B17022_003E,B17022_003M,B17022_004E,B17022_004M,B17022_005E,B17022_005M,B17022_006E,B17022_006M,B17022_007E,B17022_007M,B17022_008E,B17022_008M,B17022_009E,B17022_009M,B17022_010E,B17022_010M,B17022_011E,B17022_011M,B17022_012E,B17022_012M,B17022_013E,B17022_013M,B17022_014E,B17022_014M,B17022_015E,B17022_015M,B17022_016E,B17022_016M,B17022_017E,B17022_017M,B17022_018E,B17022_018M,B17022_019E,B17022_019M,B17022_020E,B17022_020M,B17022_021E,B17022_021M,B17022_022E,B17022_022M,B17022_023E,B17022_023M,B17022_024E,B17022_024M,B17022_025E,B17022_025M,B17022_026E,B17022_026M,B17022_027E,B17022_027M,B17022_028E,B17022_028M,B17022_029E,B17022_029M,B17022_030E,B17022_030M,B17022_031E,B17022_031M,B17022_032E,B17022_032M,B17022_033E,B17022_033M,B17022_034E,B17022_034M,B17022_035E,B17022_035M,B17022_036E,B17022_036M,B17022_037E,B17022_037M,B17022_038E,B17022_038M,B17022_039E,B17022_039M,B17022_040E,B17022_040M,B17022_041E,B17022_041M,B17022_042E,B17022_042M,B17022_043E,B17022_043M,B17022_044E,B17022_044M,B17022_045E,B17022_045M,B17022_046E,B17022_046M,B17022_047E,B17022_047M,B17022_048E,B17022_048M,B17022_049E,B17022_049M,B17022_050E,B17022_050M,B17022_051E,B17022_051M,B17022_052E,B17022_052M,B17022_053E,B17022_053M,B17022_054E,B17022_054M,B17022_055E,B17022_055M,B17022_056E,B17022_056M,B17022_057E,B17022_057M,B17022_058E,B17022_058M,B17022_059E,B17022_059M,B17022_060E,B17022_060M,B17022_061E,B17022_061M,B17022_062E,B17022_062M,B17022_063E,B17022_063M,B17022_064E,B17022_064M,B17022_065E,B17022_065M,B17022_066E,B17022_066M,B17022_067E,B17022_067M,B17022_068E,B17022_068M,B17022_069E,B17022_069M,B17022_070E,B17022_070M,B17022_071E,B17022_071M,B17022_072E,B17022_072M,B17022_073E,B17022_073M,B17022_074E,B17022_074M,B17022_075E,B17022_075M,B17022_076E,B17022_076M,B17022_077E,B17022_077M,B17022_078E,B17022_078M,B17022_079E,B17022_079M,B17022_080E,B17022_080M,B17022_081E,B17022_081M,NAME,B17022_001MA,B17022_001EA,B17022_002MA,B17022_002EA,B17022_003EA,B17022_003MA,B17022_004EA,B17022_004MA,B17022_005EA,B17022_005MA,B17022_006MA,B17022_006EA,B17022_007MA,B17022_007EA,B17022_008EA,B17022_008MA,B17022_009EA,B17022_009MA,B17022_010EA,B17022_010MA,B17022_011EA,B17022_011MA,B17022_012EA,B17022_012MA,B17022_013MA,B17022_013EA,B17022_014MA,B17022_014EA,B17022_015MA,B17022_015EA,B17022_016EA,B17022_016MA,B17022_017EA,B17022_017MA,B17022_018MA,B17022_018EA,B17022_019EA,B17022_019MA,B17022_020MA,B17022_020EA,B17022_021EA,B17022_021MA,B17022_022EA,B17022_022MA,B17022_023MA,B17022_023EA,B17022_024MA,B17022_024EA,B17022_025MA,B17022_025EA,B17022_026EA,B17022_026MA,B17022_027EA,B17022_027MA,B17022_028MA,B17022_028EA,B17022_029MA,B17022_029EA,B17022_030EA,B17022_030MA,B17022_031EA,B17022_031MA,B17022_032EA,B17022_032MA,B17022_033MA,B17022_033EA,B17022_034MA,B17022_034EA,B17022_035MA,B17022_035EA,B17022_036MA,B17022_036EA,B17022_037MA,B17022_037EA,B17022_038EA,B17022_038MA,B17022_039EA,B17022_039MA,B17022_040EA,B17022_040MA,B17022_041EA,B17022_041MA,B17022_042MA,B17022_042EA,B17022_043EA,B17022_043MA,B17022_044EA,B17022_044MA,B17022_045EA,B17022_045MA,B17022_046MA,B17022_046EA,B17022_047MA,B17022_047EA,B17022_048EA,B17022_048MA,B17022_049EA,B17022_049MA,B17022_050EA,B17022_050MA,B17022_051MA,B17022_051EA,B17022_052EA,B17022_052MA,B17022_053EA,B17022_053MA,B17022_054EA,B17022_054MA,B17022_055EA,B17022_055MA,B17022_056MA,B17022_056EA,B17022_057MA,B17022_057EA,B17022_058EA,B17022_058MA,B17022_059EA,B17022_059MA,B17022_060EA,B17022_060MA,B17022_061EA,B17022_061MA,B17022_062EA,B17022_062MA,B17022_063EA,B17022_063MA,B17022_064MA,B17022_064EA,B17022_065MA,B17022_065EA,B17022_066EA,B17022_066MA,B17022_067EA,B17022_067MA,B17022_068MA,B17022_068EA,B17022_069MA,B17022_069EA,B17022_070MA,B17022_070EA,B17022_071EA,B17022_071MA,B17022_072EA,B17022_072MA,B17022_073MA,B17022_073EA,B17022_074EA,B17022_074MA,B17022_075MA,B17022_075EA,B17022_076EA,B17022_076MA,B17022_077EA,B17022_077MA,B17022_078MA,B17022_078EA,B17022_079MA,B17022_079EA,B17022_080MA,B17022_080EA,B17022_081EA,B17022_081MA,state
0400000US08,1372705,11369,127576,6147,57363,4140,34745,3470,6319,1531,10935,1859,17491,2671,22618,2458,70213,4586,13177,1773,10333,1619,1583,684,1948,914,6802,1339,2844,803,57036,4308,48894,4100,7145,1768,13638,2106,28111,2992,8142,1489,31482,3653,19133,2905,11689,2451,1596,653,4072,1216,6021,1612,7444,1331,12349,2129,2784,933,1932,683,287,289,447,298,1198,524,852,522,9565,1753,6723,1370,815,462,916,525,4992,1214,2842,995,63708,4375,38609,2895,23975,2572,3192,933,7475,1818,13308,1785,14634,2014,25099,3176,7907,1954,5349,1502,1299,765,938,549,3112,987,2558,904,17192,2384,14058,2252,1146,509,3451,1062,9461,1881,3134,803,1149939,12033,953080,11284,390707,8110,79836,4162,71268,4326,239603,6921,562373,9162,196859,6191,74867,3582,38942,3193,7604,1844,4922,1139,26416,2557,35925,3168,121992,4700,58688,4406,7516,1695,4848,1399,46324,3655,63304,3311,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,1683176,12254,226311,7075,85828,4525,51892,3916,7899,1373,17656,2352,26337,2631,33936,2820,140483,6649,27492,2978,20980,2632,5292,1379,4882,1373,10806,1766,6512,1214,112991,6059,97043,5545,19876,2417,23904,2842,53263,3996,15948,2019,49986,3591,24609,2429,13523,1615,2647,779,6199,1285,4677,1015,11086,1604,25377,2797,6713,1453,5047,1290,1193,687,957,492,2897,1026,1666,704,18664,2313,13145,1953,1852,669,1831,893,9462,1694,5519,1189,95895,4934,53451,3822,28956,2976,4424,1388,8084,1375,16448,2248,24495,2392,42444,3633,12529,2167,7917,1446,2411,834,982,507,4524,1101,4612,1559,29915,3179,21411,2692,3852,1255,5085,1376,12474,2110,8504,1422,1310984,12614,1084389,13972,404978,9267,69402,4347,80365,4479,255211,7898,679411,11493,226595,7831,83293,5305,43447,3515,9163,1728,4500,1043,29784,3011,39846,3818,143302,5633,72969,4615,10579,1674,8598,1981,53792,3991,70333,4129,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,1138927,12100,198966,6163,85871,4432,48290,3625,9265,1775,15278,2090,23747,2528,37581,2472,113095,5356,19902,2177,14284,1909,3312,919,3240,1178,7732,1596,5618,1106,93193,4714,76222,4259,16691,2598,19163,2595,40368,3126,16971,1882,41246,3222,25145,2599,12338,1876,2156,710,3828,1089,6354,1267,12807,1952,16101,2042,4552,1154,3023,899,898,603,376,299,1749,666,1529,646,11549,1534,7886,1366,1251,731,1171,638,5464,1156,3663,865,74290,4325,45445,3293,21797,2495,4924,1476,5672,1117,11201,1577,23648,2080,28845,2509,6632,1403,4384,1267,1671,868,683,492,2030,820,2248,708,22213,2307,14919,1927,2091,762,2583,716,10245,1727,7294,1383,824425,11201,681518,10790,259095,6269,50722,3120,43538,3342,164835,5187,422423,8761,142907,5689,52598,4082,26234,2907,6055,1470,3473,927,16706,2066,26364,2888,90309,4428,39475,3304,4672,1186,2744,769,32059,2957,50834,3100,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1104847,12302,217974,7531,68605,4852,35121,3669,5499,1502,10370,1905,19252,2564,33484,3264,149369,6405,26032,2914,16727,2394,3835,1070,2720,1130,10172,1875,9305,1800,123337,5651,101178,5572,18299,2509,26626,2638,56253,4308,22159,2338,42768,3851,19853,2984,10052,1851,1214,476,2857,1064,5981,1472,9801,1821,22915,2954,4534,1315,2669,1109,477,547,518,529,1674,799,1865,642,18381,2581,12861,2049,1508,719,2034,861,9319,1745,5520,1275,70900,5121,39222,3694,18549,2845,3217,1190,5017,1376,10315,2076,20673,2168,31678,3561,7205,1634,4074,1279,810,581,1785,1116,1479,761,3131,1087,24473,2841,15700,2401,2258,802,2701,1073,10741,2213,8773,1471,773205,12076,620924,11175,235625,7135,46468,4197,42261,3988,146896,5926,385299,7850,152281,7258,50518,4082,24333,3068,4441,1248,3772,1243,16120,2394,26185,3177,101763,5597,46471,4168,6317,1404,3457,1216,36697,3528,55292,4116,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,3119101,17843,391648,9437,143925,6220,85080,5543,15854,2459,28000,2931,41226,3605,58845,3839,247723,8729,42780,3323,29988,3239,7529,1504,6054,1539,16405,2075,12792,1736,204943,8648,167673,8433,29269,3415,44615,3953,93789,5519,37270,3252,84183,4272,44446,3008,24749,2482,5063,1336,7254,1331,12432,1540,19697,1808,39737,3846,8904,1626,6270,1454,1298,612,1158,487,3814,1364,2634,884,30833,3337,23218,3178,4411,1392,5192,1396,13615,1888,7615,1475,151242,6100,85748,4833,47512,3179,8817,1353,14616,2130,24079,2187,38236,3171,65494,4796,16569,2317,12310,2102,3114,1079,2182,783,7014,1425,4259,1126,48925,4222,31427,3453,4535,1300,5244,1275,21648,2908,17498,2274,2492028,18522,2018972,16282,804891,10047,160901,6101,137117,5209,506873,8707,1214081,12437,473056,11346,158947,6209,68713,3890,13826,2034,8377,1775,46510,3967,90234,4812,314109,8331,144379,5936,18383,2290,14889,2363,111107,5245,169730,6616,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,800329,8263,87582,4307,33028,2538,17236,1931,3486,967,6527,1281,7223,1199,15792,1792,54554,3650,9472,1606,7750,1442,2280,828,2179,620,3291,879,1722,639,45082,2993,39204,3014,7788,1721,9454,1426,21962,2097,5878,1051,19788,1752,9228,1163,5027,851,822,341,1962,571,2243,586,4201,743,10560,1575,2248,736,1955,711,733,483,627,449,595,269,293,163,8312,1434,7213,1404,1225,518,953,425,5035,1197,1099,504,39161,3025,21841,2266,11256,1777,2818,950,3531,897,4907,874,10585,1126,17320,2201,6444,1473,5053,1261,1511,690,1525,765,2017,701,1391,712,10876,1589,7503,1260,1558,539,1029,372,4916,1048,3373,869,653798,7914,558045,8267,211270,5572,40606,2975,41926,3242,128738,4378,346775,6637,95753,4310,38979,2644,23150,2173,4917,1135,2245,704,15988,1788,15829,1805,56774,3536,31057,2942,4589,1672,2805,817,23663,2409,25717,2234,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,341752,6363,23749,2249,9063,1321,4008,1005,245,192,1368,663,2395,816,5055,851,14686,2127,2203,826,1955,755,686,375,408,233,861,588,248,198,12483,1945,10787,1908,1926,927,2621,1005,6240,1409,1696,631,5795,1130,2703,726,1269,505,235,186,323,256,711,336,1434,544,3092,880,887,460,701,418,336,310,0,192,365,263,186,191,2205,818,1855,806,100,110,367,449,1388,712,350,214,12972,1793,7930,1492,2434,865,561,510,506,263,1367,584,5496,1254,5042,1174,1786,830,1575,764,94,154,408,519,1073,467,211,267,3256,859,2009,708,174,277,300,209,1535,596,1247,569,299236,6012,254613,6027,86249,4018,15041,1672,14422,1834,56786,3323,168364,4164,44623,3096,17313,2033,7786,1405,1455,605,356,278,5975,1289,9527,1572,27310,2258,13747,1838,1998,849,1148,439,10601,1980,13563,1402,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,769134,11117,138844,7134,53252,4249,28769,3034,4392,1174,10916,1617,13461,2093,24483,2323,85592,5653,16948,2365,11828,2157,3056,1277,2286,1088,6486,1354,5120,1364,68644,4846,56972,4789,10302,2060,16440,2420,30230,3228,11672,2196,33723,2924,20381,2253,9608,1583,1733,642,2895,1040,4980,1080,10773,1751,13342,2052,3757,1056,2958,922,1023,541,241,267,1694,702,799,534,9585,1812,6886,1566,1430,800,1312,666,4144,1224,2699,921,54017,4501,31748,2872,16241,2115,2423,771,3929,1118,9889,1580,15507,2004,22269,2995,6900,1720,4336,1266,1114,677,129,150,3093,1024,2564,1078,15369,2108,10662,1674,2191,981,1348,639,7123,1462,4707,1110,542550,9647,448080,9023,163513,5217,28473,2652,28472,2577,106568,4006,284567,7454,94470,5451,30041,3406,14038,2153,3247,1234,2198,926,8593,1724,16003,2368,64429,3994,29629,2656,4782,1287,3734,1118,21113,2240,34800,2812,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,238399,6155,28103,2827,10235,1779,5449,1386,709,410,1207,592,3533,1177,4786,1092,17868,2010,3307,974,2363,801,631,352,555,366,1177,632,944,548,14561,1871,12644,1799,1423,768,3977,1177,7244,1543,1917,526,4880,1183,2540,746,1238,508,0,200,471,309,767,405,1302,631,2340,873,802,474,753,475,256,261,297,303,200,264,49,75,1538,748,927,648,187,312,287,355,453,423,611,423,12514,2221,6682,1533,3139,1058,291,230,1011,672,1837,709,3543,1127,5832,1567,1676,823,1271,749,292,369,0,200,979,642,405,267,4156,1156,3014,1149,311,258,155,138,2548,1071,1142,740,192902,5038,154377,4690,52034,3238,9788,1404,7900,1472,34346,2368,102343,3392,38525,3151,12438,1861,5646,1289,836,552,1028,664,3782,1038,6792,1259,26087,2710,11687,1821,1337,551,838,505,9512,1637,14400,1999,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,1396827,9648,119057,5485,50427,3251,28804,2666,5023,1112,11519,1706,12262,1799,21623,1856,68630,4308,12248,1560,9054,1373,1625,567,2358,736,5071,986,3194,886,56382,3504,48710,3281,8890,1631,12163,1507,27657,2581,7672,1338,32902,2190,16880,1811,9649,1524,2049,766,3310,884,4290,977,7231,1168,16022,1847,3646,1220,2556,945,528,439,667,474,1361,593,1090,646,12376,1575,10221,1460,2275,821,1619,569,6327,1038,2155,667,55613,3472,32834,2860,16869,1748,1887,557,7026,1208,7956,1209,15965,1919,22779,2132,6759,1228,4770,1092,1362,610,1331,546,2077,749,1989,600,16020,1709,12281,1635,1836,752,1977,626,8468,1364,3739,817,1189255,9272,1002970,9585,396208,6650,79547,3563,73751,3827,242910,5849,606762,7622,186285,4945,73647,3963,39712,2914,8626,1303,4359,984,26727,2469,33935,2466,112638,3867,60780,3157,10378,1466,5320,962,45082,3031,51858,2671,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,265643,5250,31087,2403,15778,1864,8758,1380,1713,591,2491,832,4554,862,7020,1233,15309,1730,3179,821,2806,763,480,368,905,391,1421,602,373,256,12130,1510,10951,1400,2564,759,1783,660,6604,1175,1179,417,8165,1433,5333,1189,2451,806,226,166,849,497,1376,535,2882,799,2832,723,1019,472,729,478,280,297,0,172,449,337,290,168,1813,633,1130,518,144,187,288,274,698,375,683,429,16581,1830,10125,1333,4850,1114,1132,494,1218,518,2500,776,5275,913,6456,1443,2032,883,1647,819,353,429,165,186,1129,620,385,290,4424,1242,3764,1226,422,365,1061,687,2281,837,660,266,209810,5127,181937,4902,62360,3121,11176,1754,10604,1659,40580,2609,119577,3990,27873,2653,11597,1776,6766,1464,1883,830,649,476,4234,1204,4831,1023,16276,1951,7466,1414,670,316,915,526,5881,1267,8810,1404,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,342542,6065,36291,2938,15445,1787,7207,1478,691,338,2938,1050,3578,1045,8238,1128,20846,2594,5445,1282,3904,1007,893,424,142,101,2869,891,1541,825,15401,1992,13714,1959,2754,988,1822,675,9138,1598,1687,517,8164,1290,5440,1039,2199,588,281,168,526,263,1392,493,3241,733,2724,711,1036,408,645,333,326,281,86,128,233,175,391,218,1688,551,1185,547,312,250,185,147,688,374,503,223,20720,2387,12437,1567,5606,1207,1437,619,770,412,3399,959,6831,1092,8283,1588,1407,503,998,406,99,116,283,217,616,382,409,255,6876,1545,4538,1294,638,482,575,449,3325,1034,2338,690,277367,5720,233693,5700,73726,3224,15966,1789,10440,1506,47320,2440,159967,4900,43674,3345,16418,2065,7843,1255,1482,655,805,398,5556,1010,8575,1631,27256,2636,12778,1959,1371,568,1021,696,10386,1702,14478,1745,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,2622295,20703,386839,12155,150480,6715,84929,5318,12571,2152,29798,2793,42560,3880,65551,4392,236359,11106,40440,3932,29028,3350,6015,1535,6397,1487,16616,2623,11412,2059,195919,9742,161205,7875,28539,3403,42943,4128,89723,5064,34714,3451,86565,5270,46329,4233,23897,2892,4370,1299,6905,1710,12622,2293,22432,2592,40236,3705,9219,1740,6074,1512,806,486,1381,726,3887,1055,3145,942,31017,3149,21531,2694,4845,1462,3187,876,13499,2219,9486,1600,162917,8296,93295,6016,47195,4372,8603,1650,14168,2384,24424,3064,46100,3983,69622,5070,17858,2687,12414,2256,3350,1265,1560,716,7504,1846,5444,1275,51764,4070,33337,3306,4609,1298,3842,1057,24886,2905,18427,2526,1985974,17668,1630132,17532,606610,11751,116691,6220,98909,5657,391010,8361,1023522,12943,355842,9925,111470,4957,49727,4015,9769,1637,5508,1261,34450,3575,61743,3673,244372,8334,113591,6656,17669,2575,11038,2029,84884,5143,130781,5715,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
