GEO_ID,B19119_001E,B19119_001M,B19119_002E,B19119_002M,B19119_003E,B19119_003M,B19119_004E,B19119_004M,B19119_005E,B19119_005M,B19119_006E,B19119_006M,B19119_007E,B19119_007M,NAME,B19119_001MA,B19119_001EA,B19119_002MA,B19119_002EA,B19119_003MA,B19119_003EA,B19119_004MA,B19119_004EA,B19119_005MA,B19119_005EA,B19119_006MA,B19119_006EA,B19119_007MA,B19119_007EA,state
0400000US08,88955,1084,79711,1370,92517,2598,105947,4049,96685,5875,95502,5111,93872,7703,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,70150,738,61811,849,72228,1760,86076,1997,82884,2798,85377,4137,74872,5781,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,62228,840,55256,1145,65544,2030,78689,2926,76106,4816,74119,7441,70115,5415,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,61847,924,54424,1635,61917,1985,80818,3439,75681,6920,72080,6931,66157,17231,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,81313,521,71301,690,82268,1863,101240,1170,95092,3780,92096,3904,95592,7689,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,76068,911,67897,1365,77525,2385,93880,2799,87399,5238,88067,7111,75136,11406,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,93930,2252,78998,2593,100278,2654,120342,5597,109854,9645,124674,22505,121348,36542,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,58080,1487,52986,1293,57221,3650,72767,5276,66589,4301,72767,4758,68023,7698,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,79386,1970,71351,2322,83079,4306,100799,5396,85856,15205,84205,24209,83197,16615,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,89039,956,76319,814,95919,1766,112291,2376,107098,4022,99394,6384,82005,8094,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,68940,1482,63278,1668,73586,4414,85739,4486,80034,9490,56229,11793,68074,17350,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,72390,1833,63734,2570,76984,3894,93912,4740,87528,7759,88088,22856,76996,23616,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,67816,805,60946,901,67931,1972,85948,1840,76360,3226,73202,6554,67975,9059,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,71457,647,63850,1252,72426,2083,85763,2396,77981,3105,73924,6450,79744,6468,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,89847,2908,76208,3069,100494,5293,101221,6451,99139,14820,93533,10081,79964,21581,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,63837,1085,55905,1057,67334,2155,81514,2603,77402,3997,71422,13486,70697,9737,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,80452,2362,74256,4264,80232,4622,101783,7757,90287,10824,71855,33863,58063,30465,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,71864,1112,64586,2289,73524,3309,80077,3169,80171,4291,80907,3840,86362,12026,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,57718,1605,51102,1065,63137,3571,74916,4165,65930,7118,71095,16701,56860,9942,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,64082,846,58436,1119,65400,1283,75326,2245,69252,3250,76595,4702,76696,7868,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,76814,748,67146,856,82119,1647,98317,2342,91208,2830,82709,7100,79237,8230,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,24482,466,21504,585,25560,937,33501,2039,34492,3235,31590,5138,41869,19220,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,88929,1128,77999,1265,90358,2103,110000,2652,101737,3490,103875,6942,101463,7088,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
