GEO_ID,B08113_001E,B08113_001M,B08113_002E,B08113_002M,B08113_003E,B08113_003M,B08113_004E,B08113_004M,B08113_005E,B08113_005M,B08113_006E,B08113_006M,B08113_007E,B08113_007M,B08113_008E,B08113_008M,B08113_009E,B08113_009M,B08113_010E,B08113_010M,B08113_011E,B08113_011M,B08113_012E,B08113_012M,B08113_013E,B08113_013M,B08113_014E,B08113_014M,B08113_015E,B08113_015M,B08113_016E,B08113_016M,B08113_017E,B08113_017M,B08113_018E,B08113_018M,B08113_019E,B08113_019M,B08113_020E,B08113_020M,B08113_021E,B08113_021M,B08113_022E,B08113_022M,B08113_023E,B08113_023M,B08113_024E,B08113_024M,B08113_025E,B08113_025M,B08113_026E,B08113_026M,B08113_027E,B08113_027M,B08113_028E,B08113_028M,B08113_029E,B08113_029M,B08113_030E,B08113_030M,B08113_031E,B08113_031M,B08113_032E,B08113_032M,B08113_033E,B08113_033M,B08113_034E,B08113_034M,B08113_035E,B08113_035M,B08113_036E,B08113_036M,B08113_037E,B08113_037M,B08113_038E,B08113_038M,B08113_039E,B08113_039M,B08113_040E,B08113_040M,B08113_041E,B08113_041M,B08113_042E,B08113_042M,B08113_043E,B08113_043M,B08113_044E,B08113_044M,B08113_045E,B08113_045M,B08113_046E,B08113_046M,B08113_047E,B08113_047M,B08113_048E,B08113_048M,B08113_049E,B08113_049M,B08113_050E,B08113_050M,B08113_051E,B08113_051M,B08113_052E,B08113_052M,B08113_053E,B08113_053M,B08113_054E,B08113_054M,B08113_055E,B08113_055M,B08113_056E,B08113_056M,NAME,B08113_001MA,B08113_001EA,B08113_002EA,B08113_002MA,B08113_003EA,B08113_003MA,B08113_004EA,B08113_004MA,B08113_005EA,B08113_005MA,B08113_006MA,B08113_006EA,B08113_007MA,B08113_007EA,B08113_008EA,B08113_008MA,B08113_009EA,B08113_009MA,B08113_010EA,B08113_010MA,B08113_011EA,B08113_011MA,B08113_012EA,B08113_012MA,B08113_013EA,B08113_013MA,B08113_014MA,B08113_014EA,B08113_015MA,B08113_015EA,B08113_016EA,B08113_016MA,B08113_017EA,B08113_017MA,B08113_018MA,B08113_018EA,B08113_019MA,B08113_019EA,B08113_020MA,B08113_020EA,B08113_021EA,B08113_021MA,B08113_022EA,B08113_022MA,B08113_023MA,B08113_023EA,B08113_024EA,B08113_024MA,B08113_025MA,B08113_025EA,B08113_026EA,B08113_026MA,B08113_027EA,B08113_027MA,B08113_028MA,B08113_028EA,B08113_029MA,B08113_029EA,B08113_030MA,B08113_030EA,B08113_031EA,B08113_031MA,B08113_032EA,B08113_032MA,B08113_033MA,B08113_033EA,B08113_034MA,B08113_034EA,B08113_035EA,B08113_035MA,B08113_036MA,B08113_036EA,B08113_037MA,B08113_037EA,B08113_038EA,B08113_038MA,B08113_039EA,B08113_039MA,B08113_040EA,B08113_040MA,B08113_041MA,B08113_041EA,B08113_042MA,B08113_042EA,B08113_043EA,B08113_043MA,B08113_044EA,B08113_044MA,B08113_045EA,B08113_045MA,B08113_046EA,B08113_046MA,B08113_047MA,B08113_047EA,B08113_048EA,B08113_048MA,B08113_049EA,B08113_049MA,B08113_050EA,B08113_050MA,B08113_051MA,B08113_051EA,B08113_052MA,B08113_052EA,B08113_053EA,B08113_053MA,B08113_054EA,B08113_054MA,B08113_055EA,B08113_055MA,B08113_056MA,B08113_056EA,state
0400000US08,2963212,17754,2484650,20052,326874,11876,198061,8391,128813,8794,151688,6737,106077,5595,45611,3704,2220259,19615,1877049,18605,239231,10345,148866,7714,90365,6935,103979,5760,72977,4292,31002,3154,253437,10333,180283,7616,52510,6026,25507,3709,27003,4059,20644,2656,12561,2368,8083,1568,81665,5061,64551,4256,10077,2161,6882,1672,3195,1123,7037,1497,4626,1331,2411,851,88231,5517,75715,5077,5772,1413,3767,1050,2005,907,6744,1650,5169,1406,1575,812,66100,4306,57675,3652,5654,1532,3133,1151,2521,1133,2771,902,2113,873,658,393,253520,8712,229377,8036,13630,2246,9906,2020,3724,1162,10513,1801,8631,1476,1882,770,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,3175022,18082,2884956,18790,154225,5919,92508,5678,61717,4882,135841,6796,95700,6347,40141,3975,2631206,20103,2424944,19620,115222,5307,70048,5147,45174,4321,91040,5246,64272,4720,26768,3201,282715,9460,230325,7956,28269,3174,15642,2245,12627,2286,24121,3834,15477,2967,8644,2077,29453,3251,24975,2929,3049,1120,1326,602,1723,910,1429,499,920,448,509,417,61795,3677,53866,3237,2150,641,1813,597,337,269,5779,1345,4316,1336,1463,646,47568,4380,38059,3692,2516,992,1387,774,1129,537,6993,1577,5558,1372,1435,652,122285,5492,112787,5434,3019,983,2292,844,727,604,6479,1700,5157,1572,1322,683,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,1964958,15267,1839624,16126,64024,3649,31470,3082,32554,2832,61310,4070,41869,3736,19441,2569,1618938,17895,1527711,17980,47609,3617,24405,2827,23204,2451,43618,3773,30306,3010,13312,1978,183996,8639,163149,8194,11463,2341,3693,1009,7770,2078,9384,1993,6039,1555,3345,1143,19302,2508,17346,2340,177,206,0,197,177,206,1779,822,1231,600,548,597,38690,3237,33836,2927,1818,543,1316,407,502,457,3036,835,2227,714,809,437,24268,2780,22356,2681,672,459,204,191,468,420,1240,636,628,378,612,503,79764,4166,75226,4229,2285,1068,1852,1013,433,302,2253,710,1438,631,815,422,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1993979,18692,1836536,20201,77051,4392,36967,3642,40084,3668,80392,5945,58013,5157,22379,2500,1650009,17792,1536276,18451,51919,3761,28048,2987,23871,2486,61814,5554,45118,4713,16696,2234,179514,8760,152335,8135,19110,3298,5899,1653,13211,2640,8069,1678,4750,1116,3319,1266,23178,2801,21700,2817,1172,580,521,342,651,460,306,218,241,183,65,115,35902,3979,30383,3465,1294,629,704,411,590,440,4225,1613,3229,1474,996,602,38444,4304,35024,3977,1324,628,661,358,663,435,2096,965,1413,982,683,505,66932,4870,60818,4559,2232,856,1134,553,1098,695,3882,1054,3262,922,620,480,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,6191586,23155,4680997,23609,865519,10066,525747,12867,339772,12160,645070,13150,446647,12647,198423,7757,4500138,25050,3464547,21185,596341,9997,368648,10701,227693,8122,439250,11297,304914,10362,134336,6332,510939,14700,313218,11328,130322,7479,67906,5002,62416,5831,67399,5185,38170,3981,29229,3271,582223,14511,436784,11722,77033,4844,51857,4140,25176,2838,68406,4334,51552,3973,16854,2410,171445,6897,126256,5348,23831,2893,14156,2335,9675,2173,21358,2777,16467,2303,4891,1271,108248,5710,79637,4884,13685,2409,9435,1974,4250,1262,14926,2193,10061,1707,4865,1313,318593,9126,260555,6998,24307,3055,13745,2268,10562,1968,33731,3432,25483,2837,8248,1556,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,1588720,10465,1445621,11382,67955,3622,41133,3328,26822,2629,75144,4576,43501,3883,31643,3353,1295893,11943,1192876,12312,52011,3334,32748,2806,19263,2395,51006,4046,30075,2968,20931,3052,129016,5522,105107,4990,11269,1961,5672,1549,5597,1582,12640,2147,4941,1272,7699,1835,16184,2444,11384,1866,1081,573,593,389,488,427,3719,1355,2734,1213,985,934,47472,3543,42442,3168,1510,564,737,383,773,401,3520,1082,2043,842,1477,773,18849,2153,16700,2096,718,404,531,382,187,186,1431,473,1063,422,368,222,81306,3953,77112,3895,1366,595,852,493,514,318,2828,885,2645,903,183,161,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,713985,7645,661656,7642,16507,1661,10131,1651,6376,1420,35822,3296,25454,2709,10368,2043,576686,8294,538592,7903,12572,1781,8173,1511,4399,1291,25522,2654,19010,2267,6512,1528,53106,4840,45657,4251,1855,840,878,600,977,521,5594,1435,3021,884,2573,1122,6431,1731,4534,1251,949,779,419,454,530,649,948,643,527,314,421,546,18327,2604,16995,2597,509,385,252,286,257,242,823,371,618,304,205,164,10449,1853,9695,1783,421,445,218,339,203,264,333,218,188,160,145,161,48986,3627,46183,3399,201,143,191,142,10,16,2602,834,2090,764,512,360,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,1301150,12475,1183702,13011,83993,4633,41352,3784,42641,3277,33455,3041,19616,2537,13839,2569,1075012,12188,990799,12663,60434,4458,30454,3297,29980,2924,23779,2671,14893,2400,8886,1860,135838,6972,112891,6084,17389,3136,7468,1801,9921,2364,5558,1516,2384,988,3174,1079,5009,1346,3768,1065,454,318,262,279,192,214,787,815,172,256,615,771,20052,2460,17258,2378,1575,731,731,497,844,502,1219,676,815,490,404,430,16473,2758,14715,2673,1015,669,567,460,448,501,743,469,353,299,390,366,48766,4552,44271,4286,3126,1100,1870,751,1256,672,1369,810,999,632,370,386,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,452707,6902,388194,6557,34369,2821,20028,2489,14341,1971,30144,3009,21156,3046,8988,2061,360283,7081,313174,6957,26720,2822,15475,2360,11245,1821,20389,2754,14647,2591,5742,1840,41270,3928,29541,3592,5997,1390,3320,1061,2677,964,5732,1864,3367,1248,2365,1298,9756,1642,9115,1645,98,132,78,126,20,37,543,308,471,315,72,84,10720,1634,9069,1626,457,256,293,232,164,164,1194,433,986,401,208,163,4939,1154,4271,1086,67,110,67,110,0,200,601,368,410,332,191,146,25739,2523,23024,2492,1030,426,795,482,235,190,1685,760,1275,685,410,346,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,2922866,12444,2577488,14939,113960,4673,65570,4196,48390,3429,231418,6757,147421,4810,83997,5497,2270810,14538,2030106,15564,80775,3775,46707,3265,34068,3032,159929,6595,105178,4960,54751,4368,245484,7133,193465,6362,18563,2453,9506,1824,9057,1390,33456,3525,17649,2495,15807,2033,103737,5511,84651,4836,5332,1343,3193,1103,2139,878,13754,2315,7752,1405,6002,1467,80543,4347,68409,3626,3514,1024,2204,675,1310,746,8620,1796,5629,1488,2991,1042,44587,3252,37829,2712,2044,989,1413,938,631,322,4714,1460,2644,893,2070,1060,177705,5568,163028,5564,3732,980,2547,776,1185,581,10945,1755,8569,1589,2376,663,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
