GEO_ID,C15002_001E,C15002_001M,C15002_002E,C15002_002M,C15002_003E,C15002_003M,C15002_004E,C15002_004M,C15002_005E,C15002_005M,C15002_006E,C15002_006M,C15002_007E,C15002_007M,C15002_008E,C15002_008M,C15002_009E,C15002_009M,C15002_010E,C15002_010M,C15002_011E,C15002_011M,C15002_012E,C15002_012M,C15002_013E,C15002_013M,C15002_014E,C15002_014M,C15002_015E,C15002_015M,C15002_016E,C15002_016M,C15002_017E,C15002_017M,NAME,C15002_001EA,C15002_001MA,C15002_002MA,C15002_002EA,C15002_003MA,C15002_003EA,C15002_004MA,C15002_004EA,C15002_005EA,C15002_005MA,C15002_006EA,C15002_006MA,C15002_007EA,C15002_007MA,C15002_008EA,C15002_008MA,C15002_009EA,C15002_009MA,C15002_010EA,C15002_010MA,C15002_011EA,C15002_011MA,C15002_012MA,C15002_012EA,C15002_013MA,C15002_013EA,C15002_014MA,C15002_014EA,C15002_015MA,C15002_015EA,C15002_016MA,C15002_016EA,C15002_017EA,C15002_017MA,state
0400000US08,3900287,4963,1940826,4856,63459,4811,100131,5466,425308,10639,405030,9696,156120,6381,492296,9706,298482,6974,1959461,3089,64204,4887,89322,5011,387307,10852,410722,9970,173135,7083,521693,9157,313078,7539,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,4467893,5468,2155530,4155,85167,4820,169178,7196,749035,12011,413342,9375,169536,6615,366598,8658,202674,7387,2312363,3802,79305,4674,158184,5558,731005,12600,473787,11040,228288,7509,405213,10492,236581,8205,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,3039414,5069,1463890,4060,85119,4733,125451,6320,506001,9350,300492,8220,99367,5004,215188,6635,132272,4966,1575524,3013,75017,4434,115477,4830,484910,9195,331198,7925,162597,4520,226902,5704,179423,5975,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3125733,6646,1491136,5587,78258,5291,158944,7481,533086,12431,303960,9046,85462,5690,220625,7016,110801,5119,1634597,4242,67947,4393,137410,6727,538686,12484,345715,11533,117612,6051,276009,8874,151218,6267,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,8706376,5516,4200750,4359,196940,6448,275373,8859,1144832,14480,840871,12624,305916,9134,874048,14213,562770,12002,4505626,3670,206940,6417,235529,7314,1124453,13705,923903,12346,398935,9299,959618,11787,656248,11614,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,2104792,4251,1026001,3205,32569,2421,52289,3532,334869,7256,207623,5620,115278,4281,189741,6029,93632,4068,1078791,3084,32383,2604,45408,3009,314400,6909,226714,6694,132719,5208,223701,5634,103466,5010,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,970748,1700,474752,1737,11620,2101,24759,2497,138780,5347,85386,4286,43439,3304,104038,4030,66730,3638,495996,1467,12069,2293,18062,2134,130422,3951,92841,4380,55791,3548,113244,4894,73567,3797,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,2021939,5228,970195,4285,47559,3715,84689,4178,353105,7889,210036,7040,58223,3801,133893,5210,82690,5247,1051744,3397,44956,3052,81782,4525,333762,7785,240632,7261,95920,5522,162529,6022,92163,4802,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,679700,997,322589,746,11822,2011,23151,2112,111384,5099,58666,3717,20330,2330,60280,3556,36956,2414,357111,986,14401,1943,19707,2511,114413,5291,61516,4362,31318,2723,63898,3932,51858,3279,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,3809229,3716,1872613,3276,48889,3730,88361,4490,476648,7175,390883,7618,206365,5672,436353,7879,225114,5625,1936616,3058,52853,3508,62702,4236,444639,9119,400613,8380,239148,5954,484497,9044,252164,6732,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
