GEO_ID,B08124_001E,B08124_001M,B08124_002E,B08124_002M,B08124_003E,B08124_003M,B08124_004E,B08124_004M,B08124_005E,B08124_005M,B08124_006E,B08124_006M,B08124_007E,B08124_007M,B08124_008E,B08124_008M,B08124_009E,B08124_009M,B08124_010E,B08124_010M,B08124_011E,B08124_011M,B08124_012E,B08124_012M,B08124_013E,B08124_013M,B08124_014E,B08124_014M,B08124_015E,B08124_015M,B08124_016E,B08124_016M,B08124_017E,B08124_017M,B08124_018E,B08124_018M,B08124_019E,B08124_019M,B08124_020E,B08124_020M,B08124_021E,B08124_021M,B08124_022E,B08124_022M,B08124_023E,B08124_023M,B08124_024E,B08124_024M,B08124_025E,B08124_025M,B08124_026E,B08124_026M,B08124_027E,B08124_027M,B08124_028E,B08124_028M,B08124_029E,B08124_029M,B08124_030E,B08124_030M,B08124_031E,B08124_031M,B08124_032E,B08124_032M,B08124_033E,B08124_033M,B08124_034E,B08124_034M,B08124_035E,B08124_035M,B08124_036E,B08124_036M,B08124_037E,B08124_037M,B08124_038E,B08124_038M,B08124_039E,B08124_039M,B08124_040E,B08124_040M,B08124_041E,B08124_041M,B08124_042E,B08124_042M,B08124_043E,B08124_043M,B08124_044E,B08124_044M,B08124_045E,B08124_045M,B08124_046E,B08124_046M,B08124_047E,B08124_047M,B08124_048E,B08124_048M,B08124_049E,B08124_049M,NAME,B08124_001MA,B08124_001EA,B08124_002MA,B08124_002EA,B08124_003MA,B08124_003EA,B08124_004MA,B08124_004EA,B08124_005MA,B08124_005EA,B08124_006MA,B08124_006EA,B08124_007MA,B08124_007EA,B08124_008MA,B08124_008EA,B08124_009MA,B08124_009EA,B08124_010MA,B08124_010EA,B08124_011MA,B08124_011EA,B08124_012MA,B08124_012EA,B08124_013EA,B08124_013MA,B08124_014MA,B08124_014EA,B08124_015MA,B08124_015EA,B08124_016MA,B08124_016EA,B08124_017MA,B08124_017EA,B08124_018MA,B08124_018EA,B08124_019MA,B08124_019EA,B08124_020MA,B08124_020EA,B08124_021MA,B08124_021EA,B08124_022MA,B08124_022EA,B08124_023MA,B08124_023EA,B08124_024MA,B08124_024EA,B08124_025MA,B08124_025EA,B08124_026MA,B08124_026EA,B08124_027MA,B08124_027EA,B08124_028MA,B08124_028EA,B08124_029MA,B08124_029EA,B08124_030MA,B08124_030EA,B08124_031MA,B08124_031EA,B08124_032MA,B08124_032EA,B08124_033MA,B08124_033EA,B08124_034MA,B08124_034EA,B08124_035EA,B08124_035MA,B08124_036MA,B08124_036EA,B08124_037MA,B08124_037EA,B08124_038MA,B08124_038EA,B08124_039MA,B08124_039EA,B08124_040MA,B08124_040EA,B08124_041MA,B08124_041EA,B08124_042MA,B08124_042EA,B08124_043MA,B08124_043EA,B08124_044MA,B08124_044EA,B08124_045MA,B08124_045EA,B08124_046EA,B08124_046MA,B08124_047MA,B08124_047EA,B08124_048MA,B08124_048EA,B08124_049MA,B08124_049EA,state
0400000US08,2963212,17754,1269551,13895,475055,11703,639032,14599,268456,10343,290138,8926,20980,2204,2220259,19615,938498,12577,351129,10123,483306,12777,208507,9037,227467,8226,11352,1731,253437,10333,85391,5205,49300,4399,51055,4027,38000,3678,28877,3197,814,569,81665,5061,34948,2784,19997,3405,15360,2252,2641,719,8719,1804,0,204,88231,5517,31893,3239,19936,2508,18578,2682,3134,986,6391,1353,8299,1085,66100,4306,31229,2722,11240,1889,11469,1877,4089,1197,8073,1542,0,204,253520,8712,147592,5528,23453,2462,59264,4005,12085,2386,10611,1833,515,614,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,3175022,18082,1098986,16826,513233,11455,661450,13780,273499,8083,626525,11676,1329,439,2631206,20103,917905,15231,410406,10945,552221,12592,231448,6698,518293,10856,933,385,282715,9460,75655,4838,53124,4023,51727,3774,29302,3519,72840,4952,67,123,29453,3251,9865,1557,6601,1565,7023,1711,1092,340,4872,1265,0,198,61795,3677,22256,2508,17616,1778,12323,1506,2492,664,7048,1357,60,101,47568,4380,8575,1574,11246,1928,7581,1641,3671,1085,16495,2189,0,198,122285,5492,64730,4115,14240,2359,30575,2793,5494,1289,6977,1407,269,174,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,1964958,15267,683699,12598,330464,10588,416875,11725,175555,6824,351343,8982,7022,805,1618938,17895,567608,11613,261489,9952,348626,10864,144126,6450,294291,8962,2798,772,183996,8639,53587,3587,37279,3559,33387,3135,20602,2855,38169,3558,972,482,19302,2508,4514,1010,5783,1485,4530,1246,458,299,4017,1259,0,197,38690,3237,9627,1589,9528,1797,8184,1548,3233,1116,5039,1104,3079,552,24268,2780,6904,1431,5534,1453,3897,1080,1822,865,5938,1725,173,176,79764,4166,41459,3523,10851,2046,18251,1946,5314,1129,3889,1012,0,197,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1993979,18692,682180,12315,391017,12003,431606,10946,225523,6975,253757,8311,9896,2067,1650009,17792,576926,11895,305580,10565,364343,10862,179514,6709,215965,8492,7681,1781,179514,8760,47929,3640,41860,4013,33470,3659,32885,3701,21743,3274,1627,938,23178,2801,4018,1129,9999,1799,5450,1434,1101,894,2610,1086,0,217,35902,3979,11667,1719,11446,2060,7110,1757,2180,846,3291,1168,208,355,38444,4304,7374,1332,13410,2486,6000,1376,5354,1441,6018,1257,288,347,66932,4870,34266,3788,8722,1691,15233,2130,4489,1339,4130,1305,92,197,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,6191586,23155,2424852,23809,1054637,15308,1349848,18021,437069,11817,918284,13982,6896,1361,4500138,25050,1700370,20940,747883,11967,986695,17290,348887,9378,713231,11634,3072,1008,510939,14700,145591,6051,106650,6228,101097,5555,48902,4086,108525,5690,174,183,582223,14511,298253,8696,96534,5464,129481,6313,13172,2182,44720,3936,63,105,171445,6897,71316,4500,37580,3419,39064,3593,5148,1065,16152,2254,2185,870,108248,5710,41822,3403,23178,2659,19508,2519,6298,1436,17313,2546,129,255,318593,9126,167500,5852,42812,3727,74003,4411,14662,2451,18343,2485,1273,686,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,1588720,10465,577396,10790,262254,7636,329290,8288,146332,5297,273024,6931,424,214,1295893,11943,475016,9408,201795,6776,274435,7353,118465,4825,225849,6503,333,191,129016,5522,36541,3187,25616,2253,22042,2055,15270,1752,29510,3013,37,61,16184,2444,6856,1503,3248,1088,2982,1109,566,328,2532,941,0,163,47472,3543,15206,1953,13602,1553,9717,1677,2952,869,5973,1241,22,46,18849,2153,4747,924,4689,1379,2985,892,1978,567,4419,972,31,65,81306,3953,39030,3102,13304,1458,17129,2516,7101,1260,4741,1106,1,2,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,713985,7645,290170,8372,116852,5094,157557,6244,60931,3832,87900,5872,575,579,576686,8294,235920,7201,89245,4640,130079,4944,50280,3416,70924,5080,238,212,53106,4840,15163,1983,11830,1742,9913,1724,5498,1224,10628,2174,74,89,6431,1731,2749,946,2062,1068,511,337,209,195,900,516,0,192,18327,2604,5983,1308,5550,1380,3430,822,1202,607,2004,841,158,210,10449,1853,2333,744,2847,1076,2019,929,1255,784,1995,755,0,192,48986,3627,28022,2750,5318,1162,11605,1804,2487,695,1449,522,105,188,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,1301150,12475,438261,10761,218757,7801,278689,8397,129147,6825,234945,7925,1351,656,1075012,12188,368199,10231,176817,7673,236175,8036,100403,5401,192157,6610,1261,639,135838,6972,38283,3204,24929,2965,22683,3087,21961,2731,27905,3221,77,114,5009,1346,1473,642,1829,816,664,508,311,356,732,440,0,201,20052,2460,4056,974,5413,1070,4287,1211,1842,675,4441,1059,13,31,16473,2758,2952,801,4110,1288,2649,937,1345,534,5417,1785,0,201,48766,4552,23298,2842,5659,1396,12231,1979,3285,1143,4293,1170,0,201,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,452707,6902,175650,6443,84413,4963,98804,4873,39747,3253,52558,4395,1535,815,360283,7081,139332,5437,66770,4286,78528,4404,30819,2637,43854,3932,980,586,41270,3928,14626,2473,7365,1595,9955,1728,4899,1686,4403,1291,22,40,9756,1642,3777,1050,2484,944,2325,777,627,478,543,358,0,200,10720,1634,3633,976,3752,1210,1966,653,284,318,784,490,301,491,4939,1154,1399,576,980,454,1285,603,448,320,788,600,39,67,25739,2523,12883,1610,3062,1099,4745,1073,2670,1289,2186,946,193,293,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,2922866,12444,1206383,12590,466544,9018,619162,10646,226788,6118,402672,8411,1317,605,2270810,14538,931491,11793,343794,7043,485175,9593,186830,5605,322370,8115,1150,558,245484,7133,88266,4698,44729,3188,45899,3528,23893,2150,42684,2745,13,22,103737,5511,45650,2993,20133,2664,24469,2588,2210,656,11252,1848,23,36,80543,4347,29983,2529,20004,2099,17674,2199,3599,685,9259,1464,24,32,44587,3252,15994,1607,10056,1349,7758,1511,2241,580,8538,1391,0,147,177705,5568,94999,4165,27828,2637,38187,2726,8015,1237,8569,1272,107,179,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
