GEO_ID,B19049_001E,B19049_001M,B19049_002E,B19049_002M,B19049_003E,B19049_003M,B19049_004E,B19049_004M,B19049_005E,B19049_005M,NAME,B19049_001EA,B19049_001MA,B19049_002MA,B19049_002EA,B19049_003MA,B19049_003EA,B19049_004MA,B19049_004EA,B19049_005EA,B19049_005MA,state
0400000US08,71953,655,37312,1849,78480,1825,85351,1878,51537,1299,Colorado,null,null,null,null,null,null,null,null,null,null,08
0400000US18,55746,522,30735,1053,61796,878,67695,1463,41342,788,Indiana,null,null,null,null,null,null,null,null,null,null,18
0400000US21,50247,567,30935,1345,58131,1648,57518,1425,38254,1154,Kentucky,null,null,null,null,null,null,null,null,null,null,21
0400000US22,47905,740,30321,2999,52832,1655,56716,1409,36345,933,Louisiana,null,null,null,null,null,null,null,null,null,null,22
0400000US17,65030,500,30913,953,71788,743,79959,986,44955,743,Illinois,null,null,null,null,null,null,null,null,null,null,17
0400000US19,59955,877,34090,2314,69132,2371,72955,1465,42995,989,Iowa,null,null,null,null,null,null,null,null,null,null,19
0400000US33,74991,1555,40452,8208,80809,3065,93454,3788,50240,2188,New Hampshire,null,null,null,null,null,null,null,null,null,null,33
0400000US05,47062,713,27304,1789,52141,1248,54533,1813,37762,1256,Arkansas,null,null,null,null,null,null,null,null,null,null,05
0400000US10,64805,1570,32037,4683,66990,2392,73650,3606,54744,2036,Delaware,null,null,null,null,null,null,null,null,null,null,10
0400000US27,70315,539,36504,1235,81311,884,85285,1221,47054,921,Minnesota,null,null,null,null,null,null,null,null,null,null,27
0400000US30,55328,1172,29921,2368,61642,2326,64079,1697,42745,1693,Montana,null,null,null,null,null,null,null,null,null,null,30
0400000US23,55602,1326,38388,3774,66686,2181,66590,1621,40435,1530,Maine,null,null,null,null,null,null,null,null,null,null,23
0400000US37,53855,573,31431,1272,59674,1139,64173,1053,41169,826,North Carolina,null,null,null,null,null,null,null,null,null,null,37
0400000US13,58756,711,32648,2307,61887,766,71684,989,42781,765,Georgia,null,null,null,null,null,null,null,null,null,null,13
0400000US02,74346,2288,52141,3166,79972,5373,88791,5051,59339,3935,Alaska,null,null,null,null,null,null,null,null,null,null,02
0400000US01,49861,783,22863,1810,54114,1450,60139,1300,37977,852,Alabama,null,null,null,null,null,null,null,null,null,null,01
0400000US50,60782,1551,31984,6931,70954,3319,74606,4448,44302,2175,Vermont,null,null,null,null,null,null,null,null,null,null,50
