GEO_ID,B18101C_001E,B18101C_001M,B18101C_002E,B18101C_002M,B18101C_003E,B18101C_003M,B18101C_004E,B18101C_004M,B18101C_005E,B18101C_005M,B18101C_006E,B18101C_006M,B18101C_007E,B18101C_007M,B18101C_008E,B18101C_008M,B18101C_009E,B18101C_009M,B18101C_010E,B18101C_010M,NAME,B18101C_001MA,B18101C_001EA,B18101C_002MA,B18101C_002EA,B18101C_003MA,B18101C_003EA,B18101C_004EA,B18101C_004MA,B18101C_005MA,B18101C_005EA,B18101C_006MA,B18101C_006EA,B18101C_007MA,B18101C_007EA,B18101C_008MA,B18101C_008EA,B18101C_009MA,B18101C_009EA,B18101C_010MA,B18101C_010EA,state
0400000US29,26384,3171,4799,1366,198,251,4601,1293,18452,2648,3576,1247,14876,2389,3133,923,1984,681,1149,525,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,20345,2061,5017,1143,340,352,4677,1161,13974,1682,3978,1064,9996,1514,1354,532,559,352,795,346,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,52244,3829,12030,1698,680,347,11350,1673,34518,2413,6812,1044,27706,2294,5696,860,2761,614,2935,597,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,18185,3054,6712,1830,282,168,6430,1823,10136,1521,1196,376,8940,1481,1337,495,665,305,672,382,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,21971,2840,6709,1631,373,350,6336,1459,11917,1676,2521,719,9396,1552,3345,972,1923,757,1422,572,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,198470,4071,55835,2267,2141,705,53694,2091,121018,2486,18194,2035,102824,2770,21617,1006,12817,1046,8800,840,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,2953,903,413,374,194,236,219,304,1878,657,405,300,1473,606,662,356,328,280,334,275,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,74627,2880,29776,1882,567,312,29209,1944,40161,1874,6411,1300,33750,1785,4690,514,2025,582,2665,489,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,95425,6523,24560,3235,1143,478,23417,3150,59825,4229,11026,1623,48799,3749,11040,1149,6135,929,4905,854,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,4121,1433,678,486,82,136,596,428,2872,1216,471,410,2401,1125,571,470,203,215,368,345,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,325313,9196,99399,4323,4301,1229,95098,4105,196340,6327,26884,2340,169456,5805,29574,1487,16351,1556,13223,1128,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,18552,2663,3228,1077,0,211,3228,1077,13671,2040,3192,1093,10479,1754,1653,588,717,349,936,419,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,25905,2774,6536,1451,248,215,6288,1431,17233,1849,4336,1214,12897,1395,2136,508,1184,465,952,362,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
