GEO_ID,C17006_001E,C17006_001M,C17006_002E,C17006_002M,C17006_003E,C17006_003M,C17006_004E,C17006_004M,C17006_005E,C17006_005M,C17006_006E,C17006_006M,C17006_007E,C17006_007M,NAME,C17006_001EA,C17006_001MA,C17006_002MA,C17006_002EA,C17006_003MA,C17006_003EA,C17006_004MA,C17006_004EA,C17006_005EA,C17006_005MA,C17006_006EA,C17006_006MA,C17006_007EA,C17006_007MA,state
0400000US40,931738,3310,198846,8707,62283,5833,136563,7368,732892,8365,545915,9693,186977,7319,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,1240322,3636,169022,8902,50780,4985,118242,7386,1071300,8689,808535,12484,262765,10631,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,586931,1567,333537,9689,85354,6789,248183,8823,253394,9917,160413,7993,92981,7144,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,1831892,5695,244432,12912,61890,7759,182542,10838,1587460,13747,1215157,15137,372303,14406,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,172148,1368,16673,2560,3594,1205,13079,2200,155475,2790,122144,3956,33331,4139,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,1085204,2811,242983,12945,51034,7553,191949,12366,842221,12894,605731,13434,236490,10853,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,848373,3527,127785,10345,46202,7027,81583,9113,720588,10176,556853,12814,163735,9441,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,129731,1614,17639,3033,7504,2509,10135,2246,112092,3387,87807,4058,24285,3026,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,8825297,8813,1504746,31970,583498,21188,921248,28827,7320551,31898,5509268,39016,1811283,27622,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,693135,3254,191181,9193,33123,4732,158058,9527,501954,9304,364585,9653,137369,7922,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,723454,1908,99250,6980,25746,4529,73504,7540,624204,7334,455232,9654,168972,8549,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,7285370,9418,1522277,37871,565024,28023,957253,29341,5763093,37542,4319511,37583,1443582,30407,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,1311979,3907,147384,11303,33910,4737,113474,10541,1164595,11441,853151,13715,311444,14753,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,4142438,8057,799866,23093,248801,14981,551065,20625,3342572,25145,2342345,28127,1000227,24016,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,1339067,3452,158083,10445,39939,5937,118144,8552,1180984,10947,903242,13324,277742,10638,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,125155,898,28613,5597,1961,854,26652,5578,96542,5606,56091,4304,40451,4713,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,916391,3029,85107,8466,35661,6957,49446,6076,831284,8321,717052,10392,114232,7957,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,3972026,5797,723189,23075,271529,15707,451660,17658,3248837,23311,2379666,25210,869171,18908,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,1925796,3445,259521,14463,83358,9044,176163,11792,1666275,14675,1302538,16597,363737,13977,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,2529124,5526,485380,19078,107809,9098,377571,16726,2043744,19649,1496033,19667,547711,18456,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,1339557,5255,239604,12099,78501,9064,161103,10694,1099953,13758,816070,13285,283883,12825,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,2583776,5141,424371,15159,111311,8214,313060,14224,2159405,15801,1604373,17417,555032,13918,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,2112972,4271,403427,13752,120262,8235,283165,12729,1709545,13765,1266603,16015,442942,13202,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,462773,2334,57486,5034,19600,3459,37886,4040,405287,5217,317325,6769,87962,5607,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,437390,2669,61058,7051,24240,3943,36818,5726,376332,7228,309008,9006,67324,7538,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,467207,2810,120319,7529,42439,6827,77880,6632,346888,8070,240662,8536,106226,7652,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,296149,1990,34407,5348,8258,2735,26149,5222,261742,5678,205336,6705,56406,4628,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,207599,2454,33216,3026,8240,2174,24976,3277,174383,3771,135360,4021,39023,3593,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,1626117,4372,196892,13185,68314,8248,128578,10325,1429225,13682,1103837,18443,325388,14945,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,198983,1984,34916,4718,8502,2689,26414,4704,164067,4693,118268,5829,45799,5240,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,1609759,3688,318887,14233,121669,10559,197218,11431,1290872,14589,923589,15327,367283,12035,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,1476198,5953,325667,14542,90364,8509,235303,13431,1150531,14912,850196,16276,300335,13533,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,687693,2983,99649,7408,32110,4720,67539,6592,588044,7025,465345,8842,122699,7459,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
