GEO_ID,B18130_001E,B18130_001M,B18130_002E,B18130_002M,B18130_003E,B18130_003M,B18130_004E,B18130_004M,B18130_005E,B18130_005M,B18130_006E,B18130_006M,B18130_007E,B18130_007M,B18130_008E,B18130_008M,B18130_009E,B18130_009M,B18130_010E,B18130_010M,B18130_011E,B18130_011M,B18130_012E,B18130_012M,B18130_013E,B18130_013M,B18130_014E,B18130_014M,B18130_015E,B18130_015M,B18130_016E,B18130_016M,B18130_017E,B18130_017M,B18130_018E,B18130_018M,B18130_019E,B18130_019M,B18130_020E,B18130_020M,B18130_021E,B18130_021M,B18130_022E,B18130_022M,B18130_023E,B18130_023M,B18130_024E,B18130_024M,B18130_025E,B18130_025M,B18130_026E,B18130_026M,B18130_027E,B18130_027M,B18130_028E,B18130_028M,B18130_029E,B18130_029M,B18130_030E,B18130_030M,B18130_031E,B18130_031M,B18130_032E,B18130_032M,B18130_033E,B18130_033M,B18130_034E,B18130_034M,B18130_035E,B18130_035M,B18130_036E,B18130_036M,B18130_037E,B18130_037M,B18130_038E,B18130_038M,B18130_039E,B18130_039M,B18130_040E,B18130_040M,B18130_041E,B18130_041M,B18130_042E,B18130_042M,B18130_043E,B18130_043M,NAME,B18130_001MA,B18130_001EA,B18130_002MA,B18130_002EA,B18130_003MA,B18130_003EA,B18130_004MA,B18130_004EA,B18130_005MA,B18130_005EA,B18130_006MA,B18130_006EA,B18130_007MA,B18130_007EA,B18130_008MA,B18130_008EA,B18130_009MA,B18130_009EA,B18130_010MA,B18130_010EA,B18130_011MA,B18130_011EA,B18130_012MA,B18130_012EA,B18130_013MA,B18130_013EA,B18130_014MA,B18130_014EA,B18130_015MA,B18130_015EA,B18130_016MA,B18130_016EA,B18130_017MA,B18130_017EA,B18130_018EA,B18130_018MA,B18130_019MA,B18130_019EA,B18130_020MA,B18130_020EA,B18130_021EA,B18130_021MA,B18130_022MA,B18130_022EA,B18130_023EA,B18130_023MA,B18130_024EA,B18130_024MA,B18130_025EA,B18130_025MA,B18130_026EA,B18130_026MA,B18130_027EA,B18130_027MA,B18130_028EA,B18130_028MA,B18130_029EA,B18130_029MA,B18130_030EA,B18130_030MA,B18130_031EA,B18130_031MA,B18130_032EA,B18130_032MA,B18130_033EA,B18130_033MA,B18130_034EA,B18130_034MA,B18130_035EA,B18130_035MA,B18130_036EA,B18130_036MA,B18130_037EA,B18130_037MA,B18130_038EA,B18130_038MA,B18130_039EA,B18130_039MA,B18130_040EA,B18130_040MA,B18130_041EA,B18130_041MA,B18130_042EA,B18130_042MA,B18130_043EA,B18130_043MA,state
0400000US08,5555265,3104,331810,2886,1877,808,704,565,1173,545,329933,3019,38604,3891,291329,4735,922305,4158,40497,3143,8060,1892,32437,3107,881808,5061,102119,8316,779689,9739,1337321,5452,78206,4664,18750,2569,59456,3899,1259115,6044,149043,6599,1110072,8946,2170199,4652,230689,8734,50105,4235,180584,7522,1939510,9379,111229,6559,1828281,11581,498474,2327,107023,4134,11149,1552,95874,3973,391451,4287,22332,2615,369119,4406,295156,2264,139690,4316,14917,2213,124773,3909,155466,4041,10480,1820,144986,3901,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,6485781,4621,407790,2929,2314,738,717,366,1597,643,405476,3002,80788,5082,324688,5650,1123692,4881,63101,4646,18169,2500,44932,4087,1060591,6025,175696,9913,884895,11380,1428214,4564,105380,5468,28668,2944,76712,4623,1322834,7149,214880,8452,1107954,9956,2510197,5989,362180,7781,98292,4620,263888,8246,2148017,9538,155252,7937,1992765,12229,604990,3024,157023,5205,16874,2063,140149,5328,447967,6211,27864,2134,420103,5715,410898,2390,197793,4794,19113,2400,178680,4604,213105,5347,16325,1954,196780,5233,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,4320783,3937,265736,3149,1957,710,836,363,1121,603,263779,3205,64491,4808,199288,4608,715182,4279,58780,4744,22699,3519,36081,3091,656402,5876,137684,8533,518718,8629,931126,4828,78038,5706,24234,3104,53804,4058,853088,7727,162521,7841,690567,8823,1699223,4537,336638,8917,103325,5723,233313,7667,1362585,9965,142079,6621,1220506,11603,429925,2348,138639,5171,20706,2315,117933,4572,291286,5183,20249,1979,271037,5444,279591,1924,143131,4207,18012,2208,125119,4323,136460,4386,13521,1668,122939,4249,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4518116,3547,297386,3244,1009,592,446,430,563,396,296377,3343,86095,6013,210282,6944,785353,3827,60029,5512,19364,3292,40665,4421,725324,6805,177313,9557,548011,10788,1017482,5242,80515,6261,22348,2847,58167,5706,936967,8446,190769,9086,746198,12103,1719010,6458,292106,11420,89483,5526,202623,8668,1426904,11780,170924,8436,1255980,12027,427425,3877,125151,5601,21306,2463,103845,5009,302274,6776,28714,2508,273560,6967,271460,3171,140370,4775,22350,2576,118020,4789,131090,4446,14349,1937,116741,4045,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,12439217,4084,749060,2855,4404,1264,1593,778,2811,827,744656,3130,131182,7410,613474,7427,2068921,4038,95287,5201,26774,2810,68513,4333,1973634,6816,297377,13091,1676257,14812,2801200,4740,153738,7011,36949,3937,116789,5842,2647462,8806,380524,11723,2266938,12865,4894500,5171,516616,10781,139589,6140,377027,9340,4377884,11820,324404,10712,4053480,14991,1126004,3381,257176,5806,36501,3242,220675,5950,868828,6818,58432,3290,810396,7251,799532,2728,358916,6581,41251,3229,317665,6279,440616,6754,34178,3160,406438,6816,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,3054586,1660,195530,2312,1534,580,241,191,1293,597,193996,2379,28005,2967,165991,3191,523974,2828,27886,2104,5662,1283,22224,2030,496088,3759,63314,5325,432774,6243,658287,4334,39912,3253,10824,1550,29088,2682,618375,4848,103289,5998,515086,7136,1161090,4686,133032,5274,31802,2879,101230,4743,1028058,6814,63764,3997,964294,7433,295306,1869,62819,2932,5446,827,57373,2863,232487,3138,10611,1321,221876,3341,220399,1387,97607,3552,10353,1362,87254,3444,122792,3479,10193,1341,112599,3271,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1310916,1744,61329,1295,687,571,0,192,687,571,60642,1380,7995,1709,52647,2184,190756,2008,10624,1625,1922,601,8702,1468,180132,2373,16913,3004,163219,3741,268240,2044,21966,2336,4299,1081,17667,2303,246274,3273,23789,2457,222485,3792,553656,2068,67957,4287,13291,2174,54666,4035,485699,4596,18922,2288,466777,4947,144574,1374,30760,2380,2156,826,28604,2135,113814,2801,5530,1158,108284,3094,92361,1008,41553,2547,2414,755,39139,2355,50808,2432,2989,829,47819,2430,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,2922262,2564,185545,2592,1248,600,406,291,842,490,184297,2682,53224,4564,131073,4935,505294,3490,39996,3515,13900,2609,26096,2849,465298,4280,103239,7697,362059,8592,639992,4834,54414,3755,15912,2261,38502,3257,585578,6096,116566,7284,469012,8025,1100539,5160,219967,6848,64391,4766,155576,6487,880572,7627,86523,6016,794049,9072,292460,2882,95265,4604,14479,2086,80786,4078,197195,4193,17342,1796,179853,4393,198432,1870,110181,3182,11417,1715,98764,3856,88251,3391,7044,1129,81207,3353,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,937739,1670,52630,1047,732,534,213,342,519,440,51898,1170,9861,2132,42037,2468,146222,1003,8801,1800,1952,754,6849,1733,137421,1993,25257,3694,112164,4084,195598,1512,13583,2288,3220,1200,10363,1841,182015,2303,26447,3691,155568,4615,366402,1555,46980,3857,12479,2123,34501,3287,319422,3944,26851,3059,292571,4554,106931,1215,24856,1943,2382,814,22474,1803,82075,2147,4377,918,77698,2338,69956,1111,29771,2188,1844,655,27927,2109,40185,1974,2269,597,37916,1974,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,5486021,2678,349748,2063,2845,886,127,99,2718,871,346903,2273,42706,3543,304197,3843,930186,2843,43099,3218,7794,1521,35305,3063,887087,4233,98875,7129,788212,6357,1201227,3127,70611,3871,17044,2135,53567,3318,1130616,4720,140195,6085,990421,6244,2146508,3643,222955,6738,55515,3246,167440,5892,1923553,7433,101718,5988,1821835,8738,505561,2438,106712,4023,13449,1709,93263,3882,398849,4346,20449,1632,378400,4744,352791,1828,158096,4394,17822,1960,140274,4128,194695,4033,13334,1255,181361,3938,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
