GEO_ID,B01001D_001E,B01001D_001M,B01001D_002E,B01001D_002M,B01001D_003E,B01001D_003M,B01001D_004E,B01001D_004M,B01001D_005E,B01001D_005M,B01001D_006E,B01001D_006M,B01001D_007E,B01001D_007M,B01001D_008E,B01001D_008M,B01001D_009E,B01001D_009M,B01001D_010E,B01001D_010M,B01001D_011E,B01001D_011M,B01001D_012E,B01001D_012M,B01001D_013E,B01001D_013M,B01001D_014E,B01001D_014M,B01001D_015E,B01001D_015M,B01001D_016E,B01001D_016M,B01001D_017E,B01001D_017M,B01001D_018E,B01001D_018M,B01001D_019E,B01001D_019M,B01001D_020E,B01001D_020M,B01001D_021E,B01001D_021M,B01001D_022E,B01001D_022M,B01001D_023E,B01001D_023M,B01001D_024E,B01001D_024M,B01001D_025E,B01001D_025M,B01001D_026E,B01001D_026M,B01001D_027E,B01001D_027M,B01001D_028E,B01001D_028M,B01001D_029E,B01001D_029M,B01001D_030E,B01001D_030M,B01001D_031E,B01001D_031M,NAME,B01001D_001EA,B01001D_001MA,B01001D_002MA,B01001D_002EA,B01001D_003MA,B01001D_003EA,B01001D_004MA,B01001D_004EA,B01001D_005MA,B01001D_005EA,B01001D_006EA,B01001D_006MA,B01001D_007EA,B01001D_007MA,B01001D_008MA,B01001D_008EA,B01001D_009MA,B01001D_009EA,B01001D_010MA,B01001D_010EA,B01001D_011MA,B01001D_011EA,B01001D_012EA,B01001D_012MA,B01001D_013MA,B01001D_013EA,B01001D_014MA,B01001D_014EA,B01001D_015MA,B01001D_015EA,B01001D_016MA,B01001D_016EA,B01001D_017MA,B01001D_017EA,B01001D_018EA,B01001D_018MA,B01001D_019EA,B01001D_019MA,B01001D_020EA,B01001D_020MA,B01001D_021MA,B01001D_021EA,B01001D_022MA,B01001D_022EA,B01001D_023EA,B01001D_023MA,B01001D_024MA,B01001D_024EA,B01001D_025MA,B01001D_025EA,B01001D_026MA,B01001D_026EA,B01001D_027MA,B01001D_027EA,B01001D_028EA,B01001D_028MA,B01001D_029EA,B01001D_029MA,B01001D_030EA,B01001D_030MA,B01001D_031MA,B01001D_031EA,state
0400000US08,180277,5175,80387,3347,4470,972,4284,998,5939,1335,2230,649,2531,796,6244,1046,7569,815,8063,849,13741,939,11131,802,6631,667,5417,584,1748,422,389,293,99890,3123,4823,836,4414,740,6434,1155,3755,810,1835,637,7527,1362,9393,923,9578,703,16020,1209,14030,1214,10665,717,7998,767,2233,627,1185,473,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,154220,5521,75733,3490,5038,1008,4650,1056,4137,1042,2582,1064,4986,1156,10430,1491,8190,1463,6835,1239,10196,1324,9511,1308,4996,1101,2456,625,1555,585,171,188,78487,3602,3506,707,5636,1284,4540,1063,2470,754,4214,1122,6897,1202,7837,1310,6928,1322,12441,1501,10925,1348,5689,939,5251,1100,1279,520,874,438,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,65300,3463,29921,1963,2162,698,2053,542,1959,770,1030,287,1035,532,2754,673,2560,591,2847,760,4824,985,4648,945,2137,454,1603,610,197,110,112,138,35379,2516,1699,588,1305,391,3373,817,1805,721,879,496,3157,846,2571,663,3622,934,6150,1216,5165,1098,2624,776,1846,601,1007,438,176,169,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,76255,3102,37271,2197,1456,518,2281,679,2568,757,1574,626,1408,714,3295,838,4338,912,3251,774,4612,882,5197,1225,3974,759,2044,645,1178,425,95,111,38984,1918,2039,677,1462,579,2235,744,1266,475,1521,696,2356,724,3140,869,3469,618,7254,1064,5486,928,4239,765,3105,884,1194,529,218,298,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,717938,6617,344244,3961,17340,1453,21067,1827,19961,1669,11051,902,10273,1338,26083,1994,29724,1378,32879,1430,57333,1679,44588,1328,34235,1466,25939,987,11273,899,2498,829,373694,4724,16897,1499,21160,1853,19099,1882,12552,824,9635,1238,25423,1591,31348,1228,33521,1125,62480,1492,50318,1156,40545,1125,30688,1165,15329,1171,4699,1077,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,79971,3082,38009,2184,2250,548,1983,582,2709,755,1215,476,1648,652,5488,964,3405,711,4194,1185,6582,1244,4655,968,2741,656,619,387,520,340,0,163,41962,2145,1941,725,2617,928,2091,624,2166,702,1647,551,4251,966,4291,973,2871,888,7998,1127,5502,1008,2750,608,2162,696,1393,612,282,237,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,36048,2303,15215,1353,555,310,970,406,654,354,528,260,173,151,1974,379,1674,527,1408,399,2591,783,2369,493,1541,587,473,362,305,339,0,192,20833,1699,1134,636,1413,572,1947,685,723,446,620,400,1389,739,1951,675,1874,667,3822,787,2415,484,2124,508,602,325,714,266,105,108,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,47548,2631,21885,2175,782,483,1280,738,1458,697,592,416,367,349,2708,1143,2707,930,1637,688,3398,807,3002,962,2819,856,823,382,312,309,0,201,25663,1958,1439,489,1729,696,1547,646,1030,569,1189,660,1729,679,2470,970,3186,1019,3753,779,3106,861,2384,685,1703,696,346,284,52,114,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,39023,1595,18072,987,1270,153,891,334,1283,358,386,277,394,285,896,376,1382,451,1838,310,3923,431,2077,441,1909,173,1091,363,659,321,73,88,20951,923,1032,366,1445,481,1147,511,869,286,655,357,1106,396,1859,287,2014,205,3600,449,2545,369,2083,311,1772,432,766,346,58,94,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,273126,4461,133879,3039,9786,775,10814,1351,10687,1400,6125,635,4169,686,12089,1158,14665,1111,14483,827,20186,891,14914,968,8773,775,4660,577,1978,338,550,276,139247,2902,10140,848,9101,1320,10582,1285,5395,616,5090,581,10558,1031,14307,806,14892,931,23333,1196,16138,999,9738,894,6342,891,2416,584,1215,494,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
