GEO_ID,B25125_001E,B25125_001M,B25125_002E,B25125_002M,B25125_003E,B25125_003M,B25125_004E,B25125_004M,B25125_005E,B25125_005M,B25125_006E,B25125_006M,B25125_007E,B25125_007M,B25125_008E,B25125_008M,B25125_009E,B25125_009M,B25125_010E,B25125_010M,B25125_011E,B25125_011M,B25125_012E,B25125_012M,B25125_013E,B25125_013M,B25125_014E,B25125_014M,B25125_015E,B25125_015M,B25125_016E,B25125_016M,B25125_017E,B25125_017M,B25125_018E,B25125_018M,B25125_019E,B25125_019M,B25125_020E,B25125_020M,B25125_021E,B25125_021M,B25125_022E,B25125_022M,B25125_023E,B25125_023M,B25125_024E,B25125_024M,B25125_025E,B25125_025M,B25125_026E,B25125_026M,B25125_027E,B25125_027M,B25125_028E,B25125_028M,B25125_029E,B25125_029M,B25125_030E,B25125_030M,B25125_031E,B25125_031M,B25125_032E,B25125_032M,B25125_033E,B25125_033M,B25125_034E,B25125_034M,B25125_035E,B25125_035M,B25125_036E,B25125_036M,B25125_037E,B25125_037M,B25125_038E,B25125_038M,B25125_039E,B25125_039M,B25125_040E,B25125_040M,B25125_041E,B25125_041M,B25125_042E,B25125_042M,B25125_043E,B25125_043M,B25125_044E,B25125_044M,B25125_045E,B25125_045M,NAME,B25125_001MA,B25125_001EA,B25125_002MA,B25125_002EA,B25125_003MA,B25125_003EA,B25125_004MA,B25125_004EA,B25125_005MA,B25125_005EA,B25125_006MA,B25125_006EA,B25125_007MA,B25125_007EA,B25125_008MA,B25125_008EA,B25125_009MA,B25125_009EA,B25125_010EA,B25125_010MA,B25125_011EA,B25125_011MA,B25125_012MA,B25125_012EA,B25125_013MA,B25125_013EA,B25125_014MA,B25125_014EA,B25125_015MA,B25125_015EA,B25125_016MA,B25125_016EA,B25125_017MA,B25125_017EA,B25125_018MA,B25125_018EA,B25125_019MA,B25125_019EA,B25125_020MA,B25125_020EA,B25125_021EA,B25125_021MA,B25125_022MA,B25125_022EA,B25125_023MA,B25125_023EA,B25125_024MA,B25125_024EA,B25125_025MA,B25125_025EA,B25125_026MA,B25125_026EA,B25125_027MA,B25125_027EA,B25125_028MA,B25125_028EA,B25125_029MA,B25125_029EA,B25125_030MA,B25125_030EA,B25125_031MA,B25125_031EA,B25125_032EA,B25125_032MA,B25125_033EA,B25125_033MA,B25125_034EA,B25125_034MA,B25125_035MA,B25125_035EA,B25125_036MA,B25125_036EA,B25125_037MA,B25125_037EA,B25125_038MA,B25125_038EA,B25125_039MA,B25125_039EA,B25125_040MA,B25125_040EA,B25125_041MA,B25125_041EA,B25125_042MA,B25125_042EA,B25125_043EA,B25125_043MA,B25125_044EA,B25125_044MA,B25125_045MA,B25125_045EA,state
0400000US08,2176757,7548,1417981,9500,166206,5471,140206,5339,4630,1272,7241,1636,2832,875,1826,637,9471,2004,850826,8727,772463,8901,10765,1960,18125,2105,6059,1582,4298,1066,39116,3344,400949,5810,358182,5604,6427,1089,9021,1620,5711,1150,5397,939,16211,1769,758776,10471,310979,6860,87512,4777,35820,3199,91538,5735,43357,3341,43412,3135,9340,2173,348944,9012,140155,6094,38045,3505,76495,4750,42499,4688,36948,3181,14802,2267,98853,4660,25783,2331,8901,1375,17608,2143,12140,1751,31483,2708,2938,830,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,2599169,10447,1791749,12877,223604,6420,210387,6659,1595,619,1400,630,472,336,39,66,9711,1712,1033673,10471,978460,10487,5775,1095,2087,700,656,389,649,455,46046,3147,534472,5645,500481,5703,5907,1091,2848,833,985,611,561,329,23690,2120,807420,11150,307135,8186,107951,6397,52583,3877,97120,4795,20368,2546,16124,1993,12989,1892,374948,9017,180533,6964,59356,4228,81338,4799,16659,1979,16539,2126,20523,2589,125337,4564,36347,2473,19995,2383,26548,2626,12516,1622,25668,2644,4263,856,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,1732713,8718,1167729,12565,129317,4662,109371,4008,960,485,1962,672,189,168,242,238,16593,2263,663449,8608,576016,9148,3750,852,3442,1059,525,333,617,349,79099,4066,374963,5339,331962,5304,3116,798,3872,1087,881,404,909,386,34223,2357,564984,10983,203807,6750,72795,4921,43632,3863,54533,3778,8648,1912,6159,1235,18040,2056,278120,8280,121748,4995,54533,3776,53806,4124,9559,1709,6782,1303,31692,3110,83057,4131,31309,3157,13169,1890,15503,2085,5842,1127,11233,1685,6001,1157,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1737220,10627,1137524,12385,129876,5649,104589,5320,1316,614,736,432,103,134,99,90,23033,2606,642987,10438,549991,9895,3815,958,1631,747,963,408,922,465,85665,5949,364661,5680,320727,5724,5106,1118,1297,613,483,271,1529,642,35519,2703,599696,11233,211022,7333,73801,5032,48709,4452,37699,3602,13077,2156,15074,2458,22662,3291,306356,8988,146319,5918,60337,4605,39096,3747,12347,2000,17164,2053,31093,3223,82318,3734,34707,3045,14083,1958,9968,1657,4857,1089,11783,1718,6920,1156,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,4864864,12677,3210113,17405,333085,8983,260771,7638,19212,2050,20155,2153,7125,1431,14944,1986,10878,1636,1899637,11342,1663947,12390,80194,3838,50869,3471,21673,2118,41669,3329,41285,3155,977391,7811,827422,7997,51525,3329,23825,2353,18339,2057,32755,2923,23525,2026,1654751,16516,596329,12396,133999,6659,145233,6640,170007,6502,51767,3466,84549,5376,10774,1766,793773,12009,262442,8846,201083,8329,185445,8173,48578,4687,81647,5285,14578,2237,264649,7599,50874,3056,57436,3993,43902,3430,25449,2604,82945,4286,4043,912,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,1267873,7772,903751,8439,122517,4479,112670,4373,1409,666,1061,471,471,325,82,132,6824,1224,508742,6966,483178,6793,3705,1537,3333,933,558,363,90,76,17878,1956,272492,3753,253196,3963,3519,785,1818,550,2115,501,1431,575,10413,1191,364122,7753,143885,4750,55575,3679,23296,2660,36696,2996,16277,2204,8239,1419,3802,1038,154570,5340,75998,3661,23016,2146,32148,3015,13188,1850,5785,1235,4435,1115,65667,3621,16369,1595,11699,1625,11367,1442,13066,1910,11505,1534,1661,488,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,531212,5670,378742,6605,32180,2767,26471,2455,1515,597,656,350,248,180,334,356,2956,989,230314,4328,205049,4409,6201,1459,2380,741,2192,760,267,252,14225,1929,116248,3195,99185,3072,4720,1088,1599,547,1407,549,691,290,8646,1557,152470,5181,49127,3379,8886,1318,16469,2397,13601,1894,5961,1263,2850,904,1360,871,73803,4110,18106,2227,24463,2515,15672,1876,7770,1313,4671,1393,3121,1000,29540,2561,3527,693,5213,965,6712,1438,6729,1291,6579,1096,780,441,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,1156347,7393,760401,8395,82694,4251,72675,4165,305,355,327,467,149,191,161,249,9077,1382,419727,6631,366329,6870,1580,644,447,258,50,90,387,340,50934,3804,257980,3958,228365,4618,1380,694,422,262,0,201,130,125,27683,2499,395946,7521,153352,6202,63366,4508,26262,3052,41504,4078,6194,1555,5321,1141,10705,1919,185736,5290,96957,4369,30433,2816,29512,2861,6488,1640,5669,1304,16677,2275,56858,3506,22220,1936,11634,1533,8190,1363,3517,986,6781,1551,4516,965,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,367671,3933,261145,4466,23097,2211,19560,2048,105,175,547,495,74,129,131,89,2680,1019,146715,3796,132404,3652,370,226,1279,548,360,213,704,492,11598,1822,91333,2370,81249,2310,448,219,902,370,720,338,631,323,7383,1244,106526,4571,35177,2779,13431,2426,4281,1128,11751,1847,1574,641,2261,674,1879,873,54924,3803,27481,2954,5483,1367,13149,1915,2274,910,2744,969,3793,1222,16425,1998,4456,1081,1361,517,3913,1010,618,321,5215,1226,862,501,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,2194452,6925,1567939,9341,198398,5032,183957,4870,3093,723,2572,719,997,460,1680,625,6099,1045,937243,7629,882481,7512,9161,1502,5088,1112,3720,869,8015,1271,28778,1957,432298,4635,391850,4657,5584,846,4659,990,5174,1008,12493,1573,12538,1163,626513,8243,242154,5744,63916,3658,32676,2821,48198,3460,40857,3232,53563,2915,2944,657,264224,7626,87128,4309,32170,2781,46893,3174,41713,2847,48884,4258,7436,1319,120135,4330,18267,1715,7053,1312,15380,1787,26474,2198,51823,3367,1138,423,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
