GEO_ID,B25096_001E,B25096_001M,B25096_002E,B25096_002M,B25096_003E,B25096_003M,B25096_004E,B25096_004M,B25096_005E,B25096_005M,B25096_006E,B25096_006M,B25096_007E,B25096_007M,B25096_008E,B25096_008M,B25096_009E,B25096_009M,B25096_010E,B25096_010M,B25096_011E,B25096_011M,B25096_012E,B25096_012M,B25096_013E,B25096_013M,B25096_014E,B25096_014M,B25096_015E,B25096_015M,B25096_016E,B25096_016M,B25096_017E,B25096_017M,B25096_018E,B25096_018M,B25096_019E,B25096_019M,B25096_020E,B25096_020M,B25096_021E,B25096_021M,NAME,B25096_001MA,B25096_001EA,B25096_002EA,B25096_002MA,B25096_003EA,B25096_003MA,B25096_004EA,B25096_004MA,B25096_005MA,B25096_005EA,B25096_006EA,B25096_006MA,B25096_007EA,B25096_007MA,B25096_008EA,B25096_008MA,B25096_009EA,B25096_009MA,B25096_010EA,B25096_010MA,B25096_011EA,B25096_011MA,B25096_012EA,B25096_012MA,B25096_013EA,B25096_013MA,B25096_014EA,B25096_014MA,B25096_015EA,B25096_015MA,B25096_016EA,B25096_016MA,B25096_017EA,B25096_017MA,B25096_018EA,B25096_018MA,B25096_019EA,B25096_019MA,B25096_020EA,B25096_020MA,B25096_021EA,B25096_021MA,state
0400000US08,1417981,9500,994356,9931,14187,1918,17630,2088,30791,2554,60997,4273,180365,5324,413877,9152,184283,6238,56966,3303,35260,2570,423625,8439,34867,2799,23282,2295,20521,2174,27226,2243,71419,2715,138026,4930,65470,3544,22250,2432,20564,2116,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,1791749,12877,1166290,13091,52303,2983,234396,6203,275483,6045,226575,7032,208090,6798,127502,5321,28818,2654,8034,1414,5089,1065,625459,8925,93832,4379,142045,5690,118689,4625,102681,4765,91172,4453,50796,3315,14636,1664,5388,1100,6220,1341,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,1167729,12565,661520,10687,32650,2673,112746,5010,144994,5590,132900,4902,128419,4604,81113,4092,19345,1973,5451,1001,3902,830,506209,9323,105116,4631,112533,4815,84215,4588,73799,3578,71027,3987,40026,3203,10829,1453,3374,814,5290,983,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1137524,12385,593733,12573,26269,2801,70644,4943,106646,5722,125517,5182,143889,6528,90015,4659,19935,2091,5601,1358,5217,1247,543791,9848,101958,5420,101048,5510,75580,3962,87734,4868,92293,4629,59244,3530,16121,2129,3919,841,5894,1026,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,3210113,17405,2002424,16877,64155,2980,233333,5772,278481,7948,324980,8400,478194,9419,409749,8623,131301,5212,41771,2820,40460,3295,1207689,14489,128426,5481,188938,5905,173445,6250,186893,6492,241834,7401,192673,5786,54545,3267,18829,2131,22106,2164,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,903751,8439,543108,7724,24296,1769,102701,3951,118813,4712,100759,4897,108570,4204,71618,4274,12222,1467,2396,701,1733,556,360643,6410,53138,3310,77810,3175,67610,3096,51629,2809,62600,3439,36054,2091,6035,1058,3012,685,2755,654,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,378742,6605,242076,6742,4085,999,6493,1406,18480,1791,30618,2674,77646,3869,80736,4310,16962,2066,4012,1005,3044,822,136666,5000,12144,1615,10082,1386,11558,1427,16387,1655,35726,2934,35711,2489,9538,1339,2411,610,3109,852,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,760401,8395,410135,8138,25906,2354,88898,4503,93493,5375,76754,5137,68055,4042,42065,3237,7997,1507,3907,889,3060,1089,350266,7304,75838,4351,87701,5100,57729,3407,47029,2979,44892,3113,23679,2077,6851,1404,2400,767,4147,1253,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,261145,4466,165425,4301,2690,805,4764,1044,11482,1596,26305,2300,52503,3704,53229,2874,8937,1238,3016,565,2499,673,95720,3582,12330,1670,5828,1227,7895,1253,11719,1322,24714,2281,24251,2008,5533,1005,971,359,2479,723,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,1567939,9341,1024974,8815,22770,1767,54159,2228,107517,3659,173099,5816,316484,6847,256265,7440,66479,3055,17073,1653,11128,1245,542965,7124,46749,2132,50893,2268,63597,3313,86630,3258,143231,3843,109642,3397,26483,2080,8767,1255,6973,940,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
