GEO_ID,B25128_001E,B25128_001M,B25128_002E,B25128_002M,B25128_003E,B25128_003M,B25128_004E,B25128_004M,B25128_005E,B25128_005M,B25128_006E,B25128_006M,B25128_007E,B25128_007M,B25128_008E,B25128_008M,B25128_009E,B25128_009M,B25128_010E,B25128_010M,B25128_011E,B25128_011M,B25128_012E,B25128_012M,B25128_013E,B25128_013M,B25128_014E,B25128_014M,B25128_015E,B25128_015M,B25128_016E,B25128_016M,B25128_017E,B25128_017M,B25128_018E,B25128_018M,B25128_019E,B25128_019M,B25128_020E,B25128_020M,B25128_021E,B25128_021M,B25128_022E,B25128_022M,B25128_023E,B25128_023M,B25128_024E,B25128_024M,B25128_025E,B25128_025M,B25128_026E,B25128_026M,B25128_027E,B25128_027M,B25128_028E,B25128_028M,B25128_029E,B25128_029M,B25128_030E,B25128_030M,B25128_031E,B25128_031M,B25128_032E,B25128_032M,B25128_033E,B25128_033M,B25128_034E,B25128_034M,B25128_035E,B25128_035M,B25128_036E,B25128_036M,B25128_037E,B25128_037M,B25128_038E,B25128_038M,B25128_039E,B25128_039M,B25128_040E,B25128_040M,B25128_041E,B25128_041M,B25128_042E,B25128_042M,B25128_043E,B25128_043M,B25128_044E,B25128_044M,B25128_045E,B25128_045M,NAME,B25128_001MA,B25128_001EA,B25128_002MA,B25128_002EA,B25128_003MA,B25128_003EA,B25128_004MA,B25128_004EA,B25128_005MA,B25128_005EA,B25128_006MA,B25128_006EA,B25128_007EA,B25128_007MA,B25128_008EA,B25128_008MA,B25128_009MA,B25128_009EA,B25128_010MA,B25128_010EA,B25128_011MA,B25128_011EA,B25128_012MA,B25128_012EA,B25128_013MA,B25128_013EA,B25128_014MA,B25128_014EA,B25128_015MA,B25128_015EA,B25128_016EA,B25128_016MA,B25128_017MA,B25128_017EA,B25128_018EA,B25128_018MA,B25128_019MA,B25128_019EA,B25128_020MA,B25128_020EA,B25128_021MA,B25128_021EA,B25128_022MA,B25128_022EA,B25128_023MA,B25128_023EA,B25128_024MA,B25128_024EA,B25128_025MA,B25128_025EA,B25128_026EA,B25128_026MA,B25128_027EA,B25128_027MA,B25128_028MA,B25128_028EA,B25128_029EA,B25128_029MA,B25128_030EA,B25128_030MA,B25128_031MA,B25128_031EA,B25128_032MA,B25128_032EA,B25128_033MA,B25128_033EA,B25128_034MA,B25128_034EA,B25128_035MA,B25128_035EA,B25128_036MA,B25128_036EA,B25128_037MA,B25128_037EA,B25128_038MA,B25128_038EA,B25128_039MA,B25128_039EA,B25128_040EA,B25128_040MA,B25128_041MA,B25128_041EA,B25128_042MA,B25128_042EA,B25128_043MA,B25128_043EA,B25128_044MA,B25128_044EA,B25128_045MA,B25128_045EA,state
0400000US08,2176757,7548,1417981,9500,166206,5471,58322,3750,55253,3538,40689,2670,9709,1658,1804,661,429,378,850826,8727,85131,4166,129867,5025,199006,5848,271603,7361,122048,5885,43171,3070,400949,5810,19894,2107,28399,2645,50827,2987,97803,3724,81445,4235,122581,4164,758776,10471,310979,6860,187885,6893,84290,4657,33105,3397,4354,1352,551,435,794,552,348944,9012,122570,6557,92036,5498,87565,4700,37976,3017,5968,1336,2829,1043,98853,4660,25188,2640,18993,1896,27755,2476,18324,1988,5691,1218,2902,756,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,2599169,10447,1791749,12877,223604,6420,66873,3359,67681,4235,65993,4371,19509,2207,2495,780,1053,459,1033673,10471,83113,4877,113462,4934,204662,7717,347103,7760,189238,6105,96095,4199,534472,5645,16714,1930,26322,2337,48288,3317,113734,5140,99088,4335,230326,5788,807420,11150,307135,8186,191866,6918,77514,5999,32151,3008,4143,998,1372,657,89,108,374948,9017,129059,6025,97887,5078,90034,5309,44703,3609,7731,1484,5534,1128,125337,4564,28581,2566,26445,2501,29515,2557,24565,2294,8171,1329,8060,1276,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,1732713,8718,1167729,12565,129317,4662,38383,2936,41448,3286,37961,2807,9595,1449,1477,589,453,328,663449,8608,50840,3466,72572,4390,119973,5078,225168,5843,128390,4842,66506,3621,374963,5339,11384,1796,17175,1831,34682,2686,79416,4070,74834,3325,157472,5019,564984,10983,203807,6750,120305,5343,52126,4044,25742,2540,4209,1174,1099,530,326,264,278120,8280,88511,5267,69659,4698,67056,4446,38895,3154,9121,1439,4878,970,83057,4131,16842,2208,15991,2223,17159,1499,19236,2144,5837,1269,7992,1469,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1737220,10627,1137524,12385,129876,5649,31062,3568,41521,3621,41985,3403,12195,2245,2365,813,748,487,642987,10438,43349,3344,66388,4556,122632,5124,224629,6567,118088,5617,67901,4201,364661,5680,11412,1833,13973,1883,26248,2515,74491,3670,70018,3903,168519,5327,599696,11233,211022,7333,107923,5460,69524,4439,26836,3098,4685,1333,919,559,1135,709,306356,8988,96650,5929,77676,5264,67768,3940,45420,2886,10573,1869,8269,1206,82318,3734,13813,1861,15779,2102,17673,2038,18546,2403,7577,1165,8930,1445,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,4864864,12677,3210113,17405,333085,8983,97605,5340,102131,4726,100884,3716,26422,2406,4998,1233,1045,429,1899637,11342,143567,6181,194185,6713,348909,8603,671636,12955,373496,7896,167844,5788,977391,7811,29179,2309,37687,2901,69412,3269,191265,6112,200583,7223,449265,7563,1654751,16516,596329,12396,324776,9262,170794,8342,80320,4785,15237,2448,4301,1216,901,495,793773,12009,217006,8229,198268,7941,212033,7584,122796,6370,28202,2651,15468,2083,264649,7599,47686,3443,44307,3588,66304,4187,64498,4456,19894,2150,21960,2388,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,1267873,7772,903751,8439,122517,4479,35835,3363,37000,2938,38708,3210,9470,1204,613,297,891,591,508742,6966,35908,2825,54275,3046,103726,5011,172534,6094,93774,4109,48525,2410,272492,3753,9306,1335,12466,1460,24400,2200,56529,2611,51250,2885,118541,3464,364122,7753,143885,4750,85751,4103,36161,3474,17514,2115,3770,955,640,345,49,68,154570,5340,50160,3359,36548,3223,37316,2524,23186,2182,4695,907,2665,677,65667,3621,15827,2137,14148,1409,16073,1945,11580,1431,4624,844,3415,698,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,531212,5670,378742,6605,32180,2767,9521,1510,11387,1357,8407,1371,2364,859,362,315,139,99,230314,4328,17677,1953,26722,2507,39555,2896,77823,3693,46633,2391,21904,1979,116248,3195,4521,1029,6564,921,11965,1448,25317,2234,18687,1820,49194,2527,152470,5181,49127,3379,27087,2616,13846,1864,7519,1341,600,390,55,87,20,33,73803,4110,20746,2824,18385,2298,19785,2157,10635,2135,3109,994,1143,526,29540,2561,6709,1320,5933,1013,7463,1405,5549,1121,2560,800,1326,538,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,1156347,7393,760401,8395,82694,4251,23591,2296,22279,2340,25040,2337,9824,1675,1542,822,418,373,419727,6631,35744,2994,52060,3412,86416,4935,142561,4673,70295,3704,32651,2577,257980,3958,10220,1537,14177,1726,26449,1921,65961,3516,50814,3138,90359,3870,395946,7521,153352,6202,87626,5212,43655,3492,17568,2230,3548,959,587,446,368,365,185736,5290,61876,3951,47342,3685,44471,3679,23583,2588,5593,1249,2871,883,56858,3506,13520,1946,9559,1483,14238,1791,10730,1522,3355,871,5456,1136,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,367671,3933,261145,4466,23097,2211,6291,1058,6994,1256,7241,1520,2107,1004,325,338,139,164,146715,3796,14238,1769,16708,2067,25795,2305,51701,3501,26640,2606,11633,1664,91333,2370,2943,799,5498,989,11301,1356,23280,1759,15565,1786,32746,2146,106526,4571,35177,2779,18706,2385,9158,1671,6470,1704,674,415,87,149,82,105,54924,3803,15367,2196,14444,1935,15356,2139,8030,1511,1338,636,389,300,16425,1998,3174,872,3107,873,4328,1110,4379,1086,601,302,836,347,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,2194452,6925,1567939,9341,198398,5032,59544,3125,65511,3327,57155,2541,13638,1593,1814,554,736,243,937243,7629,73208,3172,103535,4530,175224,4941,305308,6361,188419,4611,91549,3264,432298,4635,13679,1268,21866,2182,37546,2159,83482,3247,85968,2983,189757,4374,626513,8243,242154,5744,129968,5287,74547,3861,32669,2825,3790,782,1084,431,96,61,264224,7626,75844,4259,67835,3928,74762,3963,34760,3109,7744,1225,3279,720,120135,4330,27828,2351,28197,2357,29402,2724,22170,2003,5694,1050,6844,1045,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
