GEO_ID,B06009_001E,B06009_001M,B06009_002E,B06009_002M,B06009_003E,B06009_003M,B06009_004E,B06009_004M,B06009_005E,B06009_005M,B06009_006E,B06009_006M,B06009_007E,B06009_007M,B06009_008E,B06009_008M,B06009_009E,B06009_009M,B06009_010E,B06009_010M,B06009_011E,B06009_011M,B06009_012E,B06009_012M,B06009_013E,B06009_013M,B06009_014E,B06009_014M,B06009_015E,B06009_015M,B06009_016E,B06009_016M,B06009_017E,B06009_017M,B06009_018E,B06009_018M,B06009_019E,B06009_019M,B06009_020E,B06009_020M,B06009_021E,B06009_021M,B06009_022E,B06009_022M,B06009_023E,B06009_023M,B06009_024E,B06009_024M,B06009_025E,B06009_025M,B06009_026E,B06009_026M,B06009_027E,B06009_027M,B06009_028E,B06009_028M,B06009_029E,B06009_029M,B06009_030E,B06009_030M,NAME,B06009_001MA,B06009_001EA,B06009_002MA,B06009_002EA,B06009_003MA,B06009_003EA,B06009_004EA,B06009_004MA,B06009_005EA,B06009_005MA,B06009_006MA,B06009_006EA,B06009_007MA,B06009_007EA,B06009_008MA,B06009_008EA,B06009_009MA,B06009_009EA,B06009_010MA,B06009_010EA,B06009_011EA,B06009_011MA,B06009_012EA,B06009_012MA,B06009_013EA,B06009_013MA,B06009_014MA,B06009_014EA,B06009_015MA,B06009_015EA,B06009_016EA,B06009_016MA,B06009_017MA,B06009_017EA,B06009_018EA,B06009_018MA,B06009_019MA,B06009_019EA,B06009_020MA,B06009_020EA,B06009_021EA,B06009_021MA,B06009_022EA,B06009_022MA,B06009_023EA,B06009_023MA,B06009_024MA,B06009_024EA,B06009_025MA,B06009_025EA,B06009_026EA,B06009_026MA,B06009_027EA,B06009_027MA,B06009_028MA,B06009_028EA,B06009_029MA,B06009_029EA,B06009_030MA,B06009_030EA,state
0400000US08,3900287,4963,317116,10676,812615,16824,1145007,20486,1013989,14602,611560,11164,1162045,16360,82502,5606,321841,11225,379275,9753,262239,8059,116188,5477,2197803,17407,92966,6663,374069,11365,657184,14378,655580,11372,418004,10013,68223,4382,4838,1526,14741,2340,18914,2358,17814,1926,11916,1708,472216,13388,136810,8162,101964,6481,89634,6082,78356,4714,65452,3976,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,4467893,5468,491834,12470,1480040,18309,1284953,16754,771811,14407,439255,12510,2779813,16671,275593,10211,1014483,14434,821705,14628,455207,12116,212825,7972,1366263,17684,131470,6447,390496,9502,409877,10703,262605,9375,171815,6863,33872,3573,4828,1323,8652,1745,11509,2124,4901,1143,3982,1024,287945,9050,79943,5207,66409,4799,41862,4169,49098,4477,50633,4490,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,3039414,5069,401064,10290,990911,13404,893654,13721,442090,9338,311695,9131,1969266,15048,278008,8478,704459,12718,574251,11711,246466,7369,166082,6348,909881,14137,86859,5047,249498,8056,284944,8539,168563,6621,120017,5442,25631,2200,2158,718,6038,1308,9360,1349,4345,1043,3730,934,134636,5705,34039,3581,30916,3046,25099,2958,22716,2538,21866,2541,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3125733,6646,442559,13418,1071772,18924,852749,16829,496634,11075,262019,8250,2326956,15346,347259,10988,850810,16315,632919,16235,332339,9545,163629,6912,614543,11824,51500,4027,171278,7324,182188,8120,131171,5930,78406,4304,24362,3309,2287,933,7822,2155,6665,1459,6011,1440,1577,741,159872,6672,41513,3731,41862,4474,30977,3431,27113,3087,18407,2506,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,8706376,5516,914782,15662,2269285,22474,2469625,22218,1833666,19837,1219018,17723,5171658,20667,356272,9423,1482213,17921,1686654,17667,1041718,14534,604801,13248,1816258,18031,131485,5480,373452,9813,471982,10867,470983,10184,368356,9482,114655,6936,20098,2262,31521,3811,27824,3032,20706,2431,14506,2136,1603805,16278,406927,11565,382099,12896,283165,8634,300259,8314,231355,7054,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,2104792,4251,162649,6432,649269,9810,682334,9528,413442,8907,197098,7399,1404084,9704,80507,3992,475758,7909,477297,8721,266599,7106,103923,4758,550165,9444,39207,2646,139576,6049,174639,5777,125742,5251,71001,4024,12622,1848,1541,741,2662,783,4233,1222,2023,625,2163,940,137921,5917,41394,3615,31273,3329,26165,3514,19078,2181,20011,2092,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,970748,1700,66510,4177,269202,6894,277457,6815,217282,6339,140297,5438,309730,7043,26793,2959,108980,4596,91763,4587,54876,3609,27318,2224,576106,8549,25925,2070,141254,6312,166724,5515,145133,5455,97070,4005,15144,2594,2212,1318,4016,1178,4139,1181,3224,905,1553,485,69768,3799,11580,2322,14952,1991,14831,1986,14049,1883,14356,2311,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,2021939,5228,258986,8253,686867,12671,604811,11937,296422,7793,174853,7469,1114261,12235,138140,5825,410664,10436,326322,8773,156269,6903,82866,4399,771274,12021,74978,4630,240699,7423,252616,7490,124743,5808,78238,4714,15356,2309,1366,786,3143,881,6235,1356,2921,940,1691,574,121048,5408,44502,4284,32361,3122,19638,2844,12489,1961,12058,2273,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,679700,997,69081,4750,225797,8197,171830,5832,124178,5383,88814,4457,240383,9680,22481,2606,99132,6777,61873,4819,37912,3022,18985,2278,351473,8854,23741,3329,102825,6147,95848,4905,73063,4382,55996,3264,11065,1657,1935,851,3671,962,3086,1068,1282,593,1091,531,76779,4584,20924,3030,20169,2866,11023,1991,11921,1859,12742,1850,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,3809229,3716,252805,7381,921287,12474,1237009,12671,920850,12643,477278,9573,2345357,14431,108482,4422,643331,9597,841784,10904,529212,8706,222548,6494,1045267,14062,48492,3731,196730,6170,300360,8027,311871,8273,187814,5678,30320,2869,1981,694,5287,915,8641,1511,8839,1441,5572,1111,388285,9428,93850,5540,75939,5567,86224,5305,70928,4274,61344,4061,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
