GEO_ID,B07410_001E,B07410_001M,B07410_002E,B07410_002M,B07410_003E,B07410_003M,B07410_004E,B07410_004M,B07410_005E,B07410_005M,B07410_006E,B07410_006M,B07410_007E,B07410_007M,B07410_008E,B07410_008M,B07410_009E,B07410_009M,B07410_010E,B07410_010M,B07410_011E,B07410_011M,B07410_012E,B07410_012M,B07410_013E,B07410_013M,B07410_014E,B07410_014M,B07410_015E,B07410_015M,B07410_016E,B07410_016M,B07410_017E,B07410_017M,B07410_018E,B07410_018M,B07410_019E,B07410_019M,B07410_020E,B07410_020M,B07410_021E,B07410_021M,B07410_022E,B07410_022M,B07410_023E,B07410_023M,B07410_024E,B07410_024M,B07410_025E,B07410_025M,B07410_026E,B07410_026M,B07410_027E,B07410_027M,B07410_028E,B07410_028M,B07410_029E,B07410_029M,B07410_030E,B07410_030M,B07410_031E,B07410_031M,B07410_032E,B07410_032M,B07410_033E,B07410_033M,B07410_034E,B07410_034M,B07410_035E,B07410_035M,B07410_036E,B07410_036M,B07410_037E,B07410_037M,B07410_038E,B07410_038M,B07410_039E,B07410_039M,B07410_040E,B07410_040M,B07410_041E,B07410_041M,B07410_042E,B07410_042M,B07410_043E,B07410_043M,B07410_044E,B07410_044M,B07410_045E,B07410_045M,B07410_046E,B07410_046M,B07410_047E,B07410_047M,B07410_048E,B07410_048M,B07410_049E,B07410_049M,B07410_050E,B07410_050M,B07410_051E,B07410_051M,B07410_052E,B07410_052M,B07410_053E,B07410_053M,B07410_054E,B07410_054M,B07410_055E,B07410_055M,NAME,B07410_001MA,B07410_001EA,B07410_002MA,B07410_002EA,B07410_003EA,B07410_003MA,B07410_004EA,B07410_004MA,B07410_005MA,B07410_005EA,B07410_006MA,B07410_006EA,B07410_007MA,B07410_007EA,B07410_008MA,B07410_008EA,B07410_009EA,B07410_009MA,B07410_010MA,B07410_010EA,B07410_011MA,B07410_011EA,B07410_012MA,B07410_012EA,B07410_013EA,B07410_013MA,B07410_014EA,B07410_014MA,B07410_015MA,B07410_015EA,B07410_016MA,B07410_016EA,B07410_017MA,B07410_017EA,B07410_018MA,B07410_018EA,B07410_019MA,B07410_019EA,B07410_020MA,B07410_020EA,B07410_021MA,B07410_021EA,B07410_022MA,B07410_022EA,B07410_023MA,B07410_023EA,B07410_024MA,B07410_024EA,B07410_025EA,B07410_025MA,B07410_026EA,B07410_026MA,B07410_027EA,B07410_027MA,B07410_028MA,B07410_028EA,B07410_029MA,B07410_029EA,B07410_030MA,B07410_030EA,B07410_031EA,B07410_031MA,B07410_032MA,B07410_032EA,B07410_033MA,B07410_033EA,B07410_034MA,B07410_034EA,B07410_035EA,B07410_035MA,B07410_036EA,B07410_036MA,B07410_037EA,B07410_037MA,B07410_038MA,B07410_038EA,B07410_039MA,B07410_039EA,B07410_040MA,B07410_040EA,B07410_041MA,B07410_041EA,B07410_042EA,B07410_042MA,B07410_043MA,B07410_043EA,B07410_044MA,B07410_044EA,B07410_045EA,B07410_045MA,B07410_046EA,B07410_046MA,B07410_047EA,B07410_047MA,B07410_048EA,B07410_048MA,B07410_049EA,B07410_049MA,B07410_050MA,B07410_050EA,B07410_051MA,B07410_051EA,B07410_052MA,B07410_052EA,B07410_053EA,B07410_053MA,B07410_054MA,B07410_054EA,B07410_055MA,B07410_055EA,state
0400000US08,4578182,15102,484987,12064,4093195,19909,608433,11712,307265,8744,573476,12458,506923,11638,618388,12642,456101,10652,207328,8057,815281,11513,3802208,19023,410285,11496,3391923,21277,480580,11069,252928,7893,460688,11018,412478,10679,513166,10886,380735,9291,175201,6887,716147,10734,359433,12441,30517,3518,328916,11125,51843,3980,23918,2769,55052,5003,46075,4623,51218,3365,36030,3824,16604,1949,48176,4324,244379,11119,25923,2888,218456,10403,42348,4137,15563,2162,32718,3989,30409,2903,34470,3454,27719,3018,9172,1680,26057,2650,172162,8516,18262,2139,153900,7756,33662,3675,14856,2328,25018,3050,17961,2481,19534,2570,11617,1884,6351,1457,24901,2643,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,5358864,12602,612353,10913,4746511,15792,830794,11776,452862,9166,757911,14459,661746,12192,753206,11926,496186,10579,205473,7945,588333,12647,4596863,20022,518950,9859,4077913,21747,672978,11922,385405,8369,634710,14391,569161,10880,653153,11405,439671,9308,187309,7367,535526,11421,442493,13634,49359,3961,393134,12226,87895,5681,41148,3305,76387,4616,56755,4736,60821,4725,32569,3679,10445,1743,27114,2843,206617,8641,29956,2529,176661,7925,46174,4082,17589,2081,29594,2936,24519,2849,25995,3159,14797,2027,4325,1181,13668,2178,112891,7563,14088,1987,98803,6750,23747,2963,8720,1562,17220,2408,11311,2055,13237,2036,9149,1687,3394,884,12025,1895,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,3610952,8765,446233,9983,3164719,13726,623441,12190,343421,7940,529776,11846,434384,10664,452717,10721,308603,8274,122971,5239,349406,9751,3095036,15784,376207,9725,2718829,17180,512195,11696,294003,7825,454301,10570,367018,10116,393453,10195,272363,7469,111438,4792,314058,9395,299390,10805,35652,3731,263738,9724,60724,4412,31620,3210,45637,3325,42327,3870,37096,3187,20884,2227,6260,1369,19190,2451,134061,8193,22831,2705,111230,7229,33359,3255,11312,1804,18689,2226,16971,2182,12068,2067,9114,1826,2111,591,7606,1456,82465,6350,11543,2509,70922,4860,17163,2123,6486,1436,11149,1672,8068,1306,10100,1820,6242,1253,3162,929,8552,1676,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3748938,8856,587752,14082,3161186,14222,632242,15181,349429,10479,555616,13270,391224,10226,402235,10618,304201,9524,116510,6087,409729,11033,3295824,15815,513062,13992,2782762,16576,542200,13203,303877,10193,484573,12702,347435,10173,358464,10367,272155,9706,103031,5221,371027,10397,255635,12586,38461,4560,217174,11198,48901,4106,28575,3053,45627,4822,25268,2837,24125,3189,19042,2737,6083,1518,19553,2636,116863,7738,26543,2551,90320,6630,24875,3028,10407,1942,15029,2244,9707,1873,9857,2030,7317,1460,3635,1257,9493,1899,80616,6467,9686,1429,70930,6068,16266,2564,6570,1367,10387,2011,8814,1691,9789,2024,5687,1459,3761,1863,9656,2219,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,10411825,16661,1337211,19317,9074614,22875,1523230,14680,766757,14799,1333810,19037,1107085,15272,1227480,16722,963077,14224,450333,9241,1702842,18225,9088931,22461,1160339,18156,7928592,24442,1276304,14660,665347,14029,1154655,18264,967171,14438,1079879,16688,846842,13260,402580,9152,1535814,16633,782370,17433,97386,5786,684984,16616,130479,6618,57446,4042,112872,5952,89828,4870,89539,6042,76684,4355,29172,2760,98964,6185,272683,10546,46039,3767,226644,9306,56876,3729,21873,2787,32179,2593,25323,2782,31710,3204,22452,2736,8964,1538,27267,2502,267841,12625,33447,3383,234394,11575,59571,4291,22091,2610,34104,3957,24763,2944,26352,2795,17099,1940,9617,2504,40797,3155,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,2534111,6365,215271,7044,2318840,8910,389035,8435,202563,6652,341877,7649,314830,8116,381051,9914,280519,6591,110876,4538,298089,8016,2169752,11348,180825,6247,1988927,11808,306396,7762,166201,6001,290079,7007,269953,7028,333980,9472,249786,6117,99897,4061,272635,7883,206321,8447,17524,2544,188797,7764,41162,3349,21149,2433,31459,3051,27382,2802,28817,2745,18044,1870,6421,1308,14363,1835,96911,5610,11581,1809,85330,4921,27488,2776,9644,1805,11444,1421,10344,1628,9515,1470,8838,1493,2624,735,5433,1206,61127,4707,5341,1038,55786,4384,13989,1845,5569,1092,8895,1771,7151,1530,8739,1486,3851,1095,1934,780,5658,1147,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1138401,5240,92470,4269,1045931,6868,156241,5902,84225,4493,152587,5152,129603,6325,159480,6807,114364,4842,53483,3791,195948,5727,998538,7911,81603,3905,916935,8865,129897,5792,73368,4049,131971,4894,112340,5665,139547,5815,100056,4538,49110,3529,180646,5384,70797,6296,5463,1521,65334,6014,11576,1732,5345,1215,12125,1989,9509,1988,10699,2190,6605,1268,2031,666,7444,1448,29350,3683,1774,856,27576,3321,5343,1057,2286,645,4075,1168,3634,1093,3848,1048,3749,1133,1433,706,3208,825,39716,3399,3630,904,36086,3300,9425,1492,3226,1140,4416,1135,4120,883,5386,1492,3954,1268,909,397,4650,1159,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,2419229,8578,326024,8679,2093205,11685,399045,11149,241790,7681,383770,11026,286731,8662,313052,10511,190925,6059,64653,3704,213239,7483,2086884,14142,272773,8818,1814111,13679,327473,10038,206622,6848,325957,10336,247311,9164,278841,9589,174148,5941,59131,3671,194628,6766,187148,10254,25443,2940,161705,9497,38390,3593,19357,2423,36684,3769,24503,2896,20258,2837,9427,1700,3235,881,9851,1866,88221,6552,20424,2493,67797,5809,22750,2941,8935,1606,12527,2176,8594,2191,6629,1471,3692,1076,823,534,3847,1131,56976,5288,7384,1472,49592,4868,10432,1831,6876,1546,8602,1550,6323,1694,7324,1994,3658,1269,1464,606,4913,1331,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,795161,4882,92331,4596,702830,6827,117739,5606,61277,4371,105534,5191,90041,5626,102986,4726,76634,5437,36630,3452,111989,4498,710703,5537,79922,4391,630781,6557,99623,5016,55828,4123,97261,4930,80258,5571,91812,4295,68869,4968,33018,3290,104112,4330,46579,4097,7084,1786,39495,3262,8960,1589,2935,915,4553,1142,6108,1313,6230,1338,4421,998,1950,764,4338,1197,8641,1728,1409,743,7232,1437,1970,727,375,291,899,434,947,621,1951,961,472,316,235,216,383,302,29238,4174,3916,1021,25322,4027,7186,1484,2139,908,2821,1041,2728,1125,2993,1296,2872,1045,1427,923,3156,1060,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,4516636,9322,357455,9117,4159181,12480,622889,10202,338196,8934,554892,11410,516145,10014,658717,10040,494124,9687,226555,6293,747663,10838,3895145,14406,307758,8294,3587387,14455,502620,10102,284133,7630,471450,9226,442505,9299,570793,8815,438872,8582,198995,6256,678019,10737,307428,11796,24017,2662,283411,10956,50385,4482,27942,3157,42422,3734,40800,3247,44281,3210,27723,2723,14130,1729,35728,3090,213569,8950,17561,2169,196008,8326,45398,3537,18233,2310,25402,2366,23457,2622,31161,3026,20260,2107,9474,1217,22623,2508,100494,7214,8119,1314,92375,6768,24486,2513,7888,1478,15618,2924,9383,1785,12482,2132,7269,1289,3956,1081,11293,1898,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
