B24022_023M,B24022_024E,B24022_024M,B24022_025E,B24022_025M,B24022_026E,B24022_026M,B24022_027E,B24022_027M,B24022_028E,B24022_028M,B24022_029E,B24022_029M,B24022_030E,B24022_030M,B24022_031E,B24022_031M,B24022_032E,B24022_032M,B24022_033E,B24022_033M,B24022_034E,B24022_034M,B24022_035E,B24022_035M,B24022_036E,B24022_036M,B24022_037E,B24022_037M,B24022_038E,B24022_038M,B24022_039E,B24022_039M,B24022_040E,B24022_040M,B24022_041E,B24022_041M,B24022_042E,B24022_042M,B24022_043E,B24022_043M,B24022_044E,B24022_044M,B24022_045E,B24022_045M,B24022_046E,B24022_046M,B24022_047E,B24022_047M,B24022_048E,B24022_048M,B24022_049E,B24022_049M,B24022_050E,B24022_050M,B24022_051E,B24022_051M,B24022_052E,B24022_052M,B24022_053E,B24022_053M,B24022_054E,B24022_054M,B24022_055E,B24022_055M,B24022_056E,B24022_056M,B24022_057E,B24022_057M,B24022_058E,B24022_058M,B24022_059E,B24022_059M,B24022_060E,B24022_060M,B24022_061E,B24022_061M,B24022_062E,B24022_062M,B24022_063E,B24022_063M,B24022_064E,B24022_064M,B24022_065E,B24022_065M,B24022_066E,B24022_066M,B24022_067E,B24022_067M,B24022_068E,B24022_068M,B24022_069E,B24022_069M,B24022_070E,B24022_070M,B24022_071E,B24022_071M,B24022_072E,B24022_072M,B24022_073E,B24022_073M,GEO_ID,B24022_001E,B24022_001M,B24022_002E,B24022_002M,B24022_003E,B24022_003M,B24022_004E,B24022_004M,B24022_005E,B24022_005M,B24022_006E,B24022_006M,B24022_007E,B24022_007M,B24022_008E,B24022_008M,B24022_009E,B24022_009M,B24022_010E,B24022_010M,B24022_011E,B24022_011M,B24022_012E,B24022_012M,B24022_013E,B24022_013M,B24022_014E,B24022_014M,B24022_015E,B24022_015M,B24022_016E,B24022_016M,B24022_017E,B24022_017M,B24022_018E,B24022_018M,B24022_019E,B24022_019M,B24022_020E,B24022_020M,B24022_021E,B24022_021M,B24022_022E,B24022_022M,B24022_023E,B24022_023MA,B24022_024MA,B24022_024EA,B24022_025MA,B24022_025EA,B24022_026MA,B24022_026EA,B24022_027MA,B24022_027EA,B24022_028EA,B24022_028MA,B24022_029EA,B24022_029MA,B24022_030EA,B24022_030MA,B24022_031MA,B24022_031EA,B24022_032EA,B24022_032MA,B24022_033EA,B24022_033MA,B24022_034EA,B24022_034MA,B24022_035EA,B24022_035MA,B24022_036MA,B24022_036EA,B24022_037MA,B24022_037EA,B24022_038EA,B24022_038MA,B24022_039EA,B24022_039MA,B24022_040EA,B24022_040MA,B24022_041MA,B24022_041EA,B24022_042MA,B24022_042EA,B24022_043EA,B24022_043MA,B24022_044EA,B24022_044MA,B24022_045EA,B24022_045MA,B24022_046MA,B24022_046EA,B24022_047MA,B24022_047EA,B24022_048EA,B24022_048MA,B24022_049EA,B24022_049MA,B24022_050EA,B24022_050MA,B24022_051EA,B24022_051MA,B24022_052EA,B24022_052MA,B24022_053MA,B24022_053EA,B24022_054EA,B24022_054MA,B24022_055MA,B24022_055EA,B24022_056EA,B24022_056MA,B24022_057EA,B24022_057MA,B24022_058MA,B24022_058EA,B24022_059MA,B24022_059EA,B24022_060MA,B24022_060EA,B24022_061EA,B24022_061MA,B24022_062EA,B24022_062MA,B24022_063MA,B24022_063EA,B24022_064MA,B24022_064EA,B24022_065EA,B24022_065MA,B24022_066EA,B24022_066MA,B24022_067EA,B24022_067MA,B24022_068MA,B24022_068EA,B24022_069MA,B24022_069EA,B24022_070MA,B24022_070EA,B24022_071EA,B24022_071MA,B24022_072EA,B24022_072MA,B24022_073MA,B24022_073EA,NAME,B24022_001EA,B24022_001MA,B24022_002EA,B24022_002MA,B24022_003MA,B24022_003EA,B24022_004MA,B24022_004EA,B24022_005MA,B24022_005EA,B24022_006EA,B24022_006MA,B24022_007EA,B24022_007MA,B24022_008MA,B24022_008EA,B24022_009MA,B24022_009EA,B24022_010EA,B24022_010MA,B24022_011EA,B24022_011MA,B24022_012EA,B24022_012MA,B24022_013MA,B24022_013EA,B24022_014MA,B24022_014EA,B24022_015MA,B24022_015EA,B24022_016EA,B24022_016MA,B24022_017EA,B24022_017MA,B24022_018MA,B24022_018EA,B24022_019MA,B24022_019EA,B24022_020MA,B24022_020EA,B24022_021EA,B24022_021MA,B24022_022EA,B24022_022MA,B24022_023EA,state
5666,21915,1544,31260,2642,31271,18562,40410,3600,41448,7325,37482,5639,45767,1595,32152,1703,46107,1606,48227,3859,44753,3965,40839,3181,57316,4693,33727,4964,36875,1036,50034,2244,45945,5154,42104,6858,47374,4996,52477,7098,51615,7604,51964,13085,56242,14685,43251,2593,40631,3032,49885,8504,47663,4151,29973,15243,57263,3547,61216,1706,40050,2309,25629,1003,25577,2548,36867,9912,32314,11905,38409,12719,21789,1637,26841,4046,24335,2996,32345,1497,30701,3842,32850,1303,48874,15966,41341,19603,49666,35639,57553,29696,29952,3789,31650,4077,32887,8429,23512,1529,0400000US30,42094,632,48439,2011,61989,1639,59698,4942,59770,5871,59583,5365,70189,3727,68228,7733,80268,21371,70539,7753,52186,4844,37305,6076,91394,12030,53298,6049,55289,14266,86425,12851,100910,11357,72836,21769,30459,1671,27899,13769,46307,4608,33960,11668,51015,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
12622,30619,3789,31496,1835,35113,7333,45145,3984,47263,5183,42407,2860,42443,2978,35024,9819,41924,1523,46200,1739,41514,1007,47610,2611,40624,2967,34867,3257,40427,875,53302,1936,56992,2740,59474,4162,55271,3176,57676,5591,60888,16246,61550,5542,52953,3877,44190,2766,40032,3019,63670,8590,46251,2770,40552,5631,59551,2608,68750,6419,34252,5249,27143,1070,29577,1845,34393,22264,33382,19951,52333,41552,22921,3177,26171,1504,29509,6125,35509,734,32322,2672,35960,651,40991,28784,35302,115958,67483,16855,35236,12872,32511,3937,36668,4874,28180,11885,27919,3178,0400000US23,44830,1038,48432,1445,65412,2842,67559,4805,70201,4947,61711,6839,73470,4475,68626,10522,85072,6744,53768,6630,51331,3121,45464,5309,152746,119912,47477,8079,52564,5759,74441,5178,85345,18500,41895,3300,35065,1576,31962,5654,62077,7339,68980,19104,60590,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
2332,24710,1315,29609,1461,31332,1571,48450,1724,51756,843,42472,1935,37225,570,30820,1548,33987,1516,42535,1385,37070,685,39967,1031,41353,1242,29887,1084,39267,523,50787,359,56029,1277,55444,2178,56573,1687,62717,4220,71621,3730,60671,3682,52895,2918,42643,882,42891,2720,52464,6141,40992,662,46771,3535,52345,1361,63038,1937,39379,1722,25545,451,27448,1159,40140,2988,38993,1717,43532,3804,20940,808,21954,868,24221,1899,35372,508,33548,2050,35800,479,29985,3323,27481,2553,30970,10655,38391,7284,27487,854,29308,1455,27485,2620,25867,804,0400000US37,42726,483,47698,693,74978,1441,76496,1001,77031,1986,75386,3604,83623,3686,90303,2875,80723,2725,64168,7004,53020,2314,47743,3663,111083,16001,51400,1057,54773,3759,76937,4481,121282,9414,43366,2926,32055,735,31497,2022,46348,1413,40957,3333,49676,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
3311,24157,1892,30171,1176,31897,5603,50738,1009,55563,3920,41827,1751,40098,823,30234,7793,35962,757,45427,1424,39075,1577,39183,1771,48763,2494,30154,744,40330,305,56080,605,61507,738,64192,2866,59587,2927,69347,4477,70909,3974,74620,6251,59813,8077,47271,1263,41542,2237,62312,4366,46578,1394,56417,3962,58765,2704,67961,2107,37354,1712,24549,567,28562,1675,32675,1912,28671,4244,35644,3681,20476,827,22441,926,23689,1308,35154,690,34093,2812,35345,603,30070,2396,24526,5750,30220,3609,33435,9833,26739,421,27243,669,30283,3786,25439,735,0400000US13,45295,341,50267,341,76964,935,82090,1759,83916,4487,80444,3591,81117,1024,82114,2198,81087,2086,62857,5273,60701,1451,47429,5625,117229,10076,54217,3591,60999,6131,76148,5351,111995,12186,49382,3852,31966,601,35368,6270,43317,2911,41415,2101,45774,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
14144,35665,7006,35561,6018,23293,8925,50779,1866,50767,2729,50796,3572,62133,4542,58379,5829,62337,6115,62846,7391,52247,4004,55668,16332,60861,10189,38946,8892,49513,2047,62558,4932,63305,5566,62418,5635,66447,15205,62679,12537,51554,10612,71061,14705,67810,19001,51435,4401,48876,2841,94320,4555,52107,9528,42079,18978,74351,7825,87361,15451,42346,17077,34828,3047,38018,5633,51009,17422,41738,14084,62595,35538,30559,3811,33452,1029,36800,7323,41011,1767,32027,3809,45522,3459,50297,45197,30996,11844,90851,45060,73750,22691,37189,12271,26925,15838,46767,11884,32045,6507,0400000US02,55637,1853,62403,2894,82699,2875,91454,8749,99713,11688,84280,7129,82648,2833,85288,4001,90919,9770,67681,12939,65310,4795,52765,4805,108647,19586,65877,4543,56619,21246,111884,34270,148512,8757,63331,24705,41168,4334,36341,2211,71750,10437,61972,8752,80133,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
4491,20785,1443,31113,763,31060,1915,47390,3031,51097,1394,40932,3864,40123,1306,29347,5224,36574,802,46401,2523,40295,702,40761,1473,45615,2679,31401,1413,35915,424,49742,1066,51595,946,51807,1763,51404,1247,63090,5207,60381,6359,77054,6826,60160,7215,43876,1542,41549,2212,55545,5107,43432,1926,42328,17182,50501,674,56132,2058,36104,1320,21572,567,23686,1523,34508,12180,36201,12646,30721,10355,19324,1242,20288,1274,21405,1690,31383,421,29178,1788,31942,516,36818,5634,25784,9740,28158,2422,41829,10803,27547,1448,29680,2016,31830,6183,21862,601,0400000US01,41937,348,49577,1347,73037,2646,76124,2372,77388,3010,71334,6409,78591,2679,79118,3832,81811,4952,53645,6589,56597,4052,50243,7707,116941,19980,55976,3567,50217,13348,80081,6652,107025,21172,49445,15160,32335,1646,31871,14976,46495,1102,45532,2819,49234,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
8988,32018,5534,34287,2839,43604,6355,46380,4558,50251,7289,44306,5698,42205,2715,28147,6513,43144,4041,46612,6435,42423,2123,42446,2876,47013,4264,35646,4410,43362,1655,55670,2805,55375,6463,58120,6766,51358,4271,57550,6454,65429,15300,65060,26736,42098,13365,51558,3487,42793,4807,58730,13488,55581,3544,54682,15225,60554,2547,72098,5500,46470,5998,29979,2316,32601,3010,37125,28495,29054,1417,51294,5323,26122,3045,27145,5188,32494,7368,38838,2085,34549,3788,40406,1271,29275,10023,12128,1856,37202,25171,21111,76599,32014,1918,32942,2425,23427,21949,25954,7926,0400000US50,47260,1213,50954,818,68512,3522,71592,5183,73256,7630,66653,5600,78716,7497,81554,8675,76740,7265,62042,12152,56223,3250,44466,15794,82477,32756,60754,8969,55022,8230,67045,11262,95694,108999,60089,16094,36648,2736,31726,7738,61009,12353,50420,7811,68228,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
10860,32417,2139,31908,929,44217,5890,41648,1599,45877,3384,38783,2265,46757,1492,36618,5497,46759,1854,48759,3959,36308,1047,40562,2450,38048,2178,30225,1368,40004,681,54165,2387,51884,880,53613,5414,51074,1071,67496,5650,65006,12791,69658,4442,65981,11774,47517,2307,46761,5592,62313,10878,46655,1024,45709,4125,78033,4573,88260,5873,45054,5972,30941,486,31424,1484,57225,19857,48269,9586,66680,726,29180,1744,30639,822,31859,1709,36767,833,36526,2167,36866,725,37978,3562,22800,24166,39110,36940,38827,1025,30937,1571,25437,2246,41831,1232,27682,4349,0400000US32,42335,502,46737,739,71632,1054,75162,3384,76994,5486,70581,3775,72317,5103,70144,3737,81696,11704,56456,4570,60956,2464,49388,8935,147132,62598,56186,2678,60703,5290,81991,6069,113424,29910,55337,15108,35814,1107,30730,7121,49207,4037,37408,5955,71660,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
5721,23191,3606,29847,4300,32480,4990,39788,3778,38755,5442,40102,3703,50968,2168,28564,4460,56022,7314,47702,4680,41240,993,46637,4514,42935,3793,30560,2133,32835,876,45386,1528,46025,2332,46099,3334,45905,3940,52322,8110,61477,2090,42985,4602,51368,9366,37617,2377,31958,3004,62859,16036,37041,1537,33517,6000,51342,914,62276,3653,35853,2327,22449,885,22818,1419,40367,9842,35658,8341,46882,29537,21801,1338,20011,7362,20955,3476,29221,1336,25475,1132,30572,653,53009,25031,19522,4406,58797,17169,88032,70520,28769,4741,28117,4807,22164,10185,30816,6326,0400000US54,40041,729,46523,1101,65250,3034,65830,4653,68500,5373,60376,6446,72235,4976,72372,14284,75090,4149,66182,2325,42747,3686,31753,5952,102098,23472,43866,3325,31796,9387,75366,6157,107427,37061,46112,10983,31592,1538,31002,5863,37363,6859,31700,5495,41264,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
1782,24278,2552,30475,1098,34590,9120,46423,1696,50104,2580,41641,1874,41364,687,31136,1551,40023,1484,46496,2161,40959,612,44509,2140,42751,3567,31268,914,35607,355,46120,594,51718,901,52499,2220,50922,1153,53410,5138,53427,10502,57049,9984,47489,3946,38171,1131,41603,1951,50021,3912,36801,1130,36041,4082,51417,954,62404,3952,37247,2185,23327,706,26719,717,29845,2540,26329,5509,31041,2951,20388,980,21429,1066,22264,991,31782,321,30500,934,32206,398,35987,8891,17527,5030,36444,19324,42491,10659,27929,1981,30062,1840,30476,5649,25374,1634,0400000US40,41319,262,47319,593,67552,2279,71619,1711,72214,2831,67422,5627,73837,3569,69696,4664,80733,4581,75758,9422,50914,1031,44658,5538,101219,20004,48909,3144,48665,3914,71833,1837,100429,15998,47103,2514,32344,1269,30654,6793,44193,2921,41454,3258,46029,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
3140,26432,988,35654,1314,40217,4537,51323,621,56694,1859,45570,1312,48849,1596,36028,968,50820,518,49448,1674,43732,1071,45129,889,50312,988,36518,683,41299,301,53699,932,55705,1138,56862,2392,54862,1779,61415,956,66618,4506,61877,2016,54828,4294,47321,1142,48019,1593,59877,7826,46746,1275,42412,4756,59208,2108,65879,1135,40414,2092,26424,407,28757,2273,45106,3872,36444,9690,50275,4642,23049,2016,22463,2218,26178,986,36949,407,37055,1839,36927,346,36988,5230,27165,5750,45467,9142,42139,6476,31936,599,32411,1153,39898,5242,29939,1225,0400000US55,47232,294,51803,240,71845,650,76535,1199,79618,3036,72031,2293,73400,1883,77192,2270,73208,2517,60210,3073,55738,2418,50519,3117,98378,9254,56309,3130,50246,1968,84548,8795,111210,19535,50764,2308,36643,1060,30626,1555,58070,4043,43043,4293,65558,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
974,16066,765,15874,314,17199,2146,23906,947,24611,1486,23130,1223,19101,682,11242,2523,18248,940,21966,1728,19495,771,21487,1062,17178,729,18700,972,23283,451,30272,575,35120,1732,35672,2232,34139,3217,35800,5574,29130,5103,40935,11681,41481,8603,25491,1326,24573,929,61976,21094,24504,759,32435,10074,30102,2251,31379,558,21248,1579,16783,463,18567,2656,21859,3476,16617,764,28906,3975,15181,811,15795,856,18980,4052,20345,670,19728,1878,20489,659,16941,3037,15411,1092,16316,1121,21268,203,17292,780,17361,1065,17256,11760,16481,2639,0400000US72,23161,330,23039,526,36726,1361,40344,4004,41921,6890,37506,4755,46503,3887,42361,6998,50352,7686,41625,14366,29917,2965,20478,4244,62500,45995,30540,1847,30786,16445,31841,5879,49481,14252,25572,2242,17421,759,26085,8744,24893,1768,17774,2472,30777,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
5103,26673,1031,30162,1656,32446,6255,51439,994,52379,2138,49159,2778,42546,1474,31967,2935,41099,796,50037,1752,40291,709,44117,1828,43111,2554,30055,1292,47169,459,62126,489,71541,1109,72017,1793,71085,1402,80519,1993,86013,3294,72814,4890,66485,7026,50890,622,46021,1871,81902,6559,49196,1103,60193,5493,59820,2448,70548,1633,40480,1629,26083,551,27269,951,51055,2347,51422,2285,48851,8879,21787,937,22042,680,25628,1711,39010,930,36452,1555,39746,855,40344,3817,35382,13632,37184,5229,42239,4626,28066,1974,30077,1701,29367,3338,25777,1360,0400000US51,52571,671,60219,459,91656,663,95972,1959,100008,2853,90916,2496,96822,2266,101402,1194,90624,1931,81217,10551,70578,2336,50370,3333,160193,11005,61731,1499,70258,4108,78960,8236,112784,21708,55265,7574,37127,1134,36061,2768,57972,3874,57172,5341,59335,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
10099,30122,6401,30312,5591,25584,24764,58226,7197,60415,7056,55314,12691,56503,5488,38715,9118,61968,10606,54713,6996,50791,1005,52474,7267,52373,5162,40517,5758,40580,765,50558,1150,50890,3157,51052,3088,50385,7815,56042,17831,52180,34461,45641,10246,61776,12890,44223,3337,40919,4842,52343,35502,43142,3408,43712,7609,54616,5454,63516,5255,40742,2720,25881,1595,31334,2277,60124,18316,85383,86654,55500,13666,24603,1519,20872,3048,22662,2282,36961,1022,38400,6066,36811,1034,68002,22406,73119,23973,61815,20484,49531,35610,32708,4201,30009,5891,35640,15894,34029,3495,0400000US38,49489,1299,56166,1758,65239,2654,67382,4486,70030,5747,66364,4061,68810,7937,53242,14244,80184,11400,70120,21797,55733,3829,53226,6831,96727,22475,56503,2072,39283,6547,61258,15689,90182,55042,48217,8448,35606,1955,28400,10428,49938,5620,48317,5992,56500,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
4457,24532,2217,28809,1766,30455,3466,47370,3152,51372,1914,41637,2530,37187,1141,30028,9957,32212,1212,45152,2350,38491,1665,40914,719,43865,3699,29037,2485,36833,443,50758,460,53203,2505,56279,3181,51225,1202,61404,1675,61067,1632,73061,7900,51176,4419,42255,1245,39879,3078,46343,5114,42262,1573,50025,3471,55665,1877,62758,2537,40153,2372,23084,907,25654,943,38326,5274,31280,9518,40684,3058,21167,611,21265,723,22113,1675,32270,471,30648,1718,32861,1027,31029,12768,19064,7690,30613,14287,43972,14152,29828,1911,31344,1040,24954,5459,25324,1537,0400000US45,41448,327,46255,748,71323,1129,73769,3364,75892,3202,70190,6418,76674,2391,75176,5518,82254,2944,64888,7977,51986,2860,43018,2742,101250,19513,52035,3546,47576,6659,77235,19086,121644,20831,49041,5486,32013,878,37126,3508,47797,3636,46999,6680,48329,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
7725,27083,1230,31946,2136,35864,4041,48007,2295,51682,990,42125,2107,45552,1406,30332,2468,45803,1970,50831,1521,40193,1144,38925,2765,48208,2796,32540,2605,43632,1291,60289,898,61378,975,62198,3978,61009,799,73003,4008,72340,5065,87743,10108,64047,5142,50079,1533,48163,2774,67904,7035,48560,2464,44679,7953,68845,3773,81343,962,41369,1364,28429,1115,30811,1386,42588,11012,36240,12120,71197,14818,24853,1286,24571,3313,28399,3919,37972,1281,37174,3061,38200,1260,29486,6287,21944,2048,34318,77112,73661,26980,28047,2069,30906,1721,26550,7035,25894,1481,0400000US41,48696,814,51693,469,77454,2897,81209,2050,82863,5021,75606,5282,85692,3154,89409,3550,90066,6984,55495,11329,59435,2779,42485,2400,121057,11959,62897,3872,57425,3877,89385,7328,106858,12508,51044,7187,34525,2406,27748,2292,64748,6043,51213,12648,69465,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
