GEO_ID,B07408_001E,B07408_001M,B07408_002E,B07408_002M,B07408_003E,B07408_003M,B07408_004E,B07408_004M,B07408_005E,B07408_005M,B07408_006E,B07408_006M,B07408_007E,B07408_007M,B07408_008E,B07408_008M,B07408_009E,B07408_009M,B07408_010E,B07408_010M,B07408_011E,B07408_011M,B07408_012E,B07408_012M,B07408_013E,B07408_013M,B07408_014E,B07408_014M,B07408_015E,B07408_015M,B07408_016E,B07408_016M,B07408_017E,B07408_017M,B07408_018E,B07408_018M,B07408_019E,B07408_019M,B07408_020E,B07408_020M,B07408_021E,B07408_021M,B07408_022E,B07408_022M,B07408_023E,B07408_023M,B07408_024E,B07408_024M,B07408_025E,B07408_025M,B07408_026E,B07408_026M,B07408_027E,B07408_027M,B07408_028E,B07408_028M,B07408_029E,B07408_029M,B07408_030E,B07408_030M,NAME,B07408_001MA,B07408_001EA,B07408_002MA,B07408_002EA,B07408_003EA,B07408_003MA,B07408_004EA,B07408_004MA,B07408_005MA,B07408_005EA,B07408_006MA,B07408_006EA,B07408_007MA,B07408_007EA,B07408_008EA,B07408_008MA,B07408_009MA,B07408_009EA,B07408_010MA,B07408_010EA,B07408_011MA,B07408_011EA,B07408_012MA,B07408_012EA,B07408_013EA,B07408_013MA,B07408_014EA,B07408_014MA,B07408_015MA,B07408_015EA,B07408_016MA,B07408_016EA,B07408_017MA,B07408_017EA,B07408_018MA,B07408_018EA,B07408_019MA,B07408_019EA,B07408_020MA,B07408_020EA,B07408_021MA,B07408_021EA,B07408_022MA,B07408_022EA,B07408_023MA,B07408_023EA,B07408_024MA,B07408_024EA,B07408_025EA,B07408_025MA,B07408_026EA,B07408_026MA,B07408_027EA,B07408_027MA,B07408_028MA,B07408_028EA,B07408_029MA,B07408_029EA,B07408_030EA,B07408_030MA,state
0400000US08,4578182,15102,1466001,16267,2294719,21772,544733,12998,67343,4796,205386,6929,3802208,19023,1101075,16041,2016880,21191,452480,11644,49071,3933,182702,6561,359433,12441,166323,7555,123417,9406,49071,4114,10360,2042,10262,1728,244379,11119,128679,7567,79680,6081,24675,2844,4749,1328,6596,1587,172162,8516,69924,5039,74742,5720,18507,2252,3163,1078,5826,1961,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,5358864,12602,1684251,18640,2629012,28409,657873,14848,70763,4600,316965,8045,4596863,20022,1311878,18227,2388930,26905,559201,12384,50547,3841,286307,7473,442493,13634,212916,9490,135547,8624,62126,4986,13284,1744,18620,2015,206617,8641,106650,6515,61314,5894,26044,2633,4629,1297,7980,1531,112891,7563,52807,4959,43221,3580,10502,1893,2303,707,4058,1092,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,3610952,8765,1045426,14593,1782968,20105,464492,12646,78915,5110,239151,6858,3095036,15784,811778,14803,1617511,18559,390766,11209,58477,4195,216504,6671,299390,10805,136033,7424,93874,6140,44108,3627,12348,2027,13027,1773,134061,8193,61524,4194,40692,5108,19306,2362,6097,1325,6442,1253,82465,6350,36091,3847,30891,4275,10312,1713,1993,718,3178,934,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3748938,8856,1372001,17415,1629164,20870,426182,11889,84131,5978,237460,7095,3295824,15815,1137064,18428,1500693,20303,369838,12126,67470,5141,220759,6697,255635,12586,132723,9258,71482,5385,31797,3592,10212,1896,9421,1656,116863,7738,63851,4508,28365,3544,15448,2689,4395,1089,4804,1193,80616,6467,38363,4174,28624,4061,9099,2007,2054,935,2476,819,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,10411825,16661,3692492,24158,4949093,30092,1012445,17562,159564,5864,598231,11105,9088931,22461,2988531,24609,4533306,26834,888340,16345,129724,5988,549030,10811,782370,17433,409562,12516,240984,8712,78863,4067,20190,2286,32771,2985,272683,10546,147144,6814,83772,6235,27241,2431,5304,1258,9222,1451,267841,12625,147255,7655,91031,7008,18001,2144,4346,980,7208,1627,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,2534111,6365,766326,10974,1302595,16410,280234,7551,26443,2655,158513,5460,2169752,11348,570722,10852,1195029,15562,240982,7017,18228,2065,144791,5148,206321,8447,104593,5624,63301,5544,25801,2551,4942,1030,7684,1354,96911,5610,58685,3983,23240,3269,8477,1424,2516,778,3993,975,61127,4707,32326,3268,21025,2835,4974,1185,757,547,2045,591,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1138401,5240,345477,8020,579334,11820,135999,7270,12964,1956,64627,3378,998538,7911,275553,8511,538900,11544,115493,6202,10033,1646,58559,3378,70797,6296,35741,3936,19044,3078,10879,2015,1978,751,3155,1002,29350,3683,14792,2032,8291,1796,4538,1397,300,171,1429,654,39716,3399,19391,2479,13099,2229,5089,1281,653,459,1484,646,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,2419229,8578,710284,11442,1177651,18311,317313,9973,52560,4055,161421,5872,2086884,14142,562724,11944,1070534,17271,267395,9551,39303,3408,146928,5371,187148,10254,83052,5784,58260,5641,28877,3342,7479,1552,9480,1681,88221,6552,40508,4051,27992,3854,13950,2158,3125,852,2646,807,56976,5288,24000,2967,20865,3262,7091,1650,2653,816,2367,765,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,795161,4882,272455,8067,375411,9470,87615,4613,13226,2282,46454,2939,710703,5537,226872,7681,350559,9366,79690,4333,10208,2012,43374,2997,46579,4097,24874,3123,13048,2095,5043,1135,1917,845,1697,547,8641,1728,4704,1322,2420,1048,417,287,467,445,633,552,29238,4174,16005,2381,9384,2798,2465,807,634,349,750,321,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,4516636,9322,1459838,14697,2318791,19103,468704,10273,46990,3907,222313,5421,3895145,14406,1131182,13932,2126252,18156,400523,9551,36092,3321,201096,5156,307428,11796,156467,8158,96735,6179,36271,3818,6283,1427,11672,1573,213569,8950,114898,5581,64748,4490,24517,2829,3402,869,6004,976,100494,7214,57291,4968,31056,3600,7393,1586,1213,728,3541,1076,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
