GEO_ID,B01002C_001E,B01002C_001M,B01002C_002E,B01002C_002M,B01002C_003E,B01002C_003M,NAME,B01002C_001EA,B01002C_001MA,B01002C_002EA,B01002C_002MA,B01002C_003MA,B01002C_003EA,state
0400000US08,34.5,2.0,34.3,4.2,34.6,2.6,Colorado,null,null,null,null,null,null,08
0400000US18,39.4,6.8,37.7,6.6,41.4,9.1,Indiana,null,null,null,null,null,null,18
0400000US21,40.6,7.5,40.1,9.1,41.1,11.9,Kentucky,null,null,null,null,null,null,21
0400000US22,34.2,4.2,35.7,3.8,31.4,6.1,Louisiana,null,null,null,null,null,null,22
0400000US17,36.3,2.5,33.6,3.8,40.1,3.0,Illinois,null,null,null,null,null,null,17
0400000US19,30.8,4.5,30.6,10.4,30.8,6.2,Iowa,null,null,null,null,null,null,19
0400000US33,42.4,8.8,46.3,12.4,42.2,10.5,New Hampshire,null,null,null,null,null,null,33
0400000US05,36.4,4.3,30.4,11.6,38.2,6.8,Arkansas,null,null,null,null,null,null,05
0400000US10,57.0,11.3,57.9,10.6,53.7,12.5,Delaware,null,null,null,null,null,null,10
0400000US27,29.4,2.1,27.9,2.3,31.0,2.1,Minnesota,null,null,null,null,null,null,27
0400000US30,27.9,1.9,29.3,3.7,27.0,2.1,Montana,null,null,null,null,null,null,30
0400000US23,37.4,3.5,38.3,8.5,37.3,5.0,Maine,null,null,null,null,null,null,23
0400000US37,37.3,1.2,36.6,1.0,37.9,1.6,North Carolina,null,null,null,null,null,null,37
0400000US13,30.6,4.3,26.8,6.5,34.5,8.2,Georgia,null,null,null,null,null,null,13
0400000US02,28.9,0.8,28.2,1.1,29.4,0.8,Alaska,null,null,null,null,null,null,02
0400000US01,41.2,8.7,37.5,5.7,47.3,8.8,Alabama,null,null,null,null,null,null,01
0400000US50,57.5,10.5,36.7,43.1,64.3,12.3,Vermont,null,null,null,null,null,null,50
0400000US32,34.1,1.6,31.6,2.8,37.2,2.8,Nevada,null,null,null,null,null,null,32
0400000US54,52.3,10.6,52.5,21.2,48.8,14.0,West Virginia,null,null,null,null,null,null,54
0400000US40,32.0,0.7,30.2,0.8,33.4,1.1,Oklahoma,null,null,null,null,null,null,40
0400000US55,35.6,1.9,34.9,2.5,36.8,3.3,Wisconsin,null,null,null,null,null,null,55
0400000US72,48.7,11.6,37.7,6.8,59.1,8.2,Puerto Rico,null,null,null,null,null,null,72
0400000US51,35.0,4.6,32.4,8.8,35.8,14.1,Virginia,null,null,null,null,null,null,51
0400000US38,28.0,1.4,26.7,3.0,28.2,0.7,North Dakota,null,null,null,null,null,null,38
0400000US45,35.0,2.1,34.8,6.1,36.1,5.0,South Carolina,null,null,null,null,null,null,45
0400000US41,37.7,3.2,37.4,3.9,38.7,5.3,Oregon,null,null,null,null,null,null,41
0400000US56,26.4,2.0,24.7,4.6,27.2,4.6,Wyoming,null,null,null,null,null,null,56
0400000US06,37.5,1.2,36.7,1.5,38.4,1.3,California,null,null,null,null,null,null,06
0400000US28,35.7,5.3,36.9,5.3,31.3,11.5,Mississippi,null,null,null,null,null,null,28
0400000US09,39.7,4.5,40.1,6.7,39.5,8.9,Connecticut,null,null,null,null,null,null,09
0400000US48,33.6,2.0,33.9,2.9,33.3,2.1,Texas,null,null,null,null,null,null,48
0400000US24,48.7,2.3,51.0,3.0,44.7,8.8,Maryland,null,null,null,null,null,null,24
0400000US12,40.4,4.9,38.5,5.6,42.5,5.1,Florida,null,null,null,null,null,null,12
0400000US25,36.3,7.6,35.4,17.2,36.6,6.2,Massachusetts,null,null,null,null,null,null,25
0400000US11,48.2,17.2,53.3,20.7,38.6,20.7,District of Columbia,null,null,null,null,null,null,11
0400000US49,28.7,1.6,28.8,2.6,28.5,2.1,Utah,null,null,null,null,null,null,49
0400000US36,36.1,3.0,36.9,3.7,35.6,4.0,New York,null,null,null,null,null,null,36
0400000US34,40.2,2.2,39.5,2.9,40.8,3.6,New Jersey,null,null,null,null,null,null,34
0400000US39,41.0,4.7,40.5,6.2,41.8,6.8,Ohio,null,null,null,null,null,null,39
0400000US29,38.5,3.9,35.2,3.7,42.4,6.2,Missouri,null,null,null,null,null,null,29
0400000US42,35.4,3.6,37.7,5.5,32.8,6.6,Pennsylvania,null,null,null,null,null,null,42
0400000US26,36.8,3.0,37.8,4.3,35.8,3.0,Michigan,null,null,null,null,null,null,26
0400000US31,25.6,3.5,25.5,3.5,26.0,6.8,Nebraska,null,null,null,null,null,null,31
0400000US16,32.2,4.1,30.8,7.1,32.5,4.5,Idaho,null,null,null,null,null,null,16
0400000US35,32.0,0.6,30.7,0.8,33.1,0.9,New Mexico,null,null,null,null,null,null,35
0400000US15,47.3,11.2,53.9,11.0,36.8,17.3,Hawaii,null,null,null,null,null,null,15
0400000US46,25.3,0.9,24.3,1.7,25.8,1.4,South Dakota,null,null,null,null,null,null,46
0400000US53,34.7,2.2,35.6,2.0,33.1,3.6,Washington,null,null,null,null,null,null,53
0400000US44,27.1,6.0,21.5,8.7,29.2,9.5,Rhode Island,null,null,null,null,null,null,44
0400000US04,30.1,0.7,28.7,1.2,31.4,0.9,Arizona,null,null,null,null,null,null,04
0400000US47,44.8,5.6,47.5,8.8,44.2,8.0,Tennessee,null,null,null,null,null,null,47
0400000US20,30.9,4.7,29.4,5.8,32.5,6.5,Kansas,null,null,null,null,null,null,20
