GEO_ID,C24060_001E,C24060_001M,C24060_002E,C24060_002M,C24060_003E,C24060_003M,C24060_004E,C24060_004M,C24060_005E,C24060_005M,C24060_006E,C24060_006M,C24060_007E,C24060_007M,C24060_008E,C24060_008M,C24060_009E,C24060_009M,C24060_010E,C24060_010M,C24060_011E,C24060_011M,C24060_012E,C24060_012M,C24060_013E,C24060_013M,C24060_014E,C24060_014M,C24060_015E,C24060_015M,C24060_016E,C24060_016M,C24060_017E,C24060_017M,C24060_018E,C24060_018M,C24060_019E,C24060_019M,C24060_020E,C24060_020M,C24060_021E,C24060_021M,C24060_022E,C24060_022M,C24060_023E,C24060_023M,C24060_024E,C24060_024M,C24060_025E,C24060_025M,C24060_026E,C24060_026M,C24060_027E,C24060_027M,C24060_028E,C24060_028M,C24060_029E,C24060_029M,C24060_030E,C24060_030M,C24060_031E,C24060_031M,C24060_032E,C24060_032M,C24060_033E,C24060_033M,C24060_034E,C24060_034M,C24060_035E,C24060_035M,C24060_036E,C24060_036M,NAME,C24060_001MA,C24060_001EA,C24060_002MA,C24060_002EA,C24060_003EA,C24060_003MA,C24060_004MA,C24060_004EA,C24060_005MA,C24060_005EA,C24060_006MA,C24060_006EA,C24060_007MA,C24060_007EA,C24060_008MA,C24060_008EA,C24060_009MA,C24060_009EA,C24060_010MA,C24060_010EA,C24060_011MA,C24060_011EA,C24060_012MA,C24060_012EA,C24060_013MA,C24060_013EA,C24060_014EA,C24060_014MA,C24060_015MA,C24060_015EA,C24060_016MA,C24060_016EA,C24060_017MA,C24060_017EA,C24060_018MA,C24060_018EA,C24060_019MA,C24060_019EA,C24060_020MA,C24060_020EA,C24060_021MA,C24060_021EA,C24060_022MA,C24060_022EA,C24060_023MA,C24060_023EA,C24060_024MA,C24060_024EA,C24060_025EA,C24060_025MA,C24060_026MA,C24060_026EA,C24060_027MA,C24060_027EA,C24060_028MA,C24060_028EA,C24060_029MA,C24060_029EA,C24060_030MA,C24060_030EA,C24060_031MA,C24060_031EA,C24060_032MA,C24060_032EA,C24060_033MA,C24060_033EA,C24060_034MA,C24060_034EA,C24060_035MA,C24060_035EA,C24060_036MA,C24060_036EA,state
0400000US30,523058,5868,191526,5903,102145,4542,112707,4622,60251,3676,56429,3565,312312,6175,79352,4120,64289,4070,82609,4030,39901,2787,46161,3432,30613,2946,16138,1981,2628,630,5001,1043,5163,1397,1683,555,49130,3841,31472,2904,7957,1282,6873,1438,1321,781,1507,630,85169,4652,45621,3531,18333,2279,12531,1730,4680,852,4004,1024,45834,3016,18943,1972,8938,1341,5693,1374,9186,1521,3074,859,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,678540,6859,253718,6388,124578,5431,145515,5690,70310,3602,84419,4083,414973,8095,117365,4178,77971,4550,106029,5068,43372,2995,70236,3813,29302,2578,12360,1721,2215,633,6612,1488,5821,898,2294,749,94646,4540,60500,3775,17401,2273,13953,1357,856,412,1936,720,84634,4367,47140,3003,14653,1866,13807,1877,4159,904,4875,1242,54985,3396,16353,1812,12338,1740,5114,1029,16102,1990,5078,957,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,4870838,24880,1868589,19530,846977,17519,1000416,17599,439193,11431,715663,14560,3403504,25691,1063423,14272,585162,14111,778670,15890,339455,9951,636794,13416,180086,7693,85780,5396,19957,2500,41731,3202,20221,2644,12397,1688,337572,9354,231674,7548,42413,3466,48269,3959,4293,1214,10923,1859,679761,15615,400017,11393,125161,7010,91838,5381,26938,3299,35807,4112,269915,8296,87695,4175,74284,4974,39908,3069,48286,3613,19742,2600,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,4953466,24667,1864926,23025,813454,17260,1086006,17447,437815,13268,751265,14422,3506215,25531,1100410,19513,566243,14465,860368,15752,325006,11912,654188,13953,210174,8542,101966,5954,22064,2769,44375,4166,23938,3290,17831,2871,276891,11065,186581,8128,30369,3172,39952,3621,7218,1476,12771,2617,686507,16674,395255,11834,124482,6647,99957,5702,27415,3201,39398,4033,273679,11217,80714,5711,70296,6241,41354,3763,54238,5225,27077,3123,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,345769,4933,130611,4695,63120,2827,69643,3799,39585,3526,42810,3576,188049,5178,50326,3114,36786,2679,44627,3312,24010,2658,32300,3107,13315,2197,7166,1785,2120,1091,1720,634,1165,636,1144,783,33357,3286,19692,2295,5386,1237,5902,1424,1230,543,1147,505,87603,4496,45143,2890,13909,1907,14159,2074,7820,1793,6572,1220,23445,2269,8284,1213,4919,1196,3235,970,5360,1011,1647,631,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,2094271,16868,737154,14200,335896,11031,448626,11523,204962,7414,367633,9733,1463276,17394,416049,11134,226676,8894,343844,10375,152934,6772,323773,9297,65264,4328,29751,2590,7725,1349,15943,2288,7021,1120,4824,1279,132434,6628,81769,5539,19823,2815,19905,2291,3877,1104,7060,1903,312982,8604,173194,7021,50112,4018,51576,4058,15717,2210,22383,2644,120315,6338,36391,3034,31560,3473,17358,2581,25413,2894,9593,1578,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,330947,5124,143904,4963,59112,3600,60177,3179,31686,2707,36068,2897,186285,6017,56492,3418,35788,2432,42135,2688,20744,2104,31126,2923,14974,1950,7978,1157,1259,543,2625,647,2083,802,1029,579,52473,2981,36828,2587,8192,1576,6013,1121,867,514,573,250,44718,3120,29487,2541,5670,907,6591,1065,1532,454,1438,441,32497,2987,13119,1893,8203,1852,2813,731,6460,1075,1902,490,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,1446090,11002,440100,8155,360145,11589,335432,8965,130919,7027,179494,7339,1096759,12044,264316,7508,294097,10126,272486,8194,109712,5662,156148,6698,48734,4010,24003,2558,5666,1075,12966,1951,2822,808,3277,949,49753,4077,29015,2887,7287,1369,8702,1782,865,512,3884,1363,166285,6657,95606,4738,31096,2963,24136,2576,7206,1583,8241,1580,84559,5448,27160,2660,21999,3036,17142,2572,10314,2064,7944,1675,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,741817,9426,250077,7237,142553,6485,162702,6411,75885,4122,110600,5084,498241,9750,123717,5957,94520,5524,121667,5391,60701,3555,97636,4983,13585,1898,7436,1335,1171,432,1982,591,1311,607,1685,672,58162,4405,34175,3339,11301,2011,9308,1713,1773,734,1605,598,141033,6025,72989,3819,27964,2986,25907,2533,6706,1452,7467,1534,30796,2698,11760,1637,7597,1381,3838,913,5394,1179,2207,745,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,1791438,10371,616673,10551,313108,6575,406702,8592,196097,5800,258858,6308,1198012,11715,316005,8069,207808,6999,309137,7483,143519,5540,221543,5980,62929,3572,29998,2473,5903,1014,14483,2007,7840,1184,4705,790,120540,5293,76135,4054,18230,1922,18635,1950,2757,583,4783,870,289457,8225,156777,5814,51632,3182,45377,2919,18543,1703,17128,1844,120500,5126,37758,2829,29535,2409,19070,2330,23438,2047,10699,1395,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,2993716,12072,1088816,12925,492458,9910,609561,11731,258829,6003,544052,9755,2130751,14600,613271,10511,342880,8225,478626,10063,199030,5498,496944,9288,97296,3867,45652,2722,9112,1266,22668,1757,13319,1741,6545,853,271922,6883,178091,5709,40434,2996,38834,2659,3236,648,11327,1433,342842,9116,196428,6393,66440,3271,52061,3458,12998,1288,14915,1808,150905,5483,55374,3111,33592,2547,17372,1361,30246,2484,14321,1786,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,1004429,13869,323351,9541,217571,9000,254856,8857,93191,5702,115460,6185,620533,14371,155089,7389,127009,7670,186358,8108,55821,4851,96256,5452,27468,2896,13581,2217,4261,1217,4002,1082,3974,1103,1650,695,37908,3902,23139,3108,5240,1560,7078,1244,884,530,1567,713,221003,8999,101940,5631,54824,4088,44694,3948,10697,1973,8848,1639,97517,5381,29602,3257,26237,2917,12724,2031,21815,2658,7139,1483,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,4180915,20665,1867088,20396,685269,15375,823922,14771,344812,9421,459824,12167,2667161,20496,970127,15554,450897,12599,607949,12422,259814,7784,378374,10768,136108,6956,72230,4676,16294,2467,23465,2268,14302,2224,9817,1541,328756,9378,228916,7943,42061,3719,46232,3429,4534,1146,7013,1280,830133,15914,514626,11042,122959,7043,115058,5674,31992,3001,45498,4002,218757,7478,81189,4580,53058,3646,31218,3084,34170,3438,19122,2560,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,400818,5548,151241,5561,72461,4264,73901,4349,48793,3069,54422,3683,248627,7140,69386,4561,41351,3414,55185,3881,37095,2401,45610,3453,14887,1919,8073,1387,1116,461,2686,741,1300,487,1712,564,43258,3464,24076,2576,10376,1941,5447,1204,1580,813,1779,521,64092,3816,34672,2821,13957,2062,8255,1118,3899,919,3309,816,29954,2349,15034,1587,5661,1116,2328,802,4919,969,2012,524,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,2315748,17749,800792,15186,424296,14185,512146,13683,215152,9161,363362,10346,1623603,19666,444640,11136,290270,12204,402772,12858,161146,8176,324775,10305,87980,6028,41963,4072,12135,2339,18631,2397,9911,1497,5340,1313,141635,7584,85624,5240,22480,3075,22263,2354,4435,1940,6833,1520,333166,10804,190809,7637,64449,4521,47209,3722,12854,1963,17845,2781,129364,6992,37756,3857,34962,3531,21271,2576,26806,3098,8569,1609,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,2029021,13461,808107,13058,365744,9794,412851,9607,188716,7642,253603,8619,1338184,14357,416334,11690,241543,8024,309375,9057,149321,6908,221611,8334,84565,4378,44954,2979,7560,1560,16661,2004,8940,1609,6450,1487,189177,7948,123949,5904,25941,3012,27952,2871,4496,1204,6839,1685,266090,8473,160210,6466,51415,4316,37196,3062,8195,1420,9074,1670,151005,6680,62660,4057,39285,3534,21667,2290,17764,2407,9629,1658,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,287436,5151,101136,4815,50974,3586,56088,3634,43588,3190,35650,3608,174430,5254,40427,3466,30057,3098,41367,3046,33761,3009,28818,3339,14015,2405,7562,1622,271,171,2763,1296,2139,721,1280,512,18867,2159,11664,1371,2637,931,2683,699,856,490,1027,675,60199,3899,34680,3107,11189,1971,7315,1466,3812,1156,3203,802,19925,2434,6803,1400,6820,1573,1960,690,3020,737,1322,693,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,18930012,36894,7414643,41599,3514097,30109,3965290,30307,1711879,22573,2324103,26973,12970285,49439,4296483,33984,2321246,30100,3032698,28205,1329343,20483,1990515,23671,669993,12798,369398,9182,71066,4990,137710,6232,49279,4640,42540,3547,1222739,18527,826298,15171,141699,7063,179883,7763,25032,3200,49827,4475,2485104,28247,1358939,20436,573584,14947,369857,10690,90960,5217,91764,5527,1581891,22409,563525,11895,406502,11791,245142,9881,217265,8926,149457,7071,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,1231410,12050,399518,10758,224904,8750,254230,8502,125562,6648,227196,8046,837825,14138,202022,7971,144591,7373,200276,7209,90945,5557,199991,7619,31596,3248,14343,1806,2977,956,7335,1346,3538,983,3403,1131,68094,4492,43521,3656,11514,2028,7854,1439,1506,626,3699,1280,223278,8232,122938,6647,44811,3718,29199,2985,12380,2169,13950,2363,70617,4882,16694,2291,21011,2974,9566,2024,17193,2529,6153,1567,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,1822551,11469,790540,15053,322292,9003,387202,9965,131486,6117,191031,7697,1244901,12230,459282,11234,220114,8901,303110,9382,92504,5019,169891,7258,65655,4311,34600,2774,7786,1766,12656,2046,7672,1599,2941,888,177239,7024,121129,6275,26962,2486,23382,2066,2139,743,3627,1245,222264,7836,133792,5961,41606,3455,30627,3047,7761,1578,8478,1546,112492,5680,41737,3223,25824,2759,17427,2221,21410,2826,6094,1377,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,13491168,36714,4931037,39958,2351408,31824,2947413,32007,1487805,26491,1773505,26436,9682392,37525,2965447,30538,1630955,28119,2358540,28453,1164573,26356,1562877,25479,401408,12142,212059,9584,37130,3404,85955,5957,38587,3176,27677,2949,753432,18286,478150,13836,107426,7238,117425,5761,21511,2986,28920,3647,1711428,25785,986355,19879,347839,10146,239364,10505,63758,5162,74112,6160,942508,20122,289026,9975,228058,9175,146129,6969,199376,10356,79919,5943,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
