GEO_ID,B15002_001E,B15002_001M,B15002_002E,B15002_002M,B15002_003E,B15002_003M,B15002_004E,B15002_004M,B15002_005E,B15002_005M,B15002_006E,B15002_006M,B15002_007E,B15002_007M,B15002_008E,B15002_008M,B15002_009E,B15002_009M,B15002_010E,B15002_010M,B15002_011E,B15002_011M,B15002_012E,B15002_012M,B15002_013E,B15002_013M,B15002_014E,B15002_014M,B15002_015E,B15002_015M,B15002_016E,B15002_016M,B15002_017E,B15002_017M,B15002_018E,B15002_018M,B15002_019E,B15002_019M,B15002_020E,B15002_020M,B15002_021E,B15002_021M,B15002_022E,B15002_022M,B15002_023E,B15002_023M,B15002_024E,B15002_024M,B15002_025E,B15002_025M,B15002_026E,B15002_026M,B15002_027E,B15002_027M,B15002_028E,B15002_028M,B15002_029E,B15002_029M,B15002_030E,B15002_030M,B15002_031E,B15002_031M,B15002_032E,B15002_032M,B15002_033E,B15002_033M,B15002_034E,B15002_034M,B15002_035E,B15002_035M,NAME,B15002_001EA,B15002_001MA,B15002_002EA,B15002_002MA,B15002_003EA,B15002_003MA,B15002_004EA,B15002_004MA,B15002_005EA,B15002_005MA,B15002_006EA,B15002_006MA,B15002_007EA,B15002_007MA,B15002_008EA,B15002_008MA,B15002_009EA,B15002_009MA,B15002_010EA,B15002_010MA,B15002_011EA,B15002_011MA,B15002_012EA,B15002_012MA,B15002_013EA,B15002_013MA,B15002_014EA,B15002_014MA,B15002_015EA,B15002_015MA,B15002_016EA,B15002_016MA,B15002_017EA,B15002_017MA,B15002_018MA,B15002_018EA,B15002_019EA,B15002_019MA,B15002_020EA,B15002_020MA,B15002_021EA,B15002_021MA,B15002_022EA,B15002_022MA,B15002_023EA,B15002_023MA,B15002_024EA,B15002_024MA,B15002_025EA,B15002_025MA,B15002_026EA,B15002_026MA,B15002_027EA,B15002_027MA,B15002_028EA,B15002_028MA,B15002_029EA,B15002_029MA,B15002_030EA,B15002_030MA,B15002_031EA,B15002_031MA,B15002_032EA,B15002_032MA,B15002_033EA,B15002_033MA,B15002_034EA,B15002_034MA,B15002_035EA,B15002_035MA,state
0400000US08,3900287,4963,1940826,4856,19005,2574,7416,1660,20893,3024,16145,2321,22563,3096,19715,2901,29546,3385,28307,3174,425308,10639,116184,5667,288846,9118,156120,6381,492296,9706,203604,5924,56781,3452,38097,2972,1959461,3089,19266,2322,6792,1671,19764,2711,18382,2861,17587,2468,19881,2362,25570,2709,26284,2640,387307,10852,129188,6006,281534,8380,173135,7083,521693,9157,241310,6720,42196,3213,29572,2705,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,4467893,5468,2155530,4155,22511,2416,8099,1667,13620,2259,40937,2966,35052,3102,45434,3765,48553,3946,40139,3114,749035,12011,145927,5824,267415,9014,169536,6615,366598,8658,135192,6336,38255,3098,29227,2606,2312363,3802,20483,2247,6652,1355,12197,2310,39973,3603,31680,3214,43279,3668,46708,3810,36517,3280,731005,12600,163053,6816,310734,9323,228288,7509,405213,10492,190675,7211,27028,2921,18878,2391,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,3039414,5069,1463890,4060,16375,2040,7225,1354,13354,2139,48165,3617,34205,3402,36257,2750,32824,2958,22165,2788,506001,9350,97117,5054,203375,7387,99367,5004,215188,6635,85879,4017,27516,2326,18877,2008,1575524,3013,16186,2126,3964,991,8852,1608,46015,3364,28910,2595,35005,3050,30482,3066,21080,1977,484910,9195,106774,5285,224424,7339,162597,4520,226902,5704,140302,5674,26112,2371,13009,1650,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3125733,6646,1491136,5587,17031,2347,6400,1314,17559,2975,37268,3555,39771,3786,45691,3942,48054,4034,25428,2718,533086,12431,79225,4929,224735,8210,85462,5690,220625,7016,67094,4158,27462,2294,16245,2091,1634597,4242,16721,2102,5125,1121,14112,2123,31989,3508,28264,3053,38135,3876,44162,4134,26849,2821,538686,12484,91370,5495,254345,9648,117612,6051,276009,8874,116201,5429,21688,2383,13329,1833,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,8706376,5516,4200750,4359,57988,3562,22550,2689,54582,4081,61820,4055,47946,3662,61976,3649,76794,5248,88657,5448,1144832,14480,266731,7257,574140,11978,305916,9134,874048,14213,378818,10510,115540,5359,68412,3289,4505626,3670,58436,4088,25941,3034,59380,5037,63183,3998,41794,3466,55804,4072,67783,4835,70148,3615,1124453,13705,307414,7778,616489,10430,398935,9299,959618,11787,508641,9871,91249,4868,56358,3565,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,2104792,4251,1026001,3205,9241,1447,2407,832,6752,1683,14169,1459,10153,1284,13510,1800,15242,1927,13384,1532,334869,7256,72098,3029,135525,5084,115278,4281,189741,6029,57203,3777,21224,1829,15205,1939,1078791,3084,9614,1408,3779,934,7186,1533,11804,1684,8506,1297,12542,1855,14659,1938,9701,1068,314400,6909,81616,3714,145098,5749,132719,5208,223701,5634,76702,4269,14460,1763,12304,1708,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,970748,1700,474752,1737,3005,850,1336,744,1813,872,5466,1069,4303,991,6229,1264,6299,1298,7928,1750,138780,5347,26412,2190,58974,3707,43439,3304,104038,4030,46168,3203,11160,1379,9402,1704,495996,1467,3390,906,1964,989,1111,488,5604,1613,3178,1000,5275,1045,5204,1078,4405,1033,130422,3951,31462,2536,61379,3939,55791,3548,113244,4894,58637,3389,9010,1249,5920,1087,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,2021939,5228,970195,4285,10441,1468,5870,1380,10938,2063,20310,2275,19496,2103,20386,1951,26734,2367,18073,2193,353105,7889,64187,3732,145849,7175,58223,3801,133893,5210,51990,3931,19719,2429,10981,1601,1051744,3397,10780,1421,4638,1169,10669,1797,18869,2079,20003,2535,21416,2481,24671,2706,15692,1961,333762,7785,69132,4496,171500,7104,95920,5522,162529,6022,73505,4432,10350,1514,8308,1409,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,679700,997,322589,746,2393,699,1014,674,4670,1505,3745,1078,4994,1383,6020,1164,5596,1313,6541,1293,111384,5099,19268,1934,39398,3261,20330,2330,60280,3556,25380,2283,5364,858,6212,1084,357111,986,3154,923,1024,617,4540,1213,5683,1373,3652,1202,6794,1542,5192,1248,4069,1088,114413,5291,19917,1871,41599,3891,31318,2723,63898,3932,41011,2906,5402,1224,5445,1147,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,3809229,3716,1872613,3276,19983,2458,3857,1139,8056,1797,16993,1950,16070,1988,20194,2061,24508,2085,27589,2439,476648,7175,115010,4129,275873,6843,206365,5672,436353,7879,147527,4996,47799,2878,29788,2272,1936616,3058,25530,2525,4428,1236,7973,1472,14922,1895,10245,1468,14090,1838,17581,1945,20786,2139,444639,9119,134926,4059,265687,6664,239148,5954,484497,9044,189662,5619,38600,3148,23902,1859,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
