GEO_ID,C27018_001E,C27018_001M,C27018_002E,C27018_002M,C27018_003E,C27018_003M,C27018_004E,C27018_004M,C27018_005E,C27018_005M,C27018_006E,C27018_006M,C27018_007E,C27018_007M,C27018_008E,C27018_008M,C27018_009E,C27018_009M,C27018_010E,C27018_010M,C27018_011E,C27018_011M,C27018_012E,C27018_012M,C27018_013E,C27018_013M,C27018_014E,C27018_014M,C27018_015E,C27018_015M,C27018_016E,C27018_016M,C27018_017E,C27018_017M,C27018_018E,C27018_018M,C27018_019E,C27018_019M,C27018_020E,C27018_020M,C27018_021E,C27018_021M,C27018_022E,C27018_022M,C27018_023E,C27018_023M,C27018_024E,C27018_024M,C27018_025E,C27018_025M,C27018_026E,C27018_026M,C27018_027E,C27018_027M,C27018_028E,C27018_028M,C27018_029E,C27018_029M,C27018_030E,C27018_030M,C27018_031E,C27018_031M,C27018_032E,C27018_032M,C27018_033E,C27018_033M,C27018_034E,C27018_034M,C27018_035E,C27018_035M,C27018_036E,C27018_036M,C27018_037E,C27018_037M,C27018_038E,C27018_038M,C27018_039E,C27018_039M,C27018_040E,C27018_040M,C27018_041E,C27018_041M,C27018_042E,C27018_042M,C27018_043E,C27018_043M,C27018_044E,C27018_044M,C27018_045E,C27018_045M,C27018_046E,C27018_046M,C27018_047E,C27018_047M,C27018_048E,C27018_048M,C27018_049E,C27018_049M,C27018_050E,C27018_050M,C27018_051E,C27018_051M,NAME,C27018_001EA,C27018_001MA,C27018_002MA,C27018_002EA,C27018_003EA,C27018_003MA,C27018_004EA,C27018_004MA,C27018_005EA,C27018_005MA,C27018_006EA,C27018_006MA,C27018_007MA,C27018_007EA,C27018_008MA,C27018_008EA,C27018_009EA,C27018_009MA,C27018_010EA,C27018_010MA,C27018_011EA,C27018_011MA,C27018_012EA,C27018_012MA,C27018_013MA,C27018_013EA,C27018_014EA,C27018_014MA,C27018_015EA,C27018_015MA,C27018_016EA,C27018_016MA,C27018_017MA,C27018_017EA,C27018_018MA,C27018_018EA,C27018_019EA,C27018_019MA,C27018_020EA,C27018_020MA,C27018_021EA,C27018_021MA,C27018_022EA,C27018_022MA,C27018_023EA,C27018_023MA,C27018_024MA,C27018_024EA,C27018_025EA,C27018_025MA,C27018_026EA,C27018_026MA,C27018_027EA,C27018_027MA,C27018_028EA,C27018_028MA,C27018_029MA,C27018_029EA,C27018_030MA,C27018_030EA,C27018_031MA,C27018_031EA,C27018_032EA,C27018_032MA,C27018_033EA,C27018_033MA,C27018_034EA,C27018_034MA,C27018_035MA,C27018_035EA,C27018_036EA,C27018_036MA,C27018_037EA,C27018_037MA,C27018_038EA,C27018_038MA,C27018_039MA,C27018_039EA,C27018_040MA,C27018_040EA,C27018_041MA,C27018_041EA,C27018_042EA,C27018_042MA,C27018_043EA,C27018_043MA,C27018_044EA,C27018_044MA,C27018_045EA,C27018_045MA,C27018_046MA,C27018_046EA,C27018_047EA,C27018_047MA,C27018_048EA,C27018_048MA,C27018_049EA,C27018_049MA,C27018_050EA,C27018_050MA,C27018_051EA,C27018_051MA,state
0400000US08,5555265,3104,537492,18885,157795,10958,127009,10282,30786,3972,320819,10379,166178,7676,154641,7905,58878,3868,56315,3699,2563,972,281013,19124,89982,9378,70149,8259,19833,4028,143765,9596,72084,6351,71681,5810,47266,3666,46274,3730,992,553,556790,22143,164598,10627,97297,7611,67301,6071,312791,14139,93466,6264,219325,12508,79401,4651,77227,4476,2174,1016,1631931,35106,407587,14802,120580,8928,287007,13805,987987,21344,159490,7469,828497,19904,236357,7048,228912,7007,7445,1686,2548039,27271,499695,10901,39600,4979,460095,10659,1676616,19461,116186,6919,1560430,18305,371728,8050,352043,8386,19685,1921,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,6485781,4621,852638,24677,288425,13435,232508,13550,55917,6413,484037,13720,246316,10446,237721,8234,80176,4196,76957,4159,3219,873,422758,19416,141325,11512,96860,8289,44465,6876,211209,8917,90820,5097,120389,6845,70224,4416,69108,4316,1116,572,743169,23168,216471,11272,98362,7702,118109,9114,395259,13171,97303,6658,297956,10717,131439,5570,129898,5528,1541,632,2185957,39566,549485,17040,97224,7067,452261,15743,1260521,24002,144088,7631,1116433,23189,375951,9896,369185,9900,6766,1294,2281259,35603,414253,14046,28133,4340,386120,13571,1508908,22799,81731,5478,1427177,22975,358098,9811,341928,9249,16170,2176,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,4320783,3937,730357,22168,234750,11962,205658,11552,29092,4447,423119,12807,296914,10642,126205,8067,72488,4614,69868,4400,2620,934,318520,16148,86384,7488,67339,7359,19045,2599,163621,7953,95790,6562,67831,5300,68515,4671,67883,4707,632,338,533587,20626,141659,8481,87629,7678,54030,5234,296318,11511,122584,6920,173734,8480,95610,5843,94194,5863,1416,761,1370965,26278,312008,11150,80627,6394,231381,9366,808629,16863,152749,7689,655880,14792,250328,6985,245366,6854,4962,998,1367354,27187,255328,10227,19352,2473,235976,9820,889451,18211,68135,4718,821316,17316,222575,7610,213829,7345,8746,1378,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4518116,3547,843461,23598,298497,13130,267387,12648,31110,4932,458245,15097,280908,9418,177337,10314,86719,4826,83218,4778,3501,1121,379717,19819,118624,11105,92288,9563,26336,5060,191413,10624,101944,8990,89469,7534,69680,3788,67739,3710,1941,924,586503,22825,156466,10166,107785,8719,48681,5706,332329,13905,126015,9045,206314,9940,97708,6386,95553,6334,2155,838,1269629,30380,303958,12241,110672,9560,193286,11279,743626,17830,142455,7974,601171,16676,222045,9320,215103,9006,6942,1555,1438806,28815,263802,10639,28265,4115,235537,9638,952271,20537,80505,6452,871766,20408,222733,8394,208675,8187,14058,1977,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,12439217,4084,1508754,32746,480177,19347,408175,17573,72002,8039,858215,16795,466658,11475,391557,12429,170362,6559,160602,5991,9760,1800,724402,24813,239931,11955,183022,10659,56909,7129,360189,14673,168219,9666,191970,9966,124282,5935,120210,5658,4072,1576,1264349,33839,358583,14054,205716,12066,152867,10934,678661,19312,204358,10407,474303,15587,227105,8990,222502,8884,4603,1230,3611146,49326,876765,25393,239326,13005,637439,20165,2133289,28400,294232,9810,1839057,26540,601092,11978,581074,11394,20018,2448,5330566,40281,1014776,14957,55228,4960,959548,14630,3513095,29717,165308,8369,3347787,28415,802695,13041,752041,12608,50654,3678,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,3054586,1660,343504,13910,103237,7713,86370,7313,16867,3191,203664,7803,109908,6216,93756,5669,36603,2446,35241,2404,1362,530,186573,8436,58176,4684,46215,4379,11961,2516,89333,4756,48418,3883,40915,3409,39064,3371,38973,3370,91,80,320314,14246,91898,7020,53622,5810,38276,3613,167684,8231,48969,4196,118715,6436,60732,3189,60397,3204,335,264,1033427,21006,274767,9866,72124,4859,202643,9577,569725,12889,72749,4433,496976,12748,188935,5556,185876,5529,3059,925,1170768,21846,227178,8557,14684,2168,212494,8325,753219,13962,36405,3467,716814,13516,190371,6042,181870,6116,8501,1398,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1310916,1744,100220,6538,28419,4189,23076,3619,5343,1631,58712,3339,33924,3053,24788,2420,13089,2031,12645,1920,444,302,52482,5183,11705,3027,10594,2861,1111,766,26352,2991,14931,1976,11421,2015,14425,1810,14011,1697,414,404,105878,7688,24095,3540,14974,3030,9121,2193,58161,5057,18781,2553,39380,3970,23622,2838,23390,2847,232,237,376253,14397,80979,5559,21385,3874,59594,5169,218666,9493,31829,3188,186837,8570,76608,3936,74736,3983,1872,710,676083,14723,122027,5576,8121,1679,113906,5100,444865,10329,22519,2470,422346,10344,109191,3716,102557,3788,6634,1431,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,2922262,2564,504443,19790,180230,10671,162134,9942,18096,3274,273931,12135,160326,8647,113605,8444,50282,3879,48825,3864,1457,676,251203,11286,75743,5290,63581,5095,12162,2439,131203,6655,67570,5206,63633,5391,44257,3143,43712,3111,545,416,404879,18046,109424,8043,72123,6538,37301,4934,220777,11097,73525,5938,147252,8559,74678,4541,74077,4573,601,362,932233,21344,213921,8272,70455,5056,143466,7048,549663,15149,93061,6562,456602,13739,168649,5089,165715,4864,2934,869,829504,20007,149687,7043,14242,2369,135445,6561,526791,14162,39793,3647,486998,13521,153026,5955,148744,5707,4282,1349,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,937739,1670,117152,9234,38811,5315,30502,4294,8309,2584,67469,5765,43044,4666,24425,2949,10872,1561,10112,1455,760,496,49251,6558,17583,3870,14276,3867,3307,1684,23990,3499,15589,3061,8401,1760,7678,1500,7500,1417,178,258,89504,8536,23310,3903,13062,3232,10248,2549,48766,5498,18281,3059,30485,4053,17428,2033,16982,1984,446,399,275156,10833,61482,4868,15369,3045,46113,4286,157814,6938,26212,3195,131602,6786,55860,3232,54801,3122,1059,464,406676,11314,66599,4706,5810,1773,60789,4639,255028,7759,21148,2912,233880,7494,85049,3666,82484,3791,2565,741,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,5486021,2678,529028,16511,157365,9362,129611,8705,27754,3626,306609,9137,170008,7010,136601,6452,65054,3732,63217,3772,1837,642,275136,13698,84688,7595,64488,7077,20200,2828,137527,7079,74214,4524,63313,5056,52921,3298,52581,3316,340,231,489517,16386,145447,7462,91217,5547,54230,4840,250965,9637,98465,5940,152500,6218,93105,4878,91843,4729,1262,595,1594518,24376,404295,11721,105854,6769,298441,9929,906872,14729,149880,7448,756992,14495,283351,6479,277678,6440,5673,957,2597822,24410,549669,10685,28397,3288,521272,10308,1684232,16170,85185,4836,1599047,15472,363921,6476,346814,6868,17107,1843,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
