GEO_ID,B06007_001E,B06007_001M,B06007_002E,B06007_002M,B06007_003E,B06007_003M,B06007_004E,B06007_004M,B06007_005E,B06007_005M,B06007_006E,B06007_006M,B06007_007E,B06007_007M,B06007_008E,B06007_008M,B06007_009E,B06007_009M,B06007_010E,B06007_010M,B06007_011E,B06007_011M,B06007_012E,B06007_012M,B06007_013E,B06007_013M,B06007_014E,B06007_014M,B06007_015E,B06007_015M,B06007_016E,B06007_016M,B06007_017E,B06007_017M,B06007_018E,B06007_018M,B06007_019E,B06007_019M,B06007_020E,B06007_020M,B06007_021E,B06007_021M,B06007_022E,B06007_022M,B06007_023E,B06007_023M,B06007_024E,B06007_024M,B06007_025E,B06007_025M,B06007_026E,B06007_026M,B06007_027E,B06007_027M,B06007_028E,B06007_028M,B06007_029E,B06007_029M,B06007_030E,B06007_030M,B06007_031E,B06007_031M,B06007_032E,B06007_032M,B06007_033E,B06007_033M,B06007_034E,B06007_034M,B06007_035E,B06007_035M,B06007_036E,B06007_036M,B06007_037E,B06007_037M,B06007_038E,B06007_038M,B06007_039E,B06007_039M,B06007_040E,B06007_040M,NAME,B06007_001EA,B06007_001MA,B06007_002EA,B06007_002MA,B06007_003EA,B06007_003MA,B06007_004EA,B06007_004MA,B06007_005EA,B06007_005MA,B06007_006EA,B06007_006MA,B06007_007EA,B06007_007MA,B06007_008EA,B06007_008MA,B06007_009EA,B06007_009MA,B06007_010EA,B06007_010MA,B06007_011EA,B06007_011MA,B06007_012EA,B06007_012MA,B06007_013EA,B06007_013MA,B06007_014MA,B06007_014EA,B06007_015EA,B06007_015MA,B06007_016EA,B06007_016MA,B06007_017EA,B06007_017MA,B06007_018EA,B06007_018MA,B06007_019EA,B06007_019MA,B06007_020EA,B06007_020MA,B06007_021EA,B06007_021MA,B06007_022EA,B06007_022MA,B06007_023EA,B06007_023MA,B06007_024EA,B06007_024MA,B06007_025MA,B06007_025EA,B06007_026EA,B06007_026MA,B06007_027EA,B06007_027MA,B06007_028EA,B06007_028MA,B06007_029EA,B06007_029MA,B06007_030EA,B06007_030MA,B06007_031EA,B06007_031MA,B06007_032EA,B06007_032MA,B06007_033EA,B06007_033MA,B06007_034EA,B06007_034MA,B06007_035EA,B06007_035MA,B06007_036EA,B06007_036MA,B06007_037EA,B06007_037MA,B06007_038EA,B06007_038MA,B06007_039EA,B06007_039MA,B06007_040EA,B06007_040MA,state
0400000US08,5359922,2467,4462738,22506,623015,18193,404627,13289,218388,12013,274169,10671,186571,8800,87598,5409,2106709,24623,1836708,25487,227825,10324,197613,10040,30212,3615,42176,4100,36140,3786,6036,1630,2611671,21180,2453554,20489,122196,7917,103473,6650,18723,2566,35921,2762,30842,2819,5079,1052,96265,6621,72554,4751,16010,3415,11550,2454,4460,1465,7701,1668,6850,1489,851,431,545277,15245,99922,5658,256984,11352,91991,6463,164993,10423,188371,9157,112739,7362,75632,5208,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,6274104,2647,5715809,16067,297188,8443,187930,8069,109258,6936,261107,12621,174598,10870,86509,6985,4166935,21351,3995424,20620,93270,5481,79556,5588,13714,2564,78241,7904,62182,7265,16059,2809,1710157,21281,1617121,21456,62508,5545,53373,5312,9135,1805,30528,3734,26043,3540,4485,1280,45205,4494,30227,3106,11682,2489,5936,1379,5746,1779,3296,1046,1960,744,1336,730,351807,11381,73037,5990,129728,5729,49065,3962,80663,5286,149042,7661,84413,6373,64629,5660,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,4194913,2663,3958456,10241,116714,5223,64809,4960,51905,3327,119743,8409,73960,6964,45783,4684,2841693,19366,2794727,19679,27576,2663,22825,2540,4751,1208,19390,3625,15074,3281,4316,1427,1150937,17737,1108226,17092,23658,2819,18964,2759,4694,1172,19053,2677,15204,2338,3849,1088,34164,2992,23829,2135,7124,1847,4184,1149,2940,1246,3211,1336,2100,1014,1111,780,168119,6690,31674,3521,58356,3567,18836,2125,39520,3050,78089,5441,41582,4323,36507,3799,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4358121,2840,4025232,11224,155230,6572,82601,5895,72629,5479,177659,9418,129080,7720,48579,4404,3359214,16774,3234556,16954,35662,3275,28327,2953,7335,1832,88996,5536,77606,5556,11390,2121,774574,15037,734841,14514,24556,3135,19748,2694,4808,1422,15177,2687,12910,2014,2267,1288,31794,4240,20849,2919,6926,2014,4540,1435,2386,951,4019,1805,3691,1764,328,363,192539,8352,34986,4226,88086,5781,29986,3283,58100,5040,69467,5706,34873,3719,34594,3663,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,11981624,2046,9167587,22975,1640227,15910,1039021,17472,601206,16862,1173810,17627,767697,16098,406113,12146,7846813,25613,6844286,26004,761364,14143,674956,15116,86408,6102,241163,8459,214893,8109,26270,2890,2206259,23119,2046890,21452,103087,6135,85658,5923,17429,2383,56282,4016,50419,3734,5863,1377,147812,8277,60241,4413,64256,5154,37420,3960,26836,3273,23315,3447,17347,2787,5968,1607,1780740,19248,216170,7682,711520,15290,240987,8271,470533,14846,853050,14634,485038,12631,368012,10677,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,2958262,2271,2696964,10614,123829,5409,79521,4804,44308,3814,137469,8285,82105,6460,55364,4552,2031871,13572,1968654,14127,40665,3745,36797,3426,3868,1031,22552,3026,19217,2870,3335,1047,734210,14060,690251,13757,28012,2974,24156,2775,3856,1447,15947,2406,13644,2392,2303,734,18242,2262,12280,1588,4005,1531,2184,1022,1821,1077,1957,943,1343,701,614,429,173939,7562,25779,2842,51147,3602,16384,2269,34763,3004,97013,6495,47901,5046,49112,4367,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1293601,978,1193312,5820,31092,2704,19988,2479,11104,1749,69197,4960,47582,3780,21615,3311,501089,9075,484649,9267,4143,1220,3660,1153,483,313,12297,1905,10991,1727,1306,578,690724,9992,668492,9828,10408,1913,9331,1853,1077,534,11824,1835,10525,1813,1299,541,19348,2865,12265,1858,6175,1671,3361,1049,2814,1275,908,581,775,443,133,201,82440,4732,27906,3144,10366,1843,3636,1048,6730,1584,44168,3912,25291,2547,18877,3163,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,2825733,2697,2609015,8332,154946,6211,88885,5801,66061,4277,61772,4585,36584,3316,25188,3676,1696675,16071,1648570,16018,39978,3410,33315,3451,6663,1589,8127,1731,6107,1388,2020,1054,966301,16189,920150,16155,32874,3463,28111,3186,4763,1139,13277,2222,11444,1992,1833,947,19658,2807,13096,1607,5035,1851,2616,884,2419,1522,1527,734,1527,734,0,201,143099,6141,27199,3691,77059,4534,24843,3991,52216,3630,38841,3832,17506,2027,21335,3303,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,912836,334,793500,5694,65436,3347,40985,3610,24451,2839,53900,4497,36028,4139,17872,3393,389668,11756,365159,11148,16822,2274,15015,2197,1807,820,7687,3051,5565,1931,2122,1656,418747,10814,402508,10695,10404,2351,8706,1787,1698,830,5835,1273,5510,1276,325,183,14587,2237,7327,1474,6680,1709,4005,1456,2675,933,580,381,298,209,282,312,89834,5510,18506,2983,31530,3091,13259,2681,18271,2529,39798,3254,24655,3261,15143,2773,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,5256247,1722,4614367,14325,211571,7343,132768,6577,78803,5599,430309,12519,267230,8773,163079,8291,3464861,18415,3296828,19592,74680,4728,62007,4308,12673,1863,93353,5914,76873,5660,16480,2557,1265031,16707,1188084,16335,36621,3376,32711,3373,3910,1003,40326,4155,34568,3956,5758,1293,45414,3683,31682,2912,6038,1611,4124,1185,1914,819,7694,1407,6074,1235,1620,599,480941,12492,97773,5418,94232,5341,33926,3139,60306,4924,288936,10089,149715,5899,139221,7738,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
