GEO_ID,C17013_001E,C17013_001M,C17013_002E,C17013_002M,C17013_003E,C17013_003M,C17013_004E,C17013_004M,C17013_005E,C17013_005M,C17013_006E,C17013_006M,C17013_007E,C17013_007M,C17013_008E,C17013_008M,C17013_009E,C17013_009M,C17013_010E,C17013_010M,C17013_011E,C17013_011M,NAME,C17013_001EA,C17013_001MA,C17013_002EA,C17013_002MA,C17013_003EA,C17013_003MA,C17013_004EA,C17013_004MA,C17013_005EA,C17013_005MA,C17013_006EA,C17013_006MA,C17013_007MA,C17013_007EA,C17013_008MA,C17013_008EA,C17013_009MA,C17013_009EA,C17013_010EA,C17013_010MA,C17013_011EA,C17013_011MA,state
0400000US08,1372705,11369,85547,4645,33326,2809,35132,3250,13867,2381,3222,1297,1287158,12066,629868,10198,495629,9665,145164,6368,16497,2188,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,1683176,12254,156585,6413,62468,4222,66836,4671,21565,2475,5716,1529,1526591,12372,768979,11694,578945,10884,156354,5920,22313,2215,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,1138927,12100,143499,6052,58370,3428,60353,3966,20966,2936,3810,1012,995428,11461,508411,9669,389302,9066,87389,5108,10326,1362,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1104847,12302,150690,6789,56780,3634,67593,5243,20532,2362,5785,1384,954157,12371,472939,9320,382369,10214,87813,5496,11036,1891,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,3119101,17843,264678,8286,102157,5236,111225,5671,43431,3481,7865,1753,2854423,16905,1333850,14661,1162147,14298,313065,8614,45361,3643,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,800329,8263,57311,3654,22184,2334,24489,2418,8883,1375,1755,553,743018,8166,393286,7190,266374,6437,75278,4131,8080,1479,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,341752,6363,16178,1948,6811,1389,6418,1359,2653,1015,296,248,325574,5975,170705,5089,124114,4652,28499,3159,2256,661,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,769134,11117,97453,5721,37623,3268,42012,3818,13938,1808,3880,1145,671681,9873,349846,8579,248310,7629,65020,3667,8505,1587,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,238399,6155,20026,2424,7161,1357,8622,1757,3828,1303,415,323,218373,5852,112074,4311,86227,4478,17603,2101,2469,632,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,1396827,9648,79752,4368,31711,2800,30195,2722,11755,1705,6091,1304,1317075,9514,664747,8059,497838,7582,134831,4722,19659,2064,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,265643,5250,20411,2093,9519,1398,6524,1161,3621,948,747,312,245232,5528,138976,4571,82153,3229,20258,2306,3845,1125,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,342542,6065,25166,2433,12944,1798,8756,1452,2753,929,713,548,317376,5824,178161,4927,118409,5013,18226,1969,2580,761,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,2622295,20703,266430,10873,105009,5284,114695,6911,38480,3643,8246,1482,2355865,20602,1204184,13857,921732,15512,207080,7772,22869,2847,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,2537406,21205,275202,8546,104184,5340,113313,5923,48769,4407,8936,1935,2262204,21079,1059004,15632,932697,15663,233227,8870,37276,3337,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,167527,4191,12621,1743,5190,1218,4099,705,2180,664,1152,441,154906,4331,67163,3562,63788,4115,20082,2108,3873,766,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,1214794,12486,148603,5524,59602,4246,64505,3753,21102,2434,3394,1086,1066191,13354,552926,10002,409864,10355,92484,4793,10917,1826,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,155804,3606,9658,1519,5028,1019,3646,1053,859,317,125,154,146146,3549,83687,3158,51536,2660,10476,1296,447,253,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,706638,8667,64271,3303,24641,2302,25575,2531,11184,1578,2871,889,642367,8611,303946,6834,250030,7432,73603,3957,14788,1971,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,461911,6789,60272,4189,26136,2541,22969,2733,8680,1779,2487,872,401639,6907,225557,5714,141998,5610,30411,2756,3673,1005,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,983307,7405,112542,4172,39887,2591,49606,2726,19385,1705,3664,911,870765,7305,438825,6785,327618,7096,93291,4016,11031,1244,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,1487370,10614,103509,4884,42594,3044,42498,3518,13676,1747,4741,970,1383861,10404,733087,9600,505562,8295,129027,4508,16185,1776,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,791354,11339,314362,8322,140846,6710,145453,4920,25637,2659,2426,838,476992,9063,238288,6850,207570,7116,28430,2656,2704,778,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,2094307,16182,148530,6199,57399,3997,64365,4396,21685,2978,5081,1373,1945777,15975,919946,13053,806279,11167,193184,6582,26368,2528,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,187919,5457,10750,1615,4552,1098,4200,1115,1532,562,466,399,177169,5279,94217,3484,61671,3470,20121,2019,1160,327,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,1258273,13739,136160,5539,53248,3946,58402,3642,20317,2552,4193,1168,1122113,13870,594963,9044,419817,11093,96515,5224,10818,1790,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,1027648,10811,82653,5378,35250,2919,31805,3113,13274,2280,2324,923,944995,11105,489603,9794,348451,8685,93212,4528,13729,2092,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,144525,4783,10239,1789,3141,846,5253,1409,1560,813,285,203,134286,4506,72531,3256,47188,2995,11974,1637,2593,865,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,8934621,23655,811643,14917,263214,7852,336455,10164,168746,7215,43228,3127,8122978,22881,3289143,23001,3491557,21780,1111816,16224,230462,6847,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,727948,11079,109072,6161,39916,3622,49678,5036,15727,2292,3751,1172,618876,9767,308443,7962,242858,7779,60264,4465,7311,1516,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,891935,10679,62963,3956,24511,2385,28830,3023,7933,1599,1689,759,828972,10321,388658,9331,352797,7264,80024,4679,7493,1387,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,6730268,29102,767608,16310,242105,8855,320307,11125,164954,7643,40242,3643,5962660,29586,2577294,23995,2491164,26632,776302,16538,117900,6016,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,1472372,11475,88511,5106,33303,3065,39673,3586,13844,2415,1691,689,1383861,12434,630138,11119,578815,10556,149109,5747,25799,2400,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,5026515,28230,488362,11115,205429,7497,196109,7698,73154,5154,13670,2423,4538153,27789,2427428,22237,1670014,21870,390110,10411,50601,3707,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,1644205,12629,106906,5425,45888,3419,48243,3549,10856,1847,1919,762,1537299,12862,709902,10653,658119,9091,153246,6231,16032,2448,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,121529,3987,13761,2006,5550,1115,5407,1336,2230,933,574,471,107768,3941,59908,3305,39804,3329,7195,1308,861,403,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,743767,8138,45593,3522,16792,2093,15821,1938,9672,1983,3308,959,698174,8382,273292,6015,256090,6392,134410,5367,34382,3297,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,4632936,21570,465342,12311,188918,8175,184350,7579,71865,4302,20209,2199,4167594,21693,1867302,17053,1759927,18103,453385,9695,86980,4637,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,2231636,16928,154894,6289,57566,4388,68277,4083,23903,2998,5148,1304,2076742,16581,887619,14034,926351,12192,229214,7500,33558,3118,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,2924244,16447,283821,8789,112280,5364,118419,6241,43274,3860,9848,1856,2640423,18155,1370652,14428,993727,14709,244419,7826,31625,2648,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,1550876,14411,139886,5874,58666,3727,52341,3332,21554,2670,7325,1847,1410990,14568,738771,12251,532354,9326,123885,6255,15980,1840,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,3235257,16951,263075,8044,109461,4873,107444,6140,36614,3164,9556,1840,2972182,17693,1508707,13514,1165101,15752,264223,7679,34151,2973,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,2520001,12884,238401,7742,96781,4743,93464,5637,39075,3198,9081,1593,2281600,14297,1168889,12623,863263,11459,220186,7561,29262,2614,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,485628,5777,34617,2440,13869,1857,13309,1466,5853,1073,1586,595,451011,5547,228968,4832,161288,4161,54526,3078,6229,1095,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
