GEO_ID,B02001_001E,B02001_001M,B02001_002E,B02001_002M,B02001_003E,B02001_003M,B02001_004E,B02001_004M,B02001_005E,B02001_005M,B02001_006E,B02001_006M,B02001_007E,B02001_007M,B02001_008E,B02001_008M,B02001_009E,B02001_009M,B02001_010E,B02001_010M,NAME,B02001_001EA,B02001_001MA,B02001_002EA,B02001_002MA,B02001_003EA,B02001_003MA,B02001_004MA,B02001_004EA,B02001_005MA,B02001_005EA,B02001_006MA,B02001_006EA,B02001_007MA,B02001_007EA,B02001_008EA,B02001_008MA,B02001_009MA,B02001_009EA,B02001_010MA,B02001_010EA,state
0400000US08,5695564,-555555555,4790677,16307,237578,6469,55146,4414,180277,5175,7585,1614,196831,13409,227470,10949,36851,5349,190619,9567,Colorado,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,6691878,-555555555,5539927,11682,637277,7405,14040,2057,154220,5521,3470,1344,162303,10635,180641,10300,26544,4274,154097,9248,Indiana,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,4468402,-555555555,3875023,6230,354761,6583,8470,2041,65300,3463,4943,2544,51887,6124,108018,7125,8692,1997,99326,7122,Kentucky,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4659978,-555555555,2877115,7740,1509407,8957,25657,3334,76255,3102,1133,750,65366,7711,105045,7750,8882,1900,96163,7674,Louisiana,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,12741080,-555555555,9135145,26772,1793079,10015,35846,4591,717938,6617,5317,1835,712778,25545,340977,12577,58127,6210,282850,10833,Illinois,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,3156145,-555555555,2846099,5629,115137,4782,11494,1274,79971,3082,3463,1362,30713,5286,69268,5586,5470,1565,63798,5149,Iowa,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1356458,-555555555,1253931,3132,23432,2654,3562,1387,36048,2303,515,486,9013,2733,29957,3259,1893,768,28064,3291,New Hampshire,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,3013825,-555555555,2306096,6922,456714,6073,20951,2557,47548,2631,9398,1053,84917,6739,88201,5889,7476,1775,80725,5426,Arkansas,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,967171,-555555555,659781,4626,217594,3408,4397,1388,39023,1595,896,665,19652,4198,25828,3640,2602,1157,23226,3257,Delaware,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,5611179,-555555555,4629375,8116,367653,5713,60983,3622,273126,4461,2396,1082,102814,7851,174832,8688,13691,2799,161141,8035,Minnesota,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
