GEO_ID,B17025_001E,B17025_001M,B17025_002E,B17025_002M,B17025_003E,B17025_003M,B17025_004E,B17025_004M,B17025_005E,B17025_005M,B17025_006E,B17025_006M,B17025_007E,B17025_007M,B17025_008E,B17025_008M,B17025_009E,B17025_009M,B17025_010E,B17025_010M,B17025_011E,B17025_011M,B17025_012E,B17025_012M,B17025_013E,B17025_013M,B17025_014E,B17025_014M,B17025_015E,B17025_015M,NAME,B17025_001MA,B17025_001EA,B17025_002MA,B17025_002EA,B17025_003EA,B17025_003MA,B17025_004MA,B17025_004EA,B17025_005MA,B17025_005EA,B17025_006MA,B17025_006EA,B17025_007MA,B17025_007EA,B17025_008MA,B17025_008EA,B17025_009MA,B17025_009EA,B17025_010MA,B17025_010EA,B17025_011MA,B17025_011EA,B17025_012MA,B17025_012EA,B17025_013MA,B17025_013EA,B17025_014EA,B17025_014MA,B17025_015MA,B17025_015EA,state
0400000US08,5577020,2234,537492,18885,470206,17152,459998,17539,10208,2793,67286,5845,21327,3021,45959,5165,5039528,18975,4564853,20749,4476394,21333,88459,7104,474675,14527,223128,10533,251547,11322,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,6489261,4578,852638,24677,789247,23461,782358,23699,6889,1855,63391,6978,16938,2582,46453,6708,5636623,25565,5354186,26027,5313838,25926,40348,4122,282437,11885,125996,6654,156441,9658,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,4326305,3844,730408,22182,699862,21419,696419,21312,3443,944,30546,4981,5587,1667,24959,4786,3595897,21367,3461699,21231,3431904,21334,29795,2884,134198,5282,61599,4781,72599,4120,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4529028,2896,843626,23603,805452,22721,801047,22901,4405,1140,38174,5195,10400,3110,27774,4073,3685402,23781,3534520,25293,3507646,25426,26874,4337,150882,8166,66381,4736,84501,6373,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,12447271,3849,1509247,32779,1294417,28441,1275212,28053,19205,2816,214830,11599,82481,6951,132349,9021,10938024,33365,9381159,34306,9249435,34509,131724,7611,1556865,19125,837331,14759,719534,18991,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,3055939,1516,343504,13910,311830,12710,309365,12515,2465,1121,31674,4558,6568,1644,25106,4444,2712435,13890,2571838,14594,2555599,14395,16239,2298,140597,6198,60925,4595,79672,5437,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1312006,1622,100220,6538,91802,6306,89487,6135,2315,1107,8418,1964,3265,1062,5153,1503,1211786,6376,1140892,6577,1124263,7489,16629,2870,70894,4627,46108,3612,24786,3106,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,2925448,2347,504504,19795,481666,19033,478512,18825,3154,1293,22838,3289,5481,1568,17357,3199,2420944,19685,2302466,20291,2285488,20186,16978,2542,118478,5645,44399,4286,74079,6230,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,940786,1409,117242,9236,104452,8764,103427,8736,1025,438,12790,3080,3306,1041,9484,2906,823544,9454,745930,9221,732384,9032,13546,2272,77614,5011,38863,3995,38751,4036,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,5488344,2504,529077,16528,446011,14151,441400,14168,4611,1111,83066,7285,38119,4906,44947,5453,4959267,16706,4566584,17733,4524921,17669,41663,3799,392683,12622,213828,9766,178855,9856,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,1037462,1216,135114,8427,132446,8239,131790,8247,656,481,2668,1195,969,579,1699,921,902348,8454,882361,8643,873197,8576,9164,1455,19987,2688,12410,1876,7577,1578,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,1301941,1553,151541,7765,147095,7679,145439,7625,1656,492,4446,1386,1566,720,2880,1187,1150400,7795,1109018,8300,1096054,8191,12964,1703,41382,3689,22660,2426,18722,3131,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,10100431,4443,1417873,35989,1277868,33139,1263759,32926,14109,2452,140005,9748,30182,3655,109823,9427,8682558,36090,8009157,36448,7888816,36533,120341,6366,673401,15440,288623,10972,384778,14418,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,10238658,5792,1468642,34068,1327297,32004,1311000,31968,16297,3050,141345,9174,44800,5388,96545,8327,8770016,34716,7864521,40601,7738332,40225,126189,9063,905495,23780,431626,18204,473869,18151,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,720869,846,78620,7217,71964,6528,70300,6564,1664,1135,6656,1964,3950,1532,2706,1010,642249,7059,588534,6538,575399,6259,13135,1942,53715,4476,32054,3519,21661,2784,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,4763828,2786,800422,20616,769879,19836,762425,19886,7454,1784,30543,3962,7882,1851,22661,3795,3963406,20900,3836386,19707,3798785,20209,37601,4073,127020,6495,58557,4128,68463,5772,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,601261,637,66013,5347,62668,5137,61418,5038,1250,512,3345,1252,1678,1040,1667,783,535248,5441,509141,5934,505153,5860,3988,907,26107,2845,16573,2160,9534,2011,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,2991978,2471,387327,14864,309559,13012,303539,13124,6020,1278,77768,6275,27239,3072,50529,5084,2604651,15361,2097403,18021,2051020,18718,46383,4705,507248,12395,274054,9492,233194,10577,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,1753476,2196,312188,15244,306521,14867,305349,14925,1172,557,5667,2270,1579,787,4088,2121,1441288,15363,1420418,14910,1412661,14789,7757,1750,20870,2526,12368,1685,8502,2153,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,3825027,2627,596949,16807,553728,15249,549388,15117,4340,949,43221,4852,9300,1544,33921,4230,3228078,16426,3040275,17011,3004265,16881,36010,3031,187803,7635,77972,4400,109831,6434,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,5665153,2578,625826,17423,581803,16316,571556,16336,10247,2277,44023,4713,14598,2129,29425,3946,5039327,17120,4789498,15895,4740793,16082,48705,5368,249829,9068,126413,5979,123416,7257,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,3165711,1397,1363666,23647,1328832,23059,59196,4957,1269636,21630,34834,2838,15034,1880,19800,2311,1802045,23877,1752339,24208,100691,5695,1651648,23301,49706,4267,27197,2964,22509,3176,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,8264095,3584,884647,27692,774001,23413,759282,23154,14719,2408,110646,8749,41985,4353,68661,7802,7379448,27718,6439132,28013,6294391,28674,144741,6934,940316,18248,526951,10353,413365,16741,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,736671,693,78676,5987,71377,5094,70330,4957,1047,726,7299,2791,2625,1263,4674,2034,657995,6069,630321,6427,624030,6715,6291,1550,27674,3615,12951,3089,14723,2588,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,4944754,2221,755215,23160,716363,23229,707929,23165,8434,2608,38852,4958,9313,1871,29539,4379,4189539,23282,3976789,24836,3928202,25101,48587,4575,212750,8815,100632,6785,112118,7760,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,4113142,3089,516570,19440,456367,16497,450269,16145,6098,1625,60203,7442,17780,2494,42423,6679,3596572,19500,3229708,20160,3188320,20637,41388,4118,366864,11207,176387,8158,190477,10289,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,563374,898,62301,6775,59145,6390,58676,6408,469,446,3156,1112,946,724,2210,1002,501073,6875,487105,7137,481456,7344,5649,1695,13968,2109,5303,1259,8665,1738,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,38818454,7167,4969326,62249,3489750,49502,3437988,48440,51762,4343,1479576,31322,550348,16939,929228,22151,33849128,62685,24804753,71756,24324341,71010,480412,12421,9044375,53050,4989900,39808,4054475,45655,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,2886448,1942,567645,18752,555764,18547,553875,18565,1889,836,11881,2797,2835,1103,9046,2554,2318803,18660,2265100,18392,2247390,18334,17710,2811,53703,4567,23015,3103,30688,4621,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,3468263,1416,361377,14037,299266,13842,264225,12585,35041,4962,62111,6396,21518,2990,40593,5125,3106886,14383,2655384,19480,2555222,18645,100162,6533,451502,12750,250845,8885,200657,9744,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,28074573,7348,4180675,65525,3305725,52608,3247905,52259,57820,7828,874950,29392,198556,10558,676394,25734,23893898,64986,19899856,72118,19517041,74084,382815,13109,3994042,43106,1646960,29746,2347082,32957,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,5899819,3071,528203,21054,444421,19015,437903,18612,6518,1513,83782,7425,29855,4067,53927,5703,5371616,20671,4548006,24762,4459551,25300,88455,6491,823610,16643,455569,12837,368041,12326,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,20882651,6372,2840977,47549,2167109,41966,2028178,38385,138931,10506,673868,19587,303329,12613,370539,15047,18041674,48881,14278355,57646,13588468,56236,689887,21989,3763319,44898,2226222,35048,1537097,33752,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,6665083,2673,663918,20551,510887,17274,461841,15875,49046,5792,153031,9668,61980,5349,91051,6850,6001165,20805,4984340,24108,4833888,24523,150452,8181,1016825,20390,572023,13421,444802,18723,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,669031,717,108055,8920,95663,8144,93870,8075,1793,950,12392,2671,5176,1267,7216,2137,560976,8913,480191,9552,465820,9990,14371,2708,80785,6301,37666,3708,43119,5146,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,3110944,2668,280773,15853,244409,14460,241795,14203,2614,1095,36364,4550,10104,2064,26260,3514,2830171,15674,2599278,14942,2570201,15093,29077,3093,230893,9327,100919,6127,129974,8388,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
