GEO_ID,C27004_001E,C27004_001M,C27004_002E,C27004_002M,C27004_003E,C27004_003M,C27004_004E,C27004_004M,C27004_005E,C27004_005M,C27004_006E,C27004_006M,C27004_007E,C27004_007M,C27004_008E,C27004_008M,C27004_009E,C27004_009M,C27004_010E,C27004_010M,C27004_011E,C27004_011M,C27004_012E,C27004_012M,C27004_013E,C27004_013M,C27004_014E,C27004_014M,C27004_015E,C27004_015M,C27004_016E,C27004_016M,C27004_017E,C27004_017M,C27004_018E,C27004_018M,C27004_019E,C27004_019M,C27004_020E,C27004_020M,C27004_021E,C27004_021M,NAME,C27004_001EA,C27004_001MA,C27004_002EA,C27004_002MA,C27004_003EA,C27004_003MA,C27004_004EA,C27004_004MA,C27004_005EA,C27004_005MA,C27004_006EA,C27004_006MA,C27004_007EA,C27004_007MA,C27004_008EA,C27004_008MA,C27004_009EA,C27004_009MA,C27004_010EA,C27004_010MA,C27004_011EA,C27004_011MA,C27004_012EA,C27004_012MA,C27004_013EA,C27004_013MA,C27004_014EA,C27004_014MA,C27004_015EA,C27004_015MA,C27004_016MA,C27004_016EA,C27004_017EA,C27004_017MA,C27004_018EA,C27004_018MA,C27004_019EA,C27004_019MA,C27004_020EA,C27004_020MA,C27004_021EA,C27004_021MA,state
0400000US08,5604105,2082,2794853,5393,689479,4825,383509,9610,305970,8920,1740818,4923,1113953,12480,626865,12372,364556,1466,110171,3946,254385,3883,2809252,4984,655579,5202,356709,9286,298870,10047,1724599,4440,1101548,9408,623051,9759,429074,1808,120608,4336,308466,4511,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,6592504,1089,3231118,5706,850327,5407,490988,10050,359339,9249,1931120,5133,1323502,13595,607618,13521,449671,2582,145468,4512,304203,4927,3361386,5708,810049,5289,470844,11011,339205,9880,1985120,4474,1319388,13946,665732,13951,566217,2122,157948,4874,408269,5037,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,4388204,1183,2142570,5021,547439,4809,267980,8131,279459,8319,1279495,3802,787111,9814,492384,9347,315636,1680,107857,3909,207779,4171,2245634,5101,518655,4640,256817,8471,261838,8504,1333099,4411,791916,10024,541183,9588,393880,2043,125885,4643,267995,4135,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4556078,1982,2194791,6928,596489,6078,249087,8413,347402,9073,1291675,5183,730396,10782,561279,11427,306627,2448,99827,3859,206800,4400,2361287,6963,564005,6317,234114,7630,329891,9173,1405024,4938,768145,13823,636879,13053,392258,2581,119294,4764,272964,5009,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,12563908,1621,6148424,5170,1548178,5049,894824,12474,653354,12339,3754521,4868,2550965,14335,1203556,15039,845725,2427,290228,6692,555497,6652,6415484,5220,1479566,5816,854934,10981,624632,11001,3856107,5191,2538926,15371,1317181,14408,1079811,3233,324999,7019,754812,7288,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,3113029,531,1540690,3831,400465,4034,239418,6177,161047,6312,907758,3810,645765,7262,261993,6757,232467,1499,63246,2809,169221,2840,1572339,3755,380297,3470,229365,5569,150932,5835,908804,2992,631480,6513,277324,6936,283238,1719,67226,2884,216012,3033,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1339549,562,659292,2375,140627,1960,96365,3476,44262,3397,409590,2410,290263,5135,119327,4923,109075,974,39401,2359,69674,2451,680257,2304,139280,2217,88386,3372,50894,3329,413117,2064,297264,5367,115853,5170,127860,1097,40117,2316,87743,2334,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,2960503,988,1441597,4491,379021,4173,152984,5385,226037,5677,840718,4243,481775,8641,358943,8741,221858,1991,55396,2676,166462,2955,1518906,4340,367733,3729,147313,5700,220420,6809,882139,3631,498117,8350,384022,8061,269034,1977,63196,3054,205838,3663,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,952211,1135,456419,2074,108013,1518,59800,2785,48213,2686,268647,1688,177584,4883,91063,4995,79759,817,36710,2269,43049,2351,495792,1400,107117,1727,59891,3824,47226,4032,291547,1196,192727,5172,98820,4964,97128,703,41327,2103,55801,2304,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,5553564,740,2761536,3436,704382,3619,456287,6649,248095,7278,1663527,3713,1187307,9582,476220,9150,393627,1810,102545,3311,291082,3392,2792028,3590,671732,3241,431810,6321,239922,6595,1655571,3428,1167784,8256,487787,8212,464725,2044,114197,3259,350528,3604,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
