GEO_ID,B17004_001E,B17004_001M,B17004_002E,B17004_002M,B17004_003E,B17004_003M,B17004_004E,B17004_004M,B17004_005E,B17004_005M,B17004_006E,B17004_006M,B17004_007E,B17004_007M,B17004_008E,B17004_008M,B17004_009E,B17004_009M,B17004_010E,B17004_010M,B17004_011E,B17004_011M,B17004_012E,B17004_012M,B17004_013E,B17004_013M,B17004_014E,B17004_014M,B17004_015E,B17004_015M,B17004_016E,B17004_016M,B17004_017E,B17004_017M,B17004_018E,B17004_018M,B17004_019E,B17004_019M,NAME,B17004_001EA,B17004_001MA,B17004_002EA,B17004_002MA,B17004_003EA,B17004_003MA,B17004_004MA,B17004_004EA,B17004_005EA,B17004_005MA,B17004_006EA,B17004_006MA,B17004_007MA,B17004_007EA,B17004_008MA,B17004_008EA,B17004_009MA,B17004_009EA,B17004_010MA,B17004_010EA,B17004_011MA,B17004_011EA,B17004_012EA,B17004_012MA,B17004_013EA,B17004_013MA,B17004_014EA,B17004_014MA,B17004_015MA,B17004_015EA,B17004_016MA,B17004_016EA,B17004_017MA,B17004_017EA,B17004_018MA,B17004_018EA,B17004_019MA,B17004_019EA,state
0400000US08,4463070,4715,402905,12059,172815,6640,19525,2244,65000,4033,88290,5802,230090,8495,16452,2632,86741,5235,126897,6876,4060165,12922,2048298,8971,1227939,13999,422964,11311,397395,8475,2011867,7695,873758,11098,535255,10774,602854,9730,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,5133365,4565,608042,15759,253837,9037,27563,3107,83082,4572,143192,6722,354205,10885,30448,3483,124076,5997,199681,8855,4525323,17254,2233737,10368,1304986,13164,411327,10735,517424,9757,2291586,11547,951250,10906,567062,8931,773274,9725,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,3454848,3876,525641,14642,220227,8084,23932,2966,62153,4621,134142,6406,305414,10280,20247,2454,87152,4713,198015,7894,2929207,15830,1449200,8992,777522,8874,269096,7108,402582,7500,1480007,11255,601828,9964,330775,7873,547404,9842,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3565147,4165,586798,16879,232234,9950,25875,3069,51156,4245,155203,8605,354564,10650,34242,3701,91327,5992,228995,8956,2978349,17732,1460398,10161,790886,11592,255751,8628,413761,10213,1517951,12480,635212,11340,307652,8280,575087,10335,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,9957702,5400,1100920,20380,455041,12776,47063,3939,139725,6048,268253,9749,645879,12649,50263,3943,206372,8850,389244,10000,8856782,20337,4366631,13453,2496956,14223,863474,12721,1006201,12931,4490151,13173,1877680,16112,1132070,13771,1480401,12549,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,2418906,3342,256718,9238,106304,5894,12559,1776,41550,3624,52195,3894,150414,5723,16057,2160,60243,3678,74114,4345,2162188,10062,1079674,6571,643960,7123,208967,6900,226747,5111,1082514,6016,477138,7502,276581,6934,328795,5439,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1090953,1937,75729,4225,32210,2954,1819,763,10201,1595,20190,2346,43519,3117,1526,516,14966,1953,27027,2788,1015224,4534,503300,2972,291343,5853,103721,4654,108236,4056,511924,3994,213834,4933,143676,5017,154414,3935,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,2312881,4176,349029,13786,138450,7567,19391,2629,34346,3160,84713,5688,210579,8086,19026,2589,63858,5214,127695,6190,1963852,14543,975880,9001,532259,10490,157560,6906,286061,8244,987972,9389,412301,9314,192504,7617,383167,7320,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,765659,1410,83907,6378,35003,3556,3940,1124,10569,1981,20494,2777,48904,4494,4615,1224,15398,2553,28891,3316,681752,6612,329329,4034,174013,4874,62759,4588,92557,4529,352423,4728,146410,5070,80443,4042,125570,4245,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,4350175,3503,393895,10365,169628,6547,18657,1771,61258,3531,89713,4798,224267,6745,16749,1762,90989,4562,116529,5267,3956280,11192,1980300,7733,1159580,9013,417702,8036,403018,7021,1975980,7199,870862,8769,560105,8748,545013,7207,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
