GEO_ID,B11002G_001E,B11002G_001M,B11002G_002E,B11002G_002M,B11002G_003E,B11002G_003M,B11002G_004E,B11002G_004M,B11002G_005E,B11002G_005M,B11002G_006E,B11002G_006M,B11002G_007E,B11002G_007M,B11002G_008E,B11002G_008M,B11002G_009E,B11002G_009M,B11002G_010E,B11002G_010M,B11002G_011E,B11002G_011M,B11002G_012E,B11002G_012M,NAME,B11002G_001EA,B11002G_001MA,B11002G_002EA,B11002G_002MA,B11002G_003MA,B11002G_003EA,B11002G_004MA,B11002G_004EA,B11002G_005EA,B11002G_005MA,B11002G_006EA,B11002G_006MA,B11002G_007EA,B11002G_007MA,B11002G_008EA,B11002G_008MA,B11002G_009EA,B11002G_009MA,B11002G_010EA,B11002G_010MA,B11002G_011EA,B11002G_011MA,B11002G_012MA,B11002G_012EA,state
0400000US08,158284,12299,125311,12366,84457,8943,83912,8778,545,564,12108,3314,10625,2915,1483,761,28746,7470,25443,6064,3303,2118,32973,4951,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,103246,11344,78076,10121,47147,7874,46924,7808,223,231,6731,2306,6161,2201,570,276,24198,6056,22776,5703,1422,674,25170,4196,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,52564,5765,40285,5425,22174,3579,21890,3531,284,277,3148,2071,2361,1640,787,539,14963,4581,14205,4517,758,415,12279,2523,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,66544,8737,53949,8678,35089,6807,34630,6705,459,575,3886,2276,3164,1801,722,546,14974,4091,14699,4032,275,229,12595,2422,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,210265,12272,166270,11445,104021,9466,102915,9286,1106,579,18420,4700,16488,4173,1932,1167,43829,6551,40896,6151,2933,966,43995,4156,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,30777,4167,23907,3914,12431,2918,12325,2912,106,135,2597,1385,2232,1132,365,340,8879,2685,8410,2582,469,261,6870,1595,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,15533,2724,10595,2715,8400,2415,8400,2415,0,192,939,823,791,696,148,205,1256,1203,1256,1203,0,192,4938,1820,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,57107,6123,46647,6195,26014,4014,26014,4014,0,201,6004,1983,5116,1713,888,434,14629,4288,13560,3864,1069,627,10460,1956,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,14455,3669,11331,3494,5536,2211,5431,2198,105,123,2184,1339,1872,1063,312,418,3611,2216,3080,1807,531,603,3124,1150,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,97921,8906,75418,8029,43875,6384,43439,6265,436,380,6381,2192,5702,2086,679,309,25162,4352,23477,4249,1685,547,22503,2953,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,22374,3171,16497,3060,9045,2246,9045,2246,0,172,2622,1100,2536,1043,86,116,4830,2572,4363,2259,467,419,5877,1439,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,21265,3424,15802,2924,8260,2421,8260,2421,0,170,3813,1604,2731,1053,1082,716,3729,1564,3415,1466,314,235,5463,1942,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,177063,13055,146745,12584,89635,9453,88554,9238,1081,630,12640,3645,11540,3361,1100,529,44470,6712,41170,6248,3300,1238,30318,3682,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,177684,13710,147401,13019,92504,11098,91078,10906,1426,1026,13574,4019,10438,3028,3136,1267,41323,7147,39372,7007,1951,818,30283,4573,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,41622,5504,33735,5452,23541,4973,23304,4900,237,311,4285,2120,3441,1625,844,561,5909,1773,5376,1609,533,291,7887,2064,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,64560,7963,50480,7640,31565,6235,31283,6155,282,294,3033,2186,2875,2139,158,188,15882,4651,15217,4357,665,497,14080,2848,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,9148,1752,6318,1424,4158,1392,4158,1392,0,157,939,884,708,696,231,311,1221,757,1099,680,122,142,2830,1138,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,111780,10067,90685,9226,53384,6154,52477,6131,907,489,12040,3415,11247,3144,793,541,25261,5749,23606,5512,1655,610,21095,2884,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,17802,3156,13543,3071,7991,2366,7991,2366,0,201,2032,1619,1666,1253,366,397,3520,1875,3322,1807,198,176,4259,1235,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,224890,9783,188302,8869,126070,7601,124602,7528,1468,664,15129,3015,13365,2773,1764,539,47103,4577,42855,4008,4248,1155,36588,3518,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,79802,8423,62379,7617,38139,5043,37782,4956,357,288,6716,2764,5930,2386,786,479,17524,3648,15781,3299,1743,661,17423,3367,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,150774,10047,130488,10168,70239,8354,69892,8309,347,407,14005,3304,12495,2903,1510,626,46244,5800,44359,5615,1885,748,20286,2905,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,217454,14430,178950,13799,113572,9980,112325,9861,1247,647,17937,5478,16701,5403,1236,634,47441,7006,44144,6862,3297,1175,38504,3834,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,12666,2707,9286,2444,5779,1525,5611,1434,168,272,758,817,670,701,88,128,2749,1863,2351,1540,398,386,3380,1350,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,63001,7750,53313,7112,34623,6228,34512,6202,111,167,4071,2195,3446,1680,625,667,14619,5019,13638,4842,981,598,9688,2314,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,132933,9626,99997,8924,71595,7691,70390,7734,1205,636,7202,2299,5838,1821,1364,838,21200,4823,17940,4059,3260,1629,32936,4694,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
