GEO_ID,B18140_001E,B18140_001M,B18140_002E,B18140_002M,B18140_003E,B18140_003M,B18140_004E,B18140_004M,B18140_005E,B18140_005M,B18140_006E,B18140_006M,B18140_007E,B18140_007M,NAME,B18140_001EA,B18140_001MA,B18140_002EA,B18140_002MA,B18140_003EA,B18140_003MA,B18140_004EA,B18140_004MA,B18140_005EA,B18140_005MA,B18140_006EA,B18140_006MA,B18140_007MA,B18140_007EA,state
0400000US08,38487,618,27040,1139,31308,1520,23367,1730,39799,589,46005,605,32520,491,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,33046,468,22371,859,27462,1846,18009,1441,34314,501,41647,313,27658,540,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,31330,265,22019,1132,27178,1425,17193,1514,31891,286,37653,828,27024,385,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,31388,327,22185,1015,28497,3380,18137,2246,31945,343,41778,485,25912,389,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,37122,229,23414,1194,28042,2256,20013,1468,38068,478,45773,334,31229,229,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,34727,533,21461,1164,27261,2117,16008,1409,35596,348,42338,562,28985,733,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,39289,1324,24349,3502,31039,2656,19116,2282,40450,543,50216,1065,32046,666,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,30816,326,21077,910,26110,1466,17542,1579,31430,350,36043,592,26806,487,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,34892,1055,21799,3849,25882,2804,18510,3283,35795,1005,41692,894,31028,906,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,39232,490,23000,1489,26257,1406,19305,2396,40370,233,46548,461,33795,567,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,30257,427,19510,3035,24138,4222,14783,3212,30869,447,36324,911,26291,637,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,32973,748,19158,1978,20698,2942,17166,3002,34505,779,39690,1152,30503,523,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,32093,179,23244,1250,28018,2575,19839,1428,32560,378,37894,663,28535,498,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,33189,474,24757,1291,29540,1857,21081,1043,34150,488,40721,295,29239,569,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,40320,955,31900,2726,37394,4528,25378,7734,40818,794,48293,2466,34906,1597,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,31216,248,24074,1403,29865,2411,18633,1951,31620,265,38962,1232,25577,450,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,32757,1107,20199,2874,21097,3610,19103,3777,34566,1175,38592,2032,30777,817,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,34249,699,27425,1904,30012,2193,24875,2827,35028,549,38849,1194,30974,423,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,30158,390,21838,1154,26293,4022,18533,2204,30694,362,37044,704,24567,622,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,31119,216,24685,1078,30978,914,19308,1672,31556,241,38410,941,25934,377,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,35771,229,21512,885,26145,1488,17166,1499,36411,226,42876,619,30477,249,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,16947,204,14942,778,14698,837,15309,1426,17126,215,17275,250,16939,321,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,39286,567,26518,1106,32457,2271,20476,1567,40219,262,46874,503,32742,652,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,37504,1331,22548,3289,32746,5072,15782,3519,39505,1538,48038,1722,31443,698,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,30957,253,22146,1028,24992,2066,20253,1661,31383,262,36982,568,26897,382,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,34513,816,22339,1282,26939,1823,17904,2089,35530,432,40911,460,29852,712,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,32772,1906,23754,3652,29217,5856,21141,1975,34418,1985,45338,1912,25391,1599,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,36812,127,26169,597,31037,623,21579,532,37256,125,42324,147,31627,148,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,30055,576,20731,1230,25362,2294,17082,1283,30573,402,36266,755,25034,688,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,41691,385,26931,1379,31828,2455,21904,2131,42258,396,50865,498,35765,709,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,33710,296,24849,629,30525,712,19801,910,34734,333,40751,192,28609,337,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,42999,844,30744,1121,32451,2731,28725,2458,44590,790,51081,347,38494,1096,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,31343,136,22458,678,25197,1069,20858,659,31707,139,36005,233,27997,334,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,42317,339,25299,1345,29239,2940,21995,1476,44038,896,51655,361,37036,463,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,58158,2943,33236,8718,35857,14178,32954,9683,60495,1186,65946,2428,56068,2549,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,32301,353,22564,1483,32400,2636,16104,1848,32991,853,42803,1233,24308,685,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,40272,137,25802,758,28511,1683,22483,1278,40804,145,46305,401,35732,244,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,43852,844,28014,2703,35119,3605,22528,1830,45193,488,52169,394,36972,407,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
