GEO_ID,C03002_001E,C03002_001M,C03002_002E,C03002_002M,C03002_003E,C03002_003M,C03002_004E,C03002_004M,C03002_005E,C03002_005M,C03002_006E,C03002_006M,C03002_007E,C03002_007M,C03002_008E,C03002_008M,C03002_009E,C03002_009M,C03002_010E,C03002_010M,C03002_011E,C03002_011M,C03002_012E,C03002_012M,NAME,C03002_001EA,C03002_001MA,C03002_002EA,C03002_002MA,C03002_003EA,C03002_003MA,C03002_004EA,C03002_004MA,C03002_005MA,C03002_005EA,C03002_006MA,C03002_006EA,C03002_007EA,C03002_007MA,C03002_008EA,C03002_008MA,C03002_009EA,C03002_009MA,C03002_010EA,C03002_010MA,C03002_011EA,C03002_011MA,C03002_012EA,C03002_012MA,state
0400000US08,5695564,-555555555,4460437,-555555555,3859171,2530,223299,5703,31977,2526,177495,5095,6616,1474,10755,2453,151124,7740,5359,1569,145765,7605,1235127,-555555555,Colorado,null,*****,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,08
0400000US18,6691878,-555555555,6219459,1664,5266285,4452,628603,6990,10560,1670,152940,5500,3249,1363,15103,4581,142719,8202,3977,1415,138742,7987,472419,1664,Indiana,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,4468402,-555555555,4306896,2471,3776055,2079,349542,6483,6878,1800,64830,3422,4003,2292,8661,3179,96927,6909,2713,1099,94214,6886,161506,2471,Kentucky,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4659978,-555555555,4420024,2568,2720774,2746,1499008,7841,22714,2542,74845,2845,606,420,10835,2766,91242,7446,2441,852,88801,7498,239954,2568,Louisiana,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,12741080,-555555555,10532212,1158,7760732,3669,1759316,8262,17215,2351,711970,6521,2887,697,24310,3879,255782,10111,11405,2606,244377,10212,2208868,1158,Illinois,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,3156145,-555555555,2964672,901,2695583,2165,113562,4619,9710,951,79643,3042,2945,1388,4000,1973,59229,4832,493,321,58736,4738,191473,901,Iowa,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1356458,-555555555,1303810,687,1217767,1255,18950,2145,3538,1383,35901,2332,473,484,1860,969,25321,2940,674,354,24647,2913,52648,687,New Hampshire,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,3013825,-555555555,2783525,2006,2174167,1149,454521,5892,17615,2133,46681,2620,9278,1039,4612,1843,76651,5978,844,626,75807,5850,230300,2006,Arkansas,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,967171,-555555555,875196,-555555555,598105,652,210908,2999,3397,823,38860,1549,820,647,1258,807,21848,3532,817,779,21031,3272,91975,-555555555,Delaware,null,*****,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,10
0400000US27,5611179,-555555555,5303166,760,4455388,2053,362419,5610,54989,3049,271051,4320,2025,1015,8194,2322,149100,7672,3647,1462,145453,7449,308013,760,Minnesota,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,1062305,-555555555,1020700,885,912200,764,4899,988,65452,2501,8474,1304,929,653,980,544,27766,2652,783,518,26983,2672,41605,885,Montana,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,1338404,-555555555,1315993,627,1245001,1050,18501,1684,8204,1081,15356,1303,89,115,1315,989,27527,2506,461,408,27066,2472,22411,627,Maine,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,10383620,-555555555,9388091,373,6505973,4099,2184448,10789,108795,2806,303651,5005,8539,3130,25927,5362,250758,10394,10100,2805,240658,10323,995529,373,North Carolina,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,10519475,-555555555,9497721,1889,5493804,4489,3281137,13739,17359,2503,431551,5561,11618,4737,33630,5556,228622,11733,7548,1987,221074,11699,1021754,1889,Georgia,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,737438,-555555555,684369,496,443304,640,24011,1839,107887,3567,45513,2453,7877,1564,895,630,54882,4470,863,721,54019,4447,53069,496,Alaska,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,4887871,-555555555,4676386,2959,3192169,2083,1298603,6789,20450,2627,64942,3517,1797,889,6970,2108,91455,7474,3111,1434,88344,7183,211485,2959,Alabama,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,626299,-555555555,613849,575,579944,589,7206,1275,1701,727,11841,1193,139,220,1143,515,11875,1596,245,316,11630,1587,12450,575,Vermont,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,3034392,-555555555,2153247,-555555555,1469593,1806,266440,5865,30185,2060,244471,5630,18249,1393,11810,3634,112499,8253,3740,1741,108759,8217,881145,-555555555,Nevada,null,*****,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,32
0400000US54,1805832,-555555555,1780263,1724,1661773,1584,68042,2783,2535,775,13311,1999,451,352,2286,938,31865,2709,335,260,31530,2720,25569,1724,West Virginia,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,3943079,-555555555,3514000,-555555555,2570367,2078,282571,5280,293505,5613,83919,2839,3512,1198,7652,2048,272474,8236,2515,1149,269959,8259,429079,-555555555,Oklahoma,null,*****,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,40
0400000US55,5813568,-555555555,5409735,556,4707567,2730,363642,5718,47092,2209,163421,3964,1800,500,6629,2672,119584,7400,2648,1050,116936,7599,403833,556,Wisconsin,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,3195153,-555555555,41136,4708,30793,3930,4372,1314,0,228,1747,918,0,228,3077,1078,1147,1145,0,228,1147,1145,3154017,4708,Puerto Rico,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,8517685,-555555555,7704875,3129,5224295,2491,1597761,11689,18281,2653,550696,7932,4587,1084,20390,3745,288865,12834,6736,2023,282129,12606,812810,3129,Virginia,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,760077,-555555555,732633,1653,636952,1370,25541,1820,39559,2183,13642,2150,339,360,1584,1468,15016,2264,218,211,14798,2260,27444,1653,North Dakota,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,5084127,-555555555,4789625,3786,3229793,2198,1345077,8963,16553,2780,80638,3648,3685,1904,11601,2934,102278,9361,4395,1737,97883,9367,294502,3786,South Carolina,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,4190713,-555555555,3634316,-555555555,3147602,2219,77915,4035,41055,3377,188459,5229,17844,1742,6609,2156,154832,6903,4082,2117,150750,6593,556397,-555555555,Oregon,null,*****,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,41
0400000US56,577737,-555555555,519842,565,485040,773,3102,926,14292,1393,5612,1073,1065,866,537,571,10194,1734,0,203,10194,1734,57895,565,Wyoming,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,39557045,-555555555,24016903,-555555555,14495479,6952,2179078,12343,139116,6225,5741886,20288,143302,5343,100696,8288,1217346,23565,48539,5036,1168807,22552,15540142,-555555555,California,null,*****,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,06
0400000US28,2986530,-555555555,2899404,1796,1684276,845,1130353,5976,12675,1589,25819,2138,1179,940,4320,1917,40782,5272,553,381,40229,5256,87126,1796,Mississippi,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,3572665,-555555555,2982855,-555555555,2367636,2812,357164,4799,5105,1458,164859,2500,244,233,11387,3351,76460,5682,5577,1442,70883,5592,589810,-555555555,Connecticut,null,*****,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,09
0400000US48,28701845,-555555555,17333001,-555555555,11881257,5475,3409081,15575,70676,5274,1413916,9696,18958,2955,45166,6244,493947,16722,26240,4448,467707,16321,11368844,-555555555,Texas,null,*****,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,48
0400000US24,6042718,-555555555,5414283,-555555555,3035148,3631,1782090,8145,9701,1539,376805,5955,2263,1167,25852,4794,182424,10330,10479,3354,171945,9762,628435,-555555555,Maryland,null,*****,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,24
0400000US12,21299325,-555555555,15736873,1369,11344261,8268,3252558,15957,41492,3700,580229,7923,9694,1547,81784,10499,426855,16556,23138,3893,403717,16145,5562452,1369,Florida,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,6902149,-555555555,6055369,1447,4882418,6189,483673,6098,10754,1868,468665,6086,2185,804,53791,6975,153883,8293,18373,3690,135510,8075,846780,1447,Massachusetts,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,702455,-555555555,623206,-555555555,259371,567,311654,2571,1281,393,26959,1262,336,118,3502,2061,20103,2422,1424,810,18679,2238,79249,-555555555,District of Columbia,null,*****,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,11
0400000US49,3161105,-555555555,2710885,-555555555,2459891,2240,37546,2649,27959,2788,74784,3072,28810,2103,6356,2370,75539,4871,2925,1328,72614,4931,450220,-555555555,Utah,null,*****,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,49
0400000US36,19542209,-555555555,15789686,891,10794347,5379,2789585,11417,45465,3663,1651636,12132,4765,2019,97323,8146,406565,17282,36895,5145,369670,16083,3752523,891,New York,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,8908520,-555555555,7069161,-555555555,4864534,4937,1137645,8747,8921,1484,861223,5602,1777,890,40261,7841,154800,10232,15034,2952,139766,9540,1839359,-555555555,New Jersey,null,*****,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,34
0400000US39,11689442,-555555555,11233524,2640,9182383,3515,1425930,11677,18605,2575,269314,5953,3819,1499,20784,3412,312689,13783,7814,2088,304875,13702,455918,2640,Ohio,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,6126452,-555555555,5872978,2044,4857174,2076,698641,6145,23149,2507,120440,3635,7095,1376,9832,2191,156647,6711,2330,1060,154317,6664,253474,2044,Missouri,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,12807060,-555555555,11832297,1237,9723288,3360,1352804,9315,14367,1986,450077,5816,3557,1479,21357,3645,266847,11020,11356,2873,255491,10346,974763,1237,Pennsylvania,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,9995915,-555555555,9478534,1122,7476047,2647,1363183,7644,46417,2850,324358,5345,3290,846,14443,3144,250796,9409,7156,1550,243640,9292,517381,1122,Michigan,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,1929268,-555555555,1714785,719,1515261,1431,89377,3822,14471,1689,45534,2137,800,424,2330,1189,47012,4358,333,237,46679,4348,214483,719,Nebraska,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,1754208,-555555555,1531744,387,1434463,1130,10007,2850,18867,2283,26186,2541,2222,1239,1429,681,38570,4334,486,387,38084,4316,222464,387,Idaho,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,2095428,-555555555,1066199,-555555555,773039,1548,39940,2627,183944,2847,31807,2192,2030,1000,3662,1171,31777,3192,2491,1069,29286,2982,1029229,-555555555,New Mexico,null,*****,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,35
