GEO_ID,B12002I_001E,B12002I_001M,B12002I_002E,B12002I_002M,B12002I_003E,B12002I_003M,B12002I_004E,B12002I_004M,B12002I_005E,B12002I_005M,B12002I_006E,B12002I_006M,B12002I_007E,B12002I_007M,B12002I_008E,B12002I_008M,B12002I_009E,B12002I_009M,B12002I_010E,B12002I_010M,B12002I_011E,B12002I_011M,B12002I_012E,B12002I_012M,B12002I_013E,B12002I_013M,NAME,B12002I_001EA,B12002I_001MA,B12002I_002EA,B12002I_002MA,B12002I_003EA,B12002I_003MA,B12002I_004EA,B12002I_004MA,B12002I_005EA,B12002I_005MA,B12002I_006MA,B12002I_006EA,B12002I_007MA,B12002I_007EA,B12002I_008MA,B12002I_008EA,B12002I_009MA,B12002I_009EA,B12002I_010MA,B12002I_010EA,B12002I_011MA,B12002I_011EA,B12002I_012MA,B12002I_012EA,B12002I_013MA,B12002I_013EA,state
0400000US30,28394,1379,13937,1563,6914,1339,5404,1114,137,175,268,195,1214,473,14457,1435,5049,922,6663,1228,493,627,562,352,1690,784,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,17491,775,9502,783,5610,949,3082,648,0,170,0,170,810,432,7989,629,2156,612,4016,547,275,277,586,338,956,362,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,672011,3681,345790,3928,157749,5913,157328,5360,10619,2432,4263,1250,15831,2411,326221,3654,129005,5238,148151,5432,14223,2370,12653,1860,22189,2643,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,708775,3829,367939,3391,162801,6400,175716,5939,7946,1869,3828,1473,17648,2651,340836,4030,133036,4773,156670,5697,12757,2143,12404,2182,25969,2855,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,38163,531,19291,854,8032,1247,9587,1210,502,388,125,146,1045,455,18872,790,7340,836,9159,821,107,110,379,234,1887,786,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,139328,2997,73448,2789,31335,3220,34582,2873,2359,929,604,366,4568,1633,65880,2207,21147,2545,32605,2491,3569,1284,3519,957,5040,1435,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,9851,633,4656,598,2643,713,1503,544,289,196,0,157,221,177,5195,694,1802,547,2822,592,107,147,149,206,315,244,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,643769,893,325553,1250,141770,3723,142733,4866,6214,1450,4460,1049,30376,3741,318216,1157,122065,3846,134653,4192,9180,1654,14659,2309,37659,2466,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,19797,1827,10470,1619,4603,1182,4081,921,1150,969,151,176,485,427,9327,1468,3941,1073,3439,851,166,250,587,390,1194,534,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,286516,929,150400,1661,62692,2414,68860,2594,3256,713,1969,588,13623,1948,136116,1564,51035,2591,64916,2770,5789,1258,3796,817,10580,1308,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,276177,1134,141916,1610,65811,2748,59199,2539,2799,1056,2733,960,11374,1765,134261,1699,59295,2222,53683,2581,5443,1340,4301,944,11539,1465,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,2685316,4458,1255564,3634,555135,8430,484154,8601,26774,2594,44672,3279,144829,6605,1429752,3342,536123,8257,484095,9684,35566,3287,162379,5477,211589,6846,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,590979,3606,303691,3640,136432,5340,141727,4889,6972,1803,1962,671,16598,2576,287288,3627,106397,4413,137308,4729,9945,1817,9707,1676,23931,2949,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,19185,1373,11044,1204,6773,1245,3950,917,0,161,61,92,260,178,8141,990,2849,630,4328,975,281,262,173,165,510,335,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,205133,3539,109297,3032,47124,4081,49735,3251,4126,1390,1067,580,7245,1665,95836,2554,35056,2778,42584,2859,2343,857,5323,1440,10530,1941,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,395519,1319,203884,1504,93120,4023,87876,4721,4241,1222,2794,769,15853,2856,191635,1743,81421,3733,85113,3952,5570,1393,4414,1191,15117,2517,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,41556,1095,20048,1242,7811,1315,9581,1503,335,298,614,384,1707,802,21508,1141,7069,1337,10416,1433,588,475,680,424,2755,981,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,11628520,950,5824120,1830,2776361,15052,2509957,16355,119384,5834,85314,5035,333104,10208,5804400,1687,2413459,18228,2407370,19234,200103,8123,309066,8132,474402,12326,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,61435,2355,35572,2396,16430,1954,16025,1924,528,395,579,474,2010,860,25863,1580,8488,1524,13650,1588,1586,741,1006,532,1133,570,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,437892,834,216119,795,108996,3622,81518,3748,4197,1126,2446,710,18962,2190,221773,1013,99639,3221,77937,3642,9738,1524,7718,1289,26741,2738,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,8302108,2971,4155249,3757,1778137,15251,1899320,19370,102997,6951,74779,4494,300016,10537,4146859,3691,1505332,16477,1823999,19762,170899,9165,247505,6848,399124,11929,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,444137,1239,229979,1655,102402,3666,107907,4073,3486,1291,1784,722,14400,1994,214158,1372,83519,3535,98139,4524,6194,1503,8532,1506,17774,2212,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,4441165,2011,2171703,2429,870360,11519,987322,14623,50863,4737,39058,3541,224100,10204,2269462,2303,731680,12427,961798,14798,82525,6908,161610,6605,331849,9524,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,629867,1608,310642,1384,163745,4957,110098,4884,9255,1558,2541,761,25003,3138,319225,1027,155794,4847,104419,4598,17822,2318,11424,1690,29766,3321,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,59829,-555555555,30489,-555555555,18311,1631,9209,1507,1004,603,118,149,1847,925,29340,-555555555,16098,1624,8064,1686,1107,808,1627,836,2444,1072,District of Columbia,null,*****,null,*****,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,310667,1010,160252,1408,69380,3054,69653,2788,5999,1494,1656,547,13564,2148,150415,1254,57782,2802,69521,3449,5777,1314,3412,908,13923,2217,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,2893573,2194,1411831,2271,693319,11195,566340,12408,40835,4105,20563,2484,90774,5689,1481742,1823,635188,9808,521055,8908,77948,4271,92236,4633,155315,6462,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,1386143,931,689612,1264,313555,6799,303990,7765,17273,2633,7171,1489,47623,4157,696531,1354,269040,5268,280726,7059,31335,3334,37190,3116,78240,4918,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,320017,2556,163854,2496,81114,3347,60824,3353,4237,1023,1424,515,16255,1875,156163,2341,65397,3079,60970,3782,6010,1326,8037,1389,15749,1931,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,175053,2790,90086,2150,38334,2804,41310,2466,1636,672,1456,636,7350,1428,84967,2285,30642,2576,38849,3084,3541,1135,3539,1141,8396,1534,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,693574,1644,351086,2456,186619,4856,123433,4949,9596,1968,4040,1148,27398,2466,342488,2016,158626,4237,117159,4745,18521,2803,13271,1742,34911,3340,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,365717,1554,186568,1680,88539,3146,76539,2950,2335,784,3311,813,15844,2047,179149,1974,75159,2556,75904,2888,4302,1170,7689,1180,16095,1732,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,143376,1343,73473,1289,31602,2341,35444,2138,783,346,899,485,4745,1200,69903,1246,27899,1850,31846,1985,2411,937,1505,666,6242,1241,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,153701,1570,80827,2124,33731,3492,39554,2759,1375,602,614,394,5553,1253,72874,1782,29239,2328,34156,2775,1884,1025,1845,563,5750,1388,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,787707,982,388214,1278,169938,4875,157033,4539,8528,1546,9447,1789,43268,3580,399493,1329,147296,4908,162600,5813,9825,1380,26749,2520,53023,3510,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,101716,330,51801,526,25748,1793,20676,1800,628,444,515,279,4234,951,49915,418,20171,1648,21880,1855,829,517,2570,597,4465,921,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,23609,944,12656,1299,7159,1225,4438,1000,495,365,203,245,361,238,10953,1544,5960,1243,3573,1096,339,249,87,114,994,369,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,667906,1519,346786,2181,163803,4652,151088,5125,8841,2181,1629,602,21425,2796,321120,1608,129182,4483,141572,5042,11459,2315,10837,1836,28070,3155,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,124668,783,62589,787,34441,2167,22254,2487,1468,714,0,220,4426,1431,62079,770,31272,2526,18696,2382,1925,854,2794,920,7392,1607,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,1657438,789,829820,1004,378607,7803,348318,8422,16522,2634,11905,1843,74468,5070,827618,945,323610,6683,344355,8129,28362,3566,45788,2785,85503,4638,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,246840,2421,130442,2741,54388,3774,62539,2966,2757,879,1664,711,9094,1563,116398,2663,43244,2795,55829,2777,4532,1243,3837,1151,8956,1826,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,239572,1750,123427,1850,49800,2524,58697,2753,2621,986,1463,645,10846,1851,116145,1963,41242,2526,56032,3035,2831,778,4651,940,11389,1629,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
