GEO_ID,B22005A_001E,B22005A_001M,B22005A_002E,B22005A_002M,B22005A_003E,B22005A_003M,NAME,B22005A_001MA,B22005A_001EA,B22005A_002MA,B22005A_002EA,B22005A_003MA,B22005A_003EA,state
0400000US08,1891210,7909,118249,4904,1772961,8714,Colorado,null,null,null,null,null,null,08
0400000US18,2216065,11405,162235,6324,2053830,11920,Indiana,null,null,null,null,null,null,18
0400000US21,1530685,8928,187623,7263,1343062,9951,Kentucky,null,null,null,null,null,null,21
0400000US22,1130618,8671,101553,5735,1029065,8725,Louisiana,null,null,null,null,null,null,22
0400000US17,3664221,13727,323399,7804,3340822,15983,Illinois,null,null,null,null,null,null,17
0400000US19,1179050,7943,101719,4250,1077331,8813,Iowa,null,null,null,null,null,null,19
0400000US33,503097,4897,30923,3201,472174,5755,New Hampshire,null,null,null,null,null,null,33
0400000US05,916121,6731,81651,4366,834470,7016,Arkansas,null,null,null,null,null,null,05
0400000US10,261689,4128,20928,2633,240761,3957,Delaware,null,null,null,null,null,null,10
0400000US27,1917487,6520,99056,4319,1818431,7860,Minnesota,null,null,null,null,null,null,27
0400000US30,396231,4741,31686,2772,364545,4744,Montana,null,null,null,null,null,null,30
0400000US23,548426,4827,67868,3740,480558,5885,Maine,null,null,null,null,null,null,23
0400000US37,2862129,13476,220359,5825,2641770,14286,North Carolina,null,null,null,null,null,null,37
0400000US13,2333249,13079,169697,6784,2163552,13560,Georgia,null,null,null,null,null,null,13
0400000US02,182659,3040,10882,1317,171777,2889,Alaska,null,null,null,null,null,null,02
0400000US01,1285812,9516,105555,4934,1180257,8991,Alabama,null,null,null,null,null,null,01
0400000US50,249621,3466,25607,2311,224014,3869,Vermont,null,null,null,null,null,null,50
0400000US32,780236,7229,65860,3309,714376,8179,Nevada,null,null,null,null,null,null,32
0400000US54,692350,6464,112031,4860,580319,7615,West Virginia,null,null,null,null,null,null,54
0400000US40,1134498,6150,120535,4436,1013963,7064,Oklahoma,null,null,null,null,null,null,40
0400000US55,2098240,7704,159816,5547,1938424,9421,Wisconsin,null,null,null,null,null,null,55
0400000US72,763228,9460,297904,7868,465324,8752,Puerto Rico,null,null,null,null,null,null,72
0400000US51,2261200,11948,128040,6397,2133160,12950,Virginia,null,null,null,null,null,null,51
0400000US38,284841,4081,16058,1901,268783,4324,North Dakota,null,null,null,null,null,null,38
0400000US45,1352947,10101,90601,5040,1262346,11434,South Carolina,null,null,null,null,null,null,45
0400000US41,1434525,7485,202730,7183,1231795,9320,Oregon,null,null,null,null,null,null,41
0400000US56,214181,3549,9533,1749,204648,3864,Wyoming,null,null,null,null,null,null,56
0400000US06,8447796,25887,641326,13102,7806470,24717,California,null,null,null,null,null,null,06
0400000US28,672934,5946,56477,4132,616457,6547,Mississippi,null,null,null,null,null,null,28
0400000US09,1093200,7244,87986,4421,1005214,7627,Connecticut,null,null,null,null,null,null,09
0400000US48,7330951,23795,747362,15486,6583589,23197,Texas,null,null,null,null,null,null,48
0400000US24,1309061,9277,79269,4605,1229792,9842,Maryland,null,null,null,null,null,null,24
0400000US12,6169825,21433,682974,13005,5486851,23535,Florida,null,null,null,null,null,null,12
0400000US25,2134881,9421,196045,6197,1938836,10373,Massachusetts,null,null,null,null,null,null,25
0400000US11,132738,3202,2366,898,130372,3078,District of Columbia,null,null,null,null,null,null,11
0400000US49,888139,5869,51316,3466,836823,6192,Utah,null,null,null,null,null,null,49
0400000US36,5003854,19847,494743,10947,4509111,20387,New York,null,null,null,null,null,null,36
0400000US34,2297761,12191,123838,6648,2173923,13747,New Jersey,null,null,null,null,null,null,34
0400000US39,3872729,12477,373546,9149,3499183,14217,Ohio,null,null,null,null,null,null,39
0400000US29,2035182,10479,175386,5787,1859796,11481,Missouri,null,null,null,null,null,null,29
0400000US42,4229690,12568,428425,9764,3801265,14524,Pennsylvania,null,null,null,null,null,null,42
0400000US26,3189053,11124,290849,6848,2898204,11130,Michigan,null,null,null,null,null,null,26
0400000US31,685851,3800,47272,3094,638579,4236,Nebraska,null,null,null,null,null,null,31
0400000US16,589327,5917,50966,3886,538361,6916,Idaho,null,null,null,null,null,null,16
0400000US35,638178,5908,100682,5020,537496,7008,New Mexico,null,null,null,null,null,null,35
0400000US15,144808,3603,11124,1816,133684,3639,Hawaii,null,null,null,null,null,null,15
0400000US46,309326,3631,17109,1595,292217,3750,South Dakota,null,null,null,null,null,null,46
0400000US53,2305845,11709,228273,7495,2077572,13074,Washington,null,null,null,null,null,null,53
0400000US44,345834,4821,45044,3281,300790,5158,Rhode Island,null,null,null,null,null,null,44
0400000US04,2153247,10590,191602,7778,1961645,13186,Arizona,null,null,null,null,null,null,04
0400000US47,2064159,9619,216595,7335,1847564,12136,Tennessee,null,null,null,null,null,null,47
0400000US20,987191,7778,57368,3654,929823,8014,Kansas,null,null,null,null,null,null,20
