GEO_ID,B13008_001E,B13008_001M,B13008_002E,B13008_002M,B13008_003E,B13008_003M,B13008_004E,B13008_004M,B13008_005E,B13008_005M,B13008_006E,B13008_006M,B13008_007E,B13008_007M,B13008_008E,B13008_008M,B13008_009E,B13008_009M,B13008_010E,B13008_010M,B13008_011E,B13008_011M,B13008_012E,B13008_012M,B13008_013E,B13008_013M,B13008_014E,B13008_014M,B13008_015E,B13008_015M,NAME,B13008_001MA,B13008_001EA,B13008_002EA,B13008_002MA,B13008_003MA,B13008_003EA,B13008_004MA,B13008_004EA,B13008_005MA,B13008_005EA,B13008_006MA,B13008_006EA,B13008_007EA,B13008_007MA,B13008_008EA,B13008_008MA,B13008_009MA,B13008_009EA,B13008_010MA,B13008_010EA,B13008_011MA,B13008_011EA,B13008_012MA,B13008_012EA,B13008_013EA,B13008_013MA,B13008_014MA,B13008_014EA,B13008_015MA,B13008_015EA,state
0400000US08,1376662,4542,71267,4836,53050,4449,42596,3823,10454,2387,18217,2913,16425,2762,1792,739,1305395,6325,594420,8819,487399,8470,107021,5384,710975,8173,656691,9163,54284,4123,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,1551701,5693,89630,5426,54009,4164,46879,3749,7130,1756,35621,3810,34227,3683,1394,652,1462071,7546,632780,10502,570118,9895,62662,4273,829291,12216,785765,11930,43526,3921,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,1021826,4656,56995,3846,37122,2979,33099,2719,4023,1136,19873,2500,18602,2559,1271,570,964831,5818,444757,7583,412287,7706,32470,2437,520074,7991,501010,7795,19064,2264,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1099363,4943,62709,4490,34695,3371,31062,2969,3633,1227,28014,3222,26616,3348,1398,817,1036654,6207,388757,8285,359019,8507,29738,2797,647897,9364,629532,9573,18365,2435,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,3009568,5290,158848,6532,105418,5473,80509,4732,24909,2459,53430,3687,47910,3518,5520,1449,2850720,7598,1172289,11389,871225,10113,301064,7506,1678431,11252,1498482,11624,179949,6869,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,709250,3547,40916,2952,28971,2315,25511,2301,3460,979,11945,1680,11228,1552,717,492,668334,4190,299581,6238,263420,5621,36161,3394,368753,6666,345552,6001,23201,2787,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,300261,1966,13925,2032,8950,1360,7961,1148,989,675,4975,1327,4701,1350,274,359,286336,2583,122664,4107,109981,4048,12683,1734,163672,4246,155386,4486,8286,1451,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,694635,4154,39677,2789,22471,2192,19913,1913,2558,849,17206,2202,16372,2116,834,581,654958,4750,290367,7305,262996,7054,27371,2498,364591,6974,346753,6873,17838,2477,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,216969,1762,10138,1945,6499,1520,4566,1251,1933,917,3639,1124,3311,1129,328,272,206831,2505,79392,3625,63359,3170,16033,1924,127439,4382,116757,4475,10682,1936,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,1276341,3881,76157,3919,55845,3400,42862,2648,12983,2076,20312,2209,15976,2041,4336,1429,1200184,4857,534374,7749,452573,6109,81801,4372,665810,7970,594990,7827,70820,4956,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,227860,2141,11388,1548,7707,1340,7589,1334,118,125,3681,1104,3681,1104,0,172,216472,2511,98157,3379,93678,3442,4479,1304,118315,3712,115171,3556,3144,1064,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,282032,2182,14372,2013,9967,1741,9502,1696,465,351,4405,1096,4360,1088,45,74,267660,3197,111881,3783,105825,3889,6056,1428,155779,4712,150580,4510,5199,1424,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,2468872,7563,119280,5997,77564,5064,64719,4813,12845,1892,41716,3638,38427,3535,3289,914,2349592,9993,1020323,13958,855644,12636,164679,6581,1329269,15107,1237923,13776,91346,6698,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,2619669,8548,122525,5675,75813,5726,61093,4979,14720,2372,46712,3962,44107,3954,2605,984,2497144,10191,1020024,17571,811467,15342,208557,7697,1477120,17398,1361305,17642,115815,6973,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,171990,1891,10747,1579,6698,1325,5664,1055,1034,683,4049,1012,3798,997,251,239,161243,2486,76063,2818,63572,2405,12491,1461,85180,3201,80550,3282,4630,1287,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,1143519,5742,66070,4793,40650,4164,37396,3988,3254,1040,25420,2575,25136,2570,284,178,1077449,7522,461942,9359,429824,9251,32118,2882,615507,11034,597655,10659,17852,2937,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,137964,1376,5767,1277,3883,935,3328,788,555,471,1884,790,1884,790,0,157,132197,1938,54733,2715,50722,2578,4011,710,77464,2507,73718,2470,3746,1295,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,711652,2821,36733,3284,19984,2368,13531,1956,6453,1196,16749,2077,14105,2176,2644,898,674919,4244,279467,6836,182931,5350,96536,5696,395452,7356,331154,7015,64298,4517,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,389283,3100,18926,2564,10895,1765,10818,1764,77,96,8031,1681,8031,1681,0,201,370357,3500,160499,5244,156485,4999,4014,999,209858,6112,207363,6104,2495,883,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,909783,3317,51095,3205,32699,2364,28121,2235,4578,968,18396,2504,17818,2480,578,351,858688,4563,393150,6226,347423,5737,45727,2764,465538,7174,441775,7217,23763,2601,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,1299497,3170,68743,3495,47686,3120,42913,3071,4773,961,21057,1922,19036,1813,2021,845,1230754,4244,523398,6670,474185,5787,49213,2844,707356,7493,675129,7936,32227,3030,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,745223,2967,21107,2781,10406,1566,10235,1546,171,164,10701,1977,10610,1975,91,149,724116,3963,205797,6331,194916,6323,10881,1923,518319,7440,508544,7551,9775,1647,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,2035149,6537,99351,5523,68564,4115,52784,3202,15780,2488,30787,3751,28355,3675,2432,997,1935798,8282,867990,11211,664376,10873,203614,6341,1067808,11003,956377,10417,111431,6755,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,171076,2101,11264,1676,8456,1514,7859,1384,597,572,2808,835,2312,633,496,568,159812,2399,75753,3703,67027,3202,8726,1816,84059,4106,80833,3793,3226,1083,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,1172188,4992,63951,4991,34710,3606,30363,3527,4347,1280,29241,3468,28096,3437,1145,621,1108237,6836,453353,8179,411041,8109,42312,2938,654884,9772,629039,9665,25845,2808,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,981781,4334,45820,3106,36100,2737,26394,2067,9706,2156,9720,1853,8265,1714,1455,731,935961,5085,409755,8170,332625,8304,77130,4787,526206,9380,478393,8918,47813,4567,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
