GEO_ID,B25013_001E,B25013_001M,B25013_002E,B25013_002M,B25013_003E,B25013_003M,B25013_004E,B25013_004M,B25013_005E,B25013_005M,B25013_006E,B25013_006M,B25013_007E,B25013_007M,B25013_008E,B25013_008M,B25013_009E,B25013_009M,B25013_010E,B25013_010M,B25013_011E,B25013_011M,NAME,B25013_001MA,B25013_001EA,B25013_002MA,B25013_002EA,B25013_003MA,B25013_003EA,B25013_004MA,B25013_004EA,B25013_005EA,B25013_005MA,B25013_006EA,B25013_006MA,B25013_007EA,B25013_007MA,B25013_008MA,B25013_008EA,B25013_009EA,B25013_009MA,B25013_010EA,B25013_010MA,B25013_011EA,B25013_011MA,state
0400000US01,1855184,11821,1262257,12735,126656,5979,342915,9382,390728,10624,401958,9693,592927,12136,95312,6029,187423,7699,197965,6480,112227,5483,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,261373,3502,188798,4006,7692,1115,45935,2609,51925,2865,83246,3140,72575,3626,6735,1503,20040,2106,22624,2186,23176,2236,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,1129810,6479,641551,6758,51935,3344,139114,5430,236748,5090,213754,6259,488259,7615,69009,4886,136594,6394,183023,6901,99633,5191,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,734703,6052,532674,7982,57073,3430,195764,5567,144366,6304,135471,6763,202029,6481,26219,2375,72304,4907,68207,3772,35299,3261,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,1485310,6108,971990,7832,83739,3243,260606,5569,317823,6157,309822,6006,513320,8077,66074,3799,158230,5664,185815,6298,103201,4738,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,2371960,6714,1592440,10546,82498,3192,433604,6504,510928,8957,565410,7597,779520,9259,84337,5129,234575,7819,280366,6524,180242,5752,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,1179637,9819,793791,9316,174449,5019,204540,7143,165118,5861,249684,6973,385846,8055,89328,5389,123815,5999,96031,5425,76672,5154,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,3175524,13138,2093205,14799,145465,5915,411128,8869,558743,9712,977869,12943,1082319,13343,132302,6916,252704,8864,327581,10001,369732,8885,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,319355,4442,199467,4766,9084,1252,47314,2275,74085,3692,68984,3481,119888,4888,11280,2005,31079,2673,49602,3877,27927,2928,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,1927991,12233,1335486,12405,110028,5343,339305,7893,420199,9372,465954,9813,592505,12606,86693,6258,180049,8473,199651,8148,126112,5795,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,1639970,6988,1024853,10325,58555,4577,176952,5915,365827,8632,423519,8828,615117,9709,68772,5416,139189,6943,230828,7864,176328,5494,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,230252,3746,161812,3934,6003,1159,41457,2912,66277,3683,48075,3057,68440,3943,6536,1887,19787,2588,27229,2808,14888,2204,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,13072122,21485,7165664,30156,679968,13181,1097839,14397,2192410,22185,3195447,23916,5906458,34788,1031384,16200,1203884,17627,1823407,25784,1847783,18567,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,1108630,9460,756195,9817,89570,5610,204063,8059,249989,6995,212573,7278,352435,9380,61504,4324,99515,6554,131281,5963,60135,4018,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,1378091,6923,906771,8038,41589,3163,197884,5852,227282,6323,440016,8640,471320,9219,70191,4525,139595,6132,123510,6352,138024,5909,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,9776083,21679,6034082,27745,764929,14173,1215935,19312,1765729,18138,2287489,21408,3742001,25752,603807,16256,936967,17453,1213687,19825,987540,17362,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,2215935,9432,1482669,11111,82460,4237,280635,8065,372817,8752,746757,9517,733266,11942,83046,4645,185671,7056,218743,8055,245806,7381,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,7809358,20825,5148242,25213,378304,10111,1218631,14894,1600322,18453,1950985,21576,2661116,24600,340118,8885,738646,17503,860756,16427,721596,14398,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,2624294,8879,1620712,12401,75792,4125,304391,8616,377467,11125,863062,11006,1003582,12125,140662,5856,243505,8421,254588,8241,364827,8373,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,287476,2752,121540,3817,3860,1046,9103,1515,15538,1862,93039,3788,165936,4411,18996,2446,34170,3217,25561,2631,87209,4817,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,998891,5079,703983,7745,33703,2865,127422,5318,249970,7015,292888,7013,294908,7126,28099,3329,69299,5088,119277,5397,78233,4305,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,7367015,16617,3953785,20790,250689,7496,870625,13597,1043776,17088,1788695,17609,3413230,20193,583361,13743,863831,15272,822469,14602,1143569,15452,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,3249567,9867,2078948,12237,108866,5141,449476,8685,489815,9333,1030791,11394,1170619,12338,170261,6731,331178,10115,288347,9776,380833,9443,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,4685447,12486,3086226,17899,188277,6770,908132,11413,907099,13751,1082718,13094,1599221,15627,194102,7114,512660,11201,551702,12080,340757,9130,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,2434806,10407,1625854,12819,109633,4226,436732,8995,501740,9575,577749,8336,808952,10736,92952,5123,244174,8953,287271,9210,184555,6464,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,5070931,12151,3478645,18096,219419,6838,1099111,13478,872094,10415,1288021,14718,1592286,14831,190405,8517,537089,11680,441936,11165,422856,10000,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,3957466,12369,2817484,14245,173399,6395,704833,10257,962307,11654,976945,12242,1139982,13162,133554,5425,325153,9185,421587,10373,259688,7479,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,765490,3878,505666,5197,29670,2228,114125,3469,170673,4916,191198,4562,259824,5116,26680,2641,68892,3562,98181,3717,66071,3713,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,640270,5214,452916,7633,29386,2939,105324,5655,166770,6017,151436,5895,187354,6717,18896,2526,57320,3707,73850,4986,37288,3165,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,794093,5137,525349,7517,59824,3907,114792,5508,168019,5310,182714,5847,268744,6808,45412,3661,64914,4341,95941,5255,62477,3743,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,455309,4541,265364,5773,13086,1644,54427,3888,82972,3919,114879,4942,189945,5617,14042,2153,46472,3398,70971,3758,58460,3155,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,345449,3406,234487,4225,9562,1093,66449,3389,77768,3196,80708,3413,110962,4183,11563,1580,35377,2846,38377,3035,25645,2272,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,2895575,9139,1818988,12964,87934,4916,305577,7591,629045,11342,796432,9837,1076587,12122,107054,5439,234401,8634,390863,10716,344269,9157,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,406573,4965,251354,5065,15003,1912,56456,3454,69943,3678,109952,4443,155219,5238,25066,2870,50453,4042,39976,3815,39724,3285,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,2614298,11305,1694367,13678,139894,5360,315482,8128,595658,10347,643333,10664,919931,14039,130092,5746,212578,8052,354676,8972,222585,7476,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,2603140,11640,1723984,15594,156072,6024,479509,9116,503916,10324,584487,10904,879156,13188,136720,6372,277812,9562,277282,9044,187342,7108,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,1133408,7193,749821,8328,46145,2933,164938,5262,235601,6568,303137,6473,383587,7870,41882,2978,105919,5017,142230,5493,93556,4270,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
