GEO_ID,B16005F_001E,B16005F_001M,B16005F_002E,B16005F_002M,B16005F_003E,B16005F_003M,B16005F_004E,B16005F_004M,B16005F_005E,B16005F_005M,B16005F_006E,B16005F_006M,B16005F_007E,B16005F_007M,B16005F_008E,B16005F_008M,B16005F_009E,B16005F_009M,B16005F_010E,B16005F_010M,B16005F_011E,B16005F_011M,NAME,B16005F_001MA,B16005F_001EA,B16005F_002EA,B16005F_002MA,B16005F_003EA,B16005F_003MA,B16005F_004EA,B16005F_004MA,B16005F_005MA,B16005F_005EA,B16005F_006MA,B16005F_006EA,B16005F_007EA,B16005F_007MA,B16005F_008EA,B16005F_008MA,B16005F_009MA,B16005F_009EA,B16005F_010MA,B16005F_010EA,B16005F_011MA,B16005F_011EA,state
0400000US30,5577,1809,3534,1230,3094,1144,440,290,440,290,0,172,2043,920,54,84,1989,920,1550,821,439,338,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,3076,1050,2258,967,2155,975,103,75,103,75,0,170,818,386,277,269,541,307,477,283,64,97,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,298255,15625,149749,10531,44218,5403,105531,9413,87390,8622,18141,2930,148506,10208,7339,1798,141167,9874,50267,5456,90900,7191,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,277378,16321,142539,10221,37180,4592,105359,9027,85851,8916,19508,3658,134839,10297,8039,1612,126800,10267,42757,4884,84043,8607,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,9468,2566,5665,1764,2173,875,3492,1604,2434,920,1058,1099,3803,1164,807,615,2996,979,1182,601,1814,718,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,73898,6701,39489,5393,12270,3085,27219,5012,22901,4514,4318,1586,34409,3616,2770,902,31639,3563,7051,1372,24588,3564,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,2487,913,1985,865,1115,519,870,671,722,563,148,163,502,260,27,44,475,263,351,208,124,115,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,333408,15499,180370,10346,49838,5885,130532,8567,118853,8394,11679,2241,153038,9059,6077,1538,146961,8695,52390,5282,94571,6687,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,6053,2255,3999,1282,2986,1066,1013,483,931,465,82,115,2054,1528,266,244,1788,1504,1287,1135,501,454,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,99658,7521,57510,5128,23244,3017,34266,3929,28911,3579,5355,1326,42148,4294,2955,1113,39193,4153,13145,2009,26048,3072,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,112285,7776,68789,5537,19166,2573,49623,4428,38903,3963,10720,2098,43496,4282,2742,1008,40754,4327,16624,2395,24130,2960,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,531630,16891,508566,16501,6012,1760,502554,16102,83161,7090,419393,13000,23064,3144,850,395,22214,3153,2056,1129,20158,2999,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,195245,11596,86858,7121,29420,3501,57438,5519,47133,4913,10305,2854,108387,8428,6535,1859,101852,8337,38443,4302,63409,6580,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,8961,2336,7109,1911,3812,1435,3297,1193,2796,1091,501,390,1852,1227,30,46,1822,1223,951,660,871,1077,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,84322,7762,45853,5320,14972,2824,30881,5111,23356,4326,7525,3007,38469,5391,2555,1162,35914,5298,13520,2943,22394,4425,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,127654,10845,74136,7117,23987,3511,50149,5760,46191,5679,3958,1214,53518,6402,4026,1237,49492,6337,21492,4201,28000,4325,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,8234,2292,6021,1629,3588,1261,2433,1162,2256,1138,177,230,2213,1464,275,418,1938,1446,634,516,1304,1418,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,5055219,64534,2909156,44305,805265,24501,2103891,35464,1832319,33306,271572,10615,2146063,34839,86676,5227,2059387,34685,630825,16403,1428562,27538,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,26832,3931,14676,2926,6189,2923,8487,2442,6249,1895,2238,1339,12156,2603,428,354,11728,2651,4664,1796,7064,1966,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,180022,11026,108930,7900,28389,4346,80541,6533,57158,5388,23383,3132,71092,7457,4493,1476,66599,6942,14882,2495,51717,6199,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,1583282,33713,918126,27378,255634,15410,662492,22480,511778,20395,150714,9509,665156,22164,25168,3033,639988,21872,164844,9804,475144,18231,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,269881,14466,114794,9405,26060,4108,88734,7538,70537,6651,18197,3723,155087,9313,8747,1948,146340,9309,43982,4336,102358,7831,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,665787,31085,345468,19800,105168,8817,240300,16770,197995,14773,42305,4937,320319,19255,30111,3760,290208,18606,114347,10387,175861,13350,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,280239,13700,151094,8919,41289,4550,109805,7779,83035,7036,26770,3297,129145,8679,6357,1382,122788,8570,44474,4858,78314,6340,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,27492,4602,11660,2755,4761,2055,6899,1930,4852,1610,2047,1123,15832,3299,994,759,14838,3384,3066,1660,11772,2746,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,152499,10134,78680,6553,24671,4157,54009,5867,49714,5625,4295,1355,73819,7321,3154,1053,70665,7348,30045,4016,40620,5664,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,1558773,35924,799109,21381,202821,11929,596288,17892,480883,16894,115405,8930,759664,25315,65251,5539,694413,24821,182494,11037,511919,21310,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,551294,23706,270617,15447,60058,6816,210559,12302,172905,11191,37654,4597,280677,14691,12593,2363,268084,14217,75646,6473,192438,11918,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,103466,7707,69359,5744,37086,4508,32273,3685,24317,3022,7956,2121,34107,4796,4375,1340,29732,4784,11347,2736,18385,3316,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,51366,6245,30031,3865,15632,2828,14399,2929,9073,2008,5326,2171,21335,3918,1235,629,20100,3714,8457,2190,11643,2572,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,280044,14116,201112,11497,58322,5580,142790,9690,96453,7824,46337,5450,78932,7337,6063,1337,72869,7227,26849,3570,46020,5663,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,109452,8420,70025,6238,31199,3439,38826,5047,33832,4377,4994,1410,39427,4409,3619,1183,35808,4233,14167,2192,21641,3124,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,41941,4421,21598,3342,9580,2299,12018,2158,9882,1837,2136,779,20343,2837,1494,649,18849,2868,5524,1409,13325,2224,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,54544,6590,29402,4641,10197,2874,19205,3759,16296,3346,2909,2113,25142,4219,1944,984,23198,4052,7423,2021,15775,3175,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,138386,9965,111369,8765,52466,6386,58903,5797,54084,5513,4819,1174,27017,4251,860,531,26157,4100,9374,2198,16783,3614,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,16894,3033,11431,2249,7120,1768,4311,1511,3980,1478,331,252,5463,2125,153,106,5310,2123,1951,1050,3359,1924,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,5471,1579,3005,1107,1251,641,1754,821,1600,796,154,172,2466,1039,64,90,2402,1037,921,469,1481,750,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,315247,15165,171234,10564,56598,6622,114636,9906,98807,9174,15829,3058,144013,8998,7872,1631,136141,8580,42926,4257,93215,7363,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,54470,7191,29420,4648,8700,2375,20720,3745,17258,3561,3462,1161,25050,5227,2026,1265,23024,4926,8031,2932,14993,3198,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,352828,18066,236676,13512,91842,8230,144834,10848,128001,10069,16833,2584,116152,9272,6230,1447,109922,9012,39532,4292,70390,6582,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,90119,9172,44319,5662,19774,4084,24545,3807,21439,3402,3106,900,45800,5481,3594,1020,42206,5385,16129,2926,26077,3885,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,66085,7219,34519,4553,10998,2469,23521,4010,20636,3633,2885,1097,31566,3996,1246,511,30320,3919,8653,1873,21667,3056,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
