GEO_ID,B01001H_001E,B01001H_001M,B01001H_002E,B01001H_002M,B01001H_003E,B01001H_003M,B01001H_004E,B01001H_004M,B01001H_005E,B01001H_005M,B01001H_006E,B01001H_006M,B01001H_007E,B01001H_007M,B01001H_008E,B01001H_008M,B01001H_009E,B01001H_009M,B01001H_010E,B01001H_010M,B01001H_011E,B01001H_011M,B01001H_012E,B01001H_012M,B01001H_013E,B01001H_013M,B01001H_014E,B01001H_014M,B01001H_015E,B01001H_015M,B01001H_016E,B01001H_016M,B01001H_017E,B01001H_017M,B01001H_018E,B01001H_018M,B01001H_019E,B01001H_019M,B01001H_020E,B01001H_020M,B01001H_021E,B01001H_021M,B01001H_022E,B01001H_022M,B01001H_023E,B01001H_023M,B01001H_024E,B01001H_024M,B01001H_025E,B01001H_025M,B01001H_026E,B01001H_026M,B01001H_027E,B01001H_027M,B01001H_028E,B01001H_028M,B01001H_029E,B01001H_029M,B01001H_030E,B01001H_030M,B01001H_031E,B01001H_031M,NAME,B01001H_001MA,B01001H_001EA,B01001H_002MA,B01001H_002EA,B01001H_003MA,B01001H_003EA,B01001H_004EA,B01001H_004MA,B01001H_005EA,B01001H_005MA,B01001H_006EA,B01001H_006MA,B01001H_007MA,B01001H_007EA,B01001H_008MA,B01001H_008EA,B01001H_009EA,B01001H_009MA,B01001H_010MA,B01001H_010EA,B01001H_011MA,B01001H_011EA,B01001H_012MA,B01001H_012EA,B01001H_013MA,B01001H_013EA,B01001H_014EA,B01001H_014MA,B01001H_015EA,B01001H_015MA,B01001H_016EA,B01001H_016MA,B01001H_017EA,B01001H_017MA,B01001H_018EA,B01001H_018MA,B01001H_019MA,B01001H_019EA,B01001H_020MA,B01001H_020EA,B01001H_021MA,B01001H_021EA,B01001H_022MA,B01001H_022EA,B01001H_023MA,B01001H_023EA,B01001H_024MA,B01001H_024EA,B01001H_025MA,B01001H_025EA,B01001H_026MA,B01001H_026EA,B01001H_027EA,B01001H_027MA,B01001H_028EA,B01001H_028MA,B01001H_029MA,B01001H_029EA,B01001H_030MA,B01001H_030EA,B01001H_031MA,B01001H_031EA,state
0400000US08,3859171,2530,1937659,1860,96304,1038,98565,3089,105384,3262,62157,949,47314,1679,119486,2199,152004,1526,152518,891,266430,1118,255104,995,272692,487,199808,329,82032,2149,27861,2143,1921512,2452,91588,1192,98407,3187,95357,3154,59504,982,42977,1497,107683,1843,138002,1142,139475,996,252486,1173,247597,916,286018,575,215206,682,99508,2798,47704,2713,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,5266285,4452,2591500,3300,150883,1148,156099,5329,161059,5294,101009,1576,71165,2484,173520,2511,173990,956,158380,698,315554,1130,343303,298,367749,618,258340,706,120500,2391,39949,2360,2674785,2938,142299,957,146035,5091,154009,4991,95032,1491,64703,2006,170437,2048,168639,991,158633,961,317156,656,345063,402,384506,643,290020,55,163218,3952,75035,3937,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,3776055,2079,1852491,2794,109210,1445,111559,4121,114592,4128,70661,1639,48029,2211,124209,2713,127394,1542,109569,1413,233959,1311,247582,650,256707,288,187382,259,86537,1951,25101,1924,1923564,2201,104091,1197,103667,4161,111616,4207,64929,1523,47845,2257,116390,2431,124070,1031,112122,778,233794,1132,254540,531,276624,486,211544,343,114446,2825,47886,2794,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2720774,2746,1338727,2429,78336,1382,76103,3486,81564,3928,48474,1418,34846,2573,80204,2725,90170,1901,88995,1581,172282,2040,171438,1600,190370,144,139801,932,65803,2099,20341,1945,1382047,2856,74239,1673,75621,3401,73415,3325,46381,1539,29699,2570,80201,2578,89366,1666,89230,1533,169656,1510,174970,1235,201105,178,154496,583,86871,2554,36797,2681,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,7760732,3669,3816589,2360,200074,718,195566,4576,218926,4575,135973,884,88479,1502,232388,1755,252597,1143,252454,859,474697,1620,515281,827,580028,667,403241,227,194856,2911,72029,2916,3944143,2792,187685,621,191941,4620,202391,4538,126829,933,85844,1648,217360,2515,244667,1181,245872,683,470131,856,519862,525,603164,788,449005,282,257361,4068,142031,4078,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,2695583,2165,1333402,1413,78332,937,77881,2665,84658,2605,50857,917,39769,2332,88306,2445,84451,552,79821,484,162204,842,163245,811,191923,182,138368,143,68705,1685,24882,1696,1362181,2202,73062,1186,75471,2664,79526,2681,47309,956,37185,1721,87649,1822,79004,736,77929,595,159132,538,162678,566,197283,330,148447,89,88305,2349,49201,2350,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1217767,1255,600980,1457,27708,589,30213,1982,32404,1986,21159,518,17003,887,37998,910,38477,353,36383,132,67017,392,85529,618,98920,75,68147,194,29117,1205,10905,1205,616787,986,25633,567,29251,2212,30532,2203,20669,508,18763,1736,34533,1717,35439,89,35291,30,67936,52,87959,227,102699,61,72768,77,36170,1858,19144,1852,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,2174167,1149,1066597,1629,59749,999,61749,2689,65940,2676,38640,1241,27284,1954,67047,2237,69708,1450,64814,938,131081,1164,137066,1092,147156,38,116804,176,61669,1710,17890,1717,1107570,1681,56831,996,58407,3433,62384,3606,38249,1171,26109,1731,64530,1793,68288,1146,64600,839,131422,1037,138444,1015,156514,11,132115,327,78036,2233,31641,2250,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,598105,652,289321,336,13315,215,12161,1429,15843,1433,9073,113,6786,200,15449,150,19255,200,17886,200,30664,100,37658,200,46029,39,39773,200,18748,1107,6681,1107,308784,390,12978,200,11707,1433,15371,1458,8654,200,6929,200,14733,249,18801,200,17739,200,32192,97,39476,270,51435,98,45065,57,24092,1094,9612,1094,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,4455388,2053,2211442,1485,123999,405,122413,3141,132003,3130,79062,252,51055,774,134005,801,140667,326,145539,571,279761,372,289001,367,335708,277,228392,257,108669,2534,41168,2535,2243946,1059,117515,275,117083,3442,125814,3464,75297,269,49909,842,130742,954,132820,473,140559,287,270851,359,287520,232,342301,299,244059,190,139711,3016,69765,3016,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,912200,764,459226,700,24718,384,25622,1684,26022,1681,15074,463,12255,1002,30176,1036,29700,786,27710,696,56996,691,52999,448,67599,110,56194,139,26665,964,7496,965,452974,789,23120,383,22706,1751,25980,1779,15281,461,10564,1129,26814,1136,28176,496,27167,369,53237,489,52293,474,70727,133,55737,188,28789,1337,12383,1317,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
