GEO_ID,C17001H_001E,C17001H_001M,C17001H_002E,C17001H_002M,C17001H_003E,C17001H_003M,C17001H_004E,C17001H_004M,C17001H_005E,C17001H_005M,C17001H_006E,C17001H_006M,C17001H_007E,C17001H_007M,C17001H_008E,C17001H_008M,C17001H_009E,C17001H_009M,C17001H_010E,C17001H_010M,C17001H_011E,C17001H_011M,C17001H_012E,C17001H_012M,C17001H_013E,C17001H_013M,C17001H_014E,C17001H_014M,C17001H_015E,C17001H_015M,C17001H_016E,C17001H_016M,C17001H_017E,C17001H_017M,C17001H_018E,C17001H_018M,C17001H_019E,C17001H_019M,NAME,C17001H_001EA,C17001H_001MA,C17001H_002MA,C17001H_002EA,C17001H_003MA,C17001H_003EA,C17001H_004MA,C17001H_004EA,C17001H_005EA,C17001H_005MA,C17001H_006EA,C17001H_006MA,C17001H_007EA,C17001H_007MA,C17001H_008EA,C17001H_008MA,C17001H_009EA,C17001H_009MA,C17001H_010EA,C17001H_010MA,C17001H_011EA,C17001H_011MA,C17001H_012EA,C17001H_012MA,C17001H_013MA,C17001H_013EA,C17001H_014MA,C17001H_014EA,C17001H_015EA,C17001H_015MA,C17001H_016EA,C17001H_016MA,C17001H_017EA,C17001H_017MA,C17001H_018EA,C17001H_018MA,C17001H_019EA,C17001H_019MA,state
0400000US08,3788167,3856,282973,11265,128197,7052,27134,3756,86667,4843,14396,1655,154776,6926,24474,3400,101830,4971,28472,2392,3505194,12060,1767862,7608,331719,4200,1144148,5063,291995,1749,1737332,7202,317453,3523,1093021,5128,326858,2612,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,5120341,5899,531604,18693,231359,9470,67240,4827,140734,6354,23385,2289,300245,11913,68666,5768,189245,7129,42334,2846,4588737,19687,2283161,10698,488938,5825,1409746,6724,384477,2711,2305576,12591,456093,5892,1383731,7500,465752,3142,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,3669966,4130,566242,18633,247997,10265,80826,6031,144534,5990,22637,2097,318245,11272,75234,5398,201001,7364,42010,3322,3103724,18690,1546086,10828,316474,6554,959932,6150,269680,2330,1557638,12002,301055,5546,937751,7600,318832,3490,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2664376,3941,324313,16640,136067,8343,38519,4004,81941,6041,15607,2150,188246,10444,38737,4668,122390,6964,27119,2855,2340063,17361,1169628,9064,242757,4946,721213,6196,205658,2392,1170435,11109,226955,4962,702441,7196,241039,3091,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,7594356,4823,641473,17986,281014,11015,66976,5272,178924,7754,35114,2815,360459,9499,64027,4415,227902,6433,68530,3828,6952883,18708,3451969,11664,673483,5823,2161005,8357,617481,3118,3500914,10140,635083,4992,2119739,7447,746092,3962,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,2614232,2747,244599,10680,105680,6471,26927,3317,66853,4670,11900,1293,138919,6160,25461,2879,91151,4356,22307,1735,2369633,10211,1187954,6116,259554,3520,715162,4563,213238,1694,1181679,6079,245586,2783,687184,4632,248909,1954,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1182110,1972,79156,5477,34408,3150,9047,1926,21026,2122,4335,970,44748,3680,9724,2153,27602,2272,7422,1262,1102954,5660,549423,3630,99451,2500,349062,2334,100910,1281,553531,3882,94020,2326,343936,2492,115575,1451,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,2113842,2445,286196,15317,120282,8294,36995,3981,69098,5550,14189,1823,165914,8857,37044,3825,106126,6305,22744,1905,1827646,14980,914450,8279,184090,4102,551803,5453,178557,2078,913196,9211,175164,4304,530133,6579,207899,2296,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,584406,1252,48371,5738,21089,3136,4043,1708,14054,2091,2992,790,27282,3721,3430,1133,19223,3033,4629,890,536035,5718,260833,3169,45219,1805,154417,2160,61197,838,275202,3961,44608,1185,158449,3264,72145,914,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,4368644,3362,304246,9812,134352,5787,28676,3291,85604,4199,20072,1750,169894,6116,25515,2541,109156,4723,35223,2422,4064398,10554,2038377,6824,422533,3392,1265969,4891,349875,2011,2026021,6409,404356,2592,1223613,5052,398052,2659,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,893673,1254,101613,6431,47436,4109,11989,2079,29118,2798,6329,1014,54177,3801,10742,1753,33669,2691,9766,1501,792060,6875,401846,4269,78410,2255,240800,2898,82636,1079,390214,4314,74725,1941,231291,2784,84198,1583,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,1214331,1927,133986,7036,57354,3212,14062,1660,35291,2680,8001,1232,76632,5453,15441,2342,45925,3586,15266,1811,1080345,7179,535063,3786,94882,2227,329285,2896,110896,1532,545282,5794,88781,2417,330299,3699,126202,2108,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,6352932,6910,621514,20287,267775,11066,68141,5591,165407,8250,34227,2708,353739,11857,65225,5605,233334,8382,55180,3548,5731418,21453,2826081,12014,529688,6335,1753613,8605,542780,2915,2905337,12618,504034,6254,1744910,8389,656393,3870,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,5374920,6763,530610,20104,228803,9221,63950,5182,136894,6071,27959,2689,301807,13742,57536,5355,194633,8987,49638,4092,4844310,20352,2407865,9761,487402,6052,1497943,6240,422520,2860,2436445,14057,459412,5960,1476415,8945,500618,4266,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,434277,1255,32089,3796,16114,2224,2681,855,11358,1496,2075,940,15975,2457,3789,1276,10294,1585,1892,598,402188,3824,212266,2233,42086,941,139432,1718,30748,1047,189922,2577,39187,1345,122297,1630,28438,655,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,3123901,4271,353479,15503,148980,7869,42177,3927,90533,5201,16270,1793,204499,9659,38411,3884,132118,6856,33970,2503,2770422,15732,1378496,8206,278274,3963,836806,5526,263416,1985,1391926,9953,257566,4747,821814,6776,312546,2585,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,558277,901,58422,4930,26541,2838,6421,1432,16467,2024,3653,798,31881,3015,5149,1054,20131,2342,6601,1221,499855,5014,248396,3047,45502,1653,153249,2159,49645,929,251459,3186,43879,1158,152922,2518,54658,1204,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,1451197,2579,129680,7569,62108,5036,10346,2164,40843,3650,10919,1316,67572,4617,9981,1921,43645,3623,13946,1861,1321517,8042,675686,5543,111507,2633,413115,4097,151064,1458,645831,4813,102865,2177,385869,3827,157097,1893,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,1621584,2492,277102,14332,126950,7291,38035,3923,76288,4541,12627,1497,150152,8795,35555,3931,94628,5383,19969,1957,1344482,14829,669344,7938,123345,4844,405191,4628,140808,1533,675138,9045,118572,3999,394609,5686,161957,2028,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,2500248,3591,307808,9387,135848,5472,37836,3075,84361,3818,13651,1271,171960,6203,37106,3195,111211,3581,23643,2021,2192440,9587,1090043,5698,217303,3309,662686,4086,210054,1473,1102397,6804,201745,3467,652322,3966,248330,2201,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,4600736,3044,385204,11823,171692,7150,39909,3237,108551,5042,23232,2007,213512,7028,36954,3128,134126,5444,42432,2419,4215532,11864,2112113,7350,411451,3712,1312793,5168,387869,2332,2103419,7453,391620,3269,1270745,5582,441054,2674,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,30487,3922,11796,2236,6485,1587,1646,734,4316,1294,523,449,5311,1371,1078,659,3495,1143,738,418,18691,3347,11406,2478,434,374,8920,2322,2052,664,7285,1828,1373,571,4686,1345,1226,648,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,5086996,4549,432971,18492,188165,10408,44529,4901,117329,6303,26307,2890,244806,10518,43266,4126,160380,7171,41160,2878,4654025,18581,2312562,11595,456223,5368,1440554,7507,415785,3532,2341463,10110,434248,4658,1417028,7022,490187,2971,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
