GEO_ID,C17001H_001E,C17001H_001M,C17001H_002E,C17001H_002M,C17001H_003E,C17001H_003M,C17001H_004E,C17001H_004M,C17001H_005E,C17001H_005M,C17001H_006E,C17001H_006M,C17001H_007E,C17001H_007M,C17001H_008E,C17001H_008M,C17001H_009E,C17001H_009M,C17001H_010E,C17001H_010M,C17001H_011E,C17001H_011M,C17001H_012E,C17001H_012M,C17001H_013E,C17001H_013M,C17001H_014E,C17001H_014M,C17001H_015E,C17001H_015M,C17001H_016E,C17001H_016M,C17001H_017E,C17001H_017M,C17001H_018E,C17001H_018M,C17001H_019E,C17001H_019M,NAME,C17001H_001EA,C17001H_001MA,C17001H_002MA,C17001H_002EA,C17001H_003MA,C17001H_003EA,C17001H_004MA,C17001H_004EA,C17001H_005EA,C17001H_005MA,C17001H_006EA,C17001H_006MA,C17001H_007EA,C17001H_007MA,C17001H_008EA,C17001H_008MA,C17001H_009EA,C17001H_009MA,C17001H_010EA,C17001H_010MA,C17001H_011EA,C17001H_011MA,C17001H_012EA,C17001H_012MA,C17001H_013MA,C17001H_013EA,C17001H_014MA,C17001H_014EA,C17001H_015EA,C17001H_015MA,C17001H_016EA,C17001H_016MA,C17001H_017EA,C17001H_017MA,C17001H_018EA,C17001H_018MA,C17001H_019EA,C17001H_019MA,state
0400000US38,617303,1627,54106,4399,24946,2354,4033,1025,17372,2169,3541,863,29160,2913,3995,1301,18400,2398,6765,1028,563197,4801,289002,3093,63270,1659,179787,2456,45945,893,274195,3316,62192,1658,162834,2616,49169,1129,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,3156619,3940,314527,14178,137199,7722,34258,4109,85429,4894,17512,2366,177328,8754,32917,3862,113793,5614,30618,2939,2842092,13623,1399725,7909,269324,4286,840269,5168,290132,2595,1442367,8371,254281,4163,851835,5670,336251,2989,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,3095754,4202,344261,13547,153153,8118,32472,4119,103955,5597,16726,1772,191108,8199,34583,4345,124642,5463,31883,2937,2751493,14053,1366179,8962,243277,4538,838057,6002,284845,2072,1385314,7846,228094,4429,832569,5541,324651,3030,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,474102,1228,46318,5820,18188,2949,5590,1671,11015,1767,1583,669,28130,3475,5963,1414,17887,2523,4280,1018,427784,5837,222013,3213,47093,1860,135025,1802,39895,770,205771,3807,43245,1969,122554,2445,39972,1018,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,14244413,9864,1287610,27229,574400,16777,101054,8103,385156,11657,88190,4745,713210,16862,105765,6852,449798,12183,157647,6580,12956803,28573,6527643,18228,1053764,8255,4120941,12615,1352938,5127,6429160,17214,992371,7299,3879910,12596,1556879,7114,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,1639226,2772,194743,11564,81086,6057,22717,3422,48514,4116,9855,1583,113657,7805,23754,4134,73096,5493,16807,2064,1444483,11619,718064,6586,149953,4265,431389,4559,136722,1638,726419,7531,143936,4202,419139,5240,163344,2234,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,2300370,3498,140221,7982,57635,4265,10973,1960,36934,3143,9728,1426,82586,5457,11487,2097,50054,4149,21045,2020,2160149,8958,1064189,5401,191919,2293,662386,3876,209884,1713,1095960,5835,180222,2304,658501,4148,257237,2330,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,11633748,9189,987132,29314,431654,17172,103907,7987,272394,10790,55353,4556,555478,17869,101319,7610,360388,12913,93771,5325,10646616,30935,5312081,18755,1064783,8614,3297504,13850,949794,4944,5334535,19295,1015841,8910,3220531,13711,1098163,5825,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,2972090,4660,175979,8502,72448,4319,14077,2043,47598,3392,10773,1471,103531,5987,17332,2845,65279,4263,20920,2071,2796111,9321,1379829,5644,263076,2918,860149,4107,256604,1885,1416282,6380,249584,3161,859546,4198,307152,2225,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,11129598,10161,1091364,25370,495703,16284,104480,6746,295143,11059,96080,5921,595661,13824,96029,6339,353959,9983,145673,6548,10038234,26363,4935965,16922,768625,7413,2805788,11528,1361552,6046,5102269,15516,738543,7487,2825422,10679,1538304,6820,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,4720925,7229,317956,13303,137938,7051,24651,3148,90043,5113,23244,2537,180018,8335,21795,3067,114961,6033,43262,2830,4402969,14824,2153313,8243,389535,3750,1370169,6370,393609,3225,2249656,9933,371383,3667,1390379,7105,487894,3720,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,245474,1667,15767,2364,7284,1485,472,338,6252,1474,560,455,8483,1638,506,545,6795,1279,1182,632,229707,2878,114917,1808,13840,632,88270,1662,12807,568,114790,1686,13307,674,87531,1393,13952,695,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,2424335,2680,175448,12054,80005,7114,24676,4158,50204,4478,5125,961,95443,6448,19328,3002,66024,4427,10091,1477,2248887,12039,1136131,6875,323480,4067,671555,4554,141096,1063,1112756,7045,309038,3143,648470,4947,155248,1536,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,10524371,7008,961247,22405,425113,14824,114707,7833,251037,9021,59369,4189,536134,11527,112400,5659,311623,8839,112111,5991,9563124,23201,4727506,15451,864574,7889,2970536,9278,892396,4537,4835618,12110,816077,5692,2937201,9147,1082340,6195,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,4784084,5817,263464,14500,116799,8367,30811,3950,67619,5059,18369,2291,146665,7726,30266,3512,81313,5163,35086,3116,4520620,15503,2216727,8946,421743,4450,1371771,5443,423213,2630,2303893,8408,399913,4154,1375370,5488,528610,3765,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,8951932,5820,966796,27649,431188,14526,128051,8179,256347,9720,46790,2939,535608,16826,118208,8388,336795,10927,80605,4651,7985136,29335,3961835,16031,797637,8510,2452657,10315,711541,3386,4023301,17581,762367,8675,2409509,11574,851425,5023,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,4724452,4545,519575,16878,234789,8452,69206,5601,140432,5271,25151,2090,284786,10823,66349,5235,179868,6858,38569,2761,4204877,18124,2081126,9526,429906,6065,1279261,5803,371959,2350,2123751,11768,409241,6315,1268642,7607,445868,2820,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,9452620,6925,825522,21353,362759,12159,89839,6270,225108,7612,47812,2836,462763,12588,83396,5953,288256,7432,91111,4113,8627098,21664,4264572,12445,791650,6939,2634755,7771,838167,3360,4362526,12691,756475,6458,2595484,7359,1010567,4750,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,7332776,4402,808100,20679,361493,10335,99479,5348,221238,7039,40776,2442,446607,13072,96451,6071,281265,8218,68891,3283,6524676,21791,3261142,10760,627402,5366,2023361,7351,610379,2517,3263534,14187,595753,6639,1959022,8708,708759,3599,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,1475587,2457,125766,6918,55166,3861,13705,2277,35191,2426,6270,1149,70600,4169,12604,1710,45697,2736,12299,1265,1349821,6842,676690,4138,151883,2449,408354,2620,116453,1357,673131,4084,142916,1884,394756,2927,135459,1358,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,1411247,1953,144048,10492,66490,6177,18859,3484,39952,4019,7679,1373,77558,6015,16414,2975,48575,3728,12569,1724,1267199,10584,637418,6200,150877,3720,373479,3984,113062,1436,629781,6288,143846,3116,364963,3797,120972,1764,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,759055,2399,88776,6247,41107,3732,8904,1905,26048,2729,6155,1144,47669,3925,7171,1670,29591,2448,10907,1636,670279,6305,332444,4187,49169,2373,191201,2983,92074,1249,337835,4472,47183,2045,188917,2509,101735,1706,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,295269,1398,27374,3803,13958,2194,2189,861,9200,1752,2569,839,13416,2439,1930,928,8652,1758,2834,797,267895,3976,141580,2512,19419,1138,89547,2036,32614,910,126315,2695,18300,1199,77079,1791,30936,807,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,696976,1320,58673,4770,27604,3122,5948,1380,18802,2055,2854,747,31069,2876,5496,1386,18309,1895,7264,1342,638303,4629,323053,3161,71967,1499,191095,2124,59991,779,315250,2934,68054,1672,184951,1885,62245,1542,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,5028353,4269,413252,12942,183669,7752,40200,3816,120851,5615,22618,2263,229583,8172,36680,4071,153780,5943,39123,2722,4615101,13100,2317322,8202,428653,4046,1462694,5931,425975,2369,2297779,8218,408540,3927,1405946,6323,483293,2585,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,726907,3115,60245,5938,27420,3905,4694,1613,16990,2289,5736,1287,32825,3289,5291,1177,19183,2534,8351,1356,666662,6598,323931,4171,54263,1777,208215,2532,61453,1335,342731,3896,51059,1265,212839,3247,78833,1406,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,3820126,4220,343953,13900,161066,7981,30843,3628,102225,6236,27998,2056,182887,8380,29911,3634,114372,5597,38604,2908,3476173,14810,1717351,9060,290020,4158,992327,6729,435004,2295,1758822,9074,276690,3776,991191,5995,490941,3024,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,4871770,5445,582951,20171,255471,10756,77460,5203,152499,7709,25512,2738,327480,12742,70232,5130,207554,8512,49694,3388,4288819,20996,2122810,10955,414695,5562,1316423,7602,391692,2713,2166009,13815,394510,6020,1313314,9408,458185,3651,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,2144757,2471,202742,10352,89864,5346,22685,2642,56190,4158,10989,1579,112878,6547,23733,2970,71202,4580,17943,1619,1942015,10628,965811,5499,211499,2727,585152,4164,169160,1884,976204,6857,202177,3312,574985,4698,199042,1994,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
