GEO_ID,B17010A_001E,B17010A_001M,B17010A_002E,B17010A_002M,B17010A_003E,B17010A_003M,B17010A_004E,B17010A_004M,B17010A_005E,B17010A_005M,B17010A_006E,B17010A_006M,B17010A_007E,B17010A_007M,B17010A_008E,B17010A_008M,B17010A_009E,B17010A_009M,B17010A_010E,B17010A_010M,B17010A_011E,B17010A_011M,B17010A_012E,B17010A_012M,B17010A_013E,B17010A_013M,B17010A_014E,B17010A_014M,B17010A_015E,B17010A_015M,B17010A_016E,B17010A_016M,B17010A_017E,B17010A_017M,B17010A_018E,B17010A_018M,B17010A_019E,B17010A_019M,B17010A_020E,B17010A_020M,B17010A_021E,B17010A_021M,B17010A_022E,B17010A_022M,B17010A_023E,B17010A_023M,B17010A_024E,B17010A_024M,B17010A_025E,B17010A_025M,B17010A_026E,B17010A_026M,B17010A_027E,B17010A_027M,B17010A_028E,B17010A_028M,B17010A_029E,B17010A_029M,B17010A_030E,B17010A_030M,B17010A_031E,B17010A_031M,B17010A_032E,B17010A_032M,B17010A_033E,B17010A_033M,B17010A_034E,B17010A_034M,B17010A_035E,B17010A_035M,B17010A_036E,B17010A_036M,B17010A_037E,B17010A_037M,B17010A_038E,B17010A_038M,B17010A_039E,B17010A_039M,B17010A_040E,B17010A_040M,B17010A_041E,B17010A_041M,NAME,B17010A_001MA,B17010A_001EA,B17010A_002MA,B17010A_002EA,B17010A_003MA,B17010A_003EA,B17010A_004MA,B17010A_004EA,B17010A_005MA,B17010A_005EA,B17010A_006MA,B17010A_006EA,B17010A_007MA,B17010A_007EA,B17010A_008MA,B17010A_008EA,B17010A_009MA,B17010A_009EA,B17010A_010MA,B17010A_010EA,B17010A_011EA,B17010A_011MA,B17010A_012MA,B17010A_012EA,B17010A_013MA,B17010A_013EA,B17010A_014MA,B17010A_014EA,B17010A_015MA,B17010A_015EA,B17010A_016MA,B17010A_016EA,B17010A_017MA,B17010A_017EA,B17010A_018MA,B17010A_018EA,B17010A_019MA,B17010A_019EA,B17010A_020MA,B17010A_020EA,B17010A_021EA,B17010A_021MA,B17010A_022EA,B17010A_022MA,B17010A_023MA,B17010A_023EA,B17010A_024MA,B17010A_024EA,B17010A_025MA,B17010A_025EA,B17010A_026MA,B17010A_026EA,B17010A_027MA,B17010A_027EA,B17010A_028MA,B17010A_028EA,B17010A_029MA,B17010A_029EA,B17010A_030MA,B17010A_030EA,B17010A_031MA,B17010A_031EA,B17010A_032MA,B17010A_032EA,B17010A_033EA,B17010A_033MA,B17010A_034MA,B17010A_034EA,B17010A_035EA,B17010A_035MA,B17010A_036MA,B17010A_036EA,B17010A_037MA,B17010A_037EA,B17010A_038MA,B17010A_038EA,B17010A_039MA,B17010A_039EA,B17010A_040MA,B17010A_040EA,B17010A_041MA,B17010A_041EA,state
0400000US08,1193536,11931,64843,4289,26861,2670,14082,2111,2216,913,4322,1160,7544,1590,12779,1905,37982,3123,6854,1469,5431,1363,881,463,685,439,3865,1244,1423,519,31128,2969,26502,2824,3596,1231,8299,1597,14607,1884,4626,1002,1128693,12267,924228,10724,379738,8124,73398,3625,74430,5141,231910,6584,544490,8603,204465,7889,72171,3933,39941,3189,8075,1876,4669,1088,27197,2588,32230,3109,132294,6342,71785,5141,8703,1901,8542,1797,54540,4044,60509,3001,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,1454676,11619,109279,5324,43195,3097,23662,2405,3064,867,7373,1625,13225,1833,19533,2000,66084,4650,12132,2057,9694,1975,2491,866,1405,626,5798,1556,2438,721,53952,4150,47151,3779,10048,1721,12529,2116,24574,2239,6801,1420,1345397,11653,1086943,13000,413852,8507,70823,4814,88616,5076,254413,7623,673091,10477,258454,7747,91637,4644,53160,3436,12450,1968,6783,1215,33927,2932,38477,3319,166817,6288,95101,5682,12539,1597,13166,2344,69396,4677,71716,3738,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,1020510,10522,117081,5255,50130,3629,28179,2627,4437,961,9780,1803,13962,1852,21951,2139,66951,4477,10710,1590,7976,1387,1822,702,1169,573,4985,1253,2734,810,56241,3976,46866,3712,10376,1937,12241,2204,24249,2424,9375,1278,903429,10518,730191,9865,282431,5672,54179,3055,52825,3593,175427,5087,447760,8383,173238,6577,58900,3630,31796,2788,8522,1577,4062,1085,19212,2214,27104,2949,114338,5473,58945,4195,8480,1637,6526,1407,43939,3287,55393,3428,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,741234,8827,64730,4321,26622,2791,12720,2036,1964,815,4192,1155,6564,1355,13902,1786,38108,3610,7667,1574,4943,1369,1933,905,656,472,2354,967,2724,903,30441,3046,26631,2839,4979,1457,7811,1439,13841,2467,3810,1048,676504,9052,551235,10122,214577,6372,42567,3777,41837,3506,130173,5433,336658,6836,125269,6363,43109,3752,23102,2756,4075,1233,4258,1421,14769,2229,20007,2742,82160,4710,42325,3713,5679,1398,5197,1520,31449,3172,39835,3237,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,2356391,14647,144983,6004,59534,3910,31970,2850,5099,1189,9982,1655,16889,2109,27564,2616,85449,4739,14955,1998,10673,1706,2449,734,1848,696,6376,1388,4282,1105,70494,4696,59810,4320,10904,1808,16705,2148,32201,3049,10684,1570,2211408,14612,1810946,13621,716238,9793,146255,5446,129458,5409,440525,7479,1094708,10639,400462,9181,135663,5365,67319,3727,15419,2323,7641,1345,44259,3194,68344,3938,264799,6852,140501,6368,20363,2291,17759,2591,102379,5305,124298,4646,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,746218,7759,46149,3313,16111,1838,7706,1297,1688,589,2575,651,3443,907,8405,1113,30038,2605,4741,1049,3661,924,1010,423,1023,441,1628,629,1080,431,25297,2261,22086,2301,4645,1337,5070,993,12371,1639,3211,725,700069,7705,576580,8276,217897,5488,41288,2717,46590,3313,130019,4258,358683,6709,123489,4755,45876,3350,30126,2781,6408,1199,4994,1230,18724,2120,15750,2000,77613,3728,48088,3011,8313,1705,5459,1114,34316,2469,29525,2428,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,323168,5907,14027,1839,4293,889,2041,705,84,117,736,465,1221,560,2252,584,9734,1764,1614,706,1493,686,481,321,344,227,668,504,121,127,8120,1710,7043,1652,1418,842,1786,817,3839,1118,1077,466,309141,5649,255844,5873,83123,4069,14372,1657,14445,1916,54306,3050,172721,4106,53297,3688,19268,2226,9743,1505,1974,659,828,601,6941,1292,9525,1700,34029,2765,18807,2192,2458,927,2129,711,14220,2363,15222,1685,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,617232,9777,61312,4743,26866,2942,13866,2105,2502,972,5206,1259,6158,1314,13000,1683,34446,3107,6578,1470,4575,1054,1449,689,778,531,2348,825,2003,830,27868,2948,24400,2876,4969,1302,5807,1090,13624,2176,3468,892,555920,8542,450972,8056,168708,5499,29362,2614,31912,2736,107434,4308,282264,6522,104948,5367,36519,3533,20200,2516,4639,1354,2743,1242,12818,2105,16319,2088,68429,3887,37347,2746,5891,1338,5594,1372,25862,2361,31082,2462,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,173776,4375,9794,1618,4577,1022,2341,805,175,179,848,548,1318,597,2236,640,5217,1231,1282,552,1009,485,447,294,74,122,488,387,273,311,3935,1147,3175,1062,416,349,952,562,1807,838,760,397,163982,4368,133315,3849,43033,3015,8513,1287,6835,1415,27685,2345,90282,3240,30667,2819,9744,1682,5228,1306,882,541,605,368,3741,1107,4516,1101,20923,2109,9984,1373,1326,537,1109,578,7549,1324,10939,1693,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,1214434,8409,49070,2879,21029,1702,9462,1352,1633,475,3357,925,4472,908,11567,1268,28041,2551,4629,953,2971,754,372,178,820,375,1779,529,1658,616,23412,2158,20039,2168,4284,1047,4162,809,11593,1604,3373,747,1165364,8132,977646,8443,370753,6078,73260,3422,68394,3630,229099,5802,606893,7287,187718,5367,70239,3623,39392,2568,8028,1231,4711,930,26653,2285,30847,2318,117479,4574,67133,3439,10785,1266,6432,1007,49916,3066,50346,2573,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,243475,5216,15730,1764,7599,1296,3335,851,495,277,958,400,1882,661,4264,1056,8131,1300,1565,516,1403,461,179,167,693,326,531,323,162,185,6566,1265,6139,1240,2126,774,699,356,3314,886,427,241,227745,5333,192681,4683,68676,3118,12082,1795,12163,1644,44431,2850,124005,4001,35064,3014,13257,2064,8368,1858,2667,1154,699,453,5002,1302,4889,1000,21807,2139,12438,1823,1091,514,1921,849,9426,1619,9369,1426,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
